experiment	run	sex	age_group	fold
SRP069212	SRR3140476	male	middle_adult	2
SRP069212	SRR3140474	male	middle_adult	2
SRP069212	SRR3140281	male	middle_adult	2
SRP069212	SRR3140380	male	middle_adult	2
SRP069212	SRR3140283	male	middle_adult	2
SRP069212	SRR3140282	male	middle_adult	2
SRP069212	SRR3140378	male	middle_adult	2
SRP069212	SRR3140475	male	middle_adult	2
SRP069212	SRR3140280	male	middle_adult	2
SRP069212	SRR3140379	male	middle_adult	2
SRP069212	SRR3140377	male	middle_adult	2
SRP071758	SRR3225325	male	middle_adult	2
SRP073253	SRR3383404	male	middle_adult	2
SRP073253	SRR3383352	male	middle_adult	2
SRP074739	SRR3493801	male	middle_adult	1
SRP074739	SRR3493802	male	middle_adult	1
SRP074739	SRR3493798	male	middle_adult	1
SRP074739	SRR3493803	male	middle_adult	1
SRP074739	SRR3493800	male	middle_adult	1
SRP075806	SRR3593306	male	middle_adult	3
SRP075806	SRR3593309	male	middle_adult	3
SRP075806	SRR3593313	male	middle_adult	3
SRP075806	SRR3593314	male	middle_adult	3
SRP075806	SRR3593317	male	middle_adult	3
SRP075806	SRR3593300	male	middle_adult	3
SRP075806	SRR3593315	male	middle_adult	3
SRP075806	SRR3593310	male	middle_adult	3
SRP075806	SRR3593307	male	middle_adult	3
SRP075806	SRR3593308	male	middle_adult	3
SRP075806	SRR3593312	male	middle_adult	3
SRP075806	SRR3593316	male	middle_adult	3
SRP075806	SRR3593311	male	middle_adult	3
SRP075806	SRR3593301	male	middle_adult	3
SRP092408	SRR4786009	female	middle_adult	1
SRP092408	SRR4785817	male	middle_adult	1
SRP101294	SRR5310355	female	middle_adult	1
SRP101294	SRR5310393	male	middle_adult	1
SRP183186	SRR8521497	female	middle_adult	2
SRP197353	SRR9036337	female	middle_adult	2
SRP068424	SRR5330989	male	middle_adult	3
SRP068424	SRR3103023	male	middle_adult	3
SRP068424	SRR3103020	male	middle_adult	3
ERP010889	ERR950183	male	middle_adult	1
ERP017123	ERR1629984	female	middle_adult	2
ERP104864	ERR2179126	female	middle_adult	3
ERP104864	ERR2179125	female	middle_adult	3
ERP104864	ERR2179135	female	middle_adult	3
ERP104864	ERR2179134	female	middle_adult	3
ERP109255	ERR2618775	male	middle_adult	2
ERP109255	ERR2618776	male	middle_adult	2
ERP109255	ERR2618811	male	middle_adult	2
ERP111913	ERR2882470	male	middle_adult	3
ERP111913	ERR2882472	male	middle_adult	3
ERP111913	ERR2882471	male	middle_adult	3
ERP111913	ERR2882473	male	middle_adult	3
SRP017959	SRR649360	male	middle_adult	2
SRP043364	SRR1424699	male	middle_adult	3
SRP043364	SRR1424697	male	middle_adult	3
SRP043364	SRR1424701	male	middle_adult	3
SRP043364	SRR1424703	male	middle_adult	3
SRP043364	SRR1424707	male	middle_adult	3
SRP043364	SRR1424706	male	middle_adult	3
SRP043364	SRR1424700	male	middle_adult	3
SRP043364	SRR1424698	male	middle_adult	3
SRP043364	SRR1424704	male	middle_adult	3
SRP043364	SRR1424705	male	middle_adult	3
SRP043364	SRR1424702	male	middle_adult	3
SRP050596	SRR1693850	female	middle_adult	2
SRP051819	SRR1746999	male	middle_adult	3
SRP053794	SRR1798163	male	middle_adult	2
SRP053794	SRR1798164	male	middle_adult	2
SRP056293	SRR1918186	female	middle_adult	2
SRP056293	SRR1918173	female	middle_adult	2
SRP057793	SRR2017792	male	middle_adult	3
SRP057793	SRR2017987	male	middle_adult	3
SRP057793	SRR2017924	female	middle_adult	3
SRP057793	SRR2018841	male	middle_adult	3
SRP058243	SRR2016939	male	middle_adult	1
SRP059588	SRR2065022	male	middle_adult	1
SRP063838	SRR6032724	female	middle_adult	1
SRP063838	SRR2444104	female	middle_adult	1
SRP063838	SRR6032719	female	middle_adult	1
SRP063838	SRR2444099	female	middle_adult	1
SRP067524	SRR3081632	male	middle_adult	2
SRP069212	SRR3140420	male	middle_adult	2
SRP069212	SRR3140515	male	middle_adult	2
SRP069212	SRR3140421	male	middle_adult	2
SRP069212	SRR3140510	male	middle_adult	2
SRP069212	SRR3140417	male	middle_adult	2
SRP069212	SRR3140514	male	middle_adult	2
SRP069212	SRR3140321	male	middle_adult	2
SRP069212	SRR3140419	male	middle_adult	2
SRP069212	SRR3140512	male	middle_adult	2
SRP069212	SRR3140511	male	middle_adult	2
SRP069212	SRR3140322	male	middle_adult	2
SRP069212	SRR3140320	male	middle_adult	2
SRP069212	SRR3140323	male	middle_adult	2
SRP069212	SRR3140418	male	middle_adult	2
SRP069212	SRR3140324	male	middle_adult	2
SRP074349	SRR3474738	male	middle_adult	2
SRP075346	SRR3539906	female	middle_adult	1
SRP075806	SRR3593237	female	middle_adult	3
SRP075806	SRR3593254	female	middle_adult	3
SRP075806	SRR3593236	female	middle_adult	3
SRP080737	SRR3993707	female	middle_adult	3
SRP080737	SRR3993706	female	middle_adult	3
SRP080737	SRR4170180	male	middle_adult	3
SRP080737	SRR3997846	female	middle_adult	3
SRP099470	SRR5251504	male	middle_adult	3
SRP099470	SRR5251503	male	middle_adult	3
SRP099470	SRR5251502	male	middle_adult	3
SRP099470	SRR5251500	male	middle_adult	3
SRP099470	SRR5251499	male	middle_adult	3
SRP101294	SRR5310657	female	middle_adult	1
SRP101294	SRR5310642	male	middle_adult	1
SRP101294	SRR5310619	female	middle_adult	1
SRP115956	SRR5961870	male	middle_adult	2
SRP115956	SRR5961964	male	middle_adult	2
SRP136794	SRR6918722	male	middle_adult	2
SRP148497	SRR7187141	female	middle_adult	3
SRP197353	SRR9036308	female	middle_adult	2
SRP201347	SRR9294052	male	middle_adult	2
SRP201347	SRR9294053	female	middle_adult	2
SRP201347	SRR9294048	male	middle_adult	2
SRP068424	SRR3104439	male	middle_adult	3
SRP068424	SRR5330979	male	middle_adult	3
SRP068424	SRR3104438	male	middle_adult	3
SRP078156	SRR3820394	male	middle_adult	3
SRP078156	SRR3820393	male	middle_adult	3
SRP068424	SRR3104202	female	middle_adult	3
SRP068424	SRR5330985	female	middle_adult	3
SRP068424	SRR3104141	female	middle_adult	3
ERP010930	ERR952456	female	middle_adult	2
ERP010930	ERR952494	female	middle_adult	2
ERP104864	ERR2179132	male	middle_adult	3
ERP104864	ERR2179150	female	middle_adult	3
ERP104864	ERR2179133	male	middle_adult	3
ERP104864	ERR2179225	male	middle_adult	3
ERP104864	ERR2179183	female	middle_adult	3
ERP104864	ERR2179151	female	middle_adult	3
ERP109255	ERR2618785	female	middle_adult	2
ERP109255	ERR2618809	male	middle_adult	2
ERP109255	ERR2618748	male	middle_adult	2
ERP109626	ERR2675461	male	middle_adult	3
ERP109626	ERR2675460	male	middle_adult	3
SRP022054	SRR837850	female	middle_adult	3
SRP022054	SRR837832	female	middle_adult	3
SRP022054	SRR837849	female	middle_adult	3
SRP022054	SRR837848	female	middle_adult	3
SRP043364	SRR1424696	male	middle_adult	3
SRP043364	SRR1424687	male	middle_adult	3
SRP043364	SRR1424694	male	middle_adult	3
SRP043364	SRR1424690	male	middle_adult	3
SRP043364	SRR1424695	male	middle_adult	3
SRP043364	SRR1424688	male	middle_adult	3
SRP043364	SRR1424691	male	middle_adult	3
SRP043364	SRR1424689	male	middle_adult	3
SRP043364	SRR1424693	male	middle_adult	3
SRP043364	SRR1424692	male	middle_adult	3
SRP044228	SRR1510154	female	middle_adult	2
SRP050596	SRR1693849	female	middle_adult	2
SRP053794	SRR1798162	female	middle_adult	2
SRP053794	SRR1798161	female	middle_adult	2
SRP055438	SRR1813873	male	middle_adult	2
SRP055438	SRR1813899	female	middle_adult	2
SRP055438	SRR1813874	female	middle_adult	2
SRP056696	SRR1946668	male	middle_adult	2
SRP056696	SRR1946669	male	middle_adult	2
SRP057793	SRR2017943	male	middle_adult	3
SRP058243	SRR2016947	male	middle_adult	1
SRP058243	SRR2016957	male	middle_adult	1
SRP058243	SRR2016955	male	middle_adult	1
SRP064894	SRR2678175	male	middle_adult	1
SRP064894	SRR2678163	male	middle_adult	1
SRP064894	SRR2678172	male	middle_adult	1
SRP064894	SRR2678171	male	middle_adult	1
SRP064894	SRR2678176	male	middle_adult	1
SRP064894	SRR2678324	male	middle_adult	1
SRP069212	SRR3140364	female	middle_adult	2
SRP069212	SRR3140268	female	middle_adult	2
SRP069212	SRR3140461	female	middle_adult	2
SRP069212	SRR3140462	female	middle_adult	2
SRP069212	SRR3140326	male	middle_adult	2
SRP069212	SRR3140264	female	middle_adult	2
SRP069212	SRR3140363	female	middle_adult	2
SRP069212	SRR3140267	female	middle_adult	2
SRP069212	SRR3140329	male	middle_adult	2
SRP069212	SRR3140458	female	middle_adult	2
SRP069212	SRR3140366	female	middle_adult	2
SRP069212	SRR3140460	female	middle_adult	2
SRP069212	SRR3140422	male	middle_adult	2
SRP069212	SRR3140459	female	middle_adult	2
SRP069212	SRR3140327	male	middle_adult	2
SRP069212	SRR3140328	male	middle_adult	2
SRP069212	SRR3140424	male	middle_adult	2
SRP069212	SRR3140518	male	middle_adult	2
SRP069212	SRR3140425	male	middle_adult	2
SRP069212	SRR3140266	female	middle_adult	2
SRP069212	SRR3140265	female	middle_adult	2
SRP069212	SRR3140520	male	middle_adult	2
SRP069212	SRR3140423	male	middle_adult	2
SRP069212	SRR3140365	female	middle_adult	2
SRP069212	SRR3140516	male	middle_adult	2
SRP069212	SRR3140330	male	middle_adult	2
SRP069212	SRR3140426	male	middle_adult	2
SRP069212	SRR3140517	male	middle_adult	2
SRP069212	SRR3140362	female	middle_adult	2
SRP069212	SRR3140519	male	middle_adult	2
SRP071758	SRR3225295	male	middle_adult	2
SRP071758	SRR3225257	male	middle_adult	2
SRP071758	SRR3225316	female	middle_adult	2
SRP072492	SRR3308907	male	middle_adult	1
SRP072492	SRR3308914	male	middle_adult	1
SRP072492	SRR3308924	female	middle_adult	1
SRP075346	SRR3539903	male	middle_adult	1
SRP082426	SRR4045098	female	middle_adult	2
SRP091303	SRR4407844	female	middle_adult	3
SRP091303	SRR4407805	female	middle_adult	3
SRP092408	SRR4785925	male	middle_adult	1
SRP101294	SRR5310682	female	middle_adult	1
SRP113755	SRR5877681	female	middle_adult	2
SRP115956	SRR5961850	male	middle_adult	2
SRP115956	SRR5961944	male	middle_adult	2
SRP115956	SRR6443679	male	middle_adult	2
SRP136794	SRR6918718	male	middle_adult	2
SRP136794	SRR6918706	male	middle_adult	2
SRP136794	SRR6918705	male	middle_adult	2
SRP148497	SRR7187155	female	middle_adult	3
SRP148497	SRR7187171	female	middle_adult	3
SRP197353	SRR9036320	female	middle_adult	2
SRP201347	SRR9294078	female	middle_adult	2
SRP201347	SRR9294077	male	middle_adult	2
SRP068424	SRR5330991	male	middle_adult	3
SRP068424	SRR3104061	male	middle_adult	3
SRP068424	SRR3104055	male	middle_adult	3
SRP078156	SRR3820381	male	middle_adult	3
SRP078156	SRR3820380	male	middle_adult	3
SRP071760	SRR3225418	female	middle_adult	1
SRP071760	SRR3225429	female	middle_adult	1
SRP078156	SRR3820391	male	middle_adult	3
SRP078156	SRR3820392	male	middle_adult	3
SRP078156	SRR3820448	male	middle_adult	3
SRP078156	SRR3820447	male	middle_adult	3
SRP078156	SRR3820342	male	middle_adult	3
SRP078156	SRR3820341	male	middle_adult	3
SRP078156	SRR3820359	male	middle_adult	3
SRP078156	SRR3820358	male	middle_adult	3
DRP001150	DRR062866	male	middle_adult	3
ERP104864	ERR2179086	female	middle_adult	3
ERP104864	ERR2179177	female	middle_adult	3
ERP104864	ERR2179165	female	middle_adult	3
ERP104864	ERR2179178	female	middle_adult	3
ERP104908	ERR2180977	female	middle_adult	2
ERP104908	ERR2180968	female	middle_adult	2
ERP109255	ERR2618789	male	middle_adult	2
ERP109255	ERR2618765	female	middle_adult	2
ERP109255	ERR2618750	female	middle_adult	2
SRP029262	SRR957910	male	middle_adult	3
SRP044228	SRR1510155	male	middle_adult	2
SRP050596	SRR1693848	male	middle_adult	2
SRP050596	SRR1693847	male	middle_adult	2
SRP050596	SRR1693846	male	middle_adult	2
SRP051819	SRR1747069	female	middle_adult	3
SRP053794	SRR1798167	female	middle_adult	2
SRP053794	SRR1798168	female	middle_adult	2
SRP057793	SRR2064082	female	middle_adult	3
SRP059588	SRR2065139	female	middle_adult	1
SRP067524	SRR3081601	male	middle_adult	2
SRP068551	SRR3105550	male	middle_adult	2
SRP068551	SRR3105545	male	middle_adult	2
SRP068551	SRR3105549	male	middle_adult	2
SRP068551	SRR3105546	male	middle_adult	2
SRP071758	SRR3225256	female	middle_adult	2
SRP075806	SRR3593270	male	middle_adult	3
SRP075806	SRR3593271	male	middle_adult	3
SRP075806	SRR3593275	male	middle_adult	3
SRP075806	SRR3593272	male	middle_adult	3
SRP075806	SRR3593277	male	middle_adult	3
SRP075806	SRR3593278	male	middle_adult	3
SRP075806	SRR3593280	male	middle_adult	3
SRP075806	SRR3593281	male	middle_adult	3
SRP075806	SRR3593276	male	middle_adult	3
SRP075806	SRR3593274	male	middle_adult	3
SRP075806	SRR3593279	male	middle_adult	3
SRP075806	SRR3593273	male	middle_adult	3
SRP091303	SRR4407846	male	middle_adult	3
SRP091303	SRR4407807	female	middle_adult	3
SRP092408	SRR4785898	male	middle_adult	1
SRP136794	SRR6918721	male	middle_adult	2
SRP148497	SRR7187176	female	middle_adult	3
SRP162285	SRR7886538	female	middle_adult	3
SRP166888	SRR8112256	female	middle_adult	2
SRP171137	SRR8261379	male	middle_adult	1
SRP171137	SRR8261374	female	middle_adult	1
SRP183186	SRR8521500	male	middle_adult	2
SRP197353	SRR9036331	male	middle_adult	2
SRP201347	SRR9294030	female	middle_adult	2
SRP201347	SRR9294049	female	middle_adult	2
SRP068424	SRR5330981	male	middle_adult	3
SRP068424	SRR3104441	male	middle_adult	3
SRP068424	SRR3104440	male	middle_adult	3
SRP078156	SRR3820338	male	middle_adult	3
SRP078156	SRR3820339	male	middle_adult	3
ERP010889	ERR950179	female	middle_adult	1
ERP104864	ERR2179221	female	middle_adult	3
ERP109255	ERR2618757	male	middle_adult	2
ERP109255	ERR2618804	female	middle_adult	2
ERP109255	ERR2618802	male	middle_adult	2
ERP110314	ERR2731371	female	middle_adult	3
ERP110314	ERR2731372	female	middle_adult	3
SRP015370	SRR553576	male	middle_adult	2
SRP017959	SRR649362	male	middle_adult	2
SRP027530	SRR935665	male	middle_adult	1
SRP050493	SRR1691646	male	middle_adult	3
SRP055438	SRR1813868	female	middle_adult	2
SRP056199	SRR6014465	female	middle_adult	2
SRP056199	SRR6014468	female	middle_adult	2
SRP056199	SRR6014463	female	middle_adult	2
SRP056199	SRR6014466	female	middle_adult	2
SRP056199	SRR6014467	female	middle_adult	2
SRP056696	SRR1946654	female	middle_adult	2
SRP056696	SRR1946660	male	middle_adult	2
SRP057793	SRR2017728	female	middle_adult	3
SRP057793	SRR2017915	male	middle_adult	3
SRP058107	SRR2180192	female	middle_adult	3
SRP058243	SRR2016933	female	middle_adult	1
SRP063838	SRR2444095	male	middle_adult	1
SRP063838	SRR6032715	male	middle_adult	1
SRP064894	SRR2677529	male	middle_adult	1
SRP064894	SRR2677530	male	middle_adult	1
SRP069212	SRR3140372	female	middle_adult	2
SRP069212	SRR3140375	female	middle_adult	2
SRP069212	SRR3140277	female	middle_adult	2
SRP069212	SRR3140276	female	middle_adult	2
SRP069212	SRR3140472	female	middle_adult	2
SRP069212	SRR3140374	female	middle_adult	2
SRP069212	SRR3140274	female	middle_adult	2
SRP069212	SRR3140376	female	middle_adult	2
SRP069212	SRR3140468	female	middle_adult	2
SRP069212	SRR3140275	female	middle_adult	2
SRP069212	SRR3140278	female	middle_adult	2
SRP069212	SRR3140470	female	middle_adult	2
SRP069212	SRR3140469	female	middle_adult	2
SRP069212	SRR3140471	female	middle_adult	2
SRP069212	SRR3140373	female	middle_adult	2
SRP071758	SRR3225294	male	middle_adult	2
SRP072492	SRR3308900	male	middle_adult	1
SRP072492	SRR3308889	male	middle_adult	1
SRP074739	SRR3493819	female	middle_adult	1
SRP074739	SRR3493820	female	middle_adult	1
SRP075236	SRR3646689	male	middle_adult	3
SRP075806	SRR3593229	male	middle_adult	3
SRP075806	SRR3593227	male	middle_adult	3
SRP075806	SRR3593230	male	middle_adult	3
SRP075806	SRR3593226	male	middle_adult	3
SRP075806	SRR3593225	male	middle_adult	3
SRP075806	SRR3593228	male	middle_adult	3
SRP091303	SRR4407825	male	middle_adult	3
SRP091303	SRR4407835	male	middle_adult	3
SRP091303	SRR4407848	female	middle_adult	3
SRP101294	SRR5310683	female	middle_adult	1
SRP101294	SRR5310688	female	middle_adult	1
SRP101294	SRR5310526	female	middle_adult	1
SRP108388	SRR5635311	male	middle_adult	3
SRP109781	SRR5714792	male	middle_adult	3
SRP113755	SRR5877690	female	middle_adult	2
SRP114664	SRR5889354	male	middle_adult	3
SRP114664	SRR5889375	male	middle_adult	3
SRP114664	SRR5889360	male	middle_adult	3
SRP114664	SRR5889369	male	middle_adult	3
SRP114664	SRR5889365	male	middle_adult	3
SRP114664	SRR5889372	male	middle_adult	3
SRP114664	SRR5889374	male	middle_adult	3
SRP114664	SRR5889367	male	middle_adult	3
SRP114664	SRR5889355	male	middle_adult	3
SRP114664	SRR5889352	male	middle_adult	3
SRP114664	SRR5889361	male	middle_adult	3
SRP114664	SRR5889373	male	middle_adult	3
SRP114664	SRR5889370	male	middle_adult	3
SRP115956	SRR5962033	female	middle_adult	2
SRP136794	SRR6918715	male	middle_adult	2
SRP136794	SRR6918707	male	middle_adult	2
SRP136794	SRR6918717	male	middle_adult	2
SRP148497	SRR7187191	female	middle_adult	3
SRP197353	SRR9036358	male	middle_adult	2
SRP201347	SRR9294041	male	middle_adult	2
SRP211963	SRR9596426	female	middle_adult	1
SRP211963	SRR9596419	female	middle_adult	1
SRP211963	SRR9596427	female	middle_adult	1
SRP211963	SRR9596421	female	middle_adult	1
SRP211963	SRR9596420	female	middle_adult	1
SRP211963	SRR9619576	female	middle_adult	1
SRP211963	SRR9596432	female	middle_adult	1
SRP078156	SRR3820374	male	middle_adult	3
SRP078156	SRR3820375	male	middle_adult	3
SRP068424	SRR3104435	male	middle_adult	3
SRP068424	SRR5330995	male	middle_adult	3
SRP068424	SRR3104436	male	middle_adult	3
SRP068424	SRR3104434	male	middle_adult	3
SRP108559	SRR5643553	male	middle_adult	3
SRP108559	SRR5643554	male	middle_adult	3
SRP108559	SRR5643555	male	middle_adult	3
SRP108559	SRR5643543	male	middle_adult	3
SRP108559	SRR5643544	male	middle_adult	3
SRP108559	SRR5643556	male	middle_adult	3
ERP017123	ERR1629987	male	middle_adult	2
ERP104864	ERR2179172	male	middle_adult	3
ERP104864	ERR2179120	male	middle_adult	3
ERP104864	ERR2179171	female	middle_adult	3
ERP104864	ERR2179214	female	middle_adult	3
ERP104864	ERR2179119	male	middle_adult	3
ERP104864	ERR2179212	female	middle_adult	3
ERP106532	ERR2274893	male	middle_adult	2
ERP109255	ERR2618779	male	middle_adult	2
ERP109255	ERR2618767	male	middle_adult	2
ERP109626	ERR2675476	male	middle_adult	3
ERP109626	ERR2675477	male	middle_adult	3
ERP110814	ERR2788428	female	middle_adult	1
ERP110814	ERR2788429	female	middle_adult	1
ERP110814	ERR2788426	male	middle_adult	1
ERP110814	ERR2788424	male	middle_adult	1
ERP110814	ERR2788430	female	middle_adult	1
ERP110814	ERR2788427	male	middle_adult	1
ERP110816	ERR2788490	female	middle_adult	3
ERP110816	ERR2788484	male	middle_adult	3
ERP110816	ERR2788482	male	middle_adult	3
ERP110816	ERR2788582	male	middle_adult	3
ERP110816	ERR2788588	female	middle_adult	3
ERP110816	ERR2788488	female	middle_adult	3
ERP110816	ERR2788586	female	middle_adult	3
ERP110816	ERR2788589	female	middle_adult	3
ERP110816	ERR2788573	male	middle_adult	3
ERP110816	ERR2788483	male	middle_adult	3
ERP110816	ERR2788492	female	middle_adult	3
ERP110816	ERR2788494	female	middle_adult	3
ERP110816	ERR2788575	male	middle_adult	3
ERP110816	ERR2788474	male	middle_adult	3
ERP110816	ERR2788577	male	middle_adult	3
ERP110816	ERR2788587	female	middle_adult	3
ERP110816	ERR2788585	female	middle_adult	3
ERP110816	ERR2788574	male	middle_adult	3
ERP110816	ERR2788591	female	middle_adult	3
ERP110816	ERR2788590	female	middle_adult	3
ERP110816	ERR2788485	male	middle_adult	3
ERP110816	ERR2788493	female	middle_adult	3
ERP110816	ERR2788491	female	middle_adult	3
ERP110816	ERR2788583	male	middle_adult	3
ERP110816	ERR2788476	male	middle_adult	3
ERP110816	ERR2788584	male	middle_adult	3
ERP110816	ERR2788475	male	middle_adult	3
ERP110816	ERR2788592	female	middle_adult	3
ERP110816	ERR2788489	female	middle_adult	3
ERP110816	ERR2788593	female	middle_adult	3
ERP110816	ERR2788576	male	middle_adult	3
ERP110816	ERR2788486	female	middle_adult	3
SRP026042	SRR901163	male	middle_adult	2
SRP026042	SRR901161	male	middle_adult	2
SRP026042	SRR901160	male	middle_adult	2
SRP026042	SRR901159	male	middle_adult	2
SRP026042	SRR901164	male	middle_adult	2
SRP026042	SRR901157	male	middle_adult	2
SRP029262	SRR957962	male	middle_adult	3
SRP029262	SRR957916	male	middle_adult	3
SRP029262	SRR957891	male	middle_adult	3
SRP029262	SRR957942	male	middle_adult	3
SRP032165	SRR1017154	male	middle_adult	2
SRP032165	SRR1017156	male	middle_adult	2
SRP032165	SRR1017158	male	middle_adult	2
SRP032165	SRR1017155	male	middle_adult	2
SRP032165	SRR1017165	female	middle_adult	2
SRP032165	SRR1017157	male	middle_adult	2
SRP032165	SRR1017153	male	middle_adult	2
SRP032165	SRR1017166	female	middle_adult	2
SRP041706	SRR1272188	male	middle_adult	2
SRP044228	SRR1510156	female	middle_adult	2
SRP045500	SRR1550983	female	middle_adult	1
SRP045500	SRR1550995	female	middle_adult	1
SRP045500	SRR1550982	female	middle_adult	1
SRP045500	SRR1550998	female	middle_adult	1
SRP045500	SRR1551000	female	middle_adult	1
SRP045500	SRR1550996	female	middle_adult	1
SRP045500	SRR1550997	female	middle_adult	1
SRP045500	SRR1551001	female	middle_adult	1
SRP045500	SRR1550993	female	middle_adult	1
SRP045500	SRR1550994	female	middle_adult	1
SRP045500	SRR1550992	female	middle_adult	1
SRP045500	SRR1550999	female	middle_adult	1
SRP048820	SRR1609981	male	middle_adult	2
SRP055438	SRR1813888	male	middle_adult	2
SRP055438	SRR1813894	male	middle_adult	2
SRP056293	SRR1918190	male	middle_adult	2
SRP056696	SRR1946682	male	middle_adult	2
SRP056696	SRR1946671	male	middle_adult	2
SRP056696	SRR1946651	male	middle_adult	2
SRP057793	SRR2018156	female	middle_adult	3
SRP058243	SRR2016966	male	middle_adult	1
SRP058243	SRR2016956	male	middle_adult	1
SRP059989	SRR2084710	female	middle_adult	1
SRP063838	SRR2444101	male	middle_adult	1
SRP063838	SRR6032717	female	middle_adult	1
SRP063838	SRR6032721	male	middle_adult	1
SRP063838	SRR2444097	female	middle_adult	1
SRP067524	SRR3081605	male	middle_adult	2
SRP067524	SRR3081629	male	middle_adult	2
SRP069212	SRR3140370	male	middle_adult	2
SRP069212	SRR3140271	male	middle_adult	2
SRP069212	SRR3140273	male	middle_adult	2
SRP069212	SRR3140463	male	middle_adult	2
SRP069212	SRR3140371	male	middle_adult	2
SRP069212	SRR3140269	male	middle_adult	2
SRP069212	SRR3140272	male	middle_adult	2
SRP069212	SRR3140368	male	middle_adult	2
SRP069212	SRR3140467	male	middle_adult	2
SRP069212	SRR3140367	male	middle_adult	2
SRP069212	SRR3140369	male	middle_adult	2
SRP069212	SRR3140270	male	middle_adult	2
SRP069212	SRR3140464	male	middle_adult	2
SRP069212	SRR3140465	male	middle_adult	2
SRP069212	SRR3140466	male	middle_adult	2
SRP071758	SRR3225262	male	middle_adult	2
SRP071758	SRR3225313	male	middle_adult	2
SRP073253	SRR3383369	male	middle_adult	2
SRP073253	SRR3383382	male	middle_adult	2
SRP073253	SRR3383357	male	middle_adult	2
SRP073253	SRR3383358	male	middle_adult	2
SRP074349	SRR3474737	female	middle_adult	2
SRP075236	SRR3646819	male	middle_adult	3
SRP075236	SRR3646836	male	middle_adult	3
SRP075236	SRR3646810	male	middle_adult	3
SRP075236	SRR3646816	male	middle_adult	3
SRP076757	SRR3692633	female	middle_adult	1
SRP091303	SRR4407830	female	middle_adult	3
SRP101294	SRR5310416	female	middle_adult	1
SRP113755	SRR5877713	female	middle_adult	2
SRP115956	SRR5961922	male	middle_adult	2
SRP115956	SRR5961837	female	middle_adult	2
SRP136794	SRR6918691	female	middle_adult	2
SRP183186	SRR8521483	female	middle_adult	2
SRP183186	SRR8521486	female	middle_adult	2
SRP197353	SRR9036332	female	middle_adult	2
SRP197353	SRR9036364	male	middle_adult	2
SRP071760	SRR3225412	female	middle_adult	1
SRP071760	SRR3225442	female	middle_adult	1
SRP071760	SRR3225419	female	middle_adult	1
SRP071760	SRR3225458	female	middle_adult	1
SRP071760	SRR3225422	female	middle_adult	1
DRP001150	DRR062869	male	middle_adult	3
ERP004592	ERR409882	male	middle_adult	1
ERP010889	ERR950169	female	middle_adult	1
ERP010889	ERR950160	female	middle_adult	1
ERP104864	ERR2179107	female	middle_adult	3
ERP104864	ERR2179108	female	middle_adult	3
ERP104864	ERR2179230	female	middle_adult	3
ERP104864	ERR2179200	female	middle_adult	3
ERP109255	ERR2618761	male	middle_adult	2
ERP109255	ERR2618814	male	middle_adult	2
ERP109255	ERR2618749	male	middle_adult	2
ERP109255	ERR2618803	male	middle_adult	2
ERP109626	ERR2675468	female	middle_adult	3
ERP110314	ERR2731368	female	middle_adult	3
ERP110314	ERR2731367	female	middle_adult	3
SRP012656	SRR493964	female	middle_adult	2
SRP012656	SRR493943	female	middle_adult	2
SRP012656	SRR493944	female	middle_adult	2
SRP012656	SRR493942	female	middle_adult	2
SRP012656	SRR493941	female	middle_adult	2
SRP029262	SRR957968	male	middle_adult	3
SRP029262	SRR957953	female	middle_adult	3
SRP029262	SRR957914	male	middle_adult	3
SRP029434	SRR961664	female	middle_adult	1
SRP029434	SRR961663	female	middle_adult	1
SRP039338	SRR1181616	male	middle_adult	2
SRP039399	SRR1182644	female	middle_adult	2
SRP039399	SRR1182645	female	middle_adult	2
SRP046233	SRR1566100	male	middle_adult	3
SRP048820	SRR1609982	female	middle_adult	2
SRP048820	SRR1609980	male	middle_adult	2
SRP055438	SRR1813887	female	middle_adult	2
SRP056293	SRR1918172	female	middle_adult	2
SRP056696	SRR1946663	male	middle_adult	2
SRP057793	SRR2018851	female	middle_adult	3
SRP057793	SRR2018852	female	middle_adult	3
SRP058243	SRR2016940	male	middle_adult	1
SRP058243	SRR2016971	male	middle_adult	1
SRP059588	SRR2065142	female	middle_adult	1
SRP059989	SRR2084706	male	middle_adult	1
SRP063838	SRR6032723	male	middle_adult	1
SRP063838	SRR2444103	male	middle_adult	1
SRP063838	SRR2444093	male	middle_adult	1
SRP063838	SRR6032713	male	middle_adult	1
SRP067524	SRR3081630	female	middle_adult	2
SRP069212	SRR3140312	male	middle_adult	2
SRP069212	SRR3140359	male	middle_adult	2
SRP069212	SRR3140504	male	middle_adult	2
SRP069212	SRR3140360	male	middle_adult	2
SRP069212	SRR3140313	male	middle_adult	2
SRP069212	SRR3140411	male	middle_adult	2
SRP069212	SRR3140453	male	middle_adult	2
SRP069212	SRR3140454	male	middle_adult	2
SRP069212	SRR3140409	male	middle_adult	2
SRP069212	SRR3140358	male	middle_adult	2
SRP069212	SRR3140261	male	middle_adult	2
SRP069212	SRR3140455	male	middle_adult	2
SRP069212	SRR3140410	male	middle_adult	2
SRP069212	SRR3140259	male	middle_adult	2
SRP069212	SRR3140361	male	middle_adult	2
SRP069212	SRR3140408	male	middle_adult	2
SRP069212	SRR3140260	male	middle_adult	2
SRP069212	SRR3140457	male	middle_adult	2
