gene	female_middle_adult_3
1	0
10	0
100	-0.00363804372260361
1000	0.0642909909539786
10000	0.05345282318855914
100009676	0
10001	0.06983260211652137
10002	0
10003	0
10004	0.03326636244433121
100048912	0.0108938875825855
10005	0.02580622109188017
10006	0
10007	-0.01300690407383849
10008	0
10009	-0.00813372344559217
100093630	9.1595148276942e-4
100093698	0
1001	0
10010	-0.0268915441998661
100101467	-0.01073118433992942
100101938	0
10011	0
100113407	0
100124700	0
100125288	0.02550282559390231
100126791	0
100126793	0
100127888	0
100127983	0
100128025	0
100128071	-0.02811329467049553
100128098	0
100128124	0
100128126	0
100128139	0
100128164	0.02526097199961571
100128191	0
100128239	-0.02466523059342241
100128325	-0.01944497199986497
100128554	-5.3488415439725e-4
100128590	-0.01101034115876975
100128640	0
100128731	-0.0078096605480884
100128750	0
100128782	-0.11077647020760256
100128788	0
100128881	-0.00563258825206833
100128893	0.01059216483674012
100128927	-0.01001749224916905
100128946	0
100129128	0
100129175	0
100129195	0.01784294849353761
100129196	-0.00581733026309164
100129250	0
100129271	-0.00767190916805255
100129361	-0.01263577021438182
100129427	0
100129461	0
100129482	0
100129503	0
100129550	0.00803385124067311
100129597	0
100129620	0
100129654	0
100129662	0
100129716	-0.00696097010972854
100129722	0
100129726	0.00147402669823454
100129792	0
100129794	0
100129827	0.0029861960880432
100129845	0
100129858	0.04727299485944365
100129917	0
100129935	0
10013	-0.00834374242327499
100130155	0
100130249	0
100130264	0
100130331	0
100130357	0
100130449	0
100130476	0
100130519	0
100130522	0
100130548	0
100130613	0
100130691	0
100130705	0
100130717	0
100130733	-0.02424630516727303
100130776	0.01945282211398802
100130894	0
100130933	0
100130950	0
100130958	0.0764162683403164
100130967	-0.01692691203866562
100131017	0.01054853435301435
100131067	0
100131117	-0.00571905771187855
100131138	0
100131187	-0.01010081803987356
100131211	-0.02850004548714492
100131213	0
100131303	0
100131347	0
100131366	0
100131434	0
100131496	0
100131655	0
100131691	0
100131755	0.03643329553828281
100131801	-0.00777114692158903
100131814	0.01071024390853351
100131816	0
100132074	0
100132078	0
100132341	0
100132386	0
100132464	0
100132476	0
100132596	0
100132677	0
100132891	0.0642034199542495
100133205	-0.00612725352452129
100133311	0
100133461	0
100133612	0
100133941	0.11960561094272504
100133985	0
100134229	0.00201802685305524
100134259	-0.0063393987911542
100134368	0
100134713	0
100137047	0.0763244097590395
10014	-0.00510773420204234
100141515	-0.01123904573237187
100144597	0
100144602	0
100144603	0
100144748	-0.00237704233498855
10015	-0.01540026048277745
10016	0
100169752	-8.3132969879645e-4
100169989	0
10017	0
100170229	-0.00484072114316897
100170765	0
100170841	0
10018	0.01414764544476643
100188893	0
100188953	0
100189589	0
10019	-0.00576067718478652
100190938	0
100192379	0
100192386	0
1002	0
10020	0
10021	0
10022	0
10023	0
10024	0.00383638670696958
10025	-0.00242176753516695
10026	0
100268168	0
100270679	0
100272147	0.02674314169726554
100286844	0
100287015	-0.01732194962554299
100287114	0
100287177	-0.07843328312980836
100287366	0
100287482	-0.04012479939998884
100287569	0.1085176684367094
100287616	-0.03313135007918078
100287814	0
100287896	0
