gene	female_child_3
1	-0.00869920706643517
10	0
100	0.02626989801394478
1000	6.9919804817232e-4
10000	0
100009676	0.00504850028525316
10001	0
10002	-0.01303727365146344
10003	0
10004	-0.00453291127710145
100048912	0
10005	0
10006	0
10007	-0.003235553554138
10008	0
10009	0
100093630	-0.02211894136495752
100093698	0
1001	0
10010	0
100101467	0
100101938	0
10011	0.01253362394108388
100113407	0.00788367699233112
100124700	0
100125288	-0.01156128509606017
100126791	0.00991592717922786
100126793	0
100127888	0
100127983	-4.5512098977546e-4
100128025	0
100128071	0.01151043136946244
100128098	0
100128124	0
100128126	0
100128139	0
100128164	0
100128191	0
100128239	0
100128325	0
100128554	0
100128590	0.06991402830398956
100128640	0
100128731	-0.01845489592156824
100128750	0
100128782	0
100128788	-0.00516127434921745
100128881	0
100128893	0
100128927	0
100128946	0
100129128	0
100129175	0
100129195	-0.03047919075588604
100129196	0
100129250	-0.03036613400132291
100129271	0
100129361	0
100129427	0
100129461	0.04675735581966043
100129482	0
100129503	0
100129550	0
100129597	0
100129620	0
100129654	0
100129662	0
100129716	0
100129722	0
100129726	0.02487952785357598
100129792	0
100129794	0
100129827	0.00964977651045357
100129845	-8.0919148909289e-4
100129858	-0.02551756173713542
100129917	0.05748444420789916
100129935	0
10013	0
100130155	0
100130249	0
100130264	0
100130331	0
100130357	-0.0142468679142327
100130449	0
100130476	0
100130519	0
100130522	0.00399381147570053
100130548	0
100130613	0
100130691	0
100130705	0
100130717	-0.00867389291955113
100130733	-0.01800676966057029
100130776	0
100130894	-0.00309383609085584
100130933	0
100130950	0
100130958	-0.00552739442333498
100130967	0
100131017	0
100131067	0
100131117	0.02372348810426149
100131138	0
100131187	0
100131211	0.02319565471248218
100131213	-9.0142520095488e-4
100131303	0
100131347	0
100131366	0.04208018982739367
100131434	-0.0238847441261303
100131496	0
100131655	0
100131691	0.00595789341337174
100131755	0
100131801	0.04204742740745056
100131814	0.03011655884923322
100131816	0
100132074	0
100132078	0.00111357560102372
100132341	0
100132386	0
100132464	0
100132476	0
100132596	0
100132677	0
100132891	-7.5292075241029e-4
100133205	0.01605203379845469
100133311	0
100133461	0
100133612	0
100133941	-0.05685406303781164
100133985	0.00497370145424642
100134229	-0.05277169036718594
100134259	0
100134368	0
100134713	0
100137047	0.00253511131488115
10014	0
100141515	0
100144597	0
100144602	0
100144603	-0.01799434066671191
100144748	0
10015	-0.01153648987835471
10016	-0.01096569425916374
100169752	0
100169989	0
10017	0
100170229	0
100170765	0
100170841	0
10018	-0.05024836932170644
100188893	-0.00170192562701818
100188953	-2.5158771227397e-4
100189589	-0.02265920366497426
10019	0
100190938	-0.01897955067089216
100192379	0
100192386	0
1002	0
10020	0
10021	0
10022	0
10023	-0.00361562960497949
10024	-0.03325133528345399
10025	0
10026	0
100268168	-0.00233739071895856
100270679	0
100272147	3.8314027808838e-4
100286844	0
100287015	0
100287114	0
100287177	-0.00515514026900612
100287366	0
100287482	0
100287569	0.03235532397284406
100287616	0.0142602205608532
100287814	0.01264358250789837
100287896	0
100287902	0.00851374988617484
100287932	0
100288079	0
100288122	0
100288198	0.00856930329286423
100288413	0
100288637	0.01124495770098344
100288797	0
100289092	0
100289097	0
100289098	-0.01525703967362019
100289187	-0.01433001732989668
100289274	0
100289341	0.02465630726644379
100289373	0
100289495	0
100289635	0
100289678	0
100292680	0.00256867334388897
100293516	0
100294362	0
100294720	0.02721759204920757
1003	0
100302691	0
100303728	0.02294658942957162
100303755	0.01295155719342254
100306951	0
100316904	0
100329135	0
100359394	0.00241258760838723
10036	0.01562778101948811
100379174	0
10038	0
100381270	0
10039	0
1004	0
10040	0
10042	0
100422737	-0.00229567346510148
10043	-0.00678080135722338
10044	0
10045	8.2629752321125e-4
10046	-0.00445922627551262
10047	0
10048	-0.00208891314408484
10049	0
100499171	0.00372585705195043
1005	0
10050	0
100500850	-0.03141332553918326
100505474	0
100505478	-3.939802292285e-4
100505495	0
100505501	0
100505515	0
100505538	-0.05020240045903802
100505540	0
100505545	0
100505549	3.8866752292666e-4
100505573	0.0094494571586933
100505583	0
100505609	0
100505616	0
100505619	0
100505622	0
100505624	0.0277519468699292
100505641	0
100505658	0
100505659	0.00327726623590733
100505664	0
100505676	0
100505681	0
100505685	0
100505687	0
100505696	-0.00530886665658428
100505715	0.00510221567451652
100505718	0
100505738	0
100505741	0
100505746	0
100505761	0.00190171683569369
100505768	0
100505776	0
100505782	0
100505783	0
100505797	0.03827930231537773
100505811	0
100505812	0.00208899758534396
100505826	0
100505839	5.6749427195383e-4
100505841	-0.00225258434727619
100505851	0
100505854	0.01006755462758176
100505876	0
100505877	0
100505879	0
100505881	-0.03840907442278597
100505890	0
100505893	0
100505894	-0.00207300843890429
100505933	-0.01717280451521371
100505964	0.02994755961355625
100505967	0
100505975	0.01715734913181417
100505978	-0.00124139560898487
100505984	0.01001527891936506
100505985	0
100505989	0
100506012	-0.0184935682427585
100506013	0
100506022	-0.00271361902901726
100506025	0.00256553006794244
100506049	-0.00151235435664671
100506068	0
100506071	0.02852557081105672
100506082	-6.0469110454445e-4
100506083	0
100506098	-0.02884357081461645
100506100	0
100506107	0
100506108	0
100506113	-0.01054301168812844
100506115	0.02764950747660905
100506119	0
100506122	0.00258265981357069
100506125	0
100506126	-0.00232375957002576
100506127	0
100506142	0
100506144	0.00998161013820352
100506172	-0.0051704834114601
100506175	4.6491376487202e-4
100506195	0
100506207	0.02857825001763235
100506215	-0.00171836830447175
100506229	0.00701789760196277
100506237	0
100506243	-0.00222432639363666
100506271	0
100506274	-0.01615976461574159
100506286	0
100506289	0
100506302	-0.0084190976936587
100506314	0.02164604222605905
100506319	0
100506368	0
100506374	-0.03469191164443081
100506380	-0.02147366139064993
100506385	0
100506405	0
100506406	0
100506409	-0.00684378036147253
100506413	0
100506421	0
100506428	-0.01170156271254583
100506433	0.01509059446158175
100506457	0
100506462	0
