gene	female_middle_adult_2
10669	0.012991881435812
10670	0
10671	-0.01836922561543834
10672	0.0016601842552253
10673	0.01181365831417246
10675	0
10677	0.01464210390594601
10678	-0.00602881602735654
1068	0
10681	0
10682	0.02594546827655008
10683	0
10686	0
10687	0
1069	0
10690	0
10691	0
10692	0
10693	0.00931302659115724
10694	0
10695	0
10699	0.02615055117959255
107	0
1070	0
1071	0
10712	-0.00977007902072781
10713	0
10714	0.0205816861174524
10715	0
10716	0
10717	0
10718	0
1072	0
10721	0
10723	-0.06048903038871419
10724	0
10725	-0.02997181401560209
10726	0
10728	0.00411479888817013
1073	0
10730	0
10732	0.01067068477495144
10733	-0.0422656569451697
10734	0
10735	8.8650311175836e-4
10736	0
10737	-0.02226724055585056
10738	0
10739	0
10741	0
10742	0.03192988455489841
10743	-0.01914643206363981
10744	0
10745	0
10746	5.264258249696555e-5
10747	0.00854386805928871
10749	-0.01680784676608027
1075	0
10750	-0.01348845157520505
10752	0.02984856179663625
10753	-0.00894793845430177
10755	0
10758	0
10761	0
10762	0
10763	0
10765	0
10766	0.02980940671742982
10767	0
10768	-0.00232492101702832
10769	-0.00109323286055273
10771	0.00205171416355804
10772	0
10773	0
10775	0.01887286531297967
10776	0
10777	0.00261890847935795
10778	0
10780	0
10781	0.04848911363049593
10782	-0.00176227676788598
10783	0.0433305940729873
10785	0.02033372008922706
10786	0
10787	-0.05550592851933867
10788	0
10791	0.02206988818377216
10793	0
10794	0.01016604661383103
10795	-0.01022275034405107
10797	0
10798	0
10799	0
108	0
1080	0.05637601410623658
10800	0
10801	0
10802	0
10803	-0.01583379010343741
10804	-0.02803793977859277
10806	0
10807	-0.01481405449780715
10808	-0.01936131695426598
10809	-0.029715081190949882
1081	0
10810	0
10811	0.00679140105984194
10813	0
10814	0
10815	7.4023342990495e-4
10816	-6.2353524699905e-4
10817	0.01382861300159302
10818	0
10825	-8.3420366660453e-4
10826	-0.00899842927100355
10827	0
10838	-0.00534030697081074
1084	-0.00409564899497749
10840	0.0147426972440846
10841	-0.04674488750810498
10842	0.00807855319039847
10844	0.01239718624816366
10845	0
10846	0
10847	0
10848	0.03773084603613108
10849	0.03545478293681067
10850	0.03909390816261147
10855	-0.00632531517073637
10856	0.00263322597459553
10857	-0.03778127204839244
10858	0
10859	0.03549116588059816
10861	0.01793987341791055
