sex	age_group	term	combined_zscore
female	adolescent	GO:0009895	0.28433459206776635
female	adolescent	GO:0043903	-0.8867296465109598
female	adolescent	GO:0009887	-0.4456344785297819
female	adolescent	GO:0033044	-1.31860992838101
female	adolescent	GO:0060828	-1.558404774087925
female	adolescent	GO:1902903	-0.3083094452534599
female	adolescent	GO:0010959	-0.15795434242927128
female	adolescent	GO:0030036	-0.43298309014382214
female	adolescent	GO:0031424	-0.6298952845578212
female	adolescent	GO:0048666	1.2960565887725104
female	adolescent	GO:0071902	-0.10234397829133982
female	adolescent	GO:0019882	1.2507368389455544
female	adolescent	GO:0046474	0.7506378984833011
female	adolescent	GO:0001558	0.9526990102219592
female	adolescent	GO:0019693	-0.07351375512829447
female	adolescent	GO:0051091	-0.42657884377003613
female	adolescent	GO:0002683	-0.7551017778412298
female	adolescent	GO:0007600	0.4607734971635023
female	adolescent	GO:0010594	0.0718314807586904
female	adolescent	GO:0009259	-0.09685722678453473
female	adolescent	GO:0016053	3.1323818564514414
female	adolescent	GO:0046394	3.1339129763841753
female	adolescent	GO:1904951	0.0524443823723853
female	adolescent	GO:0032956	-0.21803978493453752
female	adolescent	GO:0006066	0.3407535353079183
female	adolescent	GO:0032147	1.0066810023609594
female	adolescent	GO:0097435	-0.278390813826969
female	adolescent	GO:0006402	-0.2530070176865041
female	adolescent	GO:0009150	0.021756081378959055
female	adolescent	GO:0006631	1.7194460518995327
female	adolescent	GO:0006979	1.1229181108622857
female	adolescent	GO:0010035	-0.25713951916000594
female	adolescent	GO:0050792	-0.7096163628877928
female	adolescent	GO:0000902	1.156435247728059
female	adolescent	GO:1901991	-0.42585888243843234
female	adolescent	GO:0003013	0.13598972128777853
female	adolescent	GO:0006909	-0.8240562743709238
female	adolescent	GO:0010639	-0.6978257535932777
female	adolescent	GO:0034976	-0.07020288616299324
female	adolescent	GO:0071396	-0.30250295435923524
female	adolescent	GO:1901652	-0.864687354684973
female	adolescent	GO:0016050	-0.6240261862691618
female	adolescent	GO:1902749	0.3800081761070229
female	adolescent	GO:1903037	-0.7566781116875709
female	adolescent	GO:0002791	0.8746480746642176
female	adolescent	GO:0032984	0.3036595387413969
female	adolescent	GO:0044703	0.8328844406457081
female	adolescent	GO:0048002	1.1843619516098138
female	adolescent	GO:0048646	0.11414816579887911
female	adolescent	GO:1904062	0.32322405830589235
female	adolescent	GO:0006352	0.9851506985625734
female	adolescent	GO:0045089	-0.6791857209388624
female	adolescent	GO:0090066	-0.6543354269883096
female	adolescent	GO:0050867	-0.022150185232979614
female	adolescent	GO:1903829	-0.35754455646307964
female	adolescent	GO:0000956	-0.6591782098153451
female	adolescent	GO:0051222	-0.07897985758305444
female	adolescent	GO:0097190	-0.2156362837671362
female	adolescent	GO:0051896	-2.484075877532004
female	adolescent	GO:0007417	0.9250136935498309
female	adolescent	GO:0090150	-1.2694748448790503
female	adolescent	GO:2001020	-1.1742693191695508
female	adolescent	GO:0002696	-0.03259578591946636
female	adolescent	GO:0019884	1.2770937590211189
female	adolescent	GO:0051169	0.6266042040154828
female	adolescent	GO:0051348	-0.3419661399181467
female	adolescent	GO:1903522	-0.3090237055113216
female	adolescent	GO:2000116	-0.06200313210271262
female	adolescent	GO:0002478	1.2946925287352802
female	adolescent	GO:0006898	-0.14752013524693405
female	adolescent	GO:0008015	0.05769398172650344
female	adolescent	GO:1903320	0.9451889609501799
female	adolescent	GO:0003012	0.35302202745267264
female	adolescent	GO:0015672	2.339776444853094
female	adolescent	GO:0006913	0.6803915392200733
female	adolescent	GO:0050708	0.6027257268222369
female	adolescent	GO:0071103	-0.22860489987485258
female	adolescent	GO:0031175	1.223590166194758
female	adolescent	GO:0031330	0.46244015450839593
female	adolescent	GO:0070372	-0.3391195190563318
female	adolescent	GO:0070482	0.5326197188721533
female	adolescent	GO:0090287	0.6216690252705654
female	adolescent	GO:1905114	-0.19728336438623978
female	adolescent	GO:0198738	-0.021516664598775628
female	adolescent	GO:0009615	0.8323918803231768
