sex	age_group	term	combined_zscore
female	adolescent	adipose	-0.33115789374558424
female	adolescent	adrenal_gland	-0.25894121150032284
female	adolescent	artery	0.6616234637091515
female	adolescent	bladder	-0.18621103717278592
female	adolescent	blood	-1.3848033859689932
female	adolescent	brain	2.2832101925546158
female	adolescent	breast	0.6655440332292121
female	adolescent	cervix	-0.33417895068852843
female	adolescent	colon	0.46828604863364165
female	adolescent	esophagus	1.9791393723422976
female	adolescent	fallopian_tube	-1.09046222535103
female	adolescent	fibroblast_cell_line	1.2857071246064973
female	adolescent	heart	-0.6339023785180853
female	adolescent	kidney	-0.07564889425702305
female	adolescent	liver	-1.2600461321616545
female	adolescent	lung	-1.990754994538062
female	adolescent	lymphocyte_cell_line	0.6156306692843624
female	adolescent	muscle	-0.03535326549936746
female	adolescent	nerve	-0.39862136915052354
female	adolescent	ovary	-0.5326092130947453
female	adolescent	pancreas	1.2176211596180821
female	adolescent	pituitary	1.6835740351090802
female	adolescent	prostate	0.48499640247409753
female	adolescent	salivary_gland	0.4816602659944221
female	adolescent	skin	1.86610643003282
female	adolescent	small_intestine	0.27505105196786755
female	adolescent	spleen	-0.5922752290714648
female	adolescent	stomach	1.4793544367747324
female	adolescent	testis	1.367309407582817
female	adolescent	thyroid	1.4449080145121844
female	adolescent	uterus	0.5346894504431757
female	adolescent	vagina	1.6264625014611622
female	adult	adipose	1.2494698919086014
female	adult	adrenal_gland	-0.45231457100762584
female	adult	artery	0.589094335310748
female	adult	bladder	0.8491001178441796
female	adult	blood	-2.640561866664764
female	adult	brain	-0.23418081370480928
female	adult	breast	0.9001840960251014
female	adult	cervix	0.6170133276204034
female	adult	colon	-1.8695045095571627
female	adult	esophagus	-1.557756928053096
female	adult	fallopian_tube	0.017822367344485408
female	adult	fibroblast_cell_line	-0.4539285813467796
female	adult	heart	0.7481764707720749
female	adult	kidney	-1.3854436872521758
female	adult	liver	-1.1888566088206232
female	adult	lung	-2.4374885140055063
female	adult	lymphocyte_cell_line	-0.4719949842078146
female	adult	muscle	-0.45086253290799577
female	adult	nerve	0.09633397909505964
female	adult	ovary	-0.6178928721409183
female	adult	pancreas	0.4296409310474202
female	adult	pituitary	-0.7296265857338595
female	adult	prostate	0.8342868543485072
female	adult	salivary_gland	-0.480871294223665
female	adult	skin	-0.19438189227675398
female	adult	small_intestine	-1.8910476188957523
female	adult	spleen	-1.4606497428022318
female	adult	stomach	-1.8028026033773437
female	adult	testis	-1.2994700479515595
female	adult	thyroid	-1.3845673496945305
female	adult	uterus	-0.3803425745955264
female	adult	vagina	-0.40009623008823736
female	child	adipose	1.0803170538189546
female	child	adrenal_gland	-0.08945416280042369
female	child	artery	1.162975032093087
female	child	bladder	0.21827630261471342
female	child	blood	1.7152394790197267
female	child	brain	0.8744201262649581
female	child	breast	0.23668531637990936
female	child	cervix	0.6253164494450147
female	child	colon	0.5818026835507795
female	child	esophagus	0.723332064300745
female	child	fallopian_tube	-0.11477816816513645
female	child	fibroblast_cell_line	1.969128681996502
female	child	heart	0.05444175227180128
female	child	kidney	0.06584871455245575
female	child	liver	-0.9742896260707556
female	child	lung	0.9101299957622837
female	child	lymphocyte_cell_line	0.21028650457775974
