sex	age_group	term	combined_zscore
female	adolescent	female__Cervix Uteri	0.7562328309377998
female	adolescent	female__Liver	-1.59412315666808
female	adolescent	female__Nerve	0.6904896426854639
female	adolescent	female__Ovary	-0.21892455340505387
female	adolescent	female__Small Intestine	0.3187145126700927
female	adolescent	female__Spleen	-1.0348884164002574
female	adolescent	female__Uterus	0.6475748861575377
female	adolescent	female__Adipose Tissue	0.976737485800953
female	adolescent	female__Adrenal Gland	-0.04864310145136652
female	adolescent	female__Breast	1.0053462748752395
female	adolescent	female__Lung	-1.6697077826810092
female	adolescent	female__Pancreas	0.9795937587107737
female	adolescent	female__Skin	1.0692210573725165
female	adolescent	female__Stomach	1.0262775187044215
female	adolescent	female__Colon	0.8013986719537008
female	adolescent	female__Kidney	-0.12190462341479891
female	adolescent	female__Salivary Gland	-0.0559664931233785
female	adolescent	female__Vagina	1.920754358007138
female	adolescent	female__Brain	1.552935041110847
female	adolescent	female__Fallopian Tube	-0.6372065729447208
female	adolescent	female__Pituitary	1.9493400726226897
female	adolescent	female__Blood Vessel	0.8981952712413149
female	adolescent	female__Esophagus	0.8773498983359125
female	adolescent	female__Heart	-0.5673644432581689
female	adolescent	female__Muscle	-0.48680151878258254
female	adolescent	female__Bladder	-0.41213228366219956
female	adolescent	female__Blood	-0.9072488610914358
female	adolescent	female__Thyroid	1.7318596995171252
female	adolescent	male__Liver	-1.640800608911912
female	adolescent	male__Nerve	0.06698059314190691
female	adolescent	male__Small Intestine	-0.1214971525455137
female	adolescent	male__Spleen	-0.6429801958852115
female	adolescent	male__Testis	0.8278321515391469
female	adolescent	male__Adipose Tissue	0.32831627175062267
female	adolescent	male__Adrenal Gland	-0.38198299180535417
female	adolescent	male__Breast	0.034827074989657876
female	adolescent	male__Pancreas	0.30031782571064813
female	adolescent	male__Skin	0.996418232051446
female	adolescent	male__Stomach	1.0530830483214577
female	adolescent	male__Thyroid	0.6730452094745827
female	adolescent	male__Colon	0.5129172748629165
female	adolescent	male__Kidney	-0.40101656488340387
female	adolescent	male__Prostate	0.40180771210521665
female	adolescent	male__Brain	1.4114686958059994
female	adolescent	male__Pituitary	1.002048651161082
female	adolescent	male__Lung	-2.1185814120926847
female	adolescent	male__Salivary Gland	-0.2166390775475833
female	adolescent	male__Blood Vessel	0.3959911278077622
female	adolescent	male__Esophagus	0.8996491470574388
female	adolescent	male__Heart	-1.2067639604742613
female	adolescent	male__Muscle	-0.8822225578311845
female	adolescent	male__Bladder	0.3298689365073543
female	adolescent	male__Blood	-1.089643034000924
female	adult	female__Cervix Uteri	0.07664372295122938
female	adult	female__Liver	-0.8093116708203781
female	adult	female__Nerve	0.22048624394079064
female	adult	female__Ovary	-0.5420239804402377
female	adult	female__Small Intestine	-2.3993659580925977
female	adult	female__Spleen	-2.106905059533321
female	adult	female__Uterus	0.09915214442260498
female	adult	female__Adipose Tissue	-0.014529416285711456
female	adult	female__Adrenal Gland	-0.8299680136586456
female	adult	female__Breast	-0.6552342355351065
female	adult	female__Lung	-2.3352408024977724
female	adult	female__Pancreas	0.13946125690912403
female	adult	female__Skin	0.10354113151345186
female	adult	female__Stomach	-1.9083600891311054
female	adult	female__Colon	-0.3851527851687428
female	adult	female__Kidney	-1.5751239487589748
female	adult	female__Salivary Gland	-0.8710147151652956
female	adult	female__Vagina	-0.04496283179794349
female	adult	female__Brain	0.20979632147030045
female	adult	female__Fallopian Tube	0.63838295291756475
female	adult	female__Pituitary	-0.6630187064705453
female	adult	female__Blood Vessel	-0.201906436902898
female	adult	female__Esophagus	-0.4257626602564021
female	adult	female__Heart	0.6103566910268337
female	adult	female__Muscle	-0.7119525647478171
female	adult	female__Bladder	-0.23379997391231078
female	adult	female__Blood	-2.488121447348698
female	adult	female__Thyroid	-1.65571574944311
female	adult	male__Liver	-0.38127709495469453
female	adult	male__Nerve	0.6900362909163116
female	adult	male__Small Intestine	-1.7876992992961291
female	adult	male__Spleen	-1.1903071942522159
female	adult	male__Testis	-0.5224328452015565
female	adult	male__Adipose Tissue	1.139987160500569
female	adult	male__Adrenal Gland	-0.06082399806233027
female	adult	male__Breast	1.2052715903806026
female	adult	male__Pancreas	1.215930780402005
female	adult	male__Skin	0.33480438547528646
female	adult	male__Stomach	-1.042180816289259
female	adult	male__Thyroid	-1.3922089100240564
female	adult	male__Colon	-0.7940639924525232
female	adult	male__Kidney	-0.8043942338721068
female	adult	male__Prostate	0.8332503429611697
female	adult	male__Brain	0.6943153669483605
female	adult	male__Pituitary	0.12828839145165435
female	adult	male__Lung	-1.5736660775210047
female	adult	male__Salivary Gland	0.03700496821633634
female	adult	male__Blood Vessel	0.2834392714106536
female	adult	male__Esophagus	-0.32797204199860613
female	adult	male__Heart	0.08340132017261656
female	adult	male__Muscle	-0.8955334506911747
female	adult	male__Bladder	-0.17943418073205517
female	adult	male__Blood	-1.890176293547128
female	child	female__Cervix Uteri	0.7487762941173259
female	child	female__Liver	-0.9981615132307158
female	child	female__Nerve	0.0741107907350446
female	child	female__Ovary	1.525584399703831
female	child	female__Small Intestine	0.4287002439812689
female	child	female__Spleen	1.5505314064330347
female	child	female__Uterus	0.7768393393136067
female	child	female__Adipose Tissue	0.5884885329814579
female	child	female__Adrenal Gland	0.8721650957558976
female	child	female__Breast	1.2822677122019883
female	child	female__Lung	2.471895747847046
female	child	female__Pancreas	-0.26566143789589874
female	child	female__Skin	-0.32002306156095367
female	child	female__Stomach	-0.6009092437011478
female	child	female__Colon	0.5028173545480916
female	child	female__Kidney	0.17604398883558858
female	child	female__Salivary Gland	0.6286360625556929
female	child	female__Vagina	0.5626962945098041
female	child	female__Brain	1.4272224353762466
female	child	female__Fallopian Tube	0.7323619062512863
female	child	female__Pituitary	0.8836570543730218
female	child	female__Blood Vessel	1.2556390257181784
female	child	female__Esophagus	0.44292628653337196
female	child	female__Heart	0.5577295628575879
