gene	female_older_adult_3
10000	0.00143396446825994
10001	0.00200447575206463
10002	0
10003	0.01519714948111827
100048912	0
10004	0.00196475799506568
10005	-0.01910144163301909
10006	-0.00761568104931856
10007	0
10009	0.00100502750723038
1000	0
10010	0.00341406750660765
100126791	0.01113892446575464
100128124	0
100128640	0.00155360085535594
100129128	0.00241584124734835
100129250	-0.00573682742909238
100129271	0
100129361	0
100129482	0.0098431643788551
100130331	0
100130449	0
100132341	0
100132476	0
100134713	0
100137047	0.01094041198356715
10013	0
10014	0
10015	-9.2112786437758e-4
10016	-0.00445150899844423
10017	-0.00376774116431623
100188893	0
10018	0
10019	-0.01696370974931
1001	-0.0191648105434657
10020	0.00556166741164456
10021	0.00204600074783145
10022	0
10023	-0.01239284606980038
10024	-0.00549170474735557
10025	0
10026	0.00623443940900367
100272147	-2.6725897665709e-4
100287932	0
100288413	-0.00608811538841169
100289678	-0.00110325294586041
100293516	0.02591250801105598
1002	0.00156773873361084
100316904	0
10036	0
10038	0.00849998395727481
10039	0.00887596119933237
1003	-0.00619713502014098
10040	-0.01508394123637947
10042	0.00229140730512015
10043	0.00806287183630894
10045	0.00118891868573745
10046	-0.01898763981549831
10047	0
10048	0.0068987334008647604
10049	0
1004	-0.00667315175786249
100505741	-0.01659971583395853
100505761	-3.9596586841729e-4
100505879	0
100505933	0.00211140437617359
100506144	-0.00273922007175522
100506469	0
100506504	0.01608806019105259
100506571	0.01038203211774319
100506581	-0.01251026141024607
100506963	0
100507331	-0.00165964741164367
100507436	0.00150625967972898
100507605	0
10050	0
10051	-0.02286599776152682
10052	0
10053	-6.4035581515154e-4
10054	0
10055	0
10057	0
10058	0
10059	0
1005	-0.00734477931185205
10060	0
10061	-0.0072294797814066
10062	0.01021375961134575
10066	0.0049221460727833
10067	0
10069	0.00255494132033625
1006	0
10072	0
10073	0.00327004010277603
10075	0
10076	0
10077	0.00334725359724431
10078	3.1567462434992e-4
10079	0.00286231105942175
1007	-0.01089438053301488
10083	0.00165781626567794
10084	0
10085	0
10086	0
10087	0.00303200811476262
10089	0.00117625036488446
1008	0
10090	-0.00803088681120812
10092	0
10093	-7.6429188575497e-4
10095	0
10096	0
10097	0.00213783339305721
10098	0.03599949601616267
10099	0
1009	-0.00203423845066496
100	0
10100	-0.00468638414137269
10101	-0.00144598499598657
10102	2.1098005382559e-4
10103	-0.01601647442662083
10105	0
10106	0
10107	0
10109	7.6543459969371e-4
1010	0.00188361232199822
10110	0
10111	0
10112	-0.00808979754245761
10113	0
10114	0
10116	0
10120	-0.00249959726980268
10121	0
10123	0
10125	-0.00517928934939413
10126	-5.3349539005585e-4
10127	0
10128	0
10129	0.00924510717152496
1012	0
10130	-0.01155792281299915
10131	0.00709834139146722
10133	0.0265257021292709
10134	0
10135	0.00668110892570391
10136	0
10137	-0.00624110390163245
10138	0
10139	0
1013	0.00594978114527885
10140	-0.03648368344018889
10141	0
10142	0
10144	0.01351303482792527
10146	0
10147	0
10148	0.00113213403603925
10149	0
1014	0.00176573831367123
10150	0.0097012959736559
10152	0
10153	0.01141959433174339
10154	-0.00647977074179687
10155	-0.01196312630115662
10157	0.01873857082137142
10158	0.08246922017020791
10159	0
1015	-0.00524004982470846
10160	0
10161	-0.00130960936947709
10162	0.00776091526428885
10163	0
10164	0
10165	0
10166	0
10168	-4.629442034452179e-5
1016	-0.00723428140757507
10170	-0.01508170962781573
10171	0
10174	0
10175	-0.00530117958376585
10178	0
10179	-0.01434502892946634
1017	0
10180	-0.00166892557627181
10181	0
10184	-8.1697160370709e-4
10186	0.00595466593255129
10188	0
10190	0
10193	0
10195	0
10196	-0.01282750918559332
10197	0
10198	0
10199	0
1019	0
101	0
10200	-0.01168052893126253
10201	0
10202	-0.01421099032221762
10203	0
10205	0.00507481837290911
10206	0
10207	0
10208	0.0023158033188001
10209	0
1020	0.00497659887030795
10210	0.00101968783728284
10211	0.01215045132982369
10212	0
10213	0
10214	0
10215	0.00263705821711939
10216	0
10217	0
10218	0
10219	0
