gene	female_child_3
10000	0
10001	0.00193477138946803
10002	0
10003	0
100048912	0
10004	0
10005	8.6997940503305e-4
10006	0.00292733234142112
10007	0
10009	0
1000	0.00493997998949824
10010	0
100126791	-4.2434884438966e-4
100128124	0
100128640	-2.131625016133e-4
100129128	0
100129250	0
100129271	0.00128157138996474
100129361	0.00537653077831004
100129482	0
100130331	0
100130449	0
100132341	0
100132476	0
100134713	0
100137047	0
10013	0
10014	0
10015	-0.00142719573749116
10016	0
10017	0
100188893	0.00241867876500075
10018	0
10019	0.00258553147554484
1001	0
10020	0
10021	0
10022	0
10023	0.00399879732331851
10024	0
10025	-0.00107489791155767
10026	0.00103203126889575
100272147	0
100287932	0.00546418560231693
100288413	0
100289678	0
100293516	0.00309932436668848
1002	0
100316904	-0.00300027006653997
10036	0
10038	0
10039	0.00110873041443108
1003	0
10040	0
10042	0
10043	-0.00467895043009272
10045	0
10046	-0.00521688435211973
10047	-0.00114024368868589
10048	0
10049	-0.00663078832906929
1004	0
100505741	0
100505761	0.00268472496575702
100505879	0
100505933	0
100506144	-0.01165844795185666
100506469	0
100506504	0
100506571	-0.00155248964028174
100506581	0
100506963	-0.00570518019170703
100507331	0
100507436	-0.01593774399925845
100507605	0
10050	0
10051	-9.8311610554148e-4
10052	0
10053	0
10054	0
10055	0
10057	0
10058	0
10059	0
1005	0
10060	0
10061	0
10062	0
10066	0
10067	0
10069	0
1006	0
10072	0
10073	2.1143859696089e-4
10075	0
10076	-0.00530092258293877
10077	0
10078	0.00385943760638945
10079	0
1007	0
10083	0
10084	0
10085	0
10086	2.5544597786522e-4
10087	7.9442816721386e-4
10089	0
1008	0
10090	0
10092	0
10093	0
10095	0.00225266990290097
10096	0
10097	0.00122020032308441
10098	0.01622947707446467
10099	0
1009	-0.00275188794939884
100	0
10100	0
10101	-0.00184545366929433
10102	-4.8416894847387e-4
10103	0.00411155670265695
10105	0
10106	0
10107	0
10109	2.5712082507939e-4
1010	0.00148686248177693
10110	0
10111	-6.4668665512141e-4
10112	0
10113	0
10114	0
10116	0.00135976545944783
10120	0
10121	0
10123	0
10125	0
10126	-0.00385116445408053
10127	0
10128	0
10129	0
1012	0
10130	-0.00112151650863913
10131	-0.00341418404257258
10133	0.00998587776545285
10134	0
10135	0.00703757424181741
10136	0.00916978265395187
10137	-0.00440159733733738
10138	0
10139	-0.00155808270938486
1013	0
10140	-0.00521150949853531
10141	0
10142	-0.00409172179706172
10144	0
10146	0
10147	0
10148	0
10149	5.9816917762166e-4
1014	0
10150	0
10152	0
10153	-0.00583765455945321
10154	0.01184774915420023
10155	0.00852718805311616
10157	-0.00472667998871857
10158	-0.00211391002106694
10159	0
1015	0
10160	0
10161	0
10162	0
10163	0
10164	0.00230311226081228
10165	0
10166	0
10168	0.0015839587021182
1016	0.00165307355540223
10170	0.02447331227541264
10171	0
10174	0
10175	-0.00382634240940034
10178	0
10179	0
1017	0
10180	-0.00340307354215606
10181	0
10184	0
10186	-0.01090799695702749
10188	-5.6596477512195e-4
10190	-0.00505704987967226
10193	0
10195	0
10196	0.00903525956421717
10197	0
10198	0.00448702069619673
10199	0.00483911878450488
1019	-7.3361942204921e-4
101	0
10200	0
10201	0
10202	-0.0046086167997742
10203	0
10205	0
10206	0
10207	0
10208	0
10209	0.00171207707401416
1020	0.00268561347313792
10210	0.00719846713141412
10211	0
10212	-0.01210171524529597
10213	0
10214	0
10215	0
10216	-0.00205128227767988
10217	0
10218	-1.2117449969965e-4
10219	-0.00759224354710287
1021	0
10220	0
10221	-0.0121342657333422
10223	0.00885302070014447
10225	-0.00911819237100558
10226	0.00389493605781328
10227	0
10228	0
10229	4.3813339067453e-4
1022	0.00343201640780675
10230	-0.00369785366233765
10231	-0.00893299928552617
10232	-3.5140456804908e-4
10233	0
10234	2.1985987731485e-4
10235	0
10236	0
10237	0
10238	0
10240	0
10241	0
10242	0
10243	0.00365540518240618
10244	0
10245	0
10246	0
10247	0
10248	-0.00243071781299832
10249	0
