gene	male_adult_3
10000	0
10001	-0.00485437296573389
10002	-0.00279088153637202
10003	0.00926731136772301
100048912	0
10004	-0.02398314790361851
10005	0
10006	0.01569936505987618
10007	0.02768859914418757
10009	0.01575524148581448
1000	0
10010	5.0009546230262e-4
100126791	0
100128124	-0.00886962441836653
100128640	0.00888680896990626
100129128	-0.00249541442181465
100129250	0.01669581237019007
100129271	-0.01218618459905101
100129361	0.00851902001992791
100129482	-0.03030117149109477
100130331	0.00311291239500954
100130449	-0.00846169890342908
100132341	0
100132476	0
100134713	0
100137047	0.01727961381775752
10013	0
10014	0.00947232942029766
10015	-0.01129929932185145
10016	0
10017	-0.01199812563723683
100188893	0
10018	0
10019	-0.00433345599380199
1001	-0.00274019924701164
10020	-0.03224502108894071
10021	0
10022	0
10023	-0.01270257880095855
10024	0
10025	-0.02209260099581434
10026	-0.01611736495913354
100272147	0.00470732967558756
100287932	0
100288413	0.00380679834021388
100289678	0
100293516	-0.01336091964827312
1002	-0.00474192058593874
100316904	-4.2578333880754e-4
10036	0.01854086916806919
10038	0.00287239657242192
10039	-0.01622151430441367
1003	0.00551319045479516
10040	-0.02633618635637292
10042	0
10043	0
10045	-0.00280462751644136
10046	0.00155920855149341
10047	0
10048	-0.00768019428559735
10049	0.02414608134177027
1004	5.8360697571404e-4
100505741	-0.00548365243151346
100505761	-0.01614064729050833
100505879	0
100505933	0
100506144	0.01467226242573747
100506469	0.00560168500635485
100506504	0
100506571	0.00423128877958598
100506581	0
100506963	-0.01348760935954174
100507331	-0.01412565426893129
100507436	-0.00138881562868696
100507605	0.00518678210314219
10050	0
10051	0
10052	0
10053	0
10054	0
10055	0
10057	-0.01286689113101267
10058	-0.0048614644317875
10059	0.00970204436461641
1005	-0.0086695871239082
10060	0
10061	-0.00123489950374852
10062	0.00357502512613398
10066	-0.01148272928618295
10067	0
10069	0
1006	0
10072	0.00714512818780686
10073	0
10075	0.00270827214436467
10076	0.0043888899450611
10077	-0.00992328395480567
10078	0.00796792290265906
10079	0.07058270802905593
1007	0
10083	-2.9651288638839e-4
10084	-0.00901344310204627
10085	0
10086	-0.00125782055222988
10087	0
10089	-0.02056336535831557
1008	0.00230162596901126
10090	-0.02167200994954688
10092	0.01010158593030767
10093	-0.01141985633807765
10095	0.00970375013308939
10096	0.00487955505791945
10097	6.1160036945672e-4
10098	-0.01450563968682698
10099	0.00173196923800176
1009	-0.00319871562223975
100	0.03597424076037464
10100	0.02707836367206039
10101	-0.01376251404454607
10102	0.00106097315037784
10103	0
10105	0.00550436044775034
10106	0.01514143394756806
10107	0
10109	0
1010	-0.00339680038263632
10110	0.02416183613249
10111	0.01059661659485609
10112	-0.00120756249942843
10113	-0.00130535365336316
10114	0.00544873270921854
10116	0.01014647512701652
10120	-0.00787073276126728
10121	0.00743776123082642
10123	-0.01110859302257849
10125	0.00361042508039878
10126	0.0017896948619440401
10127	8.3956674596685e-4
10128	0.00197931493474152
10129	0.01143223982735315
1012	-0.03371005971859034
10130	0.00225284183978971
10131	-0.00331505008168736
10133	-0.01472099890187561
10134	0
10135	-0.00729999329604816
10136	-0.00700836642691053
10137	-0.00259948422121331
10138	0.01485695499256752
10139	-0.01087926859120486
1013	0
10140	0
10141	-8.5662719518824e-4
10142	0.01831272098512127
10144	0
10146	0
10147	0
10148	0.01392929349679347
10149	0.01405582223214413
1014	0.01026633013565516
10150	0.01786696420743566
10152	-0.00150019462194861
10153	-0.00862923176927966
10154	0.02413583272718611
10155	-0.00257229931800182
10157	0.02323024263975527
10158	-0.00987721065070424
10159	0.002267949230867
1015	-0.00226790901307507
10160	-0.03323033733551817
10161	-0.0092151936005416
10162	-0.00724452020350813
10163	0
10164	-0.01570913713914183
10165	-0.0153361655475357
10166	-0.01523994895920506
10168	0.00913463996581955
1016	0
10170	0.01305816964210288
10171	0.00189791510766964
10174	0
10175	-0.00809865915644262
10178	-0.04531854538024103
10179	0
1017	0.00532177826871139
10180	0
10181	-8.7298046902399e-4
10184	0
10186	-0.00694495168588764
10188	-0.00253132967692129
10190	0
10193	0
10195	-0.00871968243124376
10196	-0.00103629637958044
10197	-0.00703355572247657
10198	0
10199	0.00287845672511971
1019	0.00990134161292408
101	0.01802417623235598
10200	0.00551565954102355
10201	0.00382882611880848
10202	-0.04297691077278109
10203	0
