gene	male_adult_1
10000	0.00482013131428098
10001	3.461629537288859e-10
10002	2.1302781078904022e-10
10003	0.00953891370603297
100048912	2.7092612322130843e-10
10004	-0.00442486613381119
10005	-0.00877486609014173
10006	0.01110418355101816
10007	0.0118974644802512
10009	0.01490138586187646
1000	1.8155423328025e-4
10010	4.830644072854119e-10
100126791	0
100128124	-0.00399376676152746
100128640	0.01231849229673079
100129128	-0.00481548808497774
100129250	0.01722785251558642
100129271	3.138057440740681e-10
100129361	0.00850890764641362
100129482	-0.02865951614561265
100130331	0.01579359543494087
100130449	-0.00532599200065423
100132341	-0.01507626467770335
100132476	0
100134713	0.00494221330032741
100137047	0.00721579459074876
10013	5.880300395136308e-10
10014	0.00314441236304659
10015	-0.00151642048421914
10016	3.140305294288125e-10
10017	-0.02341567675651058
100188893	4.3244525553343575e-10
10018	0.00249058566140608
10019	-0.00842496504298283
1001	-0.00204808681903085
10020	-0.01005823645858302
10021	0
10022	0.00753414584613273
10023	-0.01995149910750843
10024	0
10025	-0.00266198760341083
10026	-0.00989157817185592
100272147	9.4668206096341e-4
100287932	6.829077501991653e-10
100288413	0
100289678	5.335646220562769e-10
100293516	7.13828757958817e-10
1002	-0.00505296038128885
100316904	0.00225122986875043
10036	0.00388812609617559
10038	0.01096577997282351
10039	-0.01214636121302043
1003	0.00916562139022411
10040	-0.0135481758611562
10042	2.2739902753057574e-10
10043	-0.00678988320450565
10045	-0.03098913513032719
10046	0.01845838781152574
10047	-0.00108442426813414
10048	-0.00342411773970721
10049	8.090635568695104e-10
1004	3.637155241860035e-10
100505741	-0.00560607955431304
100505761	-0.0066476416280784
100505879	-0.00103014567282873
100505933	4.1925435739741254e-10
100506144	0.0166374059319648
100506469	0.00786756520239569
100506504	-3.3420828488208e-4
100506571	0.00114583534988014
100506581	0
100506963	-0.0210804645465631
100507331	-0.0053084745001694
100507436	-0.00264041207078906
100507605	6.5024941839664e-4
10050	0
10051	3.7136844160314945e-10
10052	6.164017110844497e-5
10053	2.0865087489940188e-10
10054	-6.3417606143414e-4
10055	-0.00568576427537442
10057	-0.0015469497397899
10058	-0.00618731321593414
10059	0.0120046869735827
1005	-0.00708670142240414
10060	0.00167759485568441
10061	-0.00133149632964634
10062	-0.01090518444061798
10066	-0.0177412839071253
10067	5.276239759596241e-11
10069	0.00437106492912093
1006	2.3759066197593523e-10
10072	2.522349427973071e-10
10073	0.0039368843259161
10075	0.00469416253012056
10076	3.090234988083732e-11
10077	0.00518778587321763
10078	0.00473506962635225
10079	0.02132508418420753
1007	2.5777955717747975e-10
10083	-0.01277607989889342
10084	-0.00948677151436046
10085	0
10086	-7.347120673669e-4
10087	7.400891904744927e-10
10089	-0.02819864583022275
1008	0.00954855034342662
10090	-0.01888799093093829
10092	0.00965469625066371
10093	-0.01462788451916055
10095	0.01661330774435104
10096	0.00576019793492856
10097	0.00712596001746088
10098	-0.0094438644579195909
10099	0.00512998921103091
1009	0
100	0.0093106403359176
10100	0.02747795234700064
10101	-0.01318769921275908
10102	0.01115223470298877
10103	0.00731480834465356
10105	5.70665108332566e-10
10106	0.00450351793719879
10107	0.00521422272423827
10109	-5.1879238508732e-4
1010	-0.00201326713545366
10110	1.9872545224218443e-10
10111	0.0149001052956206
10112	0
