gene	female_child_2
117246	-0.01083770994267397
1173	-0.00253864462067775
1174	5.407168785594e-4
1175	0
1178	-0.0068993766374409
1179	-0.01185452333368141
117	0
1180	0
1181	0
1182	-1.6495640418025e-4
1183	-0.00117843957196863
1184	0
1185	0
1186	0
1188	0
118	0
1191	-6.3975410062095e-4
1192	0
1193	0.02954373355886945
1195	0.00777995492236474
1196	0
1198	-0.00330103495098094
119	0.00117610128771129
1200	-0.00402405069958064
1201	0
1203	0
120526	-0.00207719057707561
1207	0
1208	0
1209	0
120	0.00907444326718786
1211	0
1212	0.01356761467352556
1213	0
1215	9.283772610029544e-5
122616	0
1230	-0.02234734240729539
1232	-0.02423887631967692
1233	0
1234	-0.01764814219960865
1235	-0.024154223482259832
1236	0.00329170011332144
1237	0.00460366758632125
123803	0.00410600038692566
123872	0.00999526802894583
1238	-9.8397308057326e-4
123	0
124044	-0.00625133892964122
1240	-0.00202195005994283
124152	-0.00287492058046381
1241	0
124222	0
1244	0
124565	7.0593664485327e-4
124583	0
124	0
125893	0
1258	0
1259	0
125	0
1261	0
126208	0
126231	-0.01722226622789771
126298	0
126299	0
126321	-1.0995753644925e-4
126353	0
126393	0
1263	0
1264	0.00111155459298338
1265	0
1266	-0.01347108146782756
1267	-4.8905152562324e-4
1268	0
1269	0
126	0
1271	0
1272	0
127534	0
127544	0
127703	0
1277	0
127833	-0.0030570820040834
1278	0.00608896182201132
1280	0
1281	0
1282	-0.00163114195061334
1284	0
128553	-0.00380852775633351
1285	0
1286	0
1287	0
1288	0
1289	0
128	6.478881082532e-4
129025	0
129080	0
1290	-0.00143156410485296
1291	-0.00464780929791697
1292	0
1293	0.01146983065129311
1294	0
1296	0.00141902263877403
1297	0
1298	-0.00237976745952124
1299	0.0022475539678482
12	-0.00844256207169195
130074	0
1300	0
1301	0
1302	-0.00295393888145109
1305	-0.01972602103367974
1306	0
1307	0
1308	-7.0610084035754e-4
130916	1.8908216860654e-4
130	0
1310	-0.00811278013522347
1311	-0.00414123024994029
1312	0
131408	0
1314	0
131544	-0.00625415849811149
131566	0
131578	0
1315	-0.00242822507369668
131601	-4.0115499532333776e-5
1316	-0.00768709240421418
1317	0
1318	0.01554202605328232
131	0
1326	-0.01470077731598915
1327	0
1329	0
132	0
133619	0
1339	-0.00646072508052209
133	-0.03019725634438323
1340	0
1345	-0.00276643800530118
1346	0
1347	0.00532881761289812
1349	-5.870010914394072e-5
134	0
1350	-0.00533550982556595
135138	0
1351	0
1352	0
1353	-0.00547350916458239
1355	0
1356	0
1357	0
1358	0
135948	0
1359	-0.01894828911619421
1360	0
1361	0
1362	0
1363	0
1364	0
1365	0
1366	0.00425645833567056
1368	0
1369	0
136	-0.00448236905872146
1370	0
1371	0
1373	0
1374	-0.01218713314177828
1376	0
137886	0
1378	-0.00162822955545739
138046	0
138050	-0.00293128854849476
1380	0.01723701312536606
138151	-0.01050514939678568
138162	0
1381	0
1382	0
1384	-0.00771822780779272
1385	0
1386	2.1174491628296e-4
1387	-0.00590600959984486
1388	-2.4179375272794807e-5
1389	0
139081	-8.2288340512988e-4
1390	8.9732160153101e-4
1392	0
139322	-0.00332233705943067
1393	-0.01313095076960969
1394	0
139538	0
1395	0
1396	0
1397	0.00752052950611351
1398	-0.00250680688976215
1399	0
13	0
1400	0.00175623400632368
1401	0
140459	0
140460	0.0012645412976808
140461	0
140462	0
140465	0
140467	0
1404	0
140545	0
140578	0
140597	0
140609	0
1406	-0.00217656118955932
1407	0
140801	0.02805177205849453
140803	0
140883	0
140885	0.00246496296856441
140890	0
1408	0.00334142755596238
140	0
1410	0.00711124400921044
1411	0
1412	0
1413	0.00216174131818454
1414	0.00184741314297272
1415	-2.297465004063e-4
1416	0
1417	-0.00356779564455365
1418	3.0660572634708e-4
1419	0
141	1.2811388314124e-4
1420	0
1421	-0.01067045053730476
142684	0.00424965610729618
1428	0
1429	0
142	-0.00602119333205181
1432	-8.535591647595173e-5
1434	0
1435	0
1436	-0.00330025506751712
1437	0
1438	0
1439	0
1440	0
1441	0
1442	0
1443	-0.00659209375964367
144404	0
1444	0
1445	0
1446	-0.00284998093464694
1447	-0.00193974591545411
1448	0
1452	0
145389	0.00767986704357959
1453	0
1454	-0.00448127012817982
1455	-0.00341676494877033
1456	0
1457	0
1459	-0.00148371950276667
146057	-0.00335019751407935
1460	0
146227	0
1462	0.00409466177699128
1463	0
1464	0
146542	0.00315899695390617
146562	8.9583832729927e-4
1465	0
146691	0
1466	0
146712	0
1468	0
1469	0
146	0
1470	-0.00581098056190218
147179	0
1471	0
1472	0.0035032664551807
147339	0
1473	0
1474	0
1475	-0.00626144106604932
147657	0
147694	-6.432574655773e-4
1476	-0.00257735692175335
1477	0
1478	-0.00221194222773911
147912	0
1479	0
147	0
148022	-0.00328153908686517
148066	0
148229	0
1482	0
1486	0.00252418198453787
148753	0
1487	0
1488	0.00329610565261063
1489	0
148	0
1490	-0.00720764323959779
149111	0.00653457084392351
1491	-0.00906462332479341
1493	0
1495	-0.0143542921547486
149603	0
1496	0
1497	0
149986	0
1499	-0.00675385318129414
14	0
150160	0
1501	0
1503	0.01536470345383357
1506	0.00150730520490639
150726	0.00129231042382448
1508	-0.01181322937058028
150967	0.00248080876370703
1509	0.00946601913675452
150	-4.3560802239263e-4
151011	-0.00953353560697312
151050	0
1510	0
1511	0.00629381022437483
1512	0
1513	0.00884301993369657
1514	0.00597834449624615
1515	0.00760391778862608
151987	0
1519	0
151	0
152006	0
1520	0
152185	0
1521	0.00898991375797841
1522	-0.02082365105164711
1523	0
1524	-0.02517288016030276
152559	0.00168216123610036
1525	0
1528	0
152	-0.00738868558491172
1534	0
1535	-0.00343956776175354
1536	-0.01062582464232503
1537	0
1538	0
1539	0
153	-0.00313225066792957
1540	0
1543	0.00363788763804902
1544	-0.00623844553547313
1545	0
154661	0
154796	-0.01293084195302795
154881	0
1548	0.00427211188808734
1549	-0.00289196669620734
154	-0.01879844368768151
155066	0
1551	-0.0014787852633613
1553	0
155400	0.01725036114502885
1555	0
1556	0
1557	0
1558	0
1559	0
155	0
1562	0
156	0
1571	-0.00353744237956895
1573	-0.00326682239431306
157567	0.00436965076145792
157627	0
157680	0
1576	0.00120730891683435
1577	0
157869	0
157922	0
1579	-0.02168243766963529
157	0
1580	0
1581	0
1583	-0.00578713710254962
158427	0
158471	0
1584	0
158586	-0.00156239432670298
1585	0
1586	-0.00313918728965827
158747	0
1587	0.00252863908641174
1588	-0.00738010204337521
1589	0
158	0
159162	0
1591	-0.00329282240973371
1592	0.00327796163202332
1593	-0.00686300905205913
1594	-0.00272181380217292
1595	-0.0304666313009337
159963	0
159	0.00500434520603923
15	-0.00622214647202965
1600	0.00577897881502829
1601	0
1602	-0.00741854225897093
160313	0
1603	0
1604	0
160518	0
1605	0
1606	4.6330001878832e-4
1607	0
1608	-0.01442030604917826
1609	-0.00611260492388276
1610	-0.00778377932193927
1611	0.00757321620099705
161291	-0.00453422796122029
1612	0.00221869110012604
1613	-0.00111721392604397
1615	0
1616	0
1618	0
161	0.00162225757573496
1620	0
1621	-0.00192049881195028
1622	-2.9897899149154e-4
162427	0.00736308293430506
1627	-0.00214442406076067
1628	0.00340096690806975
1629	0
162	-0.00179635191999508
1630	0
163131	0
1632	0
1633	0.00251286714985892
163486	0
1634	-0.00493122086789294
163590	0
1635	0
1636	0
1638	0
1639	0
163	0.01166446214369507
1641	0
1642	0
1643	0
1644	2.7706480328993e-4
1645	-0.00343300626275002
164656	0
1646	-2.3203791189276e-4
1647	0.01054402882107202
1649	0
164	0
1650	9.1308129125271e-4
1652	-0.00388838676075345
1653	0
1654	0
1655	0
1656	0
1657	-0.00321158958966869
1659	0
165	0
1660	0
1662	0
1663	-0.03690454287463216
1665	0
166647	0
1666	0
1669	0.00376569560192396
166	0.00880119909031839
1670	-0.00132212086333878
1671	0
167227	0.00610048348603555
1672	0
1674	0
1675	0.01639030732170164
1676	0
1677	0
1678	0
167	0
168544	0
1687	-0.00343291222850437
1690	0.00207089033746235
169522	0
169611	-0.00118749274510501
16	0
170679	0
170680	0
171017	0
171023	0
171220	-0.00245419636624494
171392	0.00531676095813483
171546	-0.00531301507453271
171558	0
171586	-0.00112457292925404
1716	0
1717	0.00101170256913692
1718	0.01501622682889732
1723	5.6080384737708e-4
1725	0.00218713020167147
1727	-0.003482061401111
1728	-0.00629592891803444
1729	0
1730	0
1733	0
1734	0
1735	0
1736	0
1737	0
1738	0
1739	0.00298795636633087
