gene	male_middle_adult_3
10000	9.0884413548508e-4
10001	0
10002	-0.00472694835246954
10003	0
100048912	4.7905254983789e-4
10004	0.0293151900520536
10005	0
10006	0
10007	-0.04893495140735224
10009	0
1000	0
10010	0.00599401148632719
100126791	0
100128124	0.00559904573471842
100128640	-0.01712709419218995
100129128	0.00728498948873716
100129250	-0.01664347787183124
100129271	0
100129361	-0.00558510329744967
100129482	0
100130331	0
100130449	0.01063934805523924
100132341	-0.02784060219244513
100132476	-0.00338294317733254
100134713	-0.01511254862721976
100137047	-0.01183384011408068
10013	-0.00162652048806461
10014	0
10015	-0.00814726896478265
10016	0.01552049711862038
10017	0.00254121768120377
100188893	0.00852332360046038
10018	-0.00100945575121647
10019	0.01579599758170438
1001	0.00134129848396177
10020	0.0017050704405294
10021	-0.00358593575462212
10022	-0.00565848894311717
10023	-0.00919348983734562
10024	0
10025	0.00200782303609114
10026	0
100272147	0
100287932	0.01611877757539675
100288413	0
100289678	0
100293516	0.06123864884995606
1002	0.01083059574946503
100316904	0.00925365659670986
10036	-0.01947815192639826
10038	0
10039	0.0105250566825662
1003	-0.03214021222422728
10040	0.01013242598242741
10042	0
10043	-0.03044977952437503
10045	0.00799324148275716
10046	-0.01654206162472865
10047	-3.4767921344836e-4
10048	-0.0031095166493296
10049	-0.01948465719914777
1004	0
100505741	-0.00266207927287893
100505761	-0.00285595493517736
100505879	0
100505933	0
100506144	0.01111846267057551
100506469	0.00251738850003969
100506504	0
100506571	0.01035738427158076
100506581	0.0015915537527389
100506963	-0.01307000701597518
100507331	0.00171452395781991
100507436	0.01307021070944785
100507605	0.009629549789536
10050	0.00981027675709081
10051	-0.01456083106387393
10052	0.00227620028387117
10053	0.01533944915618046
10054	-0.01510153185048452
10055	-0.00642339231920013
10057	-0.01205662185995638
10058	0.00265267838737137
10059	0.00154910276337184
1005	8.2551690280906e-4
10060	0
10061	-4.0516536718175e-4
10062	-0.01371999849891846
10066	5.0225051433679e-4
10067	-0.00781056566270119
10069	0
1006	0
10072	0
10073	0.02261096129547947
10075	0
10076	-0.0233822141535369
10077	-0.02207179308242851
10078	0
10079	-0.05900945563225219
1007	0
