gene	male_older_adult_2
10000	0
10001	0
10002	0.00566045414190891
10003	0.00206942640998445
100048912	0
10004	0
10005	-0.01656855402476112
10006	-0.00402423125315072
10007	-0.00561933452934415
10009	2.5988701129327e-4
1000	0.01459374545976815
10010	0
100126791	0
100128124	0
100128640	-0.01565979049401248
100129128	-0.00556401321957526
100129250	-0.00159977398244217
100129271	0.00132161052026362
100129361	0
100129482	0.00577683208430588
100130331	-0.00860662421801936
100130449	0
100132341	-0.01540659102334172
100132476	0
100134713	0
100137047	0.00514507891349072
10013	0.00193095353650827
10014	-0.00582994654263578
10015	0
10016	0.00657850238905915
10017	0.00420595077169554
100188893	-0.00602141959087405
10018	0.02099740833580345
10019	0
1001	-0.01295685727797834
10020	0.02814153585923948
10021	0
10022	0
10023	0.00858915796105093
10024	0
10025	0.00736392134495578
10026	0
100272147	0.00894420313526946
100287932	0
100288413	5.8859460411523e-4
100289678	-0.00499809221100315
100293516	-0.01198968367539177
1002	0
100316904	-0.00851377705917309
10036	-0.00360112030355345
10038	0.02270787354892027
10039	0
1003	0.00943657089420731
10040	-5.6496222126478e-4
10042	-3.2237765256372565e-10
10043	-0.01194843631456737
10045	0.02066315268162466
10046	6.1791171918709e-4
10047	0.00992147839346423
10048	2.3806946222201e-4
10049	0
1004	-0.0014448269515883
100505741	0.0162429667149637
100505761	-0.00330524833305091
100505879	0
100505933	0
100506144	-0.00107341855978999
100506469	0
100506504	0
100506571	0
100506581	0.00567004115768045
100506963	-0.0128104086464986
100507331	0.0172563447498096
100507436	0
100507605	-0.0032397292528047
10050	0.004703366914912
10051	-0.00670924552990239
10052	0
10053	-0.01745560275990506
10054	0.0043881757070812
10055	-3.9585430120541e-4
10057	0
10058	-0.00330442734108356
10059	0
1005	0.0076114363194834
10060	-0.00329886222426465
10061	-0.00139525026339556
10062	-0.00263856992864285
10066	0.00154695752661214
10067	0
10069	0.00547513053846465
1006	0
10072	0
10073	0
10075	0
10076	0
10077	-0.01068592633222907
10078	0.0054084983485082
10079	0.01801678620872947
1007	0
10083	0
10084	0.00208774086202546
10085	0
10086	0.00433746277758855
10087	-0.00335551049362767
10089	0.01260638836248744
1008	-0.00341129305349966
10090	0.00169179177334747
10092	-0.00881424774055078
10093	-0.01011836466537311
10095	-0.00234041292626897
10096	-0.00266860309992138
10097	-0.00298013751614222
10098	-0.00281408969539819
10099	0.00408913647329674
1009	-0.01519933958707827
100	-0.02687425403997725
10100	-0.01021866171052188
10101	0.00817536919515135
10102	0
10103	0.00943141737191955
10105	-0.01625493460510979
10106	0
10107	0
10109	-0.00191012929694066
1010	-0.00459175304272154
10110	0.01381111325698687
10111	0
10112	0.00509433561454418
10113	0.00743549085596704
10114	0.01453898367913722
10116	0
10120	0
10121	-0.01270093392285432
10123	-0.00905772666523482
10125	-0.01073545030268724
10126	0.00990164194729129
10127	0
10128	0.00249365260994913
10129	0
1012	0.00616577654309451
10130	0.00434207716858311
10131	0
10133	0.0195903141662558
10134	0.00236882959882323
10135	0.01897521128756895
10136	-0.01802503347549034
10137	0
10138	-0.0124146897147838
10139	-0.00437066789425328
1013	-0.00529891252945952
10140	0.009719323930805
10141	0
10142	0
10144	0.0349046064521883
10146	0
10147	0.00156921906656764
10148	0
10149	-0.00460457573443122
1014	-0.00454494729708642
10150	7.6031880625286e-4
10152	0
10153	-0.00266411033652824
10154	0.0191325537355423
10155	0
10157	0.02383707534309029
10158	0.07154059175561933
10159	-0.01062648960765875
1015	-0.0048490991693536
10160	0.006823544723267
10161	0.00207816850571768
10162	-0.01312519612878403
10163	-0.00605190559778212
10164	0
10165	0.00701613309493073
10166	-0.01059035893316373
10168	-0.00206451943261019
1016	-0.00107056391237636
10170	-0.00986522261426456
10171	0.00297295065111005
10174	0
10175	0
10178	0
10179	0
1017	0
10180	0.00355285627079872
10181	0
10184	0
10186	-0.00235814698991791
