gene	male_older_adult_1
10000	-0.00625154966165762
10001	0
10002	0
10003	0
100048912	0
10004	0.00293921798390096
10005	-0.01300537174377416
10006	-0.00790868790963928
10007	-0.00548790116785025
10009	0.003577281333091
1000	0.0101228456933682
10010	0
100126791	0
100128124	0
100128640	0
100129128	8.2561014508863e-4
100129250	-0.00618797627166335
100129271	0.00326408726945114
100129361	0
100129482	0.00136385841964956
100130331	-0.00641223903773086
100130449	0.00446121827008761
100132341	0.00871686717716217
100132476	0
100134713	0.00559576996542506
100137047	0
10013	0
10014	-0.00484846794494013
10015	-0.0046593689522445
10016	0
10017	0.00328245191086031
100188893	-0.00232583408040136
10018	0.02117181406677032
10019	0
1001	-0.01088651946319111
10020	0.00974002233579438
10021	0
10022	0
10023	0
10024	0.00362357366095558
10025	4.063342200978e-4
10026	-7.7491382175392e-4
100272147	0.00780042012110262
100287932	0
100288413	-0.00204964297038581
100289678	-0.00788104203731341
100293516	-0.00504949069766965
1002	0
100316904	0
10036	0
10038	0.02106807678032782
10039	0
1003	0.00499841310254023
10040	-0.01299046448431095
10042	0
10043	-0.00913102813528422
10045	0.00926963545095564
10046	-0.0079603600962085
10047	0
10048	-5.500382366359028e-5
10049	0
1004	-0.00164062163686196
100505741	0.01147272705067564
100505761	-0.00288971826607033
100505879	0
100505933	0.00127878777553439
100506144	0
100506469	4.6381576524249e-4
100506504	-0.00700457326534437
100506571	0
100506581	0.00206850397426731
100506963	-0.01571610399637645
100507331	0.00711357642138785
100507436	0
100507605	-0.00173495927488666
10050	0
10051	-0.0164617465128249
10052	0
10053	-0.01241996668108407
10054	0.00724820382657693
10055	-0.00656101119016963
10057	7.1929012840181e-4
10058	-0.00896749921256666
10059	0
1005	0.01294266275247739
10060	-0.00152821250567078
10061	-0.00133547333834897
10062	-0.01293942243984633
10066	0.00806481503406419
10067	0
10069	0.00258810371529413
1006	0
10072	-5.4012981237056e-4
10073	0
10075	0
10076	0
10077	-0.00847418849131312
10078	0.00359407573907309
10079	0
1007	0.00267665541279869
10083	-0.00482577641549699
10084	0
10085	6.6638396439835e-4
10086	0
10087	-0.00123798034187209
10089	0.00848316272088916
1008	-0.00530622205885297
10090	0
10092	-0.01332517601895502
10093	-0.00656386717447814
10095	-0.00331884329694171
10096	-0.00636717374115118
10097	-0.00758262805019778
10098	0.00873842077722484
10099	0
1009	-0.01255398961401104
100	-0.03439149158237542
10100	-8.7311088558322e-4
10101	9.2368018816723e-4
10102	0
10103	0.00221540833957045
10105	0
10106	-1.9915786201713e-4
10107	0
10109	-0.00114906757545713
1010	0
10110	-0.00380298871901945
10111	-0.00107073870056958
10112	0.01806027536786869
10113	0
10114	0.00888556680830957
10116	0
10120	0
10121	-0.00513436897134141
10123	-0.00316926953195322
10125	-0.00482187065632446
10126	0
10127	-6.5764271207455e-4
10128	0
10129	0.00490412995756347
1012	0.00653432400422621
10130	0
10131	0.007912771273001
10133	0.00846544306453866
10134	-0.00129893718394764
10135	0
10136	-0.00149421176070854
10137	0
10138	-0.00540917488782468
10139	-0.00628593123459247
1013	-5.3706167745615e-4
10140	0.00125054992133963
10141	0
10142	-0.00574409826337575
10144	0.01531880651220368
10146	0
10147	0.00306909907117703
10148	-0.00657736134329197
10149	-0.01147450516071655
1014	0
10150	0.00476564269446733
10152	0
10153	-0.00720909021163568
10154	0.01112255014327664
10155	-3.349371730657e-4
10157	0.02555526394500118
10158	0.03678013685607936
10159	-0.0055596384523023
1015	-0.0041168232062188
10160	0.01072890197386011
10161	0.00128092647534664
10162	-0.00350430478307827
10163	-7.4496220817116e-4
10164	-0.01161831376769109
10165	0
10166	-0.00960727269096329
10168	0
1016	-0.00954026176566067
10170	-0.06049901659116635
10171	-0.00202336318227134
10174	0
10175	-0.0082091774896762
10178	-0.00688128251659504
10179	-0.00584257601365652
1017	0.00143389714021672
10180	0.00117569355067224
10181	0
10184	0
10186	0.00387980548141652
10188	0
10190	0
10193	0
10195	0
10196	0
10197	0
10198	0
10199	5.4986478051296e-4
1019	-0.0067300551300682
101	-0.00217863598474403
10200	-0.00527856636407959
10201	-0.00723010959965348
10202	-0.00609755292471075
10203	-0.00535676980455099
10205	0
10206	-7.0752930540175e-4
10207	0
10208	0.00459181737228165
10209	0
1020	-9.1363509790008e-4
10210	0
10211	0
10212	0.01192113047024921
10213	-0.00223039908709819
10214	0.00208577362050653
10215	0.00652431210616318
10216	0.00421083557987157
10217	0
10218	-2.5140492135754e-4
10219	0.00696668430470927
1021	0.0023957283288303
10220	0
10221	-0.00710013902709036
10223	-0.02816225484089475
10225	-0.03965284047177309
10226	0
10227	0.00182008960209082
10228	0
10229	0
1022	0
10230	0.0135215616689593
10231	0.00505239470736975
10232	-0.02094839512569406
10233	-0.01703146390267138
10234	0
10235	0.00930776300937513
10236	0
10237	0.00320958289293954
10238	-0.00210870078986921
10240	-0.00848926176775937
10241	-0.00332978147382596
10242	-0.01565790471777478
10243	0
10244	-0.00950559624585933
10245	0
10246	-0.00721591557723008
10247	-0.01038039632537421
10248	0
10249	0
10250	-0.02122517016484437
10252	-2.1825577800963e-4
10253	0.03070498023292742
10254	0
10255	0.00154168555023507
10256	0
10257	-0.01621328935393684
1025	0
10260	-0.02928414680980226
10261	0.02020294170974921
10262	0.0063850387757694
10263	-0.02163740165121064
10265	0.00438462640031338
10266	0
10267	-0.01210264463262547
10268	-0.01601009505004316
10269	-0.00250886181054391
1026	0.00784729978744965
10270	0
10272	0
10273	0
10274	0.00586375788260666
10276	0.01949465991856711
10277	0.0081782738552161
10278	6.7299412640953e-4
10279	0.01033511297003753
1027	0.01023965960838885
10280	0
10281	0
10282	-0.00453533304244395
10284	0
10285	0.0011142508168677
10286	0
10287	0
10288	0
10289	0.00120982145346877
1028	0.01026806514469408
10290	4.0173182424803e-4
10291	0
10293	0.02995276402472338
10294	-0.00314464804223381
10295	0
10296	0.00386537117558099
10297	0.00909255383024347
10298	0
10299	-1.3073017005647e-4
1029	0
102	1.6739186078471e-4
10300	0
10301	-0.00307941068064151
10302	-5.2768099755395e-4
10307	-0.00170810705082406
10308	0
10309	0.00118619311525719
1030	0.01028367102103784
10311	0
10312	0.0104373401941738
10313	0
10314	0
10316	0.01621863150715005
10317	0
10318	8.5931825614874e-4
10319	0
1031	-0.00338528632266541
10320	-0.00636636875344384
10321	-0.04385179172029943
