gene	female_adult_1
10000	0.00900711281924276
10001	-0.0044032285440394
10002	0
10003	0
100048912	0
10004	-0.01226928759442371
10005	0
10006	0
10007	0
10009	0.00524162169919338
1000	0
10010	-0.01434262176855896
100126791	-0.00241286404671283
100128124	-7.30315308253112e-6
100128640	0.00314276365182243
100129128	-0.0147554935797371
100129250	3.6652580884333e-4
100129271	-0.01444219318987638
100129361	0
100129482	0
100130331	-0.00633337763893616
100130449	0.00910809828649947
100132341	0.00716925344158641
100132476	-0.01025363445205144
100134713	0
100137047	0
10013	0
10014	0
10015	0.00455211788202304
10016	0
10017	0
100188893	-0.0048505953814617
10018	0
10019	0
1001	0
10020	0.00151185425867868
10021	-0.0124171758014032
10022	0.0053168070516756
10023	0
10024	0
10025	-0.00456844590277811
10026	0
100272147	0.00180596607381915
100287932	0
100288413	-0.01921915718589367
100289678	0
100293516	-0.01271400635535827
1002	0.00540633966815711
100316904	0.01701562267093997
10036	0.0052795866382465
10038	-0.00342108773601039
10039	0
1003	-0.01635057446055223
10040	0.04961157260793315
10042	0
10043	0
10045	0
10046	0.01056953195622474
10047	-0.00238350275607309
10048	-0.01157578869161627
10049	0
1004	0
100505741	0
100505761	-0.0034062241192238
100505879	0
100505933	0
100506144	0.00752285884682629
100506469	0
100506504	0
100506571	0
100506581	4.838574478238407e-5
100506963	-0.00200557833844898
100507331	-0.0067795457810206
100507436	0.03002786650536959
100507605	0
10050	0.01002699092723755
10051	0.00927087582840803
10052	0
10053	0.00186843418494709
10054	0
10055	0
10057	8.292469813281823e-5
10058	-3.8826410781846e-4
10059	-0.0096752496942308
1005	-0.01398569532314977
10060	0.00194193979714259
10061	0
10062	0.00470034123951744
10066	-0.00642693619037824
10067	-0.01604934220010294
10069	-0.01679500710006162
1006	0.00147818843626001
10072	-0.00122333090817417
10073	0.00370966352041902
10075	0.00194022045434815
10076	0
10077	-0.03813967240191206
10078	-0.0050061523070442
10079	-0.03692190353989035
1007	0
10083	0
10084	0.00216020787931327
10085	0
10086	-0.00693402448086597
10087	0
10089	-2.0263574748031e-4
1008	0.00833827714015535
10090	0.00275703917138203
10092	-0.00711479325018228
10093	-0.01506035616884052
10095	0.01040431614550947
10096	0.0015185612498196
10097	0.00226708523747553
10098	-0.01042649865956846
10099	-0.00275248854480454
1009	-0.00151278923807204
100	0.00670651190415362
10100	-0.0300725771994666
10101	0.03563291511793152
10102	7.1468439592885e-4
10103	-0.00409861218229057
10105	-0.01274391560796757
10106	0.0051514650535739
10107	0
10109	0
1010	-0.00373496503767564
10110	0
10111	-0.00131791488098172
10112	0.02344530775137956
10113	0.00429948985330766
10114	0.00903612757335994
10116	0
10120	0.00186569448285416
10121	0
10123	0.00345871845409534
10125	0.00742667190756087
10126	-0.00755860317625299
10127	-0.00638921655866291
10128	0
10129	0
1012	0.02459781244820729
10130	-0.01012022650048103
10131	0
10133	-0.01878925217536754
10134	-0.00240719303319087
10135	9.5547198528896e-4
10136	-0.0023051659483542
10137	0.00407123452769025
10138	0
10139	8.9700427907957e-4
1013	-0.00277327920524312
10140	0.02235409538996357
10141	-0.00640168000038956
10142	0
10144	0.00727159920658273
10146	0
10147	0.00532436864531169
10148	-0.0058826220467599
10149	0.01206246442721457
1014	0
10150	-0.01040567467618896
10152	0
10153	0.00675445926501942
10154	0.0200503869467153
10155	-0.00604882196288792
10157	0
10158	0.0185011360128483
10159	0
1015	0
10160	-0.0243098182313801
10161	0
10162	0.00868470130577829
10163	8.3466902805232e-4
10164	0
10165	0.00593402535313811
10166	0.00311432378286017
10168	0.0073718691178299
1016	-0.00995775611256441
10170	-0.02089749760136148
10171	-0.00571488039387745
10174	0
10175	0.00504236270011932
10178	0
10179	-0.00950925458326233
1017	0
10180	0
10181	0
10184	0
10186	0.01403235440952658
10188	0
10190	-0.00473120871212676
10193	-0.00283388690380471
10195	0
10196	-0.00444158821631385
10197	0
10198	9.8322541936775e-4
10199	0
1019	0
101	-0.0035184427208337
10200	0.01555170722518117
10201	0.00430505050577393
10202	0.02845816125874324
10203	-0.00439645909545069
10205	0.00713325510238717
10206	0
10207	-0.00209922875359389
10208	0
10209	0.00128323771255705
1020	0
10210	0
10211	-0.00506214030554271
10212	0.01106665992342955
10213	-0.01062317100699903
10214	-0.01426848074651119
10215	-0.00316434514516816
10216	0.00336905335010544
10217	0.00569035670683744
10218	-0.00261809646931254
10219	0.03764445374686234
1021	0
10220	0
10221	0.0032685265557581
10223	-0.02418568412945313
10225	-0.00217704126111331
10226	0.01123414131556371
10227	0.02017699288148195
10228	-0.00703229888926664
10229	0.00781352339020791
1022	0.02066361509609987
10230	-0.0157115063349985
10231	-0.01445924105754222
10232	0.01113350982529632
10233	-7.76157628675e-4
10234	-0.00210487004429708
10235	2.82567166316654e-10
10236	0.01218479996672615
10237	0
10238	-0.00238456971613551
10240	-0.00379231162160824
10241	-8.7922633937759e-4
10242	0.00590515356151111
10243	0.01884806244598252
10244	-0.0149633419654761
10245	-0.00210487624566821
10246	0.01773727160701557
10247	-0.00377367794465985
10248	0
10249	0
10250	0
10252	0.02122586085488222
10253	-0.01135134678152782
10254	0.00859973496184849
10255	-0.00675304678256078
10256	0.00663367765540032
10257	0
1025	-0.00464885889738512
10260	0.00379761383212065
10261	-0.02496566505784404
10262	0
10263	-0.00337893853596525
10265	0.01016568370051343
10266	0.01445832547524494
10267	-0.01874785440419555
10268	0.02089607504889622
10269	-0.00140585289347011
1026	0
10270	0
10272	-0.00547423273279096
10273	0
10274	0
10276	0.01497547904910834
10277	-0.00725939923541246
10278	-0.00607357153752595
10279	0
1027	0
10280	0
10281	0
10282	0
10284	8.4155577379878e-4
10285	0
10286	0
10287	0
10288	-7.8157639485723e-4
10289	0
1028	0
10290	0
10291	0
10293	0.00131845145470838
10294	0
10295	0
10296	0.00992284718745778
10297	0
10298	0
10299	-0.00538667546133823
1029	0
102	0
10300	0
10301	0
10302	0.00264513083645159
10307	-0.02836807527508887
10308	1.2980976567361e-4
10309	-0.01917495314168677
1030	0.01149968399752122
10311	-0.00365500375165626
10312	0.00599235140095258
10313	0
10314	0.00946817728977329
10316	0
10317	0.00201358505748687
10318	0.00894894692613984
10319	-7.0762522114682e-4
1031	0.02008012279675513
10320	0.01068941842989701
10321	0.00810973126299036
10322	0
10324	0
10325	-7.3669518689572e-4
10327	-0.01289553778040595
10328	-0.00500567879799932
10329	0
1032	-0.01450565424175893
10330	-0.00227044489869821
10331	-0.00885853365403418
10332	0.00311096368157411
10333	0.00496702095112362
10336	0
1033	-3.2841996450913e-4
10342	0.016132652659379
10343	-0.0078503686652744
10346	0
10347	-0.00440279554029302
10351	0.01054745748470384
10352	-0.00279028376423015
10360	3.0944020932125e-4
10362	0.00541445872695708
10363	-0.01518877036350018
10365	-0.00477519212615611
10367	0
10368	0
10369	0
1036	0.01577457099146239
10370	-4.6631240177252e-4
10371	7.1205215212003e-4
10376	0
10379	-0.00876103100474717
10381	0.02010307936728532
10382	0.03385337896075423
10383	0
10384	-0.02776479029222389
10385	0
10388	0.00437493796300412
10389	0
1038	0.01389782297373207
10390	0.01930938568929477
103910	-2.1352413952553e-4
10391	0.00354726427042058
10392	0
10393	0.00283772779415069
10394	0
10395	0
10396	0.00646260598594518
10397	-0.02364790445822408
10398	0.02608324530639797
10399	7.8592308787005e-4
1039	-0.00337510588677162
103	0
10400	0
10401	-0.00386845508878096
10402	0
10403	-0.00860287141652017
10404	-0.00724796417940895
10406	-0.01447341624075704
10407	-0.0116271007427022
10408	-0.0042063917098535
10409	0.04017936468067326
1040	0.00592231909425563
10411	9.1777938961653e-4
10413	0
10417	-0.01921582909910748
10418	-0.00746953705525334
10419	0
1041	-0.00306122662477561
10420	0.0029386497220054
10421	0.00141699632225102
10422	0
10423	-4.5182182605093e-4
10424	0.0116973670044064
10425	-0.00875790996404742
10426	-0.00974141149237715
10427	0
10428	0
10430	-0.01006490139175116
10432	0
10434	0
10435	-0.00723028300561758
10436	-0.00780831893373986
10437	0
10438	-0.02143958390124928
10439	0.01146971515398449
1043	0
10440	-0.00531885074462121
10443	0.00386505176665996
10444	0.00641733870271015
10445	0.00701940100957833
10446	0.00383018737048899
10449	0
1044	0
10450	0
10451	0.00589708730660078
10454	-2.6753264057468e-4
10455	0.00672232165439358
10456	7.1100703410898e-4
10457	-0.01216233126703086
10458	0
1045	0.00930431251629827
10460	-0.00533105624119831
10461	0
10462	0.06754266996499524
10463	0
10464	0.01678189962598079
10465	-4.5494025837253e-4
10466	0
10467	-0.00259934278499057
10468	-0.00234543046269003
10469	0.01082168533846508
1046	-0.00628004323934567
10471	2.484232922894e-4
10472	8.6336327964372e-4
10473	-0.00612830184108423
10474	0
10475	0.00115061665619511
10478	0
10479	0
1047	-0.0176026309018341
10480	0
10481	-9.080690688110196e-5
10482	0
10483	0.00953370216886182
10484	6.5849971900714e-4
10485	0
10486	-0.00153863396297727
