gene	female_infant_1
10000	-0.00384159485137812
10001	0
10002	0
10003	0
100048912	0
10004	-0.01687523587746862
10005	0.00324923620985883
10006	0
10007	0
10009	0
1000	0
10010	0
100126791	0
100128124	0
100128640	0
100129128	0
100129250	0
100129271	5.2645071865816e-4
100129361	0
100129482	0
100130331	0
100130449	0
100132341	0
100132476	0
100134713	0
100137047	0
10013	0
10014	0
10015	0
10016	0
10017	0
100188893	0
10018	0
10019	0
1001	0
10020	-0.0092575153202853
10021	0
10022	0
10023	0.00629042994624861
10024	0
10025	0
10026	0
100272147	-0.00161747953063615
100287932	0
100288413	0
100289678	0
100293516	-0.01003289860362178
1002	0
100316904	0
10036	-4.8179437162588e-4
10038	-0.00462107331533393
10039	-3.8495256084929e-4
1003	-0.00652173766283524
10040	-0.00177373654805754
10042	0
10043	0
10045	0.00164332322822374
10046	0
10047	0
10048	0
10049	-0.00465806309529216
1004	0
100505741	0.00426201526720749
100505761	0
100505879	0
100505933	0
100506144	-0.01568174002235803
100506469	0
100506504	0
100506571	0
100506581	-0.00115633088135045
100506963	0
100507331	0
100507436	-0.01424429701875541
100507605	0
10050	7.4186295448582e-4
10051	0.00884339412279339
10052	0
10053	0.00621960844007607
10054	0.00249298188980501
10055	0
10057	0
10058	0.00169340004954731
10059	0
1005	0
10060	0
10061	0
10062	-0.00988562736318844
10066	-0.00202486378127066
10067	0.00351133981524959
10069	0.00285815790114495
1006	0
10072	-0.00142879322381687
10073	-0.00178928152493477
10075	0
10076	0.00680963452630863
10077	0.00150092428867878
10078	0
10079	-0.01353895575402109
1007	0
10083	0
10084	0
10085	0
10086	0
10087	0
10089	0
1008	0
10090	0
10092	0
10093	0
10095	0
10096	8.191952316097e-4
10097	0
10098	-0.00895111370443668
10099	0.00185513495513408
1009	0
100	0.01304660549518318
10100	0.01106692671743141
10101	0
10102	0
10103	0
10105	-0.00502498776955784
10106	-6.694234442632e-4
10107	0
10109	0
1010	0
10110	0
10111	0.00193468152263214
10112	-0.00162383031382968
10113	-0.00455846870868556
10114	0
10116	0
10120	0
10121	0
10123	0
10125	0
10126	5.1509467874296e-4
10127	0
10128	0.00232464780053377
10129	-0.00341572939131348
1012	-0.00123642215699501
10130	-0.00617448869974247
10131	0.0046061770718042
10133	-0.00199748673588408
10134	0
10135	0
10136	0
10137	0.00512581957327277
10138	0
10139	0
1013	0
10140	0
10141	0
10142	-0.00758075075217087
10144	0.00611735425542289
10146	0
10147	0
10148	0
10149	0
1014	0
10150	0
10152	-2.9071023361097e-4
10153	0
10154	-0.01355328018369956
10155	0.00309152011540564
10157	0
10158	-0.04327768961876906
10159	0
1015	0
10160	0
10161	0.00930917036559682
10162	0.00300997306168815
10163	0
10164	0
10165	0
10166	0
10168	-0.00162928379877429
1016	0
10170	-0.01232325930002394
10171	0
10174	0
10175	0
10178	9.6189018428221e-4
10179	0.0101211551619449
1017	-9.3183950992105e-4
10180	-0.01544970459548372
10181	0
10184	0.00206122673435429
10186	-0.00215558966336592
10188	0
10190	0.00676273961115556
10193	0
10195	8.7064184161839e-4
10196	0
10197	0
10198	0
10199	-0.00536550150879093
1019	0
101	-0.0028362078380701
10200	-0.00124562093368516
10201	0
10202	-9.9768136318114e-4
10203	0
10205	0
10206	0
10207	0
10208	0
10209	0
1020	0.00144476951757275
10210	0
10211	0
10212	0
10213	0
10214	0
10215	0
10216	0
10217	-0.01197958195274926
10218	0
10219	-0.01180540995869434
1021	7.6108067578177e-4
10220	0
10221	0.00133319594605037
10223	0.01691111070113816
10225	-8.6766196054911e-4
10226	0
10227	0
10228	0
10229	0
1022	-0.00867345009482204
10230	0
10231	0
10232	0
10233	0
10234	-0.00387506995067581
10235	0.00465393022607198
10236	-9.3121244838868e-4
10237	0
10238	-0.00430053926483322
10240	-0.01042419313951126
10241	0
10242	0
10243	-0.00157188074723703
10244	0
10245	0
10246	0
10247	0
10248	0.00241121853682445
10249	0.00357951317297506
10250	-0.00707019327965985
10252	0.0092052111313412
10253	0
10254	0
10255	0
10256	0
10257	-0.00388041714997001
1025	-0.00124203948000801
10260	0.00677550415405292
10261	-0.0077252832654191
10262	0
10263	-0.00342607954655391
10265	-0.01086778298789331
10266	0.00311893612705262
10267	0
10268	0
10269	0
1026	0
10270	0
10272	0
10273	0
10274	-0.00379835220881408
10276	-0.00280912705812733
10277	-0.00162657985062295
10278	0
10279	0
1027	0
10280	0
10281	0.00178405632168345
10282	0
10284	-0.00229415805353779
10285	0
10286	-0.00173755904715889
10287	0
10288	0.0158322572501019
10289	0
1028	0.02687362473110521
10290	0
10291	-0.00552691846532157
10293	-0.00543224350982154
10294	0
10295	7.4555324556693e-4
10296	0
10297	0
10298	0
10299	0
1029	0
102	0
10300	0
10301	0
10302	0.0045400109602534
10307	0
10308	0.00696421519468473
10309	0
1030	0
10311	0
10312	0
10313	0
10314	0
10316	-0.00333218631758819
10317	0
10318	0
10319	0.0024373370014646
1031	0
10320	0
10321	0.00799289996196962
10322	0
10324	0
10325	0
10327	0.00140945543215345
10328	0
10329	-0.00920069012161738
1032	0.00281350855001374
10330	-0.00628874240963534
10331	0
10332	0
10333	-0.00456062836052504
10336	0
1033	-0.00605911647853577
10342	-0.00151510656245054
10343	0
10346	0.00647145061198544
10347	0
10351	0
10352	0
10360	0
10362	0
10363	0
10365	0.00391692045851919
10367	0
10368	0
10369	1.6222959883715e-4
1036	0
10370	0
10371	0
10376	0
10379	0
10381	9.2497010112839e-4
10382	0.00564988182772233
10383	-0.00199491827879667
10384	-0.01342182495727207
10385	-0.00174284150446566
10388	0
10389	0.00310318114453864
1038	0
10390	0
103910	-0.00502728633358314
10391	0.01089095367385458
10392	0
10393	0
10394	0.00555494750805958
10395	0
10396	0.00763901436741768
10397	0
10398	-0.00960577577368008
10399	3.164521780489e-4
1039	-0.00283728309348249
103	-0.00296492107300589
10400	0
10401	-0.00428613017809703
10402	0.00577922511999704
10403	0
10404	0
10406	0
10407	0
10408	0
10409	0
1040	0
10411	0
10413	0
10417	-0.01099375594205628
10418	0
10419	0
1041	0
10420	0
10421	0
10422	-0.00150948315968625
10423	0
10424	0
10425	0
10426	0
10427	0
10428	-0.01458617598674891
10430	0
10432	0
10434	0.00390433105446364
10435	0
10436	0
10437	0
10438	0.00794072274138042
10439	-0.0076761682056351
1043	0.01130053265213568
10440	0
10443	0
10444	-0.00144555493872481
10445	0
10446	0
10449	0
1044	-0.00317442890401294
10450	0
10451	0
10454	-0.00260297221894304
10455	-0.01028580630837108
10456	0
10457	8.8206239412282e-4
10458	0
1045	-9.5240846736804e-4
10460	0
10461	0
10462	-0.00602408789392402
10463	0
10464	0
10465	0
10466	0
10467	0
10468	0
10469	0
1046	0.00202869701695213
10471	-0.001256318882074
10472	0
10473	0
10474	0
10475	0
10478	0
10479	0
1047	0
10480	0
10481	0
10482	0
10483	-0.00175059520255773
10484	0
10485	0
10486	0
10487	0
10488	0
10489	0
1048	0
10490	-0.01673220958201431
10491	0
10492	0.00950226621962011
10493	-0.00106118246157242
10494	0
10495	0
10497	0
10498	-0.00222180256903875
10499	-0.00728138710059128
104	0
10500	0
10501	-3.1893518909202e-4
10505	0
10507	-0.00291026321502203
1050	0
10512	0
10513	-0.00986549131804385
10514	0
10516	0.00482339601859988
10518	0
10519	0
1051	0
10520	0
10521	-0.0052047127334951
10522	0
10523	-6.3391532889661e-4
10524	0
10525	-0.01218397313445823
10526	0
10527	0
10528	0
10529	0
1052	0
10531	0
10533	0
10534	0.00200572393552436
10535	0
10536	0
10537	-0.00903736866132204
10538	-0.00594659127727387
10539	0
1053	-0.00134615508487905
10540	0
10541	-7.2239284213103e-4
10542	0
10544	-0.00635691401559486
10548	0
10549	0
1054	6.0805820523287e-4
10550	0
10551	0
10552	-0.00918713593862533
10553	0
10554	-0.00278349351861835
10555	0
10556	0
10557	-2.8958276820046e-4
10558	-0.00245359604962859
10559	2.4547419893781e-4
10560	0
10561	0
10562	0
10563	-0.00150986892364527
10564	0
10565	-0.00666179976371608
10566	0
10567	0
10568	0
1056	0
10570	0
10572	0
10573	0
10574	0
10575	0
10576	0.00593460675703857
10577	0
10578	-0.03467416749740558
10579	0
10580	0.0040763380658265
10581	0.00497878222069636
10584	0
10585	0
10586	0
10587	0.00106892127718175
10589	0.00271275926978994
1058	-0.00326562770462589
10590	0
10591	0
10592	7.3080753068192e-4
10594	-0.00980885499506778
10595	0
10598	-0.00186192666994044
10599	0
1059	0
105	0.00136093769493825
10600	0
10602	0.01101339645241413
10603	0.00273100749733254
10606	0.00287387739266477
10607	1.7669307634612e-4
10608	0.00361033032495608
10609	0
1060	-0.00231019926494467
10610	0
10611	0
10612	0
10613	-0.00105849604895609
10614	0.00247868110129528
10615	-0.00392153121389363
10616	0
10617	-0.0040546439677394
10618	-0.00357096212710116
10621	0
10622	0
10623	0
10625	-8.2986538452648e-4
10627	5.0348652324675e-4
10628	0
10629	0
1062	-0.00550779534126414
10630	0
10631	-9.1232618967364e-4
10632	0.00266147316313073
10633	0
10634	-0.00573722854276552
10635	0
10636	-0.00115236370224205
10637	0
1063	0
10640	0
10641	-0.0075047517897765
10643	0.10940795198153996
10645	0
10647	0
10648	0
10650	0
10651	-0.00194237994135161
10652	-0.00367749250421703
10653	-0.00759771944813492
10654	0
10656	0.00509865685669278
10657	0.00258748113339581
10658	0
10659	0
10660	0
10661	-0.01373968379415147
10663	-0.01646155416744918
10664	-7.7572425899168e-4
10665	0
10666	0
10667	0
10668	0
10669	0
10670	0
10671	0
10672	0
10675	4.475478910441472e-5
10677	0
10678	0
10681	0
10682	-0.00216032636949441
10683	0
10686	0.00282774978954204
10687	0
1068	4.908285322997071e-5
10690	0
10691	0
10692	0
10693	0.00405491450514014
10694	0
10695	-2.9070338111913e-4
10699	0
1069	-0.01363543055677702
1070	0
10712	0
10713	0
10714	0
10716	0
1071	0.00246115922271616
10721	0
10723	0.0042438172996063
10724	0
10725	-0.00139804293974332
10726	-0.0092105816609777
10728	-0.00706531155196298
10730	-5.3149400529794e-4
10732	0
10733	0
10734	0.00309547454689691
10735	0
10736	0
10737	-0.00600301018830146
10738	1.4738468472568e-4
10739	0
10741	0
10742	0
10744	0
10745	-4.983373918540033e-5
10746	0.00633764185603641
10747	0
10749	4.7864993166635e-4
10750	-0.00878038462700791
10752	0
10753	0
10755	1.3770247236078e-4
10758	0
1075	0.00386657662731552
10761	0
10762	-0.00874223087483115
10763	0
10765	-7.990600458611071e-5
10766	0.00490615797384929
10767	0
10768	-0.00208159823655982
10769	7.2131793547972e-4
10771	0
10772	0
10773	-0.00756340691238752
10775	0
10776	0
10777	0.00289285457494599
10778	0
10780	0
10781	0.00648682436815338
10782	-0.02128265932862124
10785	0
10786	0
10787	0
10788	0.0107892334590025
10791	-0.00981408487522978
10793	-0.01370235947707347
10794	0
10795	0
10797	0.00986321949911612
10798	0
10799	2.8045500120181e-4
107	0
10801	0.00190540541224415
10802	0
10803	0.01580255389566112
10807	0
10808	-0.00261584968202736
1080	0
10810	-0.01497671925658588
10813	0
10814	0
10816	0
10817	0
10818	0
1081	0
10825	0
10826	-8.0570994114425e-4
10827	0
10840	0.00850974613939176
10841	0
10842	0
10844	0
10845	0
10846	0
10847	0
10848	0.00158521474378921
10849	0.00145386857304164
1084	4.7993279573955e-4
10850	0
10855	0
10856	0
10857	-1.4566193648797e-4
10858	0
10859	9.8085626668685e-4
10861	0
10863	-4.1943112747155e-4
10864	0
10865	0.00638241508495045
10866	0
10867	0
10868	0
10869	0
10871	0.00289027962344097
10873	-0.00215301813614711
10874	0
10875	0
10876	0
10879	0
1087	0
10880	0
10881	0
10882	0.00473311963640335
10884	0
10885	0
1088	-0.00589569152485279
10891	0
10892	0.00424218072388878
10893	0
10894	0
10895	0
10897	-8.4164168947988e-4
10898	0
10899	0
1089	0.00848903500062791
108	0
10900	0
10902	0
10903	0
10904	0
10905	-1.2282003046807e-4
10906	0
10907	0
10908	0
10911	-0.00345611136939686
10912	0.01263893720070264
10913	0.01003042388205614
10914	0
10915	0.00358398395419753
10916	0
10917	-8.986937435941398e-5
10919	0
10920	0.0025538965961353
10921	0
10922	0
10923	0
10924	0.01819856278609451
10926	0
10927	0
10928	-5.7413137556178e-4
10929	0
10930	0
10935	0
10936	0
10938	0
10939	0
10940	0
10942	0
10943	0
10944	0.00175536566515843
10945	-0.00342552055304957
10946	0
10947	0
10948	0
10949	0
10950	-9.8541748078799e-4
10952	0
10953	0
10954	-0.00676311033809642
10955	-0.00275505189055961
10956	0
10957	0
10959	-0.00448048987309094
10960	-0.00233010935701696
10961	-8.6441292158234e-4
10962	0.0030098263835345
10963	-0.00730699534708856
10964	0.02735122338578638
10966	0.00196767461249517
10969	0
10970	-0.00433786980589422
10972	0
10973	-6.9286756310789e-4
10974	-9.0937139652975e-4
10975	0.00261914858384975
10978	0
10979	0
10980	0
10981	0
10982	0
10983	-0.00137279650911501
10985	0
10987	0
10988	0
10989	0
10990	-0.00104295815153854
10991	0
10992	-0.0032259648301922
10993	0
10994	0
10998	0
109	0.00779771611447738
10	0
11000	0.00619195659390559
11001	-0.00414433533625996
11004	0
11005	0
11006	0.00781112157962983
11007	0.00419426660922014
11009	0.00290000639743439
11010	0.01090048683740686
11011	0.00267480544697022
11012	0
