gene	female_young_child_3
10869	-0.00156977579798217
10871	-0.00498388335542307
10873	-0.0087493554650288
10874	0
10875	0
10876	0
10879	0.00249351383845542
1087	0
10880	8.129586927716e-4
10881	0
10882	0
10884	0.00398287909452485
10885	-0.01601810335214703
1088	-0.00826256168391487
10891	0
10892	0
10893	0
10894	4.4464761431425e-4
10895	0
10897	0
10898	0
10899	0
1089	0
108	0
10900	0
10902	0
10903	-0.01692122908620467
10904	0.00268359531433362
10905	0
10906	0
10907	0
10908	0.01126920061306026
10911	0.104109397145251
10912	-4.1879051450253e-4
10913	0
10914	0
10915	-0.00767822979848499
10916	0
10917	-0.01340235005371081
10919	0
10920	0
10921	-0.00275088859269065
10922	-7.1393944039895e-4
10923	-0.00307736853602738
10924	-0.0104416244710051
10926	0.01705145201244483
10927	0.00389280280545492
10928	0.00147154418589803
10929	0
10930	0
10935	0
10936	-8.3006860132642e-4
10938	-0.00171526562333739
10939	-0.00760047551741834
10940	0
10942	0
10943	-0.00898038559013849
10944	0
10945	0
10946	0
10947	0
10948	0
10949	-0.00647196556523098
10950	0.01187624661341254
10952	0.00206475812442731
10953	0.00108979668601677
10954	0
10955	0.00404090842418116
10956	0
10957	0
10959	-0.00402110617281981
10960	0
10961	0.0146903106328784
10962	0.00439922030451887
10963	0.01533523377108239
10964	-0.02247061576682451
10966	0
10969	0
10970	0.00621719713608169
10972	0.001077336361213
10973	0
10974	0
10975	0.00158829753635275
10978	0
10979	0
10980	0
10981	0
10982	0.0084439351980504
10983	0.0033869230198661
10985	-7.2506430781371e-4
10987	0
10988	-0.00147421135687387
10989	0
10990	0.00466668327875565
10991	0
10992	0
10993	0
10994	0
10998	0
109	-0.01174801608605437
10	0
11000	-0.0064720040205385
11001	-0.00248820173072827
11004	0
11005	0
11006	-0.00691807391005103
11007	-0.00244872065313899
11009	-0.01747998247627357
11010	-0.00305874224112301
11011	0
11012	0
11013	-0.00299304516470056
11014	0
11015	0
11016	0
11017	0
11018	0
11019	-0.01538517728321031
1101	0.00180182363049803
11020	0
11021	0
11022	0
11024	-0.01064275094935867
11025	0.00651882598067698
11027	0.00755723823512474
1102	0
11030	0
11031	0
11033	0
11034	0
11037	0
1103	0
11040	-0.03050870169167767
11041	-0.01320526764996197
11043	-0.00518682137916021
11044	0.0045843668444297
11045	0
11046	0
11047	0
1104	0.00112635505319736
11051	0
11052	0
11054	0
11055	-0.00586514599835174
11056	-0.00545273897936065
11057	0.00381537599620487
11059	0
1105	0.00984018963136039
11060	0
11061	0
11062	0
11063	0
11064	-0.0063004315527312
11065	0.00698861074828181
11066	0
11067	0.00106303167789939
11068	0
11069	0
11070	-0.00396681572207169
11072	1.7194641076014e-4
11073	0
11074	0
11075	0.00184953241182028
11076	0.00348547028675084
11078	0.00680624098899414
11079	0
1107	0
11080	0.00381282902466824
11081	0
11082	0
11083	0
11085	0
11086	0
1108	-0.00338793993737428
11092	0
11093	0
11094	0.00684198161935468
11095	0
11096	0
11097	0
11098	0.00370497544418108
11099	0
1109	5.2592371101979e-4
11100	0
11102	0
11103	0
11104	0.00154019604592099
11107	-0.01186394590676523
11108	-0.00306509621259132
11113	-0.00384813957460969
11116	0.00303345310799979
11117	0
11118	0.010558786401594
11119	0
1111	0
11120	0
11122	0
11123	0.00493395646144473
11124	0
11126	0.01909987606308325
11127	0.00373201501689164
11129	0
1112	0
11130	-0.0068567098230793
11131	0
11132	0
11133	0.00235668930700809
11135	0
11136	0
11137	0.00617248902655919
11138	-0.01356036567266624
1113	-0.00144718725270518
11140	0
11142	0
11144	0
11145	8.1743474276379e-4
11146	0
11147	0
11148	-0.00217064646928794
1114	0
11151	0
11152	0
11153	0.0121353494293205
11154	0
11155	0
11156	-0.00431107323429882
11157	0.00793945685153748
11160	0
11161	-0.01036436457416862
11162	0
11163	0.0039017249756633
11166	0
11167	-0.02487046062916277
11168	-0.01656820553972252
11169	0
1116	-0.02921369780509807
11170	0
11171	0
11172	0
11174	0
11176	0
11177	0
11178	0
11179	0.00661308690558469
1117	0.00954531683906779
11180	0
11181	0
11182	0
11183	-0.00434614823472928
11184	0
11186	-0.00370913554809984
11187	0.00240933646305427
11188	0
11189	0
1118	0
11190	0
11193	-0.00714332696381558
11194	4.6609854551085e-4
11196	0
11197	0
11198	0
11199	0
1119	-0.00378777684433206
11201	0
11202	0
11211	0
11212	0.01333853593802088
11213	-0.01103809693809084
11214	0.00170514201942363
11215	0.00464191229375584
11216	-0.00330838699458101
11219	0
1121	0
11221	0
11222	-0.00516654565528986
11223	0
11226	7.7899629804682e-4
11228	0.00234045415113619
1122	0
11230	0.00475166424258433
11231	0
11232	0
11234	0
11235	-0.00821876488191979
11236	0
11237	-0.00423711940730652
11238	0
112399	0
1123	-0.0093155848474267
11240	-0.00845873547918625
11243	-0.00461121077448551
11245	0
112464	0.00457266885751118
112479	0
11247	0
11248	0
1124	-0.00343308615616653
11250	-0.00128931477774969
11251	0
11252	0.00238474254691944
11253	0
11254	0
11255	0
11258	0
11259	-7.347634080649357e-5
11260	0
112611	-9.6217548122857e-4
11261	0.00534744445631944
11262	0
11264	0
11266	0
11267	0
11273	0
11275	0
11276	0
11277	-0.00579396554167084
11278	0
11279	0
11280	0
11281	0
11282	-0.00651889648764388
11283	0.00757527686727361
11284	0
11285	-6.6854181575514e-4
112869	0.0191687855553828
112950	0
1129	0
112	0
11309	-0.00409743977318946
1130	0
11311	0
11313	-0.01409131936828082
113146	0
11314	0.00343763271513706
11315	0
11316	-0.00177839674345322
113177	0
113178	0
11317	0
11318	-0.00111264583341774
11319	-2.966606425556e-4
11320	-0.00735135109488
11321	0
11322	0
113251	0
11325	-0.00816380025166082
11326	-0.0138280505424784
11329	0
1132	0
11330	-0.00444911206996428
11331	-0.00195384584724008
11332	0
11333	-0.00156894828540134
11334	-9.252306706337564e-5
11335	-0.00761707958414261
11336	0
11337	0.00169469800882367
11338	5.6313025541049e-4
11339	-0.00227637529642387
1133	0
11340	-0.00614554628980474
113419	0
11341	0.0072330339813087
11342	0.00158023198175796
11343	-0.01403005494092559
11344	0
11345	-0.00174818530592636
11346	0
1134	0
1135	-0.00319419557319516
1136	0
113791	0
1137	0
113835	1.5157296709481e-4
113878	0
1138	-0.00105928552755647
113	-0.00520867721829668
114034	0
114044	-0.01033053445254673
114049	0.00237522752355917
114088	0
1140	0
114112	1.385762485477e-4
1141	0
1142	0
114327	0
1143	0
1144	0
114548	-0.00607801824899329
1145	0.00536548025843331
114625	0.00346057600853202
1146	0
114791	-0.00261556653004963
1147	-0.00268025581638618
114819	0.00101770216548913
114876	-0.01645017016486562
114881	-0.00446309843851867
114882	0.00246445892996238
114883	0
114884	0.0018673636293453
114885	0
114897	0
114899	0
114908	-0.00817557876344281
114932	-0.00642161125321047
1149	0
114	-0.0018058681089413
115123	0.00431281467463028
115201	0
115207	0.01117393275372292
115290	-0.00853463794979477
1152	0.00468202424867984
115353	0
1153	-0.01082284148902633
1154	0
1155	0
115703	0
115708	0
115817	0.00515335187492763
1158	0.01689896864909943
115939	0.00342812862351208
115	0.00591851975056171
116039	0
1160	0
116138	-0.00341698674867826
1161	0
116285	0
116372	0
116496	0
1164	0.01240485235228167
116828	0.01165405844595531
116832	0
116984	0.01428727622513201
116985	-0.00839415742898896
116986	0
116987	-0.00508000248236358
116	0
117178	-0.00164428573839257
117246	0.00183539664486813
1173	0
1174	0
1175	0
1178	0.05383551528625411
1179	-0.00680815292211379
117	0
1180	0
1181	0
1182	0
1183	0
1184	0
1185	0
1186	0
1188	0
118	0
1191	0
1192	0.00583596475642504
1193	0
1195	-0.0088211239386851
1196	0.00428054408233756
1198	0.00991015528354105
119	0
1200	0
1201	-0.00837093406599606
1203	7.0823585086171e-4
120526	-0.00647025927868626
1207	0
1208	0
1209	0.0046780643180447
120	0.01014100204854852
1211	0
1212	0
1213	0.0016566525069789
1215	6.9684634520518e-4
122616	0
1230	0
1232	0.00843289010478224
1233	0
1234	0
1235	-0.00120752510925265
1236	0
1237	-0.00582530156650812
123803	0
123872	0
1238	-0.00201036403202903
123	0.0313806333533121
124044	-0.00911044331115322
1240	-0.00403097385054832
124152	0
1241	0
124222	-0.01185266095229219
1244	0
124565	0
124583	0
124	0
125893	-0.00349256413638238
1258	0
1259	0
125	0
1261	0
126208	-0.00165861314235241
126231	-0.00398722053208355
126298	0
126299	0
126321	0
126353	0
126393	0
1263	-0.0029549486972563002
1264	0.00170707390306379
1265	-0.00592451019135075
1266	0
1267	-0.00233148825696524
1268	0
1269	0.00263475846342554
126	0
1271	0
1272	0
127534	0.00186835087473418
127544	-0.00160625353358729
127703	0.0021052906665931
1277	0
127833	0.00217023697823056
1278	0.00102637242019049
1280	0
1281	0
1282	0
1284	-0.00720759206177731
128553	-0.00366420846551955
1285	0
1286	0
1287	0
1288	0
1289	0
128	0.00404408296870353
129025	-0.00139910841897526
129080	0
1290	-0.00980058149118532
1291	0
1292	0
1293	-0.02194873147889368
1294	0
1296	0
1297	0
1298	-0.00341826888677835
1299	0.02139699824476199
12	0
130074	0.00213670069288073
1300	0
1301	0
1302	0
1305	8.7599274251663e-4
1306	-0.00781223577148615
1307	0
1308	0.02136937427209008
130916	-4.9587739107868e-4
130	0
1310	0.01200192938516933
1311	0
1312	0
131408	0
1314	0.00946848692020067
131544	-0.00711937112944113
131566	0
131578	0
1315	0
131601	0
1316	-0.00409970328943126
1317	0.00799961254509172
1318	0
131	-0.00127720112450442
1326	-0.01717765715733519
1327	0
1329	0
132	-0.00914386810859402
133619	0.00381505590594682
1339	0
133	-0.01384757653384366
1340	0
1345	-0.00357272234030514
1346	0
1347	0.0033669076011788
1349	-0.00557651414121586
134	0
1350	-0.00333840737785882
135138	0
1351	0
1352	0.00625046794138982
1353	0
1355	0
1356	-0.00200703613580351
1357	0
1358	0
135948	0
1359	0.01640137775609234
1360	-0.00622429877526168
1361	0.00160780194386875
1362	0
1363	-0.01419162436434362
1364	-0.00273002574903338
1365	0
1366	0
1368	-0.00128504825436233
1369	0
136	0.02266485623484471
1370	0
1371	-0.01308126094402283
1373	0
1374	9.4871730972254e-4
1376	0
137886	0.00911645138070564
1378	-0.00265259687285395
138046	-0.00114202276118059
138050	0
1380	-0.0025796209957678
138151	-0.00396056936442227
138162	0
1381	-0.01148340057899968
1382	0
1384	-0.00212656272225505
1385	0
1386	0
1387	0
1388	0
1389	-0.01052696168986956
139081	0
1390	0
1392	0.00265476868123377
139322	0
1393	0
1394	0
139538	0
1395	0
1396	0.00977598764624637
1397	-0.00494438325494655
1398	0
1399	0
13	0
1400	0.00250469193557031
1401	0.00465652056180239
140459	0
140460	0
140461	7.3654619326325e-4
140462	0
140465	0.02853654806319578
140467	0
1404	0
140545	0
140578	0
140597	0
140609	-0.00602619654188755
1406	0
1407	8.0554193189134e-4
140801	-0.00322056271942039
140803	0
140883	0
140885	0
140890	0
1408	-0.00112084143994932
140	0.00412781734695484
1410	-0.01621890082383045
1411	0
1412	-0.00183946070633557
1413	-0.0065940728416885
1414	0
1415	0.00352761368733362
1416	4.1978852266773e-4
1417	0
1418	0
1419	0
141	8.9242397177742e-4
1420	0
1421	0.005161853955863
142684	0
1428	0
1429	-0.01819097768645396
142	5.4348567275689e-4
1432	-0.00298231057220854
1434	0
1435	0
1436	-0.00795793786503533
1437	0.00806972344754403
1438	0.00496467840707928
1439	0.00258595475043975
1440	-0.00475413719886609
1441	0
1442	0.01565129645257214
1443	-0.0017954324330048
144404	0.00265230054973672
1444	9.555591488018e-4
1445	-0.00420524460259082
1446	0
1447	-0.00287837943238992
1448	0
1452	0
145389	0
1453	0
1454	-0.01051093567598092
1455	-0.00880307794906342
1456	0
1457	0
1459	0.01015881966797465
146057	0
1460	0.00298106152588302
146227	0
1462	0
1463	0
1464	0
146542	0
146562	0.00247086335552178
1465	0
146691	0
1466	0.01790967735688274
146712	0.01132826031598151
1468	-0.00389743850232774
1469	0
146	-0.00238907735220602
1470	0.01175888569425575
147179	0
1471	0
1472	0
147339	0
1473	0
1474	0
1475	-0.00918822404981747
147657	0
147694	0
1476	0.00222562414272747
1477	0
1478	0
147912	0
1479	0
147	0
148022	-0.00119045352110083
148066	0
148229	0
1482	-0.00147342706699556
1486	-0.01390649747427309
148753	-0.00137852109204257
1487	0
1488	0
1489	-0.0060409309272183
148	0
1490	0
149111	-0.00194531123711061
1491	0
1493	0.00151458902731377
1495	-0.00228511029714698
149603	-0.00498837171713113
1496	0
1497	0
149986	0
1499	-0.00328206231231798
14	0
150160	0
1501	0
1503	0
1506	-0.00198190033429495
150726	0
1508	0.00977639426129874
150967	0
1509	-9.5847830255763e-4
150	1.4540482582591e-4
151011	-0.00377425481466206
151050	0
1510	0.00615590211514019
1511	-0.00345769754243127
1512	-0.01405436194551624
1513	0
1514	0.00771079897755226
1515	0.0019406407406027
151987	0
1519	0.00305118752177201
151	-0.00368952018128188
152006	0.01784125853732417
1520	-3.7898922894094e-4
152185	0
1521	0.01321064806745861
1522	0
1523	0.00476554268074804
1524	-0.0011190081118801
152559	0
1525	0
1528	0.00290596092987066
152	8.0304401079552e-4
1534	0
1535	-0.01119339135209361
1536	0
1537	0
1538	0
1539	0
153	0
1540	0
1543	0.00275865195000099
1544	0
1545	-0.00300953728357889
154661	0
154796	-0.00386834684613362
154881	0
1548	0.0018058448200006
1549	-0.01463017624714931
154	0
155066	-0.00132645695465509
1551	0
1553	0
155400	-0.02057565848520651
1555	0
1556	0
1557	0.00515755518569293
1558	0.00504404366858766
1559	0.00352090575303095
155	0
1562	-1.848913747643e-4
156	0
1571	0
1573	0
157567	0
157627	0
157680	0
1576	-6.1190880813156e-4
1577	0.00250522181294504
157869	0
157922	0
1579	-0.00974677567474731
157	0.00948911175867314
1580	-6.1624475516973e-4
1581	0
1583	-0.00808396802612071
158427	0
158471	-0.01435108518428919
1584	0
158586	0
1585	-0.01499591681591279
1586	-0.00404982395493707
158747	0
1587	0
1588	0.01406125388256814
1589	0.00336453021272445
158	0
159162	0
1591	0
1592	-0.00259786704504164
1593	0
1594	-0.00116589016197846
1595	-0.02049232593457776
159963	0
159	0
15	0.00532534070211722
1600	0
1601	0.00263821437053784
1602	0.01677125446254367
160313	8.2148807029808e-4
1603	0.00434189317379351
1604	0
160518	0
1605	0
1606	0.00148748186526541
1607	0
1608	-0.00566060047804439
1609	0
1610	0
1611	0
161291	0
1612	0.00551858429388079
1613	0
1615	-0.00306125582555006
1616	0.00807546570107747
1618	0
161	0
1620	0.00348064297303898
1621	0
1622	0
162427	0
1627	-0.00633385117965634
1628	0
1629	0
162	-0.00354056607221043
1630	0
163131	0
1632	-0.00113563321659894
1633	-0.00152153416270446
163486	0
1634	0
163590	0
1635	0.00189739281461412
1636	0
1638	0
1639	0.00154792684056544
163	0.01328647792281583
1641	0
1642	0
1643	-0.00575371913549812
1644	0
1645	0.0172239074273407
164656	0
1646	-0.01543831876532234
1647	0
1649	0
164	0.00430565998250935
1650	0.00137388098161543
1652	0.00124994761480751
1653	0
1654	-0.0074900875870832
1655	0
1656	0
1657	-0.01952716691594234
1659	9.7297376054047e-4
165	0.00164864838749974
1660	0.01227660736720234
1662	0
