gene	male_young_adult_3
10000	0
10001	-0.00277489509451952
10002	0.00309659945776821
10003	-0.01747533474716008
100048912	0
10004	-0.01969725007358814
10005	-0.00171395510259847
10006	-0.01139982860798229
10007	0.0299665585962927
10009	-0.02024037438828944
1000	5.5521802323373e-4
10010	-0.00727059928939052
100126791	0.02341837781381335
100128124	0
100128640	0.01248271667695346
100129128	0
100129250	2.7106759725965377e-5
100129271	1.2829249643059e-4
100129361	-0.00387091137182476
100129482	0
100130331	0.00807636242842943
100130449	0
100132341	0.01259707061351225
100132476	0
100134713	0.01363251742994916
100137047	-0.01523960006876597
10013	0
10014	-0.00879191710579248
10015	0.00885258371149235
10016	-0.00985489655888514
10017	0.00198012590003569
100188893	0
10018	0.00969208549863379
10019	0.0156983312086936
1001	0.0236387952316757
10020	-0.0134582670491486
10021	0.00288026639064316
10022	0.02327311720191189
10023	0.01178987603304369
10024	0.00317374586099117
10025	0.00416420271573742
10026	7.2036226322271e-4
100272147	-0.00785989553349378
100287932	-0.00614237216107344
100288413	-0.00318313047154653
100289678	-8.9383900173945e-4
100293516	-0.00846399283556769
1002	8.302766098773314e-11
100316904	-9.9483012727397e-4
10036	0.00439601749376251
10038	0
10039	-0.00541410673509954
1003	0.01329983629372359
10040	0
10042	0.00515348742070659
10043	0.02650904603377486
10045	-0.00399991363423674
10046	0.00545187709947964
10047	-0.01946653291941712
10048	7.6083139079359e-4
10049	4.3534764130266717e-10
1004	0
100505741	-0.00472649152411985
100505761	0.01081324752680212
100505879	0
100505933	-2.4651480162444e-4
100506144	0
100506469	-0.00733428475234281
100506504	-0.00532339909076554
100506571	-0.02105856299211203
100506581	1.1498878361377159e-10
100506963	0.01720940590098361
100507331	0.00564911598895543
100507436	0.04096925350773284
100507605	-0.00247658195212001
10050	-0.00654726581930681
10051	-0.02293408243595422
10052	0.00688917823062877
10053	-0.01858057084631592
10054	0.01833445756243279
10055	0.00379016012436352
10057	0.01239210710215548
10058	0.01419766364038071
10059	7.056870144411221e-11
1005	-0.00824773319936861
10060	0.00817735190662288
10061	0.01671301781818635
10062	0.00208743085174372
10066	2.1717509657122894e-10
10067	1.5432049235784e-4
10069	-0.01317608758465299
1006	-0.00253705133285651
10072	0
10073	-0.00121089019679064
10075	0
10076	-0.00401620477892643
10077	0.00129049510968991
10078	-0.02884877830208606
10079	-0.01736632730453356
1007	0.00936169671995335
10083	0
10084	-0.01774239915535806
10085	7.0945470202234e-4
10086	-0.00726383143142773
10087	0.01599611665071155
10089	0
1008	-0.00345000508637672
10090	-0.0131333625242329
10092	0.01355638769859253
10093	0.01808210468100144
10095	-0.01314380637212032
10096	0
10097	5.286216055825835e-10
10098	-0.01263000273358402
10099	-0.02247916833445813
1009	0.0147273822595765
100	6.11085966322036e-11
10100	0.02321769633332931
10101	-0.03519643822896675
10102	-4.6129859990246e-4
10103	0.0096814083727382
10105	0.00560160411497466
10106	0
10107	0
10109	8.4678677590777e-4
1010	1.9515643675157e-4
10110	-0.03060976260630034
10111	-0.03554452006736704
10112	0.02872604062538362
10113	-5.5544507140295e-4
10114	-0.00125071129161529
10116	-0.00612506022460394
10120	0.01379517881594489
10121	-0.0033628366733012
10123	0.00379042624338444
10125	-0.05413350701254357
10126	-0.00306037127610627
10127	-0.01549873103073664
10128	0.00106340438333929
10129	-0.03161325590357425
1012	0.00794931695458809
10130	-0.00395922548228441
10131	0.02150230270569619
10133	-0.01880040005723433
10134	4.3333927537508717e-10
10135	-7.759807143891636e-10
10136	0.01605765431114214
10137	-0.0113501415711905
10138	-0.01527389550240568
10139	0.01602530081008598
1013	0
10140	-0.00968406658483438
10141	0
10142	-8.6574821924941e-4
10144	-0.02839142259538344
10146	-0.00781162098703196
10147	0.00337126755402683
10148	-0.01710000503416256
10149	-0.01869702234735734
1014	-0.0170502837819007
10150	0
10152	-0.00673300279273208
10153	0
10154	-0.03155148527312956
10155	-0.00566241068475261
10157	-0.00754949586157531
10158	-0.01205462238716425
10159	0
1015	0.01911264524733398
10160	0
10161	-0.04305751794695266
10162	-0.002200629804426
10163	-0.01038509316154844
10164	0.01289270967028097
10165	0.03325942965287908
10166	0
10168	0.00190645678323691
1016	0.00495302326706439
10170	0.06208178818683936
10171	-5.0147479764399e-4
10174	0.00185998603250913
10175	0.00892623258685823
10178	0.03925601145104353
10179	0
1017	0.00376599896445265
10180	-0.00177518212046109
10181	0
10184	4.853074561002464e-10
10186	0.0341214729603741
10188	0.0266029529629254
10190	0
10193	0
10195	0.01079590312543958
10196	-0.01831496915592565
10197	0.01077828725703822
10198	-0.00337420845925812
10199	0.01775266812382926
1019	-0.01993963310481143
101	-0.00746331458713442
10200	-0.0269189577393132
10201	0.00606668876960068
10202	0.03679631737730217
10203	-0.00723078856162727
10205	0.01580309130101677
10206	6.84674808398351e-11
10207	0
10208	0.03139067625444405
10209	-0.02662200625589202
1020	0.00192419980129766
10210	-0.01015280782349574
10211	-0.00655170480111434
10212	0.0201752502172583
10213	0.01344248047554059
10214	-0.03781652087819356
10215	0
10216	-0.01202955868813771
10217	0.0030361524718607
10218	-0.00578543066597938
10219	-0.04122876670323847
1021	-0.01221894946317042
10220	-0.00483807277097443
10221	-0.04891093017380057
10223	-0.02870701709659525
10225	0.00356516109921092
10226	-0.02464839884611014
10227	0.00320794817277248
10228	0.00459069695056393
10229	-0.019169256202933
1022	0.00640778353103766
10230	0.04174543885288544
10231	-0.03666449845848137
10232	-0.01236525570339848
10233	-0.00946579757519109
10234	0
10235	-0.04280212833507484
10236	-0.00691684733206624
10237	0
10238	0.01781751991569562
10240	0.01987917319565271
10241	-0.01779306675080794
10242	0.00208085888902468
10243	-0.01221378376268917
10244	-0.00291060965106385
10245	-0.01955232816862602
10246	0.01217530763200774
10247	-0.00156930227716229
10248	-0.00150661834578632
10249	0
10250	0.00473559766097071
10252	-0.05810734880293729
10253	-0.05557287683370506
10254	0
10255	-0.00682424476889617
10256	-0.02986804633221369
10257	-0.0065797165682955
1025	7.86575758153497e-11
10260	0.02546304472838061
10261	1.9029384453765072e-10
10262	0.01147578525672371
10263	-0.01419998698197343
10265	-0.00499082239736844
10266	0.00243288144878556
10267	0.00239390351209514
10268	0.00596148671146207
10269	-0.00511579350876563
1026	0.01365463718827756
10270	-0.00534270266428053
10272	0.00632419548732581
10273	-0.00955084485462007
10274	-0.00111640688353461
10276	-0.06234463013342845
10277	0
10278	0.00605948456599151
10279	0.00366820655651744
1027	0
10280	-0.00363088038040347
10281	0.00135983446014569
10282	0
10284	0
10285	0.00489976071187773
10286	0.00385064079189314
10287	-0.01053340070270223
10288	0.02962607421163857
10289	-0.00634219430694561
1028	-0.02504139435745405
10290	6.6637792222143e-4
10291	0
10293	0
10294	0
10295	0
10296	0.00734642340004232
10297	0.00395433995730849
10298	9.922544878905624e-5
10299	0
1029	-0.00518596658347397
102	2.1571761287948117e-10
10300	0.00891382457975391
10301	0.00156729462754747
10302	-0.00531089214952179
10307	0.0096651832357252
10308	0.01069280966219683
10309	-0.00986130964696092
1030	0.00165273253615983
10311	0.00553140180106398
10312	-0.00117863310672881
10313	-0.01704373559281477
10314	0
10316	-0.0027496957043268
10317	-0.02011348673000416
10318	0
10319	0.00889117053745421
1031	0.00426017745678346
10320	0.00813597838220562
10321	0.06077979826894181
10322	-0.00410725710937903
10324	0
10325	-0.00907382605351299
10327	0.01895160585223719
10328	0
10329	0
1032	-0.01586943426784055
10330	2.9641440918978e-4
10331	-0.0025587390173674
10332	0.00821758527955791
10333	0
10336	-0.02527458406980114
1033	0.00515060998189303
10342	2.5375441631038396e-10
10343	0
10346	-0.01041933629371353
10347	3.0710857421829343e-10
10351	0
10352	-0.01236434674818392
10360	-0.01528926830190299
10362	0.0020648564395899
10363	0
10365	-0.02139082898359606
10367	6.3087698552566e-4
10368	0
10369	0
1036	0.03008300185224998
10370	0.01950589658806609
10371	-0.013218683768822
10376	-0.02142110635763972
10379	-0.00766291012371702
10381	0.02734056227163455
10382	0
10383	-0.04021808977637291
10384	0.00795049066150973
10385	-0.01353467817519468
10388	-0.02343326220214941
10389	-9.7656855817189e-4
1038	0.01507983929517871
10390	0.03278697193823247
103910	-0.00360028132863995
10391	0.00409204817674603
10392	-3.5605882624978e-4
10393	1.3663057354041e-4
10394	-0.01448901106074699
10395	0
10396	0.01049092616399591
10397	-7.099435415264509e-11
10398	0.00370640739912613
10399	0
1039	-0.00629098775903594
103	-0.00507926209807705
10400	-0.00978242896075181
10401	-0.00442319693527414
10402	0.00422030291971976
10403	-0.01006444055943784
10404	0.01220174684565018
10406	-0.02051820076444574
10407	1.3616280661341067e-10
10408	2.4184179700149e-4
10409	-0.02761756628234013
1040	0
10411	1.6283719067353884e-10
10413	-1.4771422234504148e-10
10417	0.01647974988643501
10418	1.9602024419658456e-10
10419	-0.00373809185473788
1041	0.0036441312500877
10420	0.01833302243648303
10421	-0.0122063133720689
10422	-0.00257752646887551
10423	0
10424	0.00347349953452155
10425	0
10426	-0.00755266562235199
10427	0.00614761833925593
10428	0.00103533939695884
10430	-0.00190071915356824
10432	0.01937054782604102
10434	-1.1522099564588e-4
10435	0.00115629554000417
10436	-9.8703222947084e-4
10437	-0.00144061935538756
10438	-0.01738602351075918
10439	-0.00341070919019604
1043	-0.01786772243397261
10440	0.01883738771503581
10443	2.1041808257843662e-10
10444	1.3331537136262e-4
10445	0
10446	0.00488114936632254
10449	0
1044	0.00566088227886403
10450	-0.00796865273340188
10451	0.00335358285260905
10454	-0.02074354688891738
10455	9.5549089124082e-4
10456	0
10457	-0.00393478326341015
10458	0
1045	-0.00856886558478609
10460	0.00931932502241027
10461	-0.01511968803205747
10462	-0.00274875967858101
10463	1.8205027195038223e-10
10464	-0.01744395678618684
10465	0
10466	-0.00480641152973282
10467	-0.00200252373845159
10468	-0.00160733339986476
10469	0.01545623947208461
1046	0
10471	-0.00904270046812887
10472	0.0046803559844548
10473	-0.01825962431567934
10474	0.00478901540882635
10475	-0.01076184178219717
10478	0
10479	-0.00967989449153966
1047	-0.01548092894995125
10480	0.01395805917759584
10481	-0.01491176233356151
10482	0.01116447564371447
10483	0.00362242730490004
10484	1.9782823792756228e-10
10485	1.0706243468055143e-11
10486	0
10487	-3.9074658313664285e-11
10488	3.5270559179342e-4
10489	0.00232690792135932
1048	0
10490	-0.00253393474685016
10491	0.01974185693485052
10492	0
10493	4.1218518912728e-4
10494	0.01283733917156205
10495	-7.0600712865204e-4
10497	-0.00414658538158778
10498	-0.01508798874240561
10499	-0.0092917382393007
104	-0.00750097137929091
10500	0
10501	0.00106559225511081
10505	-0.01615367878122767
10507	0.03593025375579413
1050	1.3356290786865e-4
10512	0.00131260061564268
10513	0.00426531728385586
10514	0.00122526559402531
10516	-0.02285631818041828
10518	0.00225009274726507
10519	0.00519464239615292
1051	-0.0107610367246888
10520	-0.00167248909790419
10521	-0.01102463683092914
10522	0
10523	4.879105137422102e-5
10524	-0.00737170856769346
10525	0
10526	0.00683175183616653
10527	6.4558335600888e-4
10528	-4.6816836354273e-4
10529	0.01615490252649363
1052	0.00272220406897492
10531	-3.4703804011742e-4
10533	2.3949123812054593e-10
10534	0.00400101055621988
10535	0.02069869493659409
10536	0
10537	-0.00998591119583453
10538	-0.00756133135394944
10539	0
1053	0
10540	0.0208757355044915
10541	0
10542	-0.01306328796288984
10544	0.01416445410946836
10548	-2.0612210170628e-4
10549	2.593470932199984e-10
1054	-0.0106041886840191
10550	0
10551	-0.0076288526371672
10552	0
10553	0
10554	-0.01473244652106112
10555	0.00459651258957167
10556	0.00176839055528234
10557	0.00321832258098152
10558	-0.00283578313031806
10559	0
