gene	female_old_adult_2
10000	0
10001	0
10002	0
10003	-5.650261075355e-4
100048912	0
10004	0
10005	0
10006	0
10007	0.0054636676619906
10009	0
1000	0
10010	0
100126791	0
100128124	0
100128640	0.00683682856652254
100129128	0
100129250	0
100129271	-0.00466008745560544
100129361	0
100129482	0
100130331	0
100130449	0
100132341	-0.0101165424612189
100132476	0
100134713	0.00137050282745055
100137047	0
10013	0
10014	8.2069892266972e-4
10015	0
10016	0
10017	0
100188893	0
10018	0.00811250481126356
10019	0
1001	0.0080498264170227
10020	0
10021	0
10022	0
10023	0
10024	0
10025	0.00304709090737823
10026	-1.1792169003824e-4
100272147	-0.00440580954117337
100287932	0
100288413	0
100289678	-0.00840837592291709
100293516	0
1002	2.2457475981701e-4
100316904	-0.00453657372591931
10036	0
10038	0
10039	0.00672538351638249
1003	0.00935439526712514
10040	0
10042	0
10043	0
10045	-0.00252566237007071
10046	0
10047	7.5396986931051e-4
10048	0
10049	0
1004	0
100505741	0.00708873648574577
100505761	-0.001661669229832
100505879	0
100505933	0
100506144	-6.3544341674143e-4
100506469	0
100506504	0
100506571	0
100506581	0
100506963	-0.00282259991692001
100507331	0
100507436	0.00114912624656116
100507605	0
10050	8.1321404127464e-4
10051	0
10052	0
10053	0
10054	0
10055	0
10057	0
10058	0
10059	0
1005	0.00268080442853285
10060	0
10061	-1.4224429988462e-4
10062	0
10066	0
10067	0
10069	-0.00348207810459458
1006	0
10072	0.00412635969997634
10073	1.9800535841031103e-05
10075	0
10076	0
10077	0
10078	0
10079	-0.01473596515571672
1007	0
10083	0.00315199654407848
10084	0.00369580425628146
10085	0
10086	0
10087	0
10089	0
1008	0
10090	0.00823045812277213
10092	0
10093	0
10095	0
10096	0
10097	0
10098	0
10099	-1.1431896629967e-4
1009	0
100	0
10100	0.00719799536797284
10101	0
10102	0
10103	-0.00749150030386527
10105	0
10106	0
10107	0
10109	0
1010	0
10110	0
10111	0.00632783170450383
10112	0
10113	0
10114	0
10116	0
10120	0
10121	0
10123	-0.00270752612580693
10125	-0.01745987417944322
10126	0
10127	0
10128	0
10129	0
1012	-0.00612560281534126
10130	0
10131	-1.9237028409309e-4
10133	0
10134	0
10135	-0.0096218018033987
10136	-0.00775327741078615
10137	0
10138	0
10139	0
1013	0
10140	0
10141	0.00111534838135094
10142	0
10144	0
10146	0
10147	-0.00822503892360179
10148	0
10149	0
1014	-0.00663652202856984
10150	0.00270850972423584
10152	0
10153	0
10154	2.8342822439161e-4
10155	0
10157	0
10158	0.00881320523531117
10159	0
1015	0.00617162811186152
10160	0.00318605843852549
10161	0
10162	0
10163	0
10164	0
10165	0.00350147622109041
10166	0
10168	0
1016	-0.00279575222539917
10170	-0.01556826230844172
10171	0
10174	0
10175	-0.00326433411768896
10178	0
10179	0.00253773478569915
1017	-0.00315737021535979
10180	-0.00487376089550418
10181	-0.00172361964978687
10184	8.467007131434e-4
10186	0
10188	-0.00335566519619682
10190	0
10193	0.00253307431770281
10195	0
10196	0.00544916454326715
10197	0
10198	0
10199	0
1019	0
101	0
10200	-0.00739887623660129
10201	-0.00740644289167005
10202	-0.01199023980164034
10203	0.00657907677698991
10205	0
10206	-0.01150531586660037
10207	6.233814080580035e-5
10208	0
10209	0
1020	-0.00326247896242974
10210	0
10211	0.0015320203585803
10212	1.126780826360608e-5
10213	0
10214	0
10215	0
10216	0
10217	0
10218	-0.0065465545918767
10219	0.00370576588588335
1021	0
10220	0
10221	0
10223	0
10225	0.00172593388574464
10226	-0.00292245546344718
10227	0
10228	0.00359143271994977
10229	0
1022	0.0012267372934428
10230	0
10231	0.00570678747072338
10232	-0.00524780500626082
10233	0
10234	0
10235	0.00552127344809978
10236	0
10237	0
10238	0
10240	-0.00455230703765878
10241	0
10242	0
10243	0
10244	0.0011858603422767
10245	0
10246	0
10247	-0.00247964431452182
10248	0
10249	0
