gene	female_young_child_1
10000	0
10001	0.00550336312566508
10002	0
10003	0
100048912	0
10004	0.00487709289774694
10005	0
10006	0
10007	0.00799336309398622
10009	0
1000	-5.132075776883916e-5
10010	0
100126791	0
100128124	0.00667684181301171
100128640	0
100129128	0
100129250	-1.7325844744563e-4
100129271	0.00253718593375459
100129361	0
100129482	0
100130331	0
100130449	0
100132341	0
100132476	0
100134713	0
100137047	-0.00248526409054589
10013	0
10014	0
10015	0
10016	0
10017	0
100188893	0
10018	0
10019	0
1001	-0.00390674774472479
10020	0.00255084887334111
10021	0
10022	0
10023	0
10024	0
10025	-0.00986459820760965
10026	0
100272147	0
100287932	0
100288413	0
100289678	-9.9297546252151e-4
100293516	0.01232724358854497
1002	0
100316904	0.00524511431869593
10036	0
10038	0
10039	0
1003	0.00101107591183474
10040	-0.00371971777292605
10042	0.00540458952062441
10043	0.00451852054521832
10045	0
10046	-0.00453941367930017
10047	0
10048	-0.01105996565508747
10049	0.00536498076867605
1004	0
100505741	0
100505761	-0.01363580833749027
100505879	0
100505933	0
100506144	0
100506469	0
100506504	0
100506571	0
100506581	5.4314708844627e-4
100506963	0
100507331	0
100507436	0.00628327845825085
100507605	0
10050	0
10051	0
10052	0
10053	0
10054	0
10055	0
10057	0
10058	5.7370411567216574e-5
10059	0
1005	0
10060	0
10061	0
10062	0
10066	0
10067	0
10069	-0.01082117483810717
1006	0
10072	0
10073	0
10075	0
10076	0
10077	-0.0100709209463832
10078	-0.00280743012552802
10079	0
1007	0
10083	0
10084	9.8515696905978e-4
10085	0
10086	0
10087	0.00189089968008239
10089	0
1008	0
10090	-0.00252562210662692
10092	0
10093	0
10095	0
10096	9.324783019659e-4
10097	0.00563744923685469
10098	0.00133486927539177
10099	0
1009	0
100	0.00555030412289505
10100	-0.01015313920997784
10101	0.00430134034576794
10102	0
10103	0.00259968110945226
10105	-0.01500367863898757
10106	0
10107	0
10109	0
1010	0
10110	0
10111	-0.00646129242031193
10112	7.4771941286179e-4
10113	0
10114	-0.00780845217567205
10116	0
10120	0
10121	4.7918837504038e-4
10123	0
10125	-0.00414114988924958
10126	0
10127	0
10128	0
10129	-3.8118293030988e-4
1012	-0.00395398286544464
10130	7.845984454362136e-5
10131	-9.9179897579372e-4
10133	0.00750403962754628
10134	0.00348244391825009
10135	0.00342306123115486
10136	0
10137	0
10138	-0.00458034101531206
10139	0
1013	0
10140	-0.013145534525273
10141	0
10142	0.00704681613640546
10144	-0.01232748325857767
10146	0
10147	0
10148	0
10149	0
1014	0.0061644208858286104
10150	0
10152	0
10153	0
10154	-0.00669177603595567
10155	0
10157	-0.00319123525188762
10158	0.04733840148040324
10159	8.775362687623e-4
1015	0
10160	0
10161	-0.00776976669971595
10162	-0.00692472202697604
10163	0
10164	0
10165	-0.00674210886205374
10166	0
10168	4.7502486354224e-4
1016	0
10170	-0.01139202664080691
10171	-0.01079411474566747
10174	0
10175	0.00379860952676851
10178	-0.00636065659740862
10179	0.00623733487848228
1017	-7.2082209834433e-4
10180	0.01642115972132918
10181	0
10184	-0.00112611452004574
10186	0
10188	0
10190	0
10193	0
10195	0
10196	-0.00406692959270902
10197	0
10198	0
10199	-0.00506176501229668
1019	0
101	-0.0064985717072107
10200	0
10201	0
10202	-0.0027377619963339
10203	-5.733089570925483e-5
10205	0
10206	0.01036265386725209
10207	-0.00621167067600763
10208	0
10209	-0.00580935856542149
1020	0
10210	-0.00661343504793812
10211	0.00849939737084223
10212	0
10213	0
10214	-0.00170790953668366
10215	0
10216	0
10217	0
10218	0
10219	0.00397370302254381
1021	0
10220	0
10221	0.00224656885051669
10223	-0.00214591000336369
10225	-0.00967030944801985
10226	-0.00744455568314695
10227	0
10228	0
10229	-0.00117882751567129
1022	0.00826337133976679
10230	0
