gene	male_infant_3
10793	-0.00434862932292452
10794	0
10795	0
10797	4.797752637268757e-5
10798	0
10799	0
107	0
10801	0
10802	-0.00547334871146394
10803	0.00741999111443115
10807	-0.00241361352595941
10808	0.00591063351651701
1080	0
10810	-0.02092349176381789
10813	0
10814	0
10816	0
10817	6.7666938752849e-4
10818	0
1081	0.00204658457227317
10825	-0.00384250229838621
10826	0
10827	0
10840	0
10841	0
10842	-5.1322714988451e-4
10844	0
10845	0.00197791202166047
10846	0
10847	-0.00109727362402439
10848	-0.00378390555853506
10849	0
1084	0
10850	0.00404158895708147
10855	-0.00445254891115934
10856	0.00143655484525263
10857	0.00484884211307089
10858	0
10859	0
10861	0
10863	-6.8230661912994e-4
10864	0
10865	-3.2562812501499e-4
10866	-0.00151131863004123
10867	0
10868	-0.00286675492127979
10869	0
10871	0.0043673365260236
10873	0
10874	-0.00384963729674413
10875	0.00839604109275062
10876	0
10879	0
1087	0
10880	0.00113843379274995
10881	0.00747021376236086
10882	0
10884	-0.00343486909204603
10885	0
1088	-0.05849180361240396
10891	0
10892	0
10893	0
10894	0.00248552214221562
10895	0
10897	4.1285266128978e-4
10898	0
10899	4.6022670650587e-4
1089	0.02637797539103992
108	0
10900	0
10902	0
10903	-0.01252802840426802
10904	0
10905	-0.00571325234492763
10906	0
10907	0
10908	0
10911	0.07037342129435023
10912	0.00342384952120249
10913	0
10914	0.00107307275433556
10915	0
10916	0
10917	0.00554741909558538
10919	0
10920	0
10921	0.00621123399320006
10922	0
10923	0
10924	-0.00785375889057045
10926	0
10927	0
10928	0
10929	0
10930	0.0027853053677101
10935	0
10936	1.6416130056757e-4
10938	0
10939	0
10940	0
10942	0
10943	-0.00277137395148991
10944	0.00219383201064226
10945	0
10946	0
10947	0
10948	0
10949	0
10950	0.0076822537855181
10952	4.0194211640596e-4
10953	0
10954	-0.00124139969437711
10955	0
10956	0.0024934280759512
10957	-1.2618270559612e-4
10959	0
10960	0
10961	-0.00113861952848856
10962	0.00718587616881195
10963	0
10964	0.02113259745295357
10966	1.4635409411513e-4
10969	0.00493017537655227
10970	0
10972	0
10973	0
10974	0
10975	0.0048586331685701
10978	0
10979	0
10980	0
10981	0
10982	0.0048549270166843
10983	0
10985	0
10987	-0.00109317149137712
10988	0
10989	0
10990	8.4465165997769e-4
10991	0
10992	0
10993	-0.00277553206333131
10994	0
10998	-8.1663747607677e-4
109	0.00851264904619643
10	0
11000	0.0191055695505431
11001	0.00102505991933483
11004	0.00565230785275393
11005	0
11006	0.00878367610377734
11007	0
11009	0
11010	-0.0031291708940678
11011	-0.00796073281654512
11012	0.00240459090269832
11013	0
11014	0
11015	0.00129873372782399
11016	0
11017	0
11018	0
11019	-0.00114031292741592
1101	0
11020	0
11021	0
11022	-9.7060549808355e-4
11024	-0.0034840046569352
11025	0.00600443593226016
11027	-0.00122578130260522
1102	0
11030	0
11031	0
11033	0
11034	0.00483413011168929
11037	0.00269059514598987
1103	-6.534269916845223e-7
11040	9.0262218740826e-4
11041	-0.00110561425402768
11043	-0.01799599776135987
11044	0
11045	0
11046	-0.00298397657235843
11047	0
1104	0
11051	0
11052	0
11054	0
11055	0
11056	0.0056379670514058
11057	-0.00618511512339985
11059	-0.00509097624803321
1105	0
11060	0
11061	0
11062	-0.00400329988444505
11063	0
11064	-0.00300325044904123
11065	0.00732033235836743
11066	0
11067	0
11068	0
11069	-0.00434378637429362
11070	0
11072	-0.00458155820516764
11073	-0.00593270039660654
11074	0
11075	0
11076	0
11078	-0.00354458390493089
11079	0
1107	0
11080	0.00199721321263281
11081	0
11082	0
11083	0
11085	0
11086	0
1108	0
11092	3.6409038493528e-4
11093	-0.00176448501839873
11094	0.00827974229329452
11095	0
11096	-1.6196593569752e-4
11097	0
11098	0.00643538762957655
11099	0
1109	-1.1688316979053e-4
11100	0
11102	0
11103	0
11104	-0.00262522623715451
11107	0.02929496047119924
11108	-0.00413935881291715
11113	-0.00133336361079622
11116	-0.0028646978218694
11117	0
11118	-0.00333080301526888
11119	-0.0033232852057916
1111	0.00867587020532555
11120	-0.00433345774315092
11122	0
11123	0.01665312170913146
11124	0
11126	0.01179299429876236
11127	0
11129	0
1112	0.00319973191137318
11130	0
11131	0
11132	-0.00299870358346398
11133	5.2990417195329e-4
11135	0
11136	0
11137	0
11138	-0.00933020944832401
1113	0
11140	-0.00733170517420156
11142	0
11144	0
11145	-0.00927520848839805
11146	0
11147	0
11148	0
1114	-0.00259968641836243
11151	0
11152	-0.00277355194457644
11153	0
11154	0
11155	0
11156	0
11157	0.01610660599513616
11160	0
11161	-0.00302379027807369
11162	8.1551120216206e-4
11163	-0.01220665609297665
11166	7.6387946377875e-4
11167	-0.02773691254354643
11168	-0.00600472974580758
11169	0
1116	0.00131384692467973
11170	0
11171	0.00225887410975138
11172	0.00277895753599391
11174	0.00118238435275034
11176	0
11177	6.7745926180769e-4
11178	0
11179	0
1117	0.03335170695762339
11180	0
11181	0
11182	0.02119826099474346
11183	0
11184	0.00783440778507597
11186	-0.00463704801976775
11187	0
11188	-0.00288910082873501
11189	0
1118	0.01197215706829792
11190	0
11193	0
11194	0
11196	0
11197	-0.00224612072208581
11198	0
11199	-2.6062840681341e-4
1119	0
11201	0
11202	0
11211	0
11212	0
11213	0.00933140143903363
11214	0
11215	0
11216	0.00234697120412997
11219	0
1121	0
11221	1.918829609767027e-5
11222	-9.105256279845e-4
11223	0.00298820684197795
11226	0
11228	0
1122	8.8006191236151e-4
11230	0.00557118000595139
11231	-8.946928639095306e-5
11232	0
11234	0
11235	0.00109849508459407
11236	0
11237	1.1975453161786e-4
11238	1.2734173682713e-4
112399	0
1123	-0.02661365536278556
11240	-0.00484060382349917
11243	0
11245	0
112464	-0.0057399758638656
112479	0
11247	0
11248	0
1124	0
11250	0
11251	-0.00119956129869551
11252	0
11253	-0.00240007977250738
11254	0
11255	0
11258	0.00358242068227563
11259	0
11260	0
112611	0
11261	0
11262	0.00310740213432448
11264	0
11266	0
11267	0
11273	-0.00347465261484758
11275	0.00114092531165984
11276	-0.00565332003335502
11277	-0.00288833030887272
11278	0
11279	0
11280	0
11281	0
11282	0
11283	0
11284	0
11285	-0.00446485855084248
112869	0.01076605985627691
112950	0
1129	0.00282357072048202
112	0.00125188527008173
11309	-0.00342555149878688
1130	-0.02225212208883822
11311	-0.00771204914946963
11313	-0.00425585876258223
113146	0
11314	-0.00840645740338231
11315	0
11316	-0.00579471456274767
113177	-0.00314042391273331
113178	0.00245468406614571
11317	0
11318	0.0031194896413338
11319	0
11320	-0.00340065295433191
11321	-0.00599089562040731
11322	-0.01346040436606029
113251	-0.00151891918892384
11325	0
11326	-0.00415211439359121
11329	0
1132	0
11330	0
11331	0
11332	0.00503196993401355
11333	0
11334	0
11335	-0.00200980621310756
11336	0
11337	0
11338	5.484223043334e-4
11339	0.00658212548959411
1133	0
11340	0
113419	0
11341	-0.00576394724744844
11342	-0.00446691376977276
11343	-0.00414511735903832
11344	-0.00587221728212096
11345	0
11346	0
1134	0
1135	-0.00472728134035882
1136	0
113791	0
1137	5.809815741833e-4
113835	0
113878	-1.4567910363914e-4
1138	0
113	0
114034	0
114044	0.00482955244791621
114049	9.8571399738318e-4
114088	0
1140	-0.00813610604109663
114112	0
1141	0
1142	0
114327	-0.00721504073181122
1143	0
1144	0.00731680286498293
114548	-0.00342203146612254
1145	0
114625	0.00217510370597832
1146	0
114791	0
1147	0
114819	0
114876	-0.00242598643008627
114881	0
114882	0.0114323899208779
114883	-0.02106918282298402
114884	0
114885	0
114897	0
114899	-0.00307679020861342
114908	8.6950197352661e-4
114932	0
1149	0
114	-2.6665732080633e-4
115123	0
115201	0
115207	0.01276064975040449
115290	0.00139884412710175
1152	-0.00183920296629237
115353	-0.00718962067155557
1153	-0.00195288722544236
1154	0.00737687703215215
1155	0
115703	0
115708	0
115817	0
1158	0.00941634524978527
115939	3.6495000275608e-4
115	-0.00334661355753271
116039	0
1160	0.0030588646740171
116138	0
1161	0
116285	0.00217672683058843
116372	0
116496	-0.00327107599478546
1164	0.01690441484688247
116828	-0.00211719177967056
116832	5.2327413215665e-4
116984	0
116985	-0.00270655207102087
116986	-2.3887937514597e-4
116987	0
116	0
117178	7.5898964354236e-4
117246	-0.00437221388736908
1173	0
1174	-0.00516084495971343
1175	3.4959563814118e-4
1178	-0.01360119219566592
1179	0
117	0
1180	0
1181	0
1182	0
1183	0
1184	0
1185	4.7361309927948e-4
1186	0
1188	0
118	0
1191	-0.00828320460276491
1192	0
1193	-0.02343613832829201
1195	-9.2716821440128e-4
1196	-0.01485041940135411
1198	-0.01049555694425291
119	0
1200	0
1201	0
1203	-0.002166175892426
120526	0
1207	0
1208	0
1209	0.00197119373488083
120	0
1211	0.00238772121570753
1212	0.00871552658170417
1213	0
1215	-0.0048014049847995
122616	0
1230	0.00436989028742
1232	2.3279435559721e-4
1233	0
1234	-0.01432421250998218
1235	0.00897202185612366
1236	0.0399219198731044
1237	0
123803	-0.00449897663221593
123872	0
1238	0
123	0
124044	-0.00173588377090813
1240	0
124152	0
1241	-0.00116334322623929
124222	0
1244	0
124565	0
124583	0
124	0
125893	-0.00744422523461819
1258	0
1259	-0.0013148000837586
125	0
1261	0
126208	0
126231	0
126298	0
126299	-1.7182185349818e-4
126321	0
126353	0
126393	0
1263	0
1264	0.00148267499784411
1265	0
1266	-0.01500201045032909
1267	0
1268	0
1269	0.0044507611797138
126	0.0014499631727555
1271	0
1272	0
127534	0.00415261569615301
127544	0
127703	-0.0100906594337802
1277	-0.00383063502325813
127833	0
1278	0
1280	0
1281	-0.00280452250586051
1282	-0.01020335451310694
1284	0
128553	-0.00841311991507964
1285	-0.00653166528340768
1286	-0.00216716215809969
1287	0
1288	0
1289	0
128	2.1742478175095944e-5
129025	9.655098629014382e-5
129080	0.00407699274661736
1290	-5.476924226127e-4
1291	0
1292	0
1293	-0.01499425827365706
1294	-6.5326970787645e-4
1296	0
1297	0
1298	0
1299	0
12	0.00904497139760676
130074	0
1300	0
1301	0
1302	0
1305	-0.00620095096432398
1306	-0.00698576634537774
1307	-0.00580666980130361
1308	0
130916	0
130	0
1310	0
1311	0.0055222675345796
1312	0
131408	-0.00906031259573186
1314	0.00154436935498896
131544	-0.00883309101008959
131566	0
131578	0
1315	0
131601	0.00429555629622484
1316	0
1317	0.01620974478854243
1318	0.03980509592631316
131	0
1326	0
1327	0
1329	0
132	0
133619	0
1339	0
133	0.0052467857089225
1340	0.00381318707865703
1345	0.01127431524083827
1346	6.1047291075001e-4
1347	0.00122202896926815
1349	0.00242921663976325
134	0
1350	0.00121742417827745
135138	0
1351	0
1352	0.0056126017424445104
1353	0
1355	-9.1056508503626e-4
1356	0
1357	0
1358	0
135948	0
1359	-0.01409274971531135
1360	0
1361	0
1362	0.00264338995818694
1363	-0.00295331783586211
1364	0
1365	0
1366	0
1368	0.00299826023867035
1369	0.0038417976520838
136	-1.7820556062416e-4
1370	2.2850152870438e-4
1371	0
1373	-4.4846986403084e-4
1374	0.00595445709906711
1376	0
137886	-7.0805874567731e-4
1378	0.00803886805090388
138046	0
138050	-0.00721178525021512
1380	0.02789240598108457
138151	0.0047438905206797
138162	0
1381	0
1382	0
1384	0
1385	0
1386	4.6861471557041e-4
1387	0
1388	-0.0068425281034883
1389	-0.00942932450124782
139081	0
1390	-0.00150597288053176
1392	0
139322	0
1393	-0.00488359589777692
1394	0
139538	0
1395	0
1396	0.02688854867528935
1397	0
1398	-9.1719333152989e-4
1399	0
13	-0.00242509162548357
1400	0
1401	0
140459	0
140460	0
140461	0
140462	0.00159640726815129
140465	0.01098514961026979
140467	0
1404	0
140545	0
140578	-0.00649807931169739
140597	0
140609	6.7600652189851e-4
1406	0
1407	0.01767432620650287
140801	0.00762401670087203
140803	-0.00220500863801649
140883	0
140885	0
140890	0
1408	0
140	0
1410	0.00232728834722514
1411	0
1412	0
1413	0
1414	0
1415	0
1416	-0.01684241945724998
1417	0
1418	-6.9930468429968e-4
1419	0
141	0
1420	5.4982855937907e-4
1421	0
142684	0
1428	8.372946147294e-4
1429	-0.01554215477465265
142	0.00250437036915113
1432	0
1434	-0.0017211428688759
1435	0
1436	0
1437	0
1438	0
1439	0.00645891209421073
1440	-0.00102027565549831
1441	0
1442	0
1443	0.00626467020714898
144404	0
1444	0
1445	0
1446	0.00116918940291202
1447	0
1448	0
1452	0
145389	-0.0210286820587917
1453	0
1454	0
1455	0
1456	0
1457	0
1459	-0.00761174805417706
146057	0
1460	0.00296738069989413
146227	0
1462	0.03209390209590002
1463	0
1464	0
146542	-0.00129478532279894
146562	0
1465	-0.01354911653221523
146691	0
1466	0.00443009083007834
146712	0
1468	0
1469	0
146	0
1470	0
147179	0
1471	0
1472	0
147339	-7.6233043170578e-4
1473	0.00460446803798849
1474	0
1475	0.00739025464828865
147657	-0.00770922709583972
147694	0
1476	0
1477	0
1478	0
147912	0
1479	0
147	0
148022	-0.00109392345635872
148066	0.00288770732948914
148229	0
1482	0
1486	0
148753	0
1487	0
1488	0.00297835386420361
1489	-0.00914172843803371
148	0
1490	0.00839920128960756
149111	0
1491	0
1493	0
1495	0
149603	0
1496	-0.00296822053771863
1497	0.00151373554261221
149986	-0.01325047128857735
1499	0
14	0
150160	0.00706651528985365
1501	0
1503	0.00487017066412677
1506	0
150726	0
1508	0.00741392753181712
150967	0
1509	0.01214278596816637
150	0
151011	-0.02272265741308155
151050	0
1510	0.01129453061914113
1511	0.0012777430003481
1512	-0.02686409696031453
1513	-0.02455940732479753
1514	7.2625075133762e-4
1515	0
151987	-0.01978500563604884
1519	0
151	-0.00748391299053339
152006	-6.7148009212871e-4
1520	0
152185	0
1521	0.00952330905464655
1522	-0.01766857494992448
1523	0
1524	-0.01417108017792371
152559	0
1525	-0.00216959820388775
1528	0.00790906501146031
152	0
1534	-0.01128062064933757
1535	-0.00287115181014438
1536	0
1537	5.2315109008951e-4
1538	0
1539	0.00101075470406674
153	8.98246229151525e-5
1540	0
1543	0.00390260162186573
1544	0
1545	0
154661	-0.00960765297162264
154796	0
154881	0
1548	0
1549	-0.02330061965432527
154	6.6935627585844e-4
155066	-0.00213940407947869
1551	0
1553	-0.00406570166618946
155400	0
1555	0
1556	0
1557	-0.00208319859213664
1558	0
1559	-5.5033893700765e-4
155	0
1562	0
156	0
1571	-0.00167605126560776
1573	0.00741037917991339
157567	0.01515662081005318
157627	0.00953390014566524
157680	0
1576	0
1577	0
157869	0
157922	-8.1497875338977e-4
1579	-0.00229267932653531
157	0
1580	-4.5691453794113e-4
1581	0
1583	0.00492347055574758
158427	0
158471	-0.00216952592499766
1584	0
158586	0
1585	-0.00657269143936746
1586	0.00179406123225939
158747	0
1587	-0.00217521083315677
1588	0.01617697504451998
1589	0.0066162827424864
158	0.00140022893176681
159162	0.00105788982910986
1591	-0.00425675669287148
1592	-0.00340637996199004
1593	-0.00943592815964846
1594	0
1595	-0.01936958351065108
159963	0
159	-0.01242786557140862
15	9.809032510251474e-5
1600	0.00417856183721917
1601	0.00564690029639734
1602	0.00114572783109061
160313	0
1603	0.00296351982562193
1604	0.0111421900879512
160518	0.00258912003513794
1605	0
1606	-0.00111799268702095
1607	0
1608	0
1609	0
1610	0
1611	0
161291	0
1612	0.00510180418771093
1613	-0.00308163275658916
1615	-0.00216341490533686
1616	0.00945114783965689
1618	-4.2020446308383e-4
161	0
1620	-9.324702197260316e-5
1621	0.00185806401385293
1622	-0.00739230653130739
162427	-0.00291025415914966
1627	0
1628	0
1629	1.4750903839563e-4
162	-0.00261161280423167
1630	0
163131	0
1632	0
1633	0.01634869229647819
163486	-0.01239761197171748
1634	0
163590	-0.00149370610073072
1635	-0.00344969981387364
1636	0
1638	0.00111108598275147
1639	0
163	-5.996177189906051e-5
1641	0
1642	0.00403313190464565
1643	-0.00641669201285695
1644	0
1645	-0.03337357592374229
164656	0
1646	-9.4741521390705e-4
1647	-0.00512446071174164
1649	-0.00452387311606116
164	0
1650	0
1652	0.00581163709255731
1653	0
1654	0
