gene	female_child_1
10000	-0.00137934911270548
10001	-0.00790214307711707
10002	0
10003	0
100048912	0
10004	0
10005	0.00453915776031533
10006	0.00662999538918189
10007	0.00198305741028826
10009	1.0682564979204e-4
1000	0.00130251828464711
10010	0
100126791	0
100128124	0
100128640	-0.00763429575310508
100129128	0
100129250	-0.01228544476215476
100129271	0
100129361	0
100129482	-0.00851216061610289
100130331	0
100130449	0
100132341	0
100132476	0
100134713	-0.0056318376305083
100137047	0.00216697811225554
10013	0
10014	0
10015	0
10016	0
10017	0
100188893	0
10018	0
10019	0.01362624526480841
1001	0
10020	-0.00409311375253709
10021	0
10022	0
10023	0
10024	0
10025	0
10026	0
100272147	-0.00938677665350711
100287932	0.00425978054775784
100288413	0
100289678	0
100293516	0
1002	0
100316904	-0.01573206338385429
10036	0
10038	-0.00526030436018476
10039	-3.0893450637842e-4
1003	0
10040	0
10042	-0.00182796301095917
10043	0.0062432191226511
10045	0
10046	-0.00169592725777838
10047	-6.6788673933152e-4
10048	0
10049	-0.0011631853299633
1004	0
100505741	-0.00388867447781017
100505761	0.00623692728385308
100505879	0
100505933	0
100506144	0
100506469	0
100506504	0
100506571	0
100506581	-3.7684899467341e-4
100506963	7.2913182213677e-4
100507331	0.00528625118665652
100507436	-0.02790986097645298
100507605	0
10050	0
10051	-0.00600669568266894
10052	0
10053	0.00212361288833264
10054	-4.1965641094485e-4
10055	0
10057	0
10058	0.00134354791764522
10059	0
1005	7.9112628554379e-4
10060	0
10061	0
10062	0
10066	0
10067	0
10069	-0.00338429109644829
1006	0
10072	3.7858452844542e-4
10073	-0.00352844716675458
10075	-0.0029577694567116
10076	-0.00479662087155447
10077	0.01164301468182934
10078	0.0013934958101391
10079	-0.00207394112803168
1007	0
10083	0
10084	0
10085	0
10086	3.9717377352887e-4
10087	0
10089	0
1008	-0.00817137988102964
10090	-0.00349767767170666
10092	0
10093	0.00946267994022639
10095	0.0175522832099052
10096	0
10097	0
10098	0
10099	0.00127172104100222
1009	-0.00455666634193473
100	-0.00293382646823158
10100	-0.00474526084675485
10101	-0.00123906965747396
10102	0
10103	0
10105	0
10106	0
10107	-0.00446077188594635
10109	0
1010	0
10110	0
10111	-0.00670381726386651
10112	-2.282817163886e-4
10113	0
10114	0
10116	1.1449971370396e-4
10120	0.00520680975596798
10121	0
10123	0
10125	0
10126	0
10127	0
10128	-0.00826950640994901
10129	-0.01034543154006838
1012	-0.00411452341739225
10130	-0.0014213303227937
10131	0.00315319933709651
10133	0.01055233666408492
10134	0.00530706430772194
10135	0
10136	0.01424007448516573
10137	-0.01038763037984712
10138	0
10139	1.0347559778078e-4
1013	0
10140	-0.01563675802284505
10141	0
10142	-0.00514010864188858
10144	-8.3957662246064e-4
10146	0
10147	0
10148	-0.00412522984318621
10149	0.00534931681046023
1014	0.0072477292552907
10150	0
10152	0.0028788089289856
10153	0
10154	-0.00389051612072659
10155	0
10157	0
10158	0
10159	0
1015	0
10160	0
10161	-0.00616752921639663
10162	0
10163	0
10164	0.00695592189416305
10165	0
10166	0
10168	0
1016	0
10170	0.0102441984580236
10171	0.01941455379864878
10174	0
10175	0
10178	0.00728385993786681
10179	-0.00406109690515373
1017	0
10180	0
10181	8.4192132930357e-4
10184	0
10186	-0.01033647410847437
10188	0
10190	0
10193	0
10195	0
10196	0.00749275106745648
10197	0
10198	0.00871588921274195
10199	0
1019	0
101	0
10200	-0.00983646694500252
10201	0
10202	0
10203	0
10205	0
10206	0.00444146074630368
10207	0
10208	0
10209	0
1020	0
10210	0.0083967477169842
10211	9.6223517611998e-4
10212	-0.00779792705524913
10213	0
10214	0
10215	-0.00456779843346607
10216	-0.00410811844576949
10217	0
10218	-0.00999457410375207
10219	-0.00485501653269326
1021	0
10220	0
10221	0
10223	0.01138707087734762
10225	-0.00462147804519626
10226	0
10227	2.262450794138e-4
10228	0.00600230300758619
10229	0
1022	-8.0698771186253e-4
10230	0
10231	-0.00787432948166111
10232	0
10233	0.00568307464566727
10234	0
10235	0.00314477819328999
10236	0
10237	0
10238	-1.1032612011257e-4
10240	0
10241	0
10242	0
10243	0
10244	0
10245	0.00838577689060275
10246	0
10247	0
10248	0
10249	0
10250	-0.01074113271517284
10252	0
10253	0.00727142765773628
10254	0
10255	0
10256	0
10257	0
1025	6.1456366337507e-4
10260	9.8194938626733e-4
10261	0.02025913692846588
10262	0
10263	0
10265	0
10266	0
10267	0.01441044769003566
10268	0
10269	0
1026	5.5813560745915e-4
10270	0
10272	0
10273	0.00160807737614279
10274	0
10276	-0.00339511639648422
10277	0
10278	0
10279	0
1027	0.0013590198100261
10280	0.00331451449487871
10281	0.00198322184834958
10282	-0.01234897345852607
10284	0.00430541104419109
10285	0
10286	0
10287	0
10288	0
10289	0
1028	-0.00186400325154321
10290	0
10291	0
10293	0
10294	0
10295	0
10296	0
10297	0
10298	0
10299	0
1029	0
102	0
10300	0
10301	-0.00698666091131099
10302	-0.00510573240746633
10307	-6.3902456777841e-4
10308	0
10309	0
1030	0
10311	0
10312	-0.0045298234336198
10313	0.00998847490517988
10314	0
10316	-2.9836399480382e-4
10317	0
10318	0
10319	0
1031	0
