gene	female_infant_2
10907	0
10908	0
10911	0.01500320368804999
10912	0.00414323391547555
10913	0.00889227482542164
10914	0.00274365989186613
10915	0.00286432141256329
10916	-0.00383531137040215
10917	-0.00132306983904142
10919	0
10920	0
10921	0
10922	0
10923	0.00271952374862056
10924	0.01468678344966219
10926	0.00536075245978747
10927	0.00132344089107856
10928	0
10929	0
10930	0
10935	-0.00235099783220986
10936	0.00697172787560476
10938	0
10939	0
10940	0
10942	0
10943	0
10944	0
10945	-8.1247581547596e-4
10946	0
10947	0
10948	0
10949	0
10950	0
10952	0
10953	0
10954	0
10955	-0.00950290173100306
10956	0
10957	-0.00419353675677725
10959	0
10960	0
10961	0
10962	0.00482036564739959
10963	0.00959876151696311
10964	-0.03089411844129418
10966	0
10969	0
10970	-0.00563676110013159
10972	0
10973	0
10974	0
10975	0.00161646833765638
10978	0
10979	0
10980	0
10981	0
10982	0
10983	-0.00970295837848793
10985	0
10987	0
10988	0
10989	0
10990	-0.00144305722277469
10991	0.00361481397044904
10992	-0.00178421463211878
10993	0
10994	0
10998	0
109	-6.0678989788674e-4
10	0
11000	0.00250590728459214
11001	-0.0021030343962787
11004	0
11005	0
11006	0.02146705243923907
11007	0.00267224942909581
11009	0
11010	0
11011	0
11012	0
11013	0.01036386738283555
11014	-0.00130262943735538
11015	4.5068624591107e-4
11016	0
11017	0
11018	0
11019	-0.00793237485415053
1101	0
11020	0
11021	0
11022	0
11024	0
11025	0
11027	0.00541193057657036
1102	0.00200619978274835
11030	0
11031	-0.01108239746588904
11033	0.0041773213935291
11034	0.01241621592785045
11037	-0.00279142996603221
1103	3.6500143447738e-4
11040	0.00936502371151786
11041	0
11043	-0.01090914018354183
11044	0
11045	0
11046	-0.00335859694952109
11047	0
1104	0.0057545834010103
11051	0
11052	0
11054	0
11055	4.0797297092907e-4
11056	0.00688104505746793
11057	0
11059	-0.00767892418976103
1105	0.00285726555822298
11060	0
11061	0
11062	0
11063	0
11064	0
11065	0
11066	0
11067	0
11068	0
11069	0
11070	0
11072	0
11073	-0.00537018400187984
11074	0
11075	0
11076	0
11078	-9.6147026095267e-4
11079	0
1107	0
11080	0
11081	0
11082	0.00250855827955063
11083	0
11085	0
11086	0
1108	-3.4123800402386e-4
11092	0
11093	0
11094	0.00160280851255048
11095	0
11096	0
11097	0.00352391862635548
11098	0.00218762564827214
11099	0
1109	0
11100	-0.00499051226939194
11102	0
11103	-0.00578039451044649
11104	0
11107	0.00278608517237736
11108	-0.00465167395252025
11113	-0.00562378778612364
11116	-0.00807470849303954
11117	-0.00447194839334541
11118	0
11119	0
1111	0
11120	-6.5671426588588e-4
11122	0
11123	-0.00899986310731498
11124	-0.00588650945202126
11126	0
11127	-0.00699024500724917
11129	0
1112	0
11130	0.01909189641454738
11131	0
11132	0
11133	0
11135	0
11136	0
11137	-0.00104914255685011
11138	0
1113	0.00326918053816212
11140	0.00721047365780798
11142	0
11144	-3.6086539105689e-4
11145	0
11146	0.00325994122699485
11147	0
11148	0
1114	0
11151	3.0452912620823e-4
11152	0
11153	-0.00152833115156383
11154	0
11155	0
11156	0.01146247033676115
11157	0
11160	-0.00465226526986044
11161	-0.00347240923306446
11162	0.00385360992647962
11163	0.00925105257319492
11166	0
11167	-0.02044911185178443
11168	-0.00371262953971034
11169	-0.00107376277094789
1116	0.02655738686564868
11170	0
11171	0
11172	0
11174	0
11176	0
11177	-0.00364736363275196
11178	0
11179	0
1117	0.03016579357283685
11180	-0.00338296996295541
11181	0
11182	0.00966902357835998
11183	3.7843245110255e-4
11184	0
11186	0
11187	0
11188	0
11189	0
1118	-0.0039548657170178
11190	0
11193	0
11194	0
11196	0
11197	0
11198	0
11199	0
1119	8.2664306209579e-4
11201	0
11202	0
11211	-2.1787147728957e-4
11212	0
11213	0.01589224655144814
11214	0
11215	-0.00170359842357531
11216	-0.0063550354298843
11219	0
1121	0
11221	0
11222	0.00264715315308162
11223	0
11226	0
11228	0
1122	0.00620502625878849
11230	0
11231	0
11232	0
11234	2.3333589575057e-4
11235	0.0032216596222884
11236	0
11237	0
11238	0.00539050809816745
112399	0
1123	-0.01240684426029492
11240	0.00823884820184016
11243	0
11245	0
112464	0.00578709125692624
112479	0
11247	0
11248	0
1124	-0.00155021365780648
11250	0
11251	0
11252	0
11253	0
11254	0
11255	0
11258	0
11259	0
11260	0
112611	0
11261	0
11262	-0.00180997472953169
11264	0
11266	5.4924009712031e-4
11267	0
11273	0
11275	0.00713292438544199
11276	-0.00427147698762862
11277	0
11278	0
11279	0
11280	0
11281	0
11282	-0.00797396919993515
11283	0
11284	0
11285	0
112869	0
112950	-0.00142571079568638
1129	-0.00158176666630396
112	0
11309	0
1130	-0.00459687773632815
11311	-0.00364946078745711
11313	0
113146	0
11314	0
11315	-8.9234715045689e-4
11316	0
113177	0
113178	0
11317	0
11318	0
11319	-0.00180460261539223
11320	-0.00151055407002973
11321	0
11322	0
113251	0
11325	-0.00138900955905564
11326	0
11329	0.00217936600958203
1132	0
11330	-0.00812708001530342
11331	9.918374980714136e-5
11332	0
11333	0
11334	0
11335	0
11336	0
11337	-0.00265829705524815
11338	0
11339	0
1133	0
11340	0
113419	0
11341	-1.3187966700769e-4
11342	-0.00794260358477008
11343	-0.00978101919303454
11344	0
11345	-0.00400225594873774
11346	9.5918958291457e-4
1134	0
1135	0
1136	0
113791	0
1137	0
113835	0
113878	0
1138	0
113	0.00783918259289209
114034	0
114044	0
114049	0
114088	0
1140	0
114112	0.00352500813067433
1141	0
1142	0
114327	0
1143	0
1144	0.00326102576290247
114548	-0.01386802448657471
1145	0
114625	-0.00723559290239639
1146	0.00129075709675651
114791	0
1147	0.00311873648594652
114819	0
114876	-0.00562430653082706
114881	0
114882	0
114883	-0.01237602346742372
114884	0
114885	0
114897	0
114899	0
114908	0.00212134491345163
114932	0
1149	0
114	0
115123	0
115201	-5.67567373503e-4
115207	-0.0026872444807912
115290	0
1152	0
115353	-0.00443676082380628
1153	0
1154	0.00554407552309146
1155	0
115703	0
115708	0
115817	0
1158	-0.00364301132144914
115939	0
115	0
116039	0
1160	0
116138	0
1161	0
116285	0
116372	0
116496	-0.00350234589933048
1164	0.02751567820423269
116828	0
116832	0.00112362395925082
116984	0
116985	0
116986	0
116987	-0.0016602680956945301
116	0
117178	0
117246	0
1173	0
1174	0
1175	0
1178	-0.00371118153738816
1179	0
117	0
1180	0
1181	0.00133703027339495
1182	0
1183	0
1184	0
1185	0
1186	0
1188	2.9960369623338e-4
118	0
1191	-0.02127271843071206
1192	0
1193	-0.00737253166826755
1195	0
1196	-2.427356046301e-4
1198	-2.878476570332e-4
119	0.00225410947209367
1200	-5.3743091282676e-4
1201	0.00102913335937705
1203	-0.00575832597923464
120526	-0.01260365501391458
1207	0
1208	0
1209	0
120	-0.00187411454184654
1211	0
1212	0
1213	0
1215	0
122616	0
1230	0.00280949620023003
1232	0
1233	0
1234	0
1235	0
1236	0.01549184020797065
1237	0
123803	4.663353774523803e-5
123872	0
1238	0
123	0.01202300833998082
124044	0.00904902365350449
1240	0.0032470281688626
124152	-0.00313216084222805
1241	0
124222	0
1244	-3.8132862614105e-4
124565	0
124583	-0.00716046257545436
124	0
125893	0
1258	0
1259	0
125	-0.00560882195717466
1261	0
126208	0
126231	0
126298	0
126299	0.00419872790783033
126321	0
126353	0
126393	0
1263	0
1264	0
1265	-0.00475263507963399
1266	-8.0515304231355e-4
1267	0
1268	0
1269	0
126	0
1271	8.6693649753871e-4
1272	0
127534	0.00371350754376291
127544	-0.00331890299740068
127703	-0.00488427657094345
1277	-0.00232055552347352
127833	0
1278	-0.00450771980767849
1280	0
1281	-0.00646274917614
1282	0
1284	0
128553	-0.00881903120562792
1285	-0.00801239728337563
1286	-0.00806845452170488
1287	0
1288	0
1289	0.00772914625201896
128	0.00212039343959421
129025	0
129080	0
1290	-0.00354800138343633
1291	0
1292	0
1293	0
1294	0
1296	0
1297	0
1298	-0.00650294338901797
1299	0.00905219113466366
12	0
130074	0
1300	-0.00135079443606716
1301	0
1302	0
1305	0
1306	-0.00234942621982088
1307	0
1308	0
130916	0
130	0
1310	0
1311	0
1312	0
131408	-0.00176353280904104
1314	-0.00237455913976472
131544	0
131566	0
131578	0
1315	0
131601	-0.00472278593838699
1316	-0.00282196300129208
1317	0
1318	0.00590869171522212
131	-0.00199181573542904
1326	0.01220267277227767
1327	0
1329	-3.2045728373383e-4
132	-6.5324035860856e-4
133619	0
1339	0
133	0.00201251223734445
1340	-0.00381570679826933
1345	0.02609409311816396
1346	-0.00309746963612094
1347	0.00210191202101823
1349	0.03526704134826382
134	0
1350	0.02690310182525468
135138	0
1351	0
1352	0
1353	0
1355	-0.00142027764439965
1356	0
1357	0
1358	0
135948	0
1359	-0.01765011730589596
1360	0
1361	0
1362	0
1363	-0.00346461421104699
1364	0
1365	0
1366	0
1368	0.00325649794206972
1369	0
136	0
1370	0
1371	0.00873373782373396
1373	0
1374	0
1376	-0.00315169302030866
137886	-0.00431018149019136
1378	0.00831164325448898
138046	0
138050	-0.00502001484805631
1380	0.02037313591292158
138151	1.4815670136554e-4
138162	0
1381	0
1382	0.0026153455028794
1384	0
1385	-0.00451901987116666
1386	0
1387	0.00175088689205138
1388	0
1389	-0.00367832168219782
139081	0
1390	-0.00900349217979241
1392	0
139322	0
1393	0
1394	0
139538	0
1395	0
1396	0.02651914051005134
1397	-0.0073567603768314
1398	0
1399	0
13	0
1400	0.00581383246913574
1401	0
140459	0.00112436003943907
140460	0
140461	-0.00417112377423146
140462	0
140465	0
140467	0
1404	0
140545	0
140578	0
140597	0
140609	0
1406	0
1407	0.01620045249508464
140801	0.0072287199321791
140803	0
140883	-0.00349756353578045
140885	-0.00102417584982799
140890	0
1408	0
140	-0.00115769559642545
1410	0
1411	-1.6624404122352585e-5
1412	0
1413	0
1414	0
1415	0.00967542762018252
1416	-0.00144706653039014
1417	0
1418	-3.562826896535e-4
1419	0
141	0
1420	0
1421	0
142684	0
1428	0
1429	-0.0134381147598988
142	0
1432	0
1434	0
1435	0
1436	0.00837864512882004
1437	0
1438	4.9596131394833e-4
1439	0
1440	0
1441	0.00646333546494064
1442	0
1443	0
144404	0
1444	0
1445	0
1446	-2.3887756301008e-4
1447	0
1448	0
1452	0
145389	0
1453	0
1454	0
1455	-0.00225940026182471
1456	0
1457	0
1459	0
146057	0
1460	0
146227	-0.00103216201979896
1462	0.01405598966358316
1463	0
1464	0
146542	0
146562	0
1465	-0.00134113748676485
146691	0
1466	0
146712	0
1468	0
1469	0
146	0
1470	0
147179	0
1471	0
1472	2.2669110261125e-4
147339	0
1473	4.8921159096755e-4
1474	0
1475	0.01266482363721258
147657	-0.00333770306388466
147694	0
1476	3.6848463966465e-4
1477	0
1478	0
147912	0
1479	-0.00773836947806757
147	0
148022	0
148066	0
148229	0
1482	0
1486	0
148753	0
1487	0
1488	0.01227489246746081
1489	0
148	0
1490	0.02113000142695074
149111	-0.00186446435699893
1491	-0.00461394069307592
1493	-0.00538203355486402
1495	0.00320183235037409
149603	-0.00385640018843488
1496	0
1497	0
149986	0
1499	0.00124883423129286
14	0
150160	0
1501	0
1503	0
1506	0
150726	0
1508	0
150967	0
1509	0
150	-9.5485706553144e-4
151011	0
151050	0
1510	0
1511	0.00941525250037177
1512	-0.00861567883514302
1513	-0.00927430141289367
1514	0.00588011979713328
1515	0
151987	-0.01109778401532684
1519	0
151	0.0037400690317537
152006	0.00515029008956901
1520	0
152185	0
1521	-0.00989417151470872
1522	0.00726648625844761
1523	0
1524	0.02068560524670615
152559	0
1525	0
1528	0
152	8.8673044029959e-4
1534	-0.00949420770689343
1535	0
1536	0.00631208251839802
1537	0
1538	0
1539	0
153	0.00633406520046719
1540	0
1543	0
1544	0
1545	-0.00171672975007975
154661	-6.3146156438649e-4
154796	9.0850784955413e-4
154881	0
1548	0
1549	-0.00835246177156372
154	0.00112404764186167
155066	0
1551	0
1553	-2.7006265542183e-4
155400	0
1555	0
1556	6.0781737846679e-4
1557	0
1558	0
1559	0
155	0
1562	0
156	0
1571	0
1573	0
157567	0
157627	0
157680	0
1576	6.1613894482169e-4
1577	0
157869	0
157922	0
1579	0
157	0.01186441667313879
1580	0
1581	0
1583	7.084877041141802e-5
158427	0
158471	-0.02477120494207281
1584	0
158586	0.00103109172602046
1585	-0.01244476832056919
1586	0
158747	-0.00308804154826691
1587	0
1588	0.00204741895680578
1589	0.00671283652933451
158	0
159162	0
1591	0
1592	0
1593	0.00569328229808168
1594	0
1595	0.01370018778336729
159963	0
159	-0.0014172685578799
15	0
1600	-7.7968257515263e-4
1601	-1.6361242895238e-4
1602	0.00183030030825182
160313	0
1603	0
1604	0.00142307426293164
160518	0
1605	0
1606	0
1607	0
1608	-0.00492791229919483
1609	2.8413336147526e-4
1610	0.00110916825872947
1611	0
161291	0
1612	0
1613	8.0334152106051e-4
1615	0
1616	-0.00139258027197552
1618	0
161	0
1620	-0.00245545753256745
1621	5.0783350296415e-4
1622	0.01281430363183804
162427	0
1627	0.00260816623958119
1628	-7.5390732771236e-4
1629	0
162	0
1630	0
163131	0
1632	0
1633	0
163486	-0.00367038167838328
1634	0
163590	0
1635	0
1636	-5.2471390638145e-4
1638	7.2642249954869e-4
1639	0
163	0
1641	0
1642	0
1643	-0.00516065029978533
1644	0
1645	-0.01093911933019287
164656	0
1646	0.01135497598600293
1647	-0.00453956366665109
1649	-0.00612552228206639
164	0
1650	0
1652	0
1653	0
1654	0
1655	0
1656	0
1657	0.00626279168605133
1659	0
165	0.01499540797159979
1660	0.0082084912966522
1662	0
1663	0
1665	0
166647	0.00122072002973439
1666	-0.00122518589939911
1669	0
166	0.00839782423897417
1670	0
1671	0
167227	0
1672	0
1674	0
1675	-0.01632150968752472
1676	0
1677	-0.00436688293847349
1678	-9.3965816943039e-4
167	0
168544	0
1687	0.00927744026391587
1690	0
169522	0
169611	0
16	0
170679	0.00233978135854226
170680	0
171017	0
171023	0
171220	0
171392	0.00109472647262502
171546	0
171558	-1.4132611551729196e-5
171586	0
1716	-5.4133215137364e-4
1717	-0.00120378761140616
1718	0.00206042844565678
1723	0
1725	0
1727	-0.00263557996723545
1728	0
1729	0
1730	0
1733	0
1734	0
1735	0
1736	-0.00465943943620547
1737	0
1738	0
1739	0
173	0
1740	0
1741	0
1742	0
1743	0.01037979401102371
1746	0
1748	0
1749	0
174	0
1750	0
1755	7.8433317404788e-4
1756	0
1757	0
1758	0
1759	-0.00520097126426772
175	-0.01601109955391137
1760	0
1761	0
1762	0
1763	0
1768	0
176	0
1770	0
1773	0
1774	0
1775	0
1776	-3.3759195680233e-4
1777	0.00111358070196633
1778	0
177	0
1780	0
1783	0
1785	0
1786	0
1787	0
1788	0.00273252486527036
1789	0.00147710894575554
178	-0.00734805625743908
1791	0
1793	0
1794	-0.00301068076099773
1795	-0.00222052709148121
1796	0
1797	0
1798	0
1800	0.00624902249549459
1802	0
1803	0
1804	0
1805	0
1806	0
1807	0
1808	0.02779614477309796
1809	0
1810	0
1811	0
1812	0
1813	0
1814	0
1815	0
1816	0
1819	0
181	1.698520614672e-4
1820	0.00599886746326816
1821	5.007966748035834e-6
1822	6.5138629209682e-4
1823	-0.01434060795081368
1824	0.0413524972544642
1825	0.00367567937509792
1826	-4.667793976278898e-5
1827	0
1828	0
1829	0
182	0
1830	0
1831	0
1832	0
1833	-6.0667290730868e-4
1834	0
1836	-0.00236717278173326
1837	0
1838	0
1839	0.00974146109366629
183	0.00205228396712142
1841	0.00139597842377156
1842	0
1843	-0.01443206453200314
1844	-0.01068271907556347
1845	-0.0036642186658725
1846	-0.00805421563924256
1847	-0.00626975802774872
1848	0.00303098397791369
1849	0
1850	0
1852	0
1854	0.00492875657948649
1855	0
1856	0
1857	0
1859	0
185	0
1861	0
1869	0
186	0
1870	0.00611465047437471
1871	0
1874	0
1875	0.01020110216141901
1877	0
187	0
1880	0.00400000696599809
1889	-0.00160592699050006
1890	0
1891	-5.9128782475874e-4
1892	0
