gene	female_young_adult_3
10000	0
10001	-0.00200884941462983
10002	0.00118345642972072
10003	-0.01773134706759864
100048912	0.00100347032331856
10004	-0.00343819871035648
10005	0.01133959403358473
10006	5.922100762195411e-10
10007	0.00726225599056263
10009	-8.8230440207453e-4
1000	-0.0017962275515559
10010	0
100126791	3.5181131721890746e-11
100128124	-0.0043791304506495
100128640	-0.01440021446678523
100129128	0.0128425423301434
100129250	0.00993275990864228
100129271	-1.056937356088e-4
100129361	-9.8755630417721e-4
100129482	-0.0070953630298616
100130331	0
100130449	0.00730413738242657
100132341	5.767436605542937e-10
100132476	0.00422395477104853
100134713	0
100137047	3.5243003434946835e-10
10013	0
10014	0
10015	3.7481995122005184e-10
10016	-2.5373404474255e-4
10017	0
100188893	-0.00324100655717447
10018	-0.02375898207507624
10019	-0.00193045272272995
1001	0.00212381267547867
10020	0
10021	0
10022	-0.01606764199266693
10023	0
10024	-2.613882087786e-4
10025	0.0037320985606667
10026	0.00375556884290279
100272147	2.6552088688527695e-11
100287932	2.613691287405375e-10
100288413	0.0224668559015938
100289678	-2.5690251483967e-4
100293516	0.02908505342338884
1002	-0.00436215940327907
100316904	-4.6582926965431e-4
10036	-0.00575440389295451
10038	-0.03129972207346101
10039	-0.03296803593574019
1003	0.0195084868818269
10040	-0.00518044284482102
10042	5.576095911100908e-10
10043	0
10045	-0.02889657435689407
10046	0
10047	0.00604719162087805
10048	8.009386579287014e-10
10049	-5.007638144222e-4
1004	0.00211932954667936
100505741	2.2946738989001125e-11
100505761	0.01498849626215487
100505879	0.00487578517140952
100505933	0.00114691476751051
100506144	0.00913763631768265
100506469	0
100506504	0.00172529283000039
100506571	0
100506581	0
100506963	0
100507331	0.01057896534698811
100507436	2.1607575879126943e-10
100507605	-4.0767029403081e-4
10050	0.00486833740354149
10051	-0.0032025466168118
10052	0
10053	3.3187678467612084e-11
10054	1.0226245186475239e-10
10055	-0.00760113199305285
10057	0.02684352434628285
10058	1.843972147980962e-11
10059	0.00270716682259333
1005	-0.00213479961997639
10060	6.4510126166774e-4
10061	0
10062	0
10066	0
10067	0
10069	0.00523450273847121
1006	0.00399152968551526
10072	0.00255342861318965
10073	-0.0100197234289683
10075	1.4861857200614495e-10
10076	-0.00637896476057673
10077	0.0060383715198256
10078	0.00518476734624817
10079	0.00400244899541297
1007	0.00455759207512802
10083	-0.00157303803256015
10084	-0.00336225185157197
10085	0.00692225025123667
10086	0
10087	-0.00619828848686348
10089	0
1008	-5.08232691844629e-5
10090	0.00765759252853522
10092	0.00114411998374595
10093	0.00298514615115454
10095	1.8345216844890294e-10
10096	0
10097	-0.01548783518717547
10098	0.0257756816669377
10099	-0.00651112942070184
1009	0.01825601625775204
100	0.0177593028457034
10100	-5.0915002494791e-4
10101	1.9807094962544312e-10
10102	1.723816465532388e-10
10103	0.01296935464856556
10105	0.01201297098581495
10106	-0.02250479289511997
10107	-0.00110165752149321
10109	6.57568005958312e-10
1010	0
10110	-0.02346209808745696
10111	0
10112	5.3951408863536e-4
10113	4.1081520567088647e-10
10114	0
10116	3.127310381619363e-10
10120	-0.00770173570062237
10121	7.367755451939324e-11
10123	0.00358940154630332
10125	-0.01813444215788896
10126	0.00911247412856558
10127	-0.00370911371846557
10128	0
10129	0.00453672154115789
1012	-0.00162266861556698
10130	1.7994896714761784e-10
10131	0.00378507129771288
10133	-0.01061050010904184
10134	0.00240771778724905
10135	-0.00891967307072857
10136	-5.5090725390109e-4
10137	1.8631533798832532e-10
10138	0.00675014930112032
10139	0.00776064887550785
1013	-0.00206396468298087
10140	0.03119335969316723
10141	0.01330754511219419
10142	0
10144	-0.04801338708947782
10146	-0.00199167166944298
10147	-0.00600941674528844
10148	0.00577437319335683
10149	-0.01812461588835735
1014	-0.01024102786138134
10150	-0.00131452903426145
10152	3.325719835077215e-10
10153	0.00601989008332874
10154	0.01578175189841137
10155	-0.01662948751404454
10157	-0.02074322332987047
10158	-0.0221345669091993
10159	7.102477258012e-4
1015	0
10160	0.01336501611453206
10161	0.0177256610950154
10162	-0.01711233534883291
10163	1.9737102944369795e-10
10164	0
10165	-0.01506336113562952
10166	-0.00697584989490612
10168	0
1016	0.00361323196159326
10170	-0.00650977197911093
10171	1.3723607897136358e-10
10174	0.00795511559097881
10175	0.02295536662413612
10178	-8.7929714608695e-4
10179	0
1017	0
10180	0.0052740998694247
10181	-0.00164663975278869
10184	0.0033190224890375
10186	-0.01131436531719
10188	0.00752777547352394
10190	2.6118643702943784e-10
