gene	male_adult_2
10000	0.00729791317802631
10001	0.00106281484910288
10002	0
10003	0.00492900742719753
100048912	0.0055084789031001
10004	-0.00549185249681977
10005	-0.00968687403223259
10006	0.00394449769863403
10007	0.02267778207124975
10009	0.01711574299250762
1000	0
10010	0
100126791	-0.00625183473007312
100128124	0
100128640	0.00663747793866603
100129128	-0.02579350159987481
100129250	0
100129271	0.00570989420084241
100129361	0.01161632142006576
100129482	-0.03593135212982765
100130331	0.00493719372490914
100130449	-0.00562810567567059
100132341	-0.00836706494503842
100132476	0.00233564486278378
100134713	-0.01012633950005078
100137047	0.0060546527696298
10013	0
10014	0.010578878873604
10015	-0.00455447948198324
10016	-0.00124870062921821
10017	-0.01149418591555774
100188893	-0.00420587101297185
10018	0
10019	-0.01505596142879556
1001	-5.8111979503676e-4
10020	-0.00739774829948975
10021	0
10022	0
10023	-0.01950074625262829
10024	0
10025	-0.01422684512407925
10026	0
100272147	0
100287932	0
100288413	0.00330531341200324
100289678	-0.00190271464381933
100293516	-0.02439509070799816
1002	0
100316904	0
10036	0.00939097913766627
10038	2.5799523501838668e-5
10039	-0.01169739520748225
1003	0.02643538099017984
10040	-0.01337586086268973
10042	0.01840015306288784
10043	0
10045	-0.00850873825773984
10046	0.00791891061013176
10047	-0.01158566290110903
10048	-0.00438539985800204
10049	5.2656305821844e-4
1004	0.00655061828071841
100505741	0.00465134645296344
100505761	-0.01897457406590456
100505879	0
100505933	0
100506144	0.01505426148121688
100506469	0
100506504	-0.00230584430092237
100506571	0.00107704969994851
100506581	-0.00381620062783626
100506963	-0.00672119426789113
100507331	-0.00918572622302473
100507436	-0.00410372414090916
100507605	0.00842215704149381
10050	-0.01166328573284234
10051	-0.01108068859627321
10052	0.00102106616520038
10053	0
10054	0
10055	0.00122022880713125
10057	0.00457715799507826
10058	-0.00933134667678868
10059	8.0532972091403e-4
1005	-0.00992144018536831
10060	0
10061	0
10062	0
10066	-0.01896508253755127
10067	0
10069	-7.0360730481382e-4
1006	0
10072	0.00662641410279394
10073	0
10075	0.00751659917367225
10076	0
10077	0
10078	0.00271809163145004
10079	-0.00175064390291195
1007	0
10083	-0.00826448245648057
10084	0
10085	-6.2668965627501e-4
10086	-0.0107534876534301
10087	0.00628905446115307
10089	-0.01528515031536971
1008	0.0082721700008344
10090	-0.01963494136601236
10092	0.01892778101345465
10093	-0.00206227916633661
10095	0.01006336767218266
10096	0.00114672781886558
10097	0.01514540945325128
10098	-0.0024129685758366
10099	0.00386308108024078
1009	0
100	0.01867502400990921
10100	0.01875568259178964
10101	-0.03461074872271198
10102	0.0015090695814329
10103	0.01507191602717957
10105	0.00558977801228588
10106	0.01380790188490477
10107	0.0039186920871605
10109	0
1010	0
10110	0
10111	0
10112	-7.6545298072765e-4
10113	-0.00553720098287744
10114	-0.0031807956894265
10116	0.00128920597603593
10120	-0.00416391414966465
10121	0.00688959589883195
10123	-0.02006543210616293
10125	0.00348803813431067
10126	0.00474162815616615
10127	-0.00731719547447696
10128	0
10129	0
1012	-0.01453084930075506
10130	0
10131	-0.00432976751736664
10133	-0.01187982768936213
10134	-0.00572554254707853
10135	-7.4083577716827e-4
10136	-0.00584199484355691
10137	-0.00534763478378038
10138	0.02454332608703134
10139	-0.01200730464770478
1013	0
10140	0.0113665079794452
10141	0
10142	0.01927143252621489
10144	0.01230130386595919
10146	-3.206352391392e-4
10147	0
10148	0.01950662962478179
10149	0.01520777938926358
1014	0
10150	0.0236911744456418
10152	0
10153	-0.0149213758466247
10154	0.01073466133371429
10155	-0.00507878534642887
10157	0.01891164472519508
10158	-0.06165660205361791
10159	0.00235722170629346
1015	0
10160	-0.01756430915559479
10161	-0.03744374215321684
10162	0
10163	0
10164	-0.00953732263892907
10165	-0.00485724340129377
10166	-0.01531506110050565
10168	0.0070801339758292
1016	0
10170	-0.01563481574861184
10171	0.01048658350221298
10174	-0.00215542356494477
10175	-5.7050320108995e-4
10178	-0.00187147515678892
10179	-7.9763916227474e-4
1017	0.01684154820425654
10180	-0.0036985066946031
10181	-0.00441319468671154
10184	4.3273323868313e-4
10186	-0.0189444548749635
10188	-7.558789885492776e-12
10190	0
10193	0.0059327213800572
10195	0
10196	0.00623849820550097
10197	0
10198	0.00285317730463251
10199	0.00920082335582873
1019	0.00793402079229905
101	9.6078645382426e-4
10200	-9.9501650723751e-4
10201	-0.00195213685770672
10202	-0.03005147271915185
10203	5.3985977384775e-4
10205	0
10206	-9.9360927330707e-4
10207	0
10208	-0.01398603746048858
10209	0
1020	-0.02738033645283571
10210	0.00321910016874084
10211	0.01097441402728459
10212	0.00450584140256329
10213	0.00469427171706411
10214	0.00890088589987705
10215	0
10216	-0.00220362385108346
10217	-0.01395497169832715
10218	-0.01938130696939873
10219	0.00857206608078266
1021	0
10220	0
10221	1.5221669138834887e-5
10223	0.01017457495729131
10225	0.02178076473227873
10226	-0.02450495850291966
10227	-0.01681105735189111
10228	0.00861368573101543
10229	0
1022	0.00926952864517021
10230	0
10231	-0.00176255941773126
10232	0.01153480565333679
10233	0
10234	-0.01878878176877254
10235	-0.01061751700388585
10236	-0.00109172446824362
10237	-0.00397452688380678
10238	-0.00657738592900986
10240	-0.00387388947016161
10241	0.00147190961599548
10242	-0.0086121562721807
10243	0
10244	0.00186198710061737
10245	0
10246	-0.00345748410417157
10247	0.00452129144904886
10248	0
10249	0
10250	0.01766337655522306
10252	-0.03482923969775804
10253	0
10254	0.00538067197875947
10255	-0.01680285481652535
10256	0.0318417424886616
10257	0
1025	2.9714042903938e-4
10260	0.00111384412222143
10261	0.00417776070952892
10262	0
10263	-0.01899714617272299
10265	0
10266	0
10267	0.01602895301724969
10268	-0.010817653113613
10269	0.00932899827760747
1026	0
10270	0.00955803561135443
