gene	male_young_child_3
10000	-0.00254767413821638
10001	0
10002	-0.00934018352828931
10003	-0.01070591722022888
100048912	0
10004	0.00170765399347979
10005	0
10006	-0.00906680899589659
10007	8.5488075431302e-4
10009	-0.00318122023529891
1000	0.00681556469578367
10010	-0.00368449466577447
100126791	-5.8618311366116e-4
100128124	0
100128640	0
100129128	1.8585132352662e-4
100129250	0.01002953401491064
100129271	6.5195499524839e-4
100129361	0
100129482	0
100130331	-0.00180772661321124
100130449	0
100132341	-0.01126768005087057
100132476	0
100134713	0.0041980268380941
100137047	0
10013	0
10014	-0.00143928161030658
10015	0.00252214807465765
10016	-0.01666679223002776
10017	-0.0036433787541834
100188893	0
10018	-0.00790261204007972
10019	0
1001	0
10020	0.02614502434404654
10021	0
10022	0.00633461014589182
10023	0
10024	-0.01374584984977414
10025	0.00207665623388469
10026	0.00394403604365647
100272147	0
100287932	-0.00247522698679176
100288413	0
100289678	-5.4005354241418e-4
100293516	-0.01481973038952569
1002	0.01188234232679458
100316904	0
10036	0
10038	-0.00669711585282244
10039	0
1003	0.00491678537845823
10040	0.00127582717240842
10042	0
10043	0.00176589571494572
10045	-5.2367608235433e-4
10046	-0.03631368125496882
10047	-0.00143942954994688
10048	-0.00134311160552432
10049	0.00400546094669948
1004	0
100505741	0.01662443581177589
100505761	4.547792459749601e-5
100505879	-0.00609380659289671
100505933	0
100506144	-0.00647653218709771
100506469	0.00349534694025695
100506504	0
100506571	0.00947690219162227
100506581	0.00141944116777779
100506963	0.00139391638031977
100507331	0
100507436	0.00255262491000037
100507605	0
10050	-0.005969191931078
10051	-0.01270574736403793
10052	0
10053	0
10054	0
10055	0
10057	0.0010754355313716
10058	0
10059	0
1005	-0.0014603108061192
10060	-0.01027641364438731
10061	-3.4740108345505e-4
10062	0.00190899117406296
10066	0.00176170283271205
10067	0
10069	0
1006	0
10072	0.00222302842006426
10073	0
10075	-0.00307100387029967
10076	0.00329603118744004
10077	0.0070860637428383
10078	0
10079	0.02166607479947369
1007	-0.00906500265745439
10083	0
10084	0
10085	0
10086	0.00131761874909804
10087	0.00210330991398836
10089	-0.00798790133914495
1008	-0.00581278891339192
10090	0
10092	0
10093	0.00313859754018764
10095	0.00478312498175452
10096	6.9611623368166e-4
10097	0
10098	0.00269649149212428
10099	0.0228123129580158
1009	0
100	9.44839748816e-4
10100	0.02960573747227122
10101	-0.00936000748640648
10102	-3.212090882022e-4
10103	0
10105	-0.02701789495528913
10106	-0.01587105434879376
10107	0
10109	0
1010	-0.00202402926759522
10110	-0.01031430446294079
10111	0.01845797138186085
10112	-0.01493723118085949
10113	0
10114	-0.0055641102371897
10116	0
10120	0
10121	0
10123	0
10125	-0.00486751152111695
10126	-0.00579850040630239
10127	8.1533227292536e-4
10128	0
10129	0.00452379621226637
1012	-0.0075834121074659
10130	0
10131	0
10133	0.02000460928713746
10134	-0.00580784029829821
10135	0.01163621565640135
10136	-0.00583742479830124
10137	0
10138	-0.00481691136393102
10139	0
1013	0
10140	-0.0169006966498013
10141	0.0063672216291734704
10142	0
10144	-0.01569583596685452
10146	-0.00304542563791587
10147	0
10148	0.02321503535035881
10149	-0.01174105873632489
1014	0
10150	-0.00726735350268789
10152	0.00231847983413185
10153	0
10154	0.02098996670083439
10155	0.01227440141775272
10157	0
10158	0.0104026363304198
10159	0
1015	0
10160	0
10161	0.02697618867302689
10162	0.01213133828763714
10163	-0.00753656026615465
10164	8.155698890782e-4
10165	0.00139144712394326
10166	-0.0068825042510957
10168	0
1016	0
10170	0
10171	-0.00220501515235095
10174	0
10175	-0.00392893412718102
10178	-0.01531708967213165
10179	-0.00204287282993559
1017	-0.00015546364979351001
10180	0
10181	-7.1566773474941e-4
10184	-0.00359936701546064
10186	-0.05613595639974571
10188	-0.00815982702589559
10190	0
10193	0
10195	-0.00287482633585346
10196	0
10197	0
10198	0.00263873937448973
10199	-0.00106324078217915
1019	1.004173830707222e-5
101	0
10200	0
10201	0
10202	-0.00811619120642347
10203	0
10205	-0.00645843228196174
10206	4.8363846000138e-4
10207	0
10208	-0.01201603323083782
10209	0
1020	0.00292309835228062
10210	9.1483689769092e-4
10211	0.0138716240887113
10212	1.7166624812669e-4
10213	-0.00617738767196871
10214	-0.00309397630261297
10215	0.00118325452594569
10216	0
10217	0
10218	0
10219	-0.0324368723816967
1021	-2.7712941515979e-4
10220	-0.01221177217443791
10221	3.1918557191808e-4
10223	0.02297883719736717
10225	-0.00793251603567823
10226	0
10227	-0.00412733317114186
10228	0
10229	-0.00176162768137958
1022	0.01259715379374767
10230	0
10231	-0.01909014529498339
10232	0
10233	0.0101668081191016
10234	0
10235	0.01769502811841078
10236	-0.00219943971734282
10237	0
10238	6.4807464434944e-4
10240	-0.01403639375191349
10241	0
10242	-0.00792467232725095
10243	0
10244	0
10245	-0.01396271100459981
10246	0
10247	0.01093426581219106
10248	0
10249	0
10250	0
10252	0.00411159440119073
10253	0.05301673584677214
10254	0
10255	-0.01945269950777004
10256	0.00491495932325248
10257	-0.00379237072685367
1025	-0.00822540806147041
10260	-0.01533783908810498
10261	0
10262	0
10263	0.02109599332480645
10265	0
10266	0.01272123448521105
10267	-3.462799476453e-4
10268	0
10269	0.0052744211477863
1026	-0.01483140015850471
10270	-5.9130905723895e-4
10272	0
10273	0
10274	0.0014767723132503
10276	0.01165698220473189
10277	0
10278	0.00121075945234781
10279	-0.01690104098397475
1027	0
10280	-0.00604663439862566
10281	-0.00567134623441993
10282	0
10284	0
10285	-0.00687970941643805
10286	-0.00845973979283882
10287	0.00614700307681028
10288	0.00149897805745784
10289	-0.00509169306511202
1028	-0.03125748520340643
10290	0.00953968584754481
10291	-0.00293820969370096
10293	0
10294	0
10295	0
10296	0
10297	0.00390641906673547
10298	0.00813614851877006
10299	0.00474741491733405
1029	0
102	3.6408387121277e-4
10300	0
10301	0.00110509062013963
10302	0.0057092356046862
10307	0
10308	-0.00985360788336757
10309	0
1030	0.00508086446208119
10311	0
10312	0
10313	0
10314	0
10316	-6.6056526349008e-4
10317	0
10318	0
10319	0
1031	0
10320	0.00567468616038311
10321	-0.06311765235822792
10322	0.0072614699670544
10324	-8.033033618793856e-5
10325	-0.00102663893330889
10327	0.0011415730963206
10328	-0.00588096134853418
10329	0.00162368828942649
1032	0
10330	-0.00395429359724456
10331	0
10332	0
10333	-0.02642943661248029
10336	-8.2527967087694e-4
1033	1.2884645650438e-4
10342	0
10343	0.01283529963395547
10346	-0.00962121719622744
10347	-0.01125521902222768
10351	0
10352	0
10360	0.01094313662507445
10362	0
10363	0.00675179794874642
10365	-0.02752023082142828
10367	0.0126881396014074
10368	0
10369	0.00306220079714305
1036	-0.00356538669324627
10370	0.00130534496288557
10371	-0.00289486474058639
10376	0
10379	0
10381	0
10382	0
10383	-0.0226657493930194
10384	0
10385	0
10388	0
10389	-0.01225704185842279
1038	0.00450987277701308
10390	-0.01516715774301007
103910	-0.02160132234841907
10391	-0.05023393760461694
10392	0
10393	0
10394	0.00196152199095241
10395	0
10396	0
10397	0
10398	-0.03742586284177026
10399	0
1039	0
103	0.0018754419172404
10400	-6.6160349248613e-4
10401	-0.00101776450570205
10402	0.00238743913079675
10403	0.00113924686195576
10404	-0.00323595048800065
10406	-0.00299233123419953
10407	-0.03221108067440993
10408	0
10409	0.01915777690104973
1040	-0.00126864445355602
10411	-0.00829286622538211
10413	0
10417	0.01257456194088681
10418	0
10419	0
1041	0.00175632813339774
10420	-0.00634198333186203
10421	0
10422	0
10423	0
10424	-0.00152831201322698
10425	0
10426	-0.00144741261105123
10427	-0.00119101853214016
10428	0
10430	0
10432	-0.01609337148050705
10434	0.00459310671692699
10435	0
10436	0
10437	0.00425184376824773
10438	-0.02483891182029747
10439	-0.00270612658653614
1043	-0.00642908169921912
10440	-0.00712783604987317
10443	-0.00920850027599568
10444	-0.00785123130721071
10445	0
10446	4.425465334967349e-5
10449	-0.00715579495453859
1044	0.00650931900472127
10450	0
10451	-0.00880495885195418
10454	-0.00494283347246154
10455	-0.00840124521440803
10456	0
10457	-0.04803343682348749
10458	0
1045	0
10460	0
10461	0.01341578602228628
10462	0.01676078715840227
10463	0.00984707120589675
10464	-0.0012224278468051
10465	0.00105864785916332
10466	-0.00455234905869785
10467	-0.00480148710277181
10468	3.183806432471e-4
10469	0
1046	0.00841747828305255
10471	0
10472	7.2801642023809e-4
10473	0
10474	0
10475	0
10478	0
10479	0.0045414024879446
1047	0.01077524392473581
10480	0
10481	0
10482	0
10483	0
10484	-0.0010849111861509
10485	0
10486	0
10487	4.3933070716479e-4
10488	0.00571360123552752
10489	0.01114470667503119
1048	0.00259471624527559
10490	-0.0034440801377132
10491	0.00492514556947012
10492	-0.00172475312737381
10493	0
10494	0.0281221550879094
10495	0.00927091497521457
10497	0
10498	0.0155566852136253
10499	0.00675986329471854
104	-0.00587969518787826
10500	-0.00898618634566957
10501	0
10505	0
10507	-7.3976365925591e-4
1050	0
10512	0
10513	0
10514	0
10516	0.00103335816024011
10518	0.00467238531904752
10519	-0.00459024791248264
