gene	female_middle_adult_1
10000	0
10001	0.01810314797156474
10002	-0.00370239442335688
10003	0.00621504068754708
100048912	0
10004	0.00708547367162384
10005	-0.00624963664926534
10006	0
10007	-0.019227323779414
10009	-0.00437576768900235
1000	0.0102027740393684
10010	0
100126791	-0.00459702049004051
100128124	0.00906648057613377
100128640	-0.01229264462985558
100129128	0
100129250	0.00362442523759827
100129271	0.00725724783979741
100129361	0
100129482	0.00196965675827166
100130331	-0.005511690530872
100130449	-0.00265336119173762
100132341	0.00901855420597588
100132476	-0.00526836397513442
100134713	0
100137047	-0.00176230135443382
10013	0.00410815858727918
10014	0
10015	-0.00964462806832614
10016	0.01097712272712581
10017	0
100188893	0
10018	0
10019	0.01434036441334647
1001	0.00603934440247375
10020	0
10021	0
10022	0.01434842628755495
10023	0.00440736482904664
10024	0.00232084172229492
10025	-0.0035572135505068
10026	-0.00835714734227368
100272147	0
100287932	0
100288413	-8.9715801937561e-4
100289678	0
100293516	-0.05831489705396454
1002	0
100316904	0
10036	0
10038	0.00913733102875809
10039	0.01813238628471861
1003	-0.00432663308874451
10040	-0.00874913102805718
10042	0.01142226170012787
10043	-0.00150281908747687
10045	0.03980804108932939
10046	-0.00541963206530299
10047	-0.01266798192729081
10048	0
10049	0.00432161371024516
1004	0.01335179214409277
100505741	0
100505761	1.5556841511965e-4
100505879	0
100505933	0
100506144	0
100506469	-0.00450045731670086
100506504	0.00227857718359675
100506571	-3.2487043140802e-4
100506581	0.01236323614958046
100506963	0
100507331	-0.00565331605578456
100507436	0
100507605	0.00401168663924126
10050	-3.5227707313781e-4
10051	0
10052	-0.00303337004479275
10053	0
10054	0.00402400245008549
10055	0
10057	0
10058	0
10059	0.00501508031230935
1005	0
10060	-0.00603458449224559
10061	0.00906789475408514
10062	-0.0216184394848017
10066	0
10067	0
10069	0
1006	0
10072	-0.00692143699630782
10073	0
10075	-8.1084003269273e-4
10076	0
10077	-0.00136779297201932
10078	-0.01084786058096264
10079	9.50581730791613e-5
1007	0
10083	-0.01487256701906109
10084	0
10085	-0.00887224570753325
10086	0.00875679666731908
10087	0
10089	0
1008	-0.00554489766776845
10090	0
10092	-0.00205960624027078
10093	-0.00314884587285914
10095	0
10096	0
10097	0
10098	-0.03092030899747485
10099	0
1009	-0.00900568824090614
100	-0.02855537167583551
10100	0.04393643675178752
10101	-0.02043879993457379
10102	-0.00249146902102886
10103	0
10105	0.00494186997020928
10106	0
10107	0
10109	0
1010	-0.00347131274898638
10110	-0.01603334064695758
10111	-0.00292259859276229
10112	0.00345325303139102
10113	0
10114	-0.01549072023735258
10116	0.00289706723651947
10120	0
10121	0
10123	-0.01611602094716855
10125	0.02046557620431087
10126	0
10127	0
10128	0
10129	-0.01011362531449012
1012	-7.794626522386783e-5
10130	0.03140016549993262
10131	-0.00738974100587279
10133	0.00955683468015923
10134	0
10135	-0.00962071357401552
10136	0.00381637936941244
10137	-0.00122764744140216
10138	-0.00483623700908668
10139	-0.00561314024038315
1013	0.00928138607144855
10140	0
10141	-0.00249427712502686
10142	0
10144	0.02352899860002531
10146	-0.00346428233893639
10147	-7.2207117139078e-4
10148	-0.01036786109234128
10149	0
1014	-0.01071240109860179
10150	0.0056016883784528
10152	0.00377037013223274
10153	-0.01213614776648669
10154	0
10155	0.00693969779774344
10157	0.00825394613729208
10158	0
10159	0.01142378982980613
1015	0
10160	-0.00547709191504224
10161	0.03701604110073778
10162	0.01078677545910808
10163	0
10164	0.01704983343554268
10165	0
10166	0.00430518203212213
10168	0.00553580603403551
1016	0
10170	0.02290472092948759
10171	0
10174	-0.00959337013047829
10175	-0.02650283739171916
10178	0.01611585696630106
10179	0
1017	0
10180	-0.0049792657397645
10181	8.5676555980908e-4
10184	0.01176663887676253
10186	0.00298652512123062
10188	-6.6915325445189e-4
10190	0
10193	0.01185727607287408
10195	-0.00769780198142363
10196	0.0069728095863962
10197	0
10198	0
10199	0
1019	-0.00348761980093952
101	0.00271153531556001
10200	0.02076234949834609
10201	0.00448449920931533
10202	-0.04974101830455514
10203	0
10205	0.01302752244832066
10206	3.2291588625813815e-5
10207	0.00371845296943527
10208	0
10209	0
1020	-0.00915689198688598
10210	0.00415147803476184
10211	9.7670966637637e-4
10212	0
