gene	male_infant_1
10000	0
10001	0
10002	0
10003	0
100048912	3.0216591112915563e-5
10004	-0.00315666747054667
10005	0
10006	0
10007	0
10009	0
1000	0
10010	0.00222782429013446
100126791	0
100128124	-0.00362598496551486
100128640	0
100129128	0
100129250	0.0021188609401189
100129271	0.00100780894414535
100129361	2.7783445401688e-4
100129482	-0.00106769196893176
100130331	0
100130449	0
100132341	0.00891441904830052
100132476	0
100134713	0
100137047	0.00442009856572019
10013	0
10014	0
10015	-0.0017620578039916001
10016	0
10017	0
100188893	4.2288783945444e-4
10018	0
10019	0
1001	0.0028155854600886
10020	-0.01669054189851306
10021	0
10022	-7.7564313218487e-4
10023	0.00982142623393141
10024	0
10025	0
10026	0
100272147	0
100287932	0
100288413	0
100289678	0
100293516	0
1002	0
100316904	0
10036	0
10038	-0.00176446709658476
10039	0
1003	0
10040	-0.00526408503268355
10042	0
10043	0
10045	-0.00564546899589283
10046	0.00220244446885494
10047	0
10048	0
10049	0
1004	0
100505741	0
100505761	0.00183547505654859
100505879	0
100505933	0
100506144	-0.00647605801605463
100506469	0
100506504	0
100506571	0
100506581	0.00645164616977715
100506963	0
100507331	0
100507436	-0.02055970663889774
100507605	0
10050	0
10051	0.01046298629961343
10052	-0.00117080983315752
10053	0
10054	0
10055	0.00219232499929098
10057	0
10058	0.01521950872621186
10059	0
1005	0
10060	0
10061	0
10062	-0.00156170475986742
10066	0
10067	0
10069	0
1006	0
10072	0
10073	-0.00273249164798662
10075	0
10076	0
10077	0
10078	0.00608957065028407
10079	-0.00723726159956661
1007	0
10083	0.00646155932012789
10084	0.00480452546006553
10085	0
10086	0
10087	-0.00268676784129903
10089	0
1008	0
10090	0
10092	0
10093	0
10095	0
10096	0
10097	0
10098	-0.01220152739389793
10099	0
1009	0
100	7.6427278348924e-4
10100	0
10101	0.00586665777872367
10102	0
10103	0
10105	2.9307489678079673e-5
10106	0
10107	0
10109	3.450804379978344e-5
1010	0
10110	0.00226975216685047
10111	0
10112	0.00111249138057738
10113	-0.00251634214813344
10114	0.00128357260111957
10116	0
10120	0
10121	0
10123	0
10125	7.0088483570407e-4
10126	0
10127	0
10128	0
10129	0
1012	-0.00118109553094723
10130	-0.00361656565433493
10131	0
10133	-0.01843205310988834
10134	0
10135	-0.00560649965136171
10136	0
10137	0
10138	0
10139	0
1013	0
10140	0.00700863914386609
10141	0
10142	-0.00334943495599815
10144	0.00125002800719669
10146	0
10147	0
10148	-0.01715573153479909
10149	-7.7379868871019e-4
1014	0
10150	0.00284720164390368
10152	0
10153	-0.0106508002926801
10154	0
10155	0.00960613650428819
10157	0
10158	-0.05164727073561036
10159	0
1015	-0.00437897896824982
10160	0
10161	0.0031391135517617
10162	0
10163	0.00352275253530979
10164	1.8001326549521e-4
10165	-0.00156117633524905
10166	0
10168	-0.00370949385403523
1016	0
10170	-0.01686199797105353
10171	0.0064355286721212
10174	0
10175	0.00946569348584487
10178	0.01062919293823552
10179	0.00901616520570822
1017	0
10180	0
10181	0
10184	0.00161317103990345
10186	0.00432066254849966
10188	0
10190	0
10193	0
10195	9.7159377851296e-4
10196	0
10197	0
10198	0
10199	-0.00859640642375219
1019	0
101	0
10200	0
10201	0
10202	0
10203	0.00213352894047878
10205	0
10206	0.00109988752135448
10207	-0.00364095681432095
10208	0
10209	0
1020	0
10210	0
10211	0
10212	0
10213	-0.0052838360615583
10214	0
10215	0
10216	0
10217	-8.6597212958583e-4
10218	0
10219	-0.00865099055027446
1021	0.01253354026464266
10220	1.7111012867367e-4
10221	-7.4157653322409e-4
10223	0.0200189091872546
10225	0.00560251666158744
10226	3.7323968870862e-4
10227	0
10228	0
10229	0
1022	0
10230	0
10231	-9.1988846672773e-4
10232	0
10233	0
10234	-0.00245136773919357
10235	0.00272920902306127
10236	0
10237	-2.3390251722062e-4
10238	0
10240	-0.00367804110685425
10241	0
