gene	male_middle_adult_1
10000	0.00131403912330728
10001	0.00188613764638355
10002	0
10003	-0.00170144820778921
100048912	-0.00257492718067245
10004	0.02249465810193764
10005	0.00469457670862567
10006	-0.00150843499346012
10007	-0.05133536546716153
10009	-3.1923612559062776e-11
1000	-0.01378051138879505
10010	3.1016932239066e-4
100126791	-0.0037097840636939
100128124	0.00733326193250533
100128640	-0.01816432796266248
100129128	0.02333741770381423
100129250	0
100129271	-0.00407111207944053
100129361	-0.00499109343102017
100129482	-0.00239553339533326
100130331	-0.00624917755650958
100130449	0.00113028900807039
100132341	0
100132476	-1.0113548633799e-4
100134713	-0.00805373921653363
100137047	-0.01130250690791676
10013	0
10014	0
10015	-0.00765160938960934
10016	0.01493990061357696
10017	0.00819938814605786
100188893	0.01005553829430139
10018	-0.01872450723055774
10019	0.01666410223953298
1001	0.01281297157163783
10020	0
10021	0
10022	-0.01117157512613672
10023	-0.00705019019407091
10024	2.0575885064433e-4
10025	0.00830736514289581
10026	-0.00838735575707823
100272147	-0.00374520316802103
100287932	0.01471629225689373
100288413	0.02450045669070219
100289678	0
100293516	0.05548379975068662
1002	0.01415477109527305
100316904	0.01002602773740144
10036	-0.00837838399490333
10038	0.00483118799912237
10039	0.03770293656018295
1003	-0.02949314697277739
10040	0.01631236121177231
10042	0
10043	-0.00887633487245506
10045	0.01365735948895959
10046	-0.01829150941683488
10047	0
10048	-0.00759833103061548
10049	-0.00575380431200193
1004	0
100505741	0.00167808221958584
100505761	-0.005253625285707
100505879	0
100505933	0
100506144	0.0037188236139513
100506469	0
100506504	0.00184180129624728
100506571	0.01234800508522583
100506581	0
100506963	-0.00101309870630378
100507331	0.0020193111587597
100507436	0.02449315731371599
100507605	0.00849684920722419
10050	0.00470728624506772
10051	-0.01128021477367848
10052	0
10053	0.00452176692676528
10054	-0.0107782228651156
10055	-0.00267860052202641
10057	-8.6531677191394e-4
10058	0
10059	0.00421960629284727
1005	-1.3422569076363848e-10
10060	-0.00243799568312835
10061	0
10062	0.00466230009233337
10066	-9.5769102757942e-4
10067	-0.01273829355958732
10069	0
1006	0
10072	-0.00728618724824698
10073	0.02731052263836119
10075	0
10076	-0.01050347547865263
10077	-0.01659209303398291
10078	-0.00151990829701711
10079	-0.05322619647628918
1007	0
10083	0.00165816331892007
10084	0.00291935536003716
10085	0.00132892463820684
10086	0.00627032462054522
10087	-0.0092567812166463
10089	0.00183920067500296
1008	0
10090	0.03328546298175258
10092	-0.01173107040230603
10093	-0.01631790773697023
10095	0.00782712483226007
10096	0
10097	0.00119186462625614
10098	0.01273170172963386
10099	0
1009	0
100	0.02622791067770031
10100	-0.07269142769581043
10101	0.04213682124487548
10102	0
10103	-0.00819319812055137
10105	0.01419437340158851
10106	-0.00912380981876299
10107	0
10109	6.0937500501731e-4
1010	-0.0017863507345509
10110	0.01009464060682398
10111	-0.00991888602142775
10112	-1.6786747643118e-4
10113	0.01022427666565484
10114	0.00771539960967981
10116	0
10120	0
10121	-9.5691168550765e-4
10123	0.01025504493433869
10125	0.01798197654604712
10126	0
10127	-0.0014665799175601
10128	-0.01976074910409967
10129	0.00294448858818091
1012	0.00326372753633811
10130	-1.826373125393261e-5
10131	1.7408970185092678e-11
10133	0.02276723311243987
10134	0.00387705478828696
10135	-0.0280435129188256
10136	-0.01514719657837215
10137	0
10138	-0.00152693983024967
10139	0.00585745481062533
1013	0
10140	0.00715823563872466
10141	-0.01475073549767656
10142	-0.00226901897602088
10144	0.00204222745803411
10146	3.7455063515747e-4
10147	0.00641750903240647
10148	-0.00360413651581393
10149	0.02239838121688257
1014	0
10150	-0.02134958223351867
10152	0.00275192580146497
10153	0
10154	0.02012633369266505
10155	0.01896964283844049
10157	-0.00852620275629193
10158	0.03768674595408378
10159	0
1015	8.91234726897423e-5
10160	0.02483272727557019
10161	0.0025420081888529
10162	-0.01480667039790717
10163	0.00808750503822729
10164	0.01492925665287936
10165	0.01369120527820814
10166	0.01356705624553682
10168	0.00450834525399091
1016	0
10170	-0.00832503805684326
10171	0.00617227177708354
10174	0
10175	0.00308528972568717
10178	0
10179	0.01586022486983136
1017	0
10180	-0.02202060615531025
10181	0
10184	0.00228568312805164
10186	-0.02163145115288627
10188	0
10190	0.00262339053317858
10193	0
10195	0.00525511436203166
