gene	female_older_adult_1
10000	0
10001	0.0024773805429741
10002	0
10003	0.01069295469704565
100048912	0
10004	0.00302349073290213
10005	-0.00887472463342288
10006	-0.00579653245605741
10007	0
10009	0
1000	-0.00361930556475262
10010	0.00267840005941922
100126791	0.0109577773211464
100128124	0
100128640	0
100129128	0
100129250	-0.00768610364598201
100129271	-0.00502720214629173
100129361	0
100129482	0.0096334711023938
100130331	0
100130449	0
100132341	-0.00401708485728778
100132476	0
100134713	0
100137047	0.00626840785435036
10013	0
10014	0
10015	0
10016	-0.00604004546060887
10017	0
100188893	0
10018	0
10019	-0.0082995770480897
1001	-0.01770755073011746
10020	0.01320455320000204
10021	0
10022	0
10023	-0.00371124551051931
10024	0
10025	2.7186885907208e-4
10026	0.0016127365411763
100272147	0
100287932	0
100288413	0
100289678	0
100293516	0.01221498144712403
1002	0
100316904	8.8278042736438e-4
10036	4.4751029920649e-4
10038	0.0171681258588722
10039	0.00309537596232591
1003	-8.8406129906825e-4
10040	0
10042	0
10043	0
10045	0.00681845800819022
10046	-0.01227690136462846
10047	0.0012402284631156
10048	0
10049	0
1004	-0.00392233776291154
100505741	-0.0027507897576488
100505761	-0.00273879292570513
100505879	0
100505933	0.00108794879751187
100506144	0
100506469	0
100506504	0
100506571	0.01263670281326506
100506581	-0.01363069532913149
100506963	0
100507331	0
100507436	-0.01193679118939082
100507605	0
10050	0
10051	-0.01371849149845886
10052	0
10053	-0.00596975846539836
10054	0
10055	0
10057	0
10058	-0.00310962388839577
10059	0
1005	-0.00922005077158041
10060	0.00405243994534996
10061	-8.2463439630807e-4
10062	0
10066	0.00474730808856733
10067	0
10069	0.00266523483043754
1006	-1.8121276211468e-4
10072	-0.00180069409383494
10073	0
10075	0
10076	0
10077	0
10078	5.0983766452941e-4
10079	0
1007	-7.2394822971002e-4
10083	2.7929331200674e-4
10084	0
10085	0
10086	0
10087	0
10089	0
1008	0
10090	-0.00993494174793154
10092	0
10093	-0.00731631390126092
10095	0
10096	0
10097	0.00129465724274829
10098	0.02551897664159462
10099	0
1009	-0.0010231155252343
100	0
10100	-0.00618878505897479
10101	-0.00839839332922642
10102	0
10103	-0.01696974881251417
10105	0.00644424451505763
10106	0
10107	-0.00302588660316559
10109	0
1010	0.00621592211132373
10110	0
10111	-0.00197444458748088
10112	-0.00833102005826352
10113	0
10114	0.00165157344167152
10116	-2.2576921490945e-4
10120	0
10121	0
10123	-0.00929099383618983
10125	-7.147757317673e-4
10126	-0.00508030175180855
10127	0
10128	-6.3148084663749e-4
10129	0.01027243167103871
1012	0
10130	-0.00375152233794171
10131	0
10133	0.01638036395544831
10134	0
10135	0
10136	0
10137	-0.00232701950682092
10138	0
10139	0
1013	0.00664050254455001
10140	-0.03511954874954141
10141	0
10142	0
10144	0.00748213494192829
10146	0
10147	0
10148	0
10149	-0.00560892018265593
1014	0.01149551095149063
10150	0.01000261065025365
10152	0
10153	0.00404238903798541
10154	-0.00929397648268352
10155	-0.00790072478873836
10157	0.0162363430458031
10158	0.07184349254125581
10159	-1.3778800410233e-4
1015	-0.0076668732536159
10160	0
10161	-0.00266106781245409
10162	0.00715352078864868
10163	0
10164	0
10165	0
10166	-0.0027441354774111
10168	0
1016	0
10170	-0.00481518827599971
10171	0
10174	8.0097853573168e-4
10175	-0.00135402195054211
10178	-0.00253682079742215
10179	-0.01980454719750973
1017	0
10180	0
10181	0
10184	-0.00799890385179927
10186	0
10188	0
10190	0
10193	0
10195	0
10196	-0.0153676900780683
10197	0
10198	0.00548795745053285
10199	0.00475787659293722
1019	0
101	0
10200	-0.00672582053441266
10201	-0.00638920374981484
10202	-0.00153013068840543
10203	0
10205	0
10206	0
10207	0
10208	0.00484595407443434
10209	0
1020	0.00374901060275838
10210	-0.0030916322727662
10211	0.00491964116764066
10212	0.00368639946207568
10213	0
10214	-0.0125813631977703
10215	0
10216	-0.00481491878314491
10217	0.00210658081659222
10218	0.00437232459670364
10219	0
1021	0
10220	0.00392418312474645
10221	-0.00350602838684305
10223	-0.00784039300717411
10225	-0.02849545600642304
10226	-0.0089366876449267
10227	-0.0018004708114231
10228	0
10229	-3.2765686384981e-4
1022	0.00298799050357044
10230	0
10231	0.0090174231243691
10232	0.00777863218609649
10233	-2.5409385366848e-4
10234	-0.00130101822316789
10235	-0.00966711269264331
10236	0
10237	0.00455943709093403
10238	0
10240	0
10241	0
10242	0
10243	0.01027419620783229
10244	0
10245	0
10246	-0.00312365395997012
10247	0
10248	0
10249	0
10250	-5.7969225208437e-4
10252	-0.01968910986090762
10253	-0.01594887547249334
10254	0
10255	0
10256	0
10257	0.02420416407059334
1025	0.00181751590950828
10260	-0.01314661105701393
10261	-0.00372273273423349
10262	-0.00350907091444868
10263	0.0014539403743252
10265	0
10266	-0.01181160265531281
10267	0
10268	0.00321262571072781
10269	-0.00304346589689429
1026	0.00963348549537868
10270	0
10272	0
10273	0
10274	0
10276	0.0082479663161973
10277	-0.00583101153446546
10278	0
10279	0
1027	0
10280	0
10281	0
10282	0.00258213444710944
10284	0
10285	-0.00198304937795079
10286	-0.00124758313476319
10287	-0.00808061217103634
10288	-0.01267695404040642
10289	0
1028	0.03500085163805992
10290	0
10291	0
10293	-0.01120729414722843
10294	0
10295	0.00137445942475807
10296	0
10297	0
10298	-0.01006828198081979
10299	-0.00223665859043902
1029	-7.5094577031223e-4
102	-0.00458391430703906
10300	0
10301	0
10302	-0.00166131591682584
10307	0.00486432218578184
10308	0.01360241213632289
10309	-0.00130151951449141
1030	-0.00525238909094409
10311	0.00636915726167831
10312	0.00886022273144206
10313	-0.00388398836601085
10314	0
10316	0
10317	0
10318	0
10319	-2.4511559745917e-4
1031	0
10320	0
10321	0.01165468013376567
10322	0
10324	0
10325	0.01131944632555307
10327	0
10328	-0.00725813899248083
10329	0
1032	0
10330	0.00655997037550794
10331	0
10332	-0.01802959811820845
10333	0.00662120246782942
10336	0.00746525412221878
1033	-0.01620430619777462
10342	0
10343	0.01014255153452385
10346	0.0034756057730676
10347	0
10351	-0.02762062968446669
10352	0.00750483564765563
10360	-0.0029807463603047
10362	-7.4203413074983e-4
10363	0
10365	-0.01350616989922393
10367	-0.0010370688945239
10368	0
10369	-8.0176537745734e-4
1036	-0.00334242059591217
10370	0
10371	-4.2535589185469e-4
10376	0
10379	0
10381	-0.02204415030879531
10382	-0.01128502078739363
10383	0
10384	0.01107076084302229
10385	0.00269591775892424
10388	-0.00718175868909847
10389	0
1038	0
10390	0
103910	-0.0160186475313698
10391	-0.00453663387647464
10392	-0.00871572193719203
10393	-0.0046788315645459
10394	-0.00492349834347081
10395	-0.00411253355088243
10396	0
10397	0
10398	0.01289403933034294
10399	0
1039	-0.00971812542071006
103	0
10400	-0.00390366482110417
10401	0
10402	0
10403	-0.01823891683024411
10404	-1.941603035060057e-5
