gene	female_adult_3
10000	0.00315477143684228
10001	-0.01290979862531094
10002	0
10003	0
100048912	0
10004	-0.0086057780725081
10005	0
10006	0
10007	0.00410807421506634
10009	0
1000	-0.00325906051340535
10010	0
100126791	-0.00334748768775823
100128124	0
100128640	-0.00173715429077495
100129128	-0.0177845751698167
100129250	0
100129271	-0.01357710623556772
100129361	0
100129482	0
100130331	0
100130449	0
100132341	0.00308958746401907
100132476	-0.0065706625852913
100134713	0.0038317256625474
100137047	5.2388149476367e-4
10013	9.0200089937384e-4
10014	0
10015	0.01319033930747472
10016	0
10017	-0.00148330486321189
100188893	-0.00770625046477999
10018	0
10019	0
1001	0.00653666656082087
10020	0.00360074723266827
10021	-0.00729373568705373
10022	0.00870833964870208
10023	0.00208704915216121
10024	0.00106236487426027
10025	0.00491015557813786
10026	-0.00664283525419677
100272147	0
100287932	0
100288413	-0.01604664846246744
100289678	0
100293516	-0.01269234192385525
1002	0.01215265481172535
100316904	0.02564311350098535
10036	0.00457020484710016
10038	0
10039	0
1003	-0.01295230965236917
10040	0.05211594429928495
10042	0
10043	2.5865841880772085e-6
10045	0
10046	0.00739288163855691
10047	0
10048	0
10049	0
1004	0
100505741	0.00319160580928331
100505761	-0.01513265720657425
100505879	0
100505933	0
100506144	0.00349800809747794
100506469	0
100506504	2.2038514048658e-5
100506571	-0.00242888008836518
100506581	0
100506963	-0.01255382840146825
100507331	-0.01483724963781896
100507436	0.04378812322666084
100507605	0
10050	0
10051	0.01046422457013438
10052	0
10053	0.00915773744469429
10054	0
10055	0.00717007570905642
10057	-0.01080488662744284
10058	6.6848300692072e-4
10059	-0.01113849844798616
1005	0
10060	0
10061	0
10062	5.4882919309459e-4
10066	-0.00312008418644589
10067	-0.00351883685103943
10069	-0.01206934536502636
1006	0
10072	-0.00281568157501401
10073	0
10075	5.1407498998266e-4
10076	0
10077	-0.00914246591183935
10078	-0.00143094802441036
10079	-0.02903616811615869
1007	0
10083	0
10084	0
10085	0
10086	-0.00368280922164643
10087	0
10089	0
1008	0.00537430500556141
10090	0.00252822601317991
10092	0
10093	-0.0126089503891641
10095	0.00755450573732653
10096	0.00192210305789955
10097	0.00591737192269129
10098	0
10099	-0.00785265952277157
1009	0
100	-3.447618953014717e-5
10100	-0.0264508099823304
10101	0.03059388969667122
10102	0
10103	-0.00773209784682615
10105	-0.00407140142245344
10106	2.7021588883811e-4
10107	0.00361290770810799
10109	0
1010	0
10110	0.00309182299211397
10111	0
10112	0.00631281089402791
10113	0
10114	0
10116	0
10120	0.00305376380826684
10121	0
10123	0.00470165273176184
10125	0.00599293413904327
10126	-0.00964474216786015
10127	-0.0012169617071754
10128	0.0019216925628076
10129	-0.0044740869337535
1012	0.03768732243757478
10130	-0.00139408303720466
10131	-0.00471205104849304
10133	-0.00220477898571616
10134	0
10135	0.00592588735785896
10136	-0.00459016941427498
10137	0.00661399484256365
10138	-0.00102324430300119
10139	0.0151491227942997
1013	0
10140	0.01434180921405077
10141	-0.00725066711472727
10142	-0.0013616495513962
10144	-0.00283792609233295
10146	0
10147	5.7294052743053554e-5
10148	0
10149	0.0118076089908936
1014	0.00866963993634949
10150	-0.0075667689249326
10152	0
10153	0
10154	0.01065537704227221
10155	0
10157	0
10158	-0.00327000122319122
10159	0
1015	0
10160	-0.02455977099994899
10161	-0.02469851889278933
10162	1.8748171357415e-4
10163	0.01458120251458038
10164	0.00340012819749334
10165	3.8644290697226e-4
10166	0
10168	0
1016	0
10170	-0.0037562181902076
10171	0
10174	0
10175	0.01001770522763666
10178	0
10179	0
1017	0.00492756857771539
10180	0
10181	0
10184	0.01374164207735174
10186	0.041975154784051
10188	0
10190	-0.00244004771243216
10193	0
10195	-0.0020413483887181
10196	-0.0020238973060190202
10197	-0.00141245509147981
10198	0
10199	-0.00341594869768904
1019	0
101	0
10200	0.0191767919349679
10201	0
10202	0.02940115623397247
10203	-0.0111871336220273
10205	-0.00192611729278258
10206	-7.2710926582938e-4
10207	0
10208	-0.01122056941856874
10209	-0.00585537505493947
1020	-0.00790576285392924
10210	0
10211	-0.01141965266074546
10212	0.0127954821592337
10213	-0.01145631891485103
10214	-0.00694264031568641
10215	0
10216	0
10217	0
10218	-0.01128381335679123
10219	0.02123250269861559
1021	0
10220	-0.00608958057873489
10221	0.02521364264799868
10223	-0.03647590778725494
10225	0.00260393675427972
10226	0.01512263738413826
10227	0.01237647324090145
10228	0
10229	0.00823254179583841
1022	0
10230	-0.01134035406820043
10231	0
10232	0.01245299377780708
10233	-0.00363363633685676
10234	-0.01031658051281852
10235	-0.0066416479443555
10236	0.01131050141181398
10237	0
10238	-0.0047445530944665
10240	-0.00107724372570765
10241	0
10242	0
10243	0.02865341460222279
10244	-0.0147883710586119
10245	-0.00688854578298506
10246	0.00209579118854968
10247	0.0054024360702941
10248	0
10249	0.00239586165650605
10250	0
10252	0.0193139990024966
10253	-0.00760899039051735
10254	0.00692482821163456
10255	-0.00764180804746924
10256	0.03590469329723747
10257	0.00637453068289306
1025	-5.9837483999207e-4
10260	0
10261	-0.01384063985316445
10262	0
10263	0
10265	0.00791616505143279
10266	0.01609694747982678
10267	-0.02268048129391509
10268	0.00544284502622417
10269	-0.00330135533932074
1026	0
10270	0
10272	0
10273	0.00322047552791785
10274	-0.00202200395241501
10276	0.02247635296494686
10277	-0.00576158926028428
10278	-0.00782751940958135
10279	0.01311310054582519
1027	0
10280	0.00527336760623883
10281	0.00171040429242883
10282	-0.00774298420594556
10284	0
10285	0
10286	0
10287	0.0043954657978195
10288	0.00915735892363995
10289	0
1028	-0.01325869612393434
10290	0
10291	0
10293	0.01166558079243056
10294	0
10295	0
10296	0.01240346125902492
10297	0
10298	0
10299	-0.0055035330057044
1029	0
102	0
10300	0
10301	0
10302	0.00238891468533088
10307	-0.02559383302705858
10308	0
10309	-0.02976290045027875
1030	0.00666285100418547
10311	-0.00229185603894603
10312	0.00501580532418821
10313	-0.00103539304541561
10314	0.00403497726419206
10316	0
10317	0
10318	0.02165809926365577
10319	0
1031	0.01964043997437478
10320	0.01673108462581842
10321	0.04336815832291269
10322	0.01206243541731551
10324	0
10325	0
10327	-0.00308882122541762
10328	-0.00697954126810185
10329	0
