gene	male_adolescent_1
10000	-0.01065419626109994
10001	0.00128892428942799
10002	-0.00202725192898268
10003	0
100048912	0
10004	0.00351314050549566
10005	0
10006	0
10007	0
10009	0
1000	0
10010	0
100126791	-3.141306400022e-4
100128124	0.00442472799743636
100128640	0.00495754114881984
100129128	0
100129250	-0.01077279592115642
100129271	0.02931055594756428
100129361	-0.0013172475334647
100129482	0.03597559309913584
100130331	-0.01057733835404226
100130449	0
100132341	-0.03121389756115121
100132476	0
100134713	-2.7686026921234e-4
100137047	0
10013	0
10014	0
10015	0
10016	3.4918862025015e-4
10017	0
100188893	-0.00182469978015775
10018	-0.00399745302660953
10019	1.98667227179e-4
1001	0
10020	0
10021	0.0030130834995244
10022	0
10023	-0.00400168251245254
10024	0.00713235958332259
10025	0
10026	-2.9663856865967e-4
100272147	0
100287932	0
100288413	-0.00671825635182984
100289678	0
100293516	0.02270173030341614
1002	0
100316904	0
10036	0
10038	-0.00992357606519295
10039	-0.00567275329397511
1003	0.0202902960033816
10040	-0.01748677363880766
10042	0
10043	0
10045	0
10046	0
10047	0.0025898152160672
10048	0
10049	-0.01112235163936465
1004	0
100505741	-0.01493893640825202
100505761	0.01021370785166598
100505879	0
100505933	0
100506144	0
100506469	0
100506504	0.01051704558369601
100506571	0
100506581	-0.00463639818461444
100506963	-0.0073069078418146
100507331	0
100507436	-0.03345973309078911
100507605	0
10050	-2.9021803231281e-4
10051	0
10052	-0.01274369487893321
10053	0
10054	0
10055	-0.00732433670160713
10057	0
10058	0
10059	0
1005	0.00370201502744925
10060	-3.2517533086106346e-5
10061	0
10062	0.00987954147533092
10066	0
10067	0
10069	-0.01113133321145962
1006	0.0040733359496814
10072	0.0111550789087619
10073	-0.00228434697875968
10075	0
10076	0
10077	6.1252185514884e-4
10078	-0.00617483725116602
10079	-6.5263840360208e-4
1007	-0.00440645449740472
10083	0
10084	0
10085	0
10086	0
10087	-0.00128555716163484
10089	-0.00360980302476368
1008	0
10090	-0.00735636399392377
10092	0
10093	0.00114409003117661
10095	0
10096	0
10097	-0.00785280619220704
10098	0.00131727538487336
10099	0
1009	0
100	-0.02203143674474358
10100	-0.00915402599436279
10101	-5.6230646000069e-4
10102	-0.00459141556579748
10103	-0.01620716133829925
10105	0
10106	0
10107	-0.01127079197823354
10109	-1.9503769158551e-4
1010	0
10110	-0.01148230134162804
10111	-0.00291750183820431
10112	-0.01475989896242065
10113	-0.01044675717678562
10114	-0.00549494826613545
10116	0
10120	-0.01870297663497652
10121	0
10123	0.0175591172398493
10125	0
10126	0.00969600997355328
10127	0.00521435850990892
10128	0
10129	0
1012	0
10130	0.00546436147088065
10131	0
10133	0
10134	-0.01770814438192696
10135	0.01920869516709803
10136	0.00179577964344308
10137	0.00487206159766987
10138	0
10139	0
1013	0
10140	0
10141	0.00294421775375602
10142	0
10144	0.00560264471115698
10146	-1.2976258302717e-4
10147	-0.01036776333992165
10148	0
10149	0.01557958833526208
1014	0
10150	0
10152	0
10153	0.01877993406586931
10154	0
10155	9.6137553279725e-4
10157	-0.01676420500735611
10158	-0.01840437708732982
10159	0.00898498498868629
1015	0
10160	-0.00269770593707945
10161	0.00530375472374766
10162	0
10163	-0.00184440152943817
10164	-0.01983725046676673
10165	-0.00910644717144522
10166	0
10168	0
1016	0
10170	-0.04075916209734698
10171	4.6896641481216e-4
10174	0
10175	0.00273785413971558
10178	-0.0172078950597482
10179	-0.01885977977158863
1017	-0.01539277388554268
10180	0.03416525831614987
10181	0
10184	0
10186	0.00163314643392704
10188	-0.00323158110733488
10190	0
10193	-0.00782431985804157
10195	0
10196	0.00305076128914711
10197	0
10198	0
10199	0
1019	0
101	0.01641051480789139
10200	0.00957987711449833
10201	0
10202	0
10203	0
10205	0.01027315466240524
10206	-0.01547398425959053
10207	0
10208	0
10209	0.00508960612291947
1020	1.4432501230159e-4
10210	0
10211	-0.00840292988227344
10212	-0.00874157340911206
10213	0
10214	0
10215	0.0073495567229329
10216	0
10217	0
10218	0
10219	-0.00552281631192626
1021	0
10220	0
10221	0.00206037752755637
10223	0
10225	0.01322663060852084
10226	0
10227	-0.01426455497457521
10228	-0.01791079695169131
10229	-0.00367649749373979
1022	0.00823116181501936
10230	-0.00442678307424321
10231	0
10232	0.01248280376781236
10233	0
10234	0
10235	0
10236	0
10237	0.00299752663236789
10238	-0.00251324792278724
10240	-9.6723944311966e-4
10241	0
10242	0
10243	0
10244	0.00535966489373833
10245	0
10246	0.00376015135504409
10247	0.00668807633171624
10248	0
10249	-0.00197127400043642
10250	0.01210867656448347
10252	0.02606839129501621
10253	-0.01896171477594329
10254	0
10255	-0.00216502956176903
10256	0.0108278758468436
10257	0
1025	0.01414093289285118
10260	0
10261	0.02924487424292435
10262	0
10263	0.02240915882077416
10265	0
10266	0.02242959057848222
10267	0
10268	0.02597013423732965
10269	0
1026	0.01020121703405034
10270	0
10272	0.00201587407657622
10273	0
10274	0
10276	-0.00698774573104668
10277	-0.00377230174879452
10278	-4.7147857771666e-4
10279	0.00521832149468604
1027	0
10280	-0.01736953635972775
10281	-0.01046905416723115
10282	0
10284	0.00282083878353596
10285	0
10286	-0.00403732026361676
10287	-0.01213266942971097
10288	-0.00847026459177593
10289	-9.274490875084e-4
1028	-0.03257657351634397
10290	-8.0261907695957e-4
10291	5.915486323144e-4
10293	0.0069528491731788
10294	-0.00215633613163438
10295	-0.00582016212264121
10296	0
10297	0
10298	0.01336934240263955
10299	0
1029	0
102	-0.00898305190981351
10300	-0.00323030735422974
10301	0
10302	0
10307	-0.00334529753688578
10308	0.01566293696491625
10309	0.01135535960243311
1030	-0.01178717468560898
10311	0
10312	-0.00745900441142272
10313	0
10314	0
10316	0
10317	0
10318	0.0029135796122169
10319	0
1031	0
10320	-0.00347786049999372
10321	-0.03612247303742126
10322	0
10324	0
10325	0
10327	0
10328	0
10329	0.01089956622232168
1032	0.00212556715304099
10330	0
10331	8.4851679438444e-4
10332	0
10333	-0.0146824712463838
10336	-0.00677560426460908
1033	0
10342	0
10343	0
10346	-0.01167038448440877
10347	0.00260937142695487
10351	0.00859372419075005
10352	0.0154352357665454
10360	0.00735843234315247
10362	0.013781134231349801
10363	-0.00990828571215893
10365	-0.0141852894004
10367	0.00833493537391412
10368	0
10369	-8.7108686561975e-4
1036	-0.03135510830303863
10370	0
10371	0
10376	0
10379	0
10381	0.02531621308821475
10382	0.00317989895236767
10383	0
10384	-0.00331000444681774
10385	0.0040925599528042304
10388	-0.00297733525891876
10389	-0.01145155842679934
1038	-0.0099957079514627
10390	0.00747016437122619
103910	-0.00157691301168338
10391	-0.00423074520453507
10392	0.00210719231355838
10393	0
10394	-0.02387622668611673
10395	0
10396	-0.0039465272592776
10397	0
10398	0.00376447021837775
10399	0.00632444290141618
1039	0
103	0.00162924690290045
10400	0
10401	0
10402	0.00353668562962396
10403	0.02325415791444003
10404	0
10406	0.01883356265303717
10407	0.01049913436506016
10408	-0.00239634114109297
10409	-0.01460233325390988
1040	0.00792935680563403
10411	0
10413	-0.00112855572237085
10417	0.00189840216967311
10418	0.013514791731093
10419	-0.01647684910779455
1041	0.01864734350648668
10420	0.00121082822645288
10421	0
10422	-0.00659352619712137
10423	0
10424	0
10425	0
10426	0.01182960414230289
10427	0.00434105698660464
10428	0
10430	0.00720375860996834
10432	0
10434	0
10435	0.00788769946611499
10436	-0.00189041155062746
10437	-0.02848852105297805
10438	-4.415298506135e-4
10439	-9.1854331902001e-4
1043	0
10440	0
10443	0
10444	-0.00618539748032617
10445	-0.00703460364288166
10446	0.00205750409876482
10449	-3.211697469606e-4
1044	0
10450	5.7278241510392e-4
10451	0.00331013343855922
10454	-0.01634225003105767
10455	0
10456	0
10457	0.03229136740203584
10458	-5.3592282488018e-4
1045	0
10460	0
10461	0.01858917239754523
10462	0
10463	0.00201545401357316
10464	-5.8777714599006e-4
10465	0
10466	0
10467	0
10468	0.00202524507136815
10469	0
1046	-0.00475570480456901
10471	0.01308243655775769
10472	-0.00227827939317429
10473	4.0021467298687e-4
10474	0.0066487084558281
10475	0.00636750075509337
10478	0
10479	-0.00214064892929801
1047	-0.01345396549325118
10480	-0.0167917544737664
10481	0.00197204827298569
10482	0
10483	0.01778404806155203
10484	0
10485	0
10486	0
10487	0
10488	0
10489	-0.01785777310763577
1048	0
10490	0.00603883432452879
10491	-0.00989458284825109
10492	0
10493	-3.2493672628531e-4
10494	0
10495	0.00286428581565349
10497	0
10498	0
10499	0
104	0
10500	-0.00811076746826375
10501	0.0040124160206197
10505	-0.00652590268251157
10507	-0.00291991442306067
1050	0
10512	-0.00689550406634736
10513	-0.00771577512080095
10514	-0.00402435664299474
10516	-0.01159370350431331
10518	0
10519	0
1051	0
10520	0.00996163866535456
10521	-0.01193534094634509
10522	0.00424206841808561
10523	0
10524	0
10525	0.0046554765390123
10526	-0.00728801092593709
10527	-0.00764359890291738
10528	0
10529	0
1052	-0.01873165193426988
10531	-4.4607274039032e-4
10533	0
10534	0
10535	0
10536	0.00260265710810997
10537	0
10538	0.00156494335005815
10539	0
1053	0.00816185446177672
10540	0
10541	0.0024924295778946
10542	-0.00638746798158077
10544	0
10548	0
10549	0.01237196926657553
1054	0
10550	-0.00861558975899551
10551	-0.00170912653098248
10552	0
10553	0
10554	0.01218548738308947
10555	0
10556	0
10557	-0.00114587832712148
10558	0
10559	0.00250468404689415
10560	-0.02438122411818515
10561	0.00916761452432725
10562	0.00228399034124234
10563	0.00983045924829105
10564	0
10565	0
10566	0
10567	0
10568	0
1056	2.109859803563602e-5
10570	-0.00270714080166976
10572	-0.01119300421694159
10573	0
10574	0
10575	0
10576	0
10577	0.00230435585815785
10578	-0.00532900070637792
10579	-0.01038103994981809
10580	0
10581	-0.03770186244090797
10584	-0.00801255022524507
10585	-0.00214097755605072
10586	0.00134553834744173
10587	0
10589	0
1058	-0.00535892997313358
10590	-0.00273260268722499
10591	-0.0077146167293658
10592	0.00424914393047524
10594	-0.00748006449039787
10595	0
10598	0.01067200973853044
10599	0
1059	-0.0062315789404981
105	0
10600	0
10602	-0.0015724066105853
10603	0
10606	0.01614877044150833
10607	0
10608	0.00345104875592582
10609	0
1060	0.01866068023120073
10610	0.03267154659951263
10611	-0.00925855226883099
10612	0
10613	-0.01450466705265328
10614	0
10615	0.00582737757342881
10616	0.00297663754658267
10617	0.00660393049474369
10618	0
10621	0.00528417417056883
10622	-0.00518821406675762
10623	0
10625	0.00217254302829259
10627	0
10628	-0.01273909130794235
10629	-0.00744875917326622
1062	0.00790372912920634
10630	-0.00126490510563652
10631	-0.00588347774610542
10632	0.00240598800563171
10633	0
10634	0
10635	0
10636	0
10637	-0.00592632290691308
1063	0.00381254812458994
10640	0
10641	0.0064380443270918
10643	-0.0547353163002896
10645	-0.00140191812393385
10647	0
10648	0
10650	-0.0150013662552774
10651	-0.00666966106150382
10652	0.00398161652705998
10653	0
10654	0
10656	0
10657	0
10658	-0.01074918515794578
10659	0
10660	-0.01817719796159327
10661	0
10663	-0.01600310152739538
10664	0
10665	0
10666	0.033064123576385183
10667	0.01050115691880238
10668	-8.7700444850201e-4
10669	0
10670	0
10671	-0.00133403744865881
10672	-0.00202508132763482
10675	-0.0012260965448473
10677	0
10678	-0.06557012944718063
10681	0.00365628112184806
10682	0
10683	0
10686	0
10687	-0.00770236847788443
1068	0.0071579622759171
10690	0
10691	-0.02964631229102425
10692	-0.007710826566089
10693	0
10694	-0.00274077217793056
10695	4.6912614389236e-4
10699	-0.00884990124660367
1069	0
1070	0.00798465310446155
10712	-8.3780084326032e-4
10713	0
10714	0.00474313704868893
10716	0
1071	0.00309091497995896
10721	0.00269337435256802
10723	-4.3557901875554e-4
10724	0
10725	0.02582245156336847
10726	0.00322979373492871
10728	0
10730	0
10732	-0.00188403625849103
10733	0
10734	0.01876475527965779
10735	0
10736	0.00813080146957048
10737	0.00527729404417907
10738	0
10739	0
10741	0
10742	-0.00862686047228194
10744	0.0086965432846122
10745	-0.00478011316543171
10746	0.00605167183866886
10747	0
10749	-0.0027007899180291
10750	-0.00485343852028098
10752	-0.01027373510363947
10753	0
10755	0
10758	0
1075	0.01046195543044649
10761	-0.02072942411951945
10762	0.01741357434235337
10763	0
10765	-0.00204573451869005
10766	0
10767	0
10768	0
10769	0.01966525856001417
10771	0.00718131314502043
10772	0
10773	0
10775	0
10776	0
10777	0
10778	0
10780	-0.00218838024883062
10781	-0.01821206117973095
10782	0.03345565562919289
10785	-5.0262204794819e-4
10786	-0.00332231754660826
10787	0
10788	0
10791	0.0042937240434179
10793	0.04580110471163187
10794	0
10795	0
10797	-0.01477345336963254
10798	0
10799	5.894361044144754e-6
107	0
10801	-0.00113737747879099
10802	0
10803	0.0075194636224846
10807	-0.01278732414370344
10808	0.00119068056612653
1080	-0.00643521072392803
10810	-0.03768717381385789
