gene	female_adolescent_1
10000	-0.01063366497197754
10001	-0.00631185014044707
10002	0
10003	-0.0045141808194923
100048912	-8.867881355788072e-5
10004	0.00701819518241728
10005	-0.00260779628305272
10006	-6.6594966697985e-4
10007	0
10009	0
1000	-0.00354058825288493
10010	0
100126791	0
100128124	0
100128640	0.00693362814351112
100129128	0
100129250	-0.00140542536729676
100129271	0.01297976558268103
100129361	0
100129482	0.00401947497417661
100130331	0.00220443217775637
100130449	-0.00110085501458543
100132341	-0.00315597566153659
100132476	0
100134713	0
100137047	-0.00966995781396854
10013	-1.5004489185424e-4
10014	0
10015	0.00771469204130737
10016	0
10017	-0.00139346919601265
100188893	0
10018	0
10019	-0.01026876410168645
1001	0
10020	0
10021	0.0051366467148798
10022	0
10023	0
10024	0
10025	-0.00531874861817967
10026	0
100272147	0.00529130695135879
100287932	-0.00460678709964499
100288413	0
100289678	0.00252247301525692
100293516	0.0203725475965307
1002	0
100316904	0
10036	0
10038	0.00282338205235825
10039	0.00623609924648964
1003	0.00311131919988344
10040	-0.01415293642099586
10042	0
10043	0
10045	-0.0148115938123297
10046	0.00853916027665667
10047	0
10048	2.1575622630106e-4
10049	0.00425874074534708
1004	0
100505741	-0.0018809563548489
100505761	-2.8312424618387e-4
100505879	0
100505933	0
100506144	0.00975171932488587
100506469	0.00963341117104928
100506504	-0.00232073595254281
100506571	-0.0084812326858682
100506581	0
100506963	0
100507331	0.00685311222862622
100507436	0.03526919891751844
100507605	0
10050	-0.01087565472813553
10051	0.00139365710489093
10052	-0.00197809661967784
10053	0
10054	0
10055	0
10057	0.00534229427140552
10058	8.4635644631378e-4
10059	0
1005	0.00239288714818057
10060	0
10061	-0.00139510507099198
10062	0.00847622820552657
10066	0
10067	0.00245701930729443
10069	0.00262239033036331
1006	-0.00350536996938931
10072	0
10073	0.00915855934534973
10075	0
10076	0.0013118305940655
10077	0
10078	0.00655670525809127
10079	0
1007	-0.00608376311396168
10083	0.0017027596429217
10084	-0.00916324111806836
10085	-0.00734795511053176
10086	0
10087	0
10089	0.00366877912479135
1008	0
10090	-0.00770662116645081
10092	0.01133537939396943
10093	0.0081202805303769
10095	-8.4621402916139e-4
10096	0
10097	-0.00298630874448133
10098	0
10099	0
1009	0
100	-0.00784791462632172
10100	-0.01408665308496763
10101	0.00545385922481379
10102	-0.00409661849545685
10103	0.01044297868080463
10105	0.00286454346433398
10106	0
10107	0
10109	-0.0027519349399233
