gene	male_young_child_1
10000	-0.00818769233250272
10001	0
10002	0
10003	-0.00987105808960586
100048912	0
10004	0
10005	0
10006	-0.00373633359645684
10007	0
10009	0
1000	0.00100051093724909
10010	-0.00816060564216959
100126791	0
100128124	0
100128640	0.0122498957398556
100129128	0.00893813654284075
100129250	0
100129271	-0.00838785613621066
100129361	3.8107834762086e-4
100129482	-0.00371057014183075
100130331	0
100130449	0.00240534864647271
100132341	0
100132476	0
100134713	0.00240237421876964
100137047	0
10013	0
10014	0.00151855600845241
10015	0.00869272416593811
10016	-0.0014971314874862
10017	-0.01010315772345064
100188893	0
10018	-9.092509212120905e-5
10019	-0.00289016276084577
1001	-0.01583868077109758
10020	0.01823196834671721
10021	0
10022	0.00343849831703507
10023	0.00430442428705888
10024	-0.00653049345053045
10025	0
10026	0.00177680776967147
100272147	-0.00173084882113942
100287932	-0.00283123150929156
100288413	0.00248043283357426
100289678	0
100293516	-0.01402966507969285
1002	0.0054930851531741
100316904	0
10036	9.0582922478467e-4
10038	0
10039	0
1003	0
10040	0
10042	5.8080949548157e-4
10043	0.0053157836501621
10045	-0.00471152235139309
10046	-0.01274510262490598
10047	-0.01381883514951573
10048	0
10049	0.00638143918254321
1004	0
100505741	0.0070736507898923
100505761	0
100505879	-0.00231109588648061
100505933	0
100506144	-0.00913491226500463
100506469	0.0027291131613366
100506504	0
100506571	-0.00326489247849465
100506581	-0.00267624320096279
100506963	0.02188540315152479
100507331	0
100507436	-0.01621526697115859
100507605	0
10050	-0.00244745907107152
10051	0
10052	2.412578128474e-4
10053	0
10054	0
10055	0
10057	0
10058	-0.0072807913629217
10059	-0.00408034302143522
1005	0
10060	0
10061	0
10062	-8.2735100171058e-4
10066	0
10067	0
10069	0
1006	0
10072	-0.00468331995196706
10073	0
10075	0
10076	0.00931543555726822
10077	0
10078	0
10079	0.01590881888264589
1007	0
10083	0.0027439476180224
10084	0
10085	-0.00141463653843525
10086	0.00435990766002378
10087	0.00308681993228242
10089	-0.00315677534650418
1008	-0.01157608593056215
10090	0
10092	0
10093	4.4860087215176e-4
10095	0
10096	0
10097	6.4652114392885e-4
10098	0.00407108983061823
10099	0.0131157366994967
1009	0
100	0.01574469246113041
10100	0.01586238821152541
10101	0
10102	0
10103	0.00934061555376919
10105	-0.0144762898581929
10106	0
10107	0.00379089871436913
10109	0.00265921603609915
1010	0
10110	-0.00260149657445776
10111	0.00581672976089953
10112	-0.00651443332899948
10113	0.00599022993686268
10114	-0.00250288562968628
10116	-0.00719341285795272
10120	0
10121	0
10123	0
10125	-0.0113672662241294
10126	-0.00306356929626588
10127	0
10128	0
10129	-0.00349670516816461
1012	0.00755834088177464
10130	0
10131	0
10133	0.01297042351503185
10134	0
10135	0.00553616401921286
10136	0
10137	-0.00141899943631375
10138	-0.00801256848984684
10139	6.0947873328746e-4
1013	0
10140	-0.01367725813653578
10141	0.00668852546010801
10142	0
10144	0
10146	0
10147	0
10148	0.00577311395289149
10149	0
1014	0.02906756826262995
10150	0
10152	0
10153	-0.01662279349636594
10154	0
10155	0.01296490167170109
10157	-0.00759286158164445
10158	-0.00203391131626063
10159	0.00118187046123654
1015	0
10160	0.00758434498828455
10161	0.02136563409123029
10162	0
10163	0
10164	0
10165	0.00492484568388497
10166	0
10168	0.00174625864288094
1016	0
10170	0.01533900705477052
10171	-0.00869082126986383
10174	-5.1830771227136e-4
10175	-0.01204704363350389
10178	-0.0167426226023823
10179	-0.01331463799186453
1017	0
10180	-0.00102718031255519
10181	0
10184	-0.00587441877162426
10186	-0.03385192643336403
10188	-4.2632897806129e-4
10190	0
10193	0
10195	-4.2741642470297343e-5
10196	0
10197	0
10198	0.0029459524998632
10199	0.00192803065536048
1019	0
101	0
10200	-0.0057642536114301
10201	0
10202	-0.00948665095908363
10203	0
10205	-0.01052754663656204
10206	0.00343890181026382
10207	-0.00368137759071219
10208	-0.00180544701219593
10209	0
1020	0
10210	0.0069006161771327
10211	0.01430947356685723
10212	0
10213	-0.00360087547408436
10214	-0.00177957487740836
10215	0.00661603870212113
10216	0
10217	6.6979049671639e-4
10218	0.00485262676671781
10219	-0.00827842650774554
1021	-0.0074191351396293
10220	0
10221	0
10223	0.03071122855285549
10225	-0.01706322776198769
10226	0
10227	0
10228	0
10229	0
1022	0.01536260227598308
10230	0
10231	-0.02426292019538321
10232	-0.01246417689082519
10233	0.00471285915609715
10234	0
10235	0.01749815678217365
10236	0
10237	0
10238	0.0069540111905933
10240	0
10241	0
10242	0
10243	0
10244	-2.8680627002574328e-5
10245	0
10246	0
10247	0
10248	0
10249	0
10250	0
10252	0.01366618036692165
10253	0.04937473793626391
10254	0
10255	0
10256	0.01289186353004725
10257	-0.0142481632898217
1025	0
10260	-0.00647926124132406
10261	0
10262	0.0029325839463436
10263	0.0046484603004444
10265	0
10266	0.01765616824876378
10267	0
10268	0
10269	0.00468640169329812
1026	-0.01269400104263198
10270	0
10272	0
10273	0
10274	0
10276	0.00673574365462116
10277	0
10278	0
10279	-0.01679703884115395
1027	-0.00369558352796066
10280	-1.5180267311324e-4
10281	-0.00916821858248484
10282	0
10284	0
10285	-0.00511432490749303
10286	-0.00809867367344349
10287	0.00557269157229494
10288	-0.00246376561535052
10289	0
1028	0.03052571338919887
10290	0.0073748426194857
10291	0
10293	-0.00527778374490674
10294	0
10295	0
10296	0.00215811720531257
10297	0.00328903812485341
10298	0.0078211723373285
10299	0
1029	-0.00289800932436343
102	0.01275696714797871
10300	0
10301	0
10302	0.00731902875659201
10307	4.1827543353093e-4
10308	-0.01546991655098987
10309	-0.01009557706937613
1030	0.0030732608697214
10311	0
10312	0
10313	0
10314	0
10316	0
10317	0
10318	-0.00270044667442668
10319	0
1031	0
10320	0
10321	-0.04667093291352697
10322	0
10324	0
10325	0.00265337722676507
10327	0
10328	0
10329	0
1032	0
10330	0
10331	0.00822511134552461
10332	-0.00694827296371433
10333	0
10336	-0.00547734020485215
1033	0
10342	0
10343	0.0123655682984563
10346	0
10347	-0.0207940436746436
10351	0
10352	0
10360	0
10362	-1.9046888491193e-4
10363	0.00282950449706596
10365	-0.01001784980958476
10367	0.0033894695698407
10368	0
10369	0
1036	0
10370	0
10371	-0.00368748999243164
10376	0.00177140678996218
10379	-0.01419772499517515
10381	0
10382	-0.003932694536231
10383	0
10384	0.01192950116363755
10385	0
10388	0.01741769894698797
10389	-0.04276782158302781
1038	0.00144532093096796
10390	-0.01734030914963696
103910	-0.03658181309225019
10391	-0.01228788106050673
10392	-0.00184713680015925
10393	0.00157703420128088
10394	0.00214791709550379
10395	0
10396	0
10397	0.01262208825139009
10398	-0.00881626828939811
10399	-0.00477745058327193
1039	0
103	0
10400	0
10401	0.00423460340156243
10402	0
10403	-0.00245777030536125
10404	-0.00840499215966408
10406	0
10407	-0.02073760810973774
10408	0.00120179032145516
10409	0.02530089750186876
1040	0
10411	0
10413	0
10417	0.03042780261327915
10418	0
10419	0.00860330380476448
1041	0
10420	-0.00770801133228732
10421	0
10422	0
10423	-7.6799547076529e-4
10424	-1.2235329851698e-4
10425	0
10426	0
10427	-0.00722560281117746
10428	0
10430	0
10432	-0.00900978144866357
10434	0.01260901758297671
10435	0.0054500119910187
10436	0
10437	0.01679274610213177
10438	-0.01983717127844307
10439	0
1043	0
10440	-0.00190810343866034
10443	-0.00431013419183845
10444	-0.00113096804031507
10445	0.00497310290066221
10446	0.00512192560600823
10449	-0.00524382380285597
1044	0.01022527918065518
10450	0.00100875232230838
10451	-0.00545462314319194
10454	0
10455	-0.00630852034664504
10456	0
10457	-0.03282028726966527
10458	0
1045	0.00827822762481167
10460	0
10461	0
10462	-0.00148189773846293
10463	0.00293482865720752
10464	-0.00921963655920864
10465	0.00184632502709541
10466	-0.00224018871668733
10467	0
10468	0
10469	0
1046	0.00501250909442251
10471	0
10472	0
10473	0
10474	0
10475	-0.0034946782347293
10478	0
10479	4.1590920513462e-4
1047	0
10480	0
10481	-0.00202420431916438
10482	0.00605640083416113
10483	0
10484	0
10485	-0.00337200584202093
10486	0
10487	0.00589486134976718
10488	0.00715333868267726
10489	3.4827985235574e-4
1048	-0.00524839340786483
10490	-7.6565208924995e-4
10491	-0.00345789588344814
10492	0
10493	0
10494	4.7458069048831e-4
10495	0
10497	0.00393441948357583
10498	0
10499	0.00993061366410208
104	-0.00915526643719354
10500	0
10501	0
10505	0
10507	0
1050	0
10512	0
10513	0
10514	-0.00554106287301675
10516	0.02535894994761998
10518	2.3551505220927e-4
10519	0.00261838411560831
1051	0.01555213341676747
10520	0.00887151950790515
10521	0
10522	-8.4092864228005e-4
10523	0
10524	0.00184571755780951
10525	-0.00564370143871593
10526	0
10527	0.00387599157549224
10528	0.00142132732703347
10529	0.00792355722881081
1052	0
10531	-4.9939905392603e-4
10533	0
10534	0
10535	0
10536	0
10537	-0.00373206438238621
10538	-0.00137473426187829
10539	0.01448989897913569
1053	0.00778535641718885
10540	0
10541	0
10542	0.01191431667312366
10544	-0.00391841034109067
10548	0
10549	-0.0064405015965097
1054	0
10550	-0.0070933234240181
10551	-0.00287116479255061
10552	0
10553	0
10554	-0.00620980378212722
10555	0.00147439661507775
10556	-0.00153295512942466
10557	0
10558	0
10559	0
10560	0.01871649346930471
10561	0.01531408615873375
10562	0.01633456114068008
10563	0
10564	8.032820371255e-4
10565	0
10566	0.00348119281893489
10567	-0.00569479147343398
10568	-0.00126308623889662
1056	0
10570	0
10572	-0.01078640841660506
10573	0
10574	0
10575	0
10576	0
10577	-0.01414795909794545
10578	0
10579	-9.914212832802e-4
10580	0
10581	0.02092907353902657
10584	0.00294066429604493
10585	0.01633721555191629
10586	0
10587	0.00620245340969175
10589	-0.01197459216766295
1058	-0.00364062785701314
10590	0
10591	-0.00459232495746727
10592	0.00494911844901852
10594	0
10595	0.0047174222494468
10598	2.0379213840007e-4
10599	0
1059	0.00765260798123189
105	0.00839536185927351
10600	0
10602	0
10603	0
10606	0
10607	0.01116906222051572
10608	0
10609	0.00287732320829663
1060	-0.01337044830374834
10610	-0.01309488071248185
10611	1.1040514785123e-4
10612	0
10613	0.00288702021941313
10614	0
10615	0.00936428015938179
10616	0
10617	-0.00852081419296683
10618	-0.00396643702298077
10621	0.004787552380005
10622	-0.00184448559134585
10623	0.00230026361490754
10625	0.00955495440480446
10627	0
10628	0
10629	0.00650984971905693
1062	-0.00469086021928188
10630	0
10631	-0.01326327272930986
10632	0
10633	0
10634	-0.00436504805569806
10635	-0.00883150146388501
10636	0
10637	0.00176790775746553
1063	0
10640	0
10641	0
10643	0.04250232791682764
10645	0
10647	-0.00477926303468402
10648	0
10650	-0.0084111798021056
10651	0.01076204479142988
10652	-0.00460190243150062
10653	8.820832601628e-4
10654	-0.00318253505472626
10656	0
10657	0.00263035184635769
10658	0
10659	0
10660	0
10661	-0.0215790658102273
10663	0.01182578715666975
10664	0.00423956062179062
10665	0
10666	-0.00704079115921854
10667	0
10668	0
10669	0.00346468243573037
10670	0
10671	-6.8194485083842e-4
10672	0
10675	-0.00974985158970953
10677	0
10678	0.00648213398116363
10681	0
10682	0
10683	0
10686	-0.01986031065468387
10687	0
1068	0.00380941508990365
10690	0
10691	0.00201397404369817
10692	0.0043312307343277
10693	-0.00341661464299504
10694	0
10695	-0.02279112185286607
10699	0.01073556415344261
1069	0.00158581663614569
1070	0.01305644047945178
10712	0
10713	0.00692243711124985
10714	0
10716	0
1071	0
10721	0
10723	0.0297983074160406
10724	-0.00776869765570686
10725	0.01147705071845032
10726	-3.6595614431486e-4
10728	0
10730	-0.00440173176965743
10732	0.01527058605507147
10733	-2.7810188465786e-4
10734	0.01565819354200099
10735	-0.00494829415249066
10736	0
10737	-0.0120661217392193
10738	0.00344078728483949
10739	-0.00898983850307471
10741	0
10742	0
10744	0
10745	-0.00256950102432801
10746	-0.00576664480919603
10747	-0.00437591019380338
10749	-0.00224527695555632
10750	0
10752	0
10753	0
10755	-0.01257539078396991
10758	-1.4340118545366936e-5
1075	0.02238640362207401
10761	-0.01259140181558438
10762	-8.1598171363292e-4
10763	0
10765	0.01250432310980509
10766	0
10767	0
10768	0.00501657414192217
10769	0.0072451080300692
10771	0
10772	-0.00702053260500198
10773	0.00416460804136071
10775	0
10776	0
10777	0
10778	0
10780	-0.00773527920071068
10781	-0.01095654503097504
10782	-0.00665007038440922
10785	0
10786	0
10787	-0.01795544978206593
10788	0.00707469933468659
10791	-6.6110401943859e-4
10793	0.01336999566696476
10794	-0.00737108479197529
10795	0
10797	0
10798	0
10799	0.01605081051060553
107	0
10801	0
10802	0.00384029917541108
10803	0.04003824940845827
10807	0.0105311392893431
10808	0
1080	-0.00242641662849562
10810	0.01031154744452213
10813	0
10814	0.00628788065706888
10816	0
10817	-0.00383284519356561
10818	0.00259987857259987
1081	-0.00703511538025891
10825	0.01108239395732245
10826	0.00469354413198009
10827	0
10840	-0.002973184383266
10841	0
10842	0.05730415980535033
10844	-0.00546630283504445
10845	-0.01963541567362074
10846	0
10847	-9.7328478276473e-4
10848	0
10849	-0.00253289772868341
1084	-0.00382657391558883
10850	0
10855	0.01868256709503098
10856	0
10857	-0.00163153626915482
10858	0
10859	0.00568590495638346
10861	0
10863	-0.00465612499251509
10864	0
10865	-0.01010745730477224
10866	0.00660147903267389
10867	0.00224051174924419
10868	0.00721602849130235
10869	0.00466793229117146
10871	-6.7511154638487e-4
10873	0.02572728257307691
10874	-0.02258353205189717
10875	0
10876	-0.00120590751692124
10879	-6.2256936010218e-4
1087	0
10880	0.00197914574605758
10881	-0.00977403376439175
10882	0.00746436066603252
10884	0
10885	0
1088	-0.02804800572878358
10891	-0.00390358160515836
10892	0
10893	0.00349271467439719
10894	-0.00323117144559114
10895	0
10897	0.00195977437032973
10898	0
10899	-0.00625494844868029
1089	-0.0105793368828165
108	0
10900	0.00638851021307767
10902	0
10903	0.00360227817723923
10904	-0.00273290479135069
10905	0
10906	7.4098026160874e-4
10907	-0.00315523213865342
10908	0.01986580684736215
10911	0.01792432295766973
10912	0
10913	0.01702117536305904
10914	-0.00323077440590136
10915	0
10916	-0.00766565326596196
10917	-0.00236690871355032
10919	-0.00553661473899373
10920	-7.6174073262509e-4
10921	0
10922	0.01054664588118051
10923	0
10924	-0.01947915447629557
10926	-0.01315870424802814
10927	7.3843604276339e-4
10928	-0.00104376756108332
10929	0
10930	0.00614569766519143
10935	-0.00896673328254779
10936	0
10938	-9.2504412373561e-4
10939	0
10940	0
10942	0
10943	0
10944	0
10945	7.1174682850999e-4
10946	0.00519640936332255
10947	-0.00124019546105088
10948	0
10949	-0.00225360924250248
10950	-0.00309021882519748
10952	0.00913389237821989
10953	6.6301187372981e-4
10954	-2.3135185484892e-4
10955	0
10956	0
10957	0
10959	-0.01358077190500533
10960	1.0679392535705e-4
10961	0.00433371121340564
10962	0
10963	0
10964	-0.00272213458421373
10966	0.01281962366438998
10969	0
10970	0
10972	-6.6024591905359e-4
10973	0
10974	-0.01932914195562593
10975	-2.019853465570345e-5
10978	0
10979	-0.00172439624017881
10980	0
10981	0.01291309721052519
10982	0
10983	0
10985	0
10987	-0.00659479217900773
10988	0
10989	0
10990	-0.00128565837943791
10991	-2.8864373511411e-4
10992	0.01090343962195091
10993	0.00995784803167697
10994	0
10998	-0.00115749475590633
109	0
10	0
11000	0.01201473564295838
11001	-0.00182194785542698
11004	0.01263228708250075
11005	-0.00379352741814235
11006	-0.0122321153495193
11007	0
11009	0.02863743111668604
11010	-0.01520849504092421
11011	0.00341615389791003
11012	-0.02017566466855051
11013	0.0020758289675786
11014	0.00387418410444003
11015	-0.00596927613780217
11016	0
11017	-0.01418550198098121
11018	0.0050751126837967
11019	0
1101	0
11020	-0.00309700457624389
11021	0
11022	-3.0988108581201e-4
11024	-8.742342575981414e-5
11025	-9.030968823731e-4
11027	-0.00539148622552662
1102	-0.01216765660927113
11030	-3.8535420429041e-4
11031	0
11033	0
11034	-0.00457920775347445
11037	0
1103	0.02212573633860366
11040	-0.04405508508422309
11041	0.01777918018672228
11043	-0.02236309433428406
11044	-0.00541683401423808
11045	0
11046	0
11047	0
1104	0.00179543644675652
11051	0
11052	0
11054	0
11055	0
11056	0
11057	0
11059	-7.6276309239679e-4
1105	0.01338579225549515
11060	0
11061	0
11062	0
11063	0
11064	0.00387169985816277
11065	0
11066	-0.00176723722660623
11067	0
11068	0
11069	0.00126453392211506
11070	0
11072	0.00307961215693733
11073	0.00263303329588134
11074	0
11075	0
11076	0.00415320895910342
11078	0
11079	0
1107	0
11080	0
11081	0
11082	0
11083	0.00602100133846241
11085	0
11086	-0.00704548146132532
1108	0
11092	0
11093	0.0071814174204969
11094	0
11095	0
11096	0.00318942408561789
11097	0
11098	-0.00904735244530067
11099	0
1109	0.00420816284635299
11100	-0.00336727578075923
11102	0
11103	0
11104	0
11107	-0.00428058063966681
11108	0
11113	0.00150840566052603
11116	-0.00150308799937739
11117	0
11118	0.02652664666304886
11119	0
1111	0
11120	0
11122	-0.00345266544921679
11123	-2.2503104391707e-4
11124	0.00263575560656804
11126	0.05371572241957281
11127	0
11129	0.01334688145268985
1112	-0.00374982420509019
11130	0.02081692936674244
11131	0
11132	0.00896451210789821
