gene	female_young_adult_1
10000	0
10001	0
10002	2.1986752408109845e-5
10003	-0.01345075773739206
100048912	0
10004	0
10005	0.00716586802025366
10006	0
10007	0.00551609439872632
10009	-0.00506934675762172
1000	-0.01117905338014889
10010	8.8919604694483e-4
100126791	0
100128124	-0.01053659874776232
100128640	0
100129128	0.01258759812761027
100129250	0.02191069492925423
100129271	-0.0011210018730194
100129361	0
100129482	-0.01908941239526591
100130331	0.00526444129937915
100130449	0
100132341	9.6396421858396e-4
100132476	0.00914406660194723
100134713	0.00352932234473165
100137047	0.01097431568277497
10013	0
10014	-0.00912025188521248
10015	-0.00103705054494239
10016	-0.00622057337221004
10017	0
100188893	0
10018	-0.01999017112138726
10019	0.00306009144144131
1001	0.0023654157503749
10020	0
10021	0.00187460506021073
10022	-0.01928677078278357
10023	-0.00891748780911742
10024	0
10025	0.02572947581202191
10026	0
100272147	0.01018709111989048
100287932	0
100288413	0.01864439446062712
100289678	-0.0048975415623739
100293516	0.02450046177809617
1002	-0.00420109488751441
100316904	-0.00113940874416166
10036	-0.00197646072098539
10038	-0.01132943691264373
10039	-0.01994460306112383
1003	0.02245316908236115
10040	-0.01686186628666102
10042	0.00733866773149704
10043	0
10045	-0.02761111075710104
10046	0
10047	0.00337856333511449
10048	2.1164415283642e-4
10049	-0.01270128887963616
1004	0
100505741	0
100505761	0.01291487356591633
100505879	0.00212254820439517
100505933	0
100506144	0
100506469	0
100506504	0
100506571	0.00364045638283207
100506581	0
100506963	-0.00770544778113571
100507331	0.00543479475444603
100507436	0
100507605	-4.99396735013144e-5
10050	0
10051	-0.00518063256202633
10052	0.00159994803376507
10053	0.00212791655955195
10054	0
10055	0
10057	-0.00374349242027393
10058	-0.00339174036779886
10059	0.00630272768272138
1005	0.0035106002768051
10060	0
10061	0
10062	-0.00780364548127608
10066	0
10067	1.1986973714796e-4
10069	5.9735770226112e-4
1006	7.1527897892419e-4
10072	0.00890398374168379
10073	-0.00713888729691495
10075	0
10076	-0.00762215681715632
10077	0.02173539061291102
10078	0.00622983414043976
10079	0.02011507069565232
1007	0.00479034018004721
10083	0
10084	-0.0089669421002835
10085	0.01213011793520131
10086	-0.00545378037752882
10087	0
10089	0
1008	0
10090	0.00361569680026466
10092	0
10093	0.00115617109516577
10095	-5.3545286321414e-4
10096	-0.00314570787335506
10097	-0.02172892280396673
10098	0.0336946142142864
10099	-1.1456500984339e-4
1009	0.01665818629652991
100	0.00847980793960776
10100	0.0033570962245408
10101	-0.008736461358411
10102	0.00585446825124136
10103	0.01456803022284598
10105	0.01581789239847248
10106	-0.02044904612540559
10107	9.4269823166061e-4
10109	-9.3457192672312e-4
1010	0.00407056321931038
10110	-0.00719285165923442
10111	0
10112	-0.01116784125407899
10113	0
10114	-0.00766467625121336
10116	0
10120	-0.0084906294788137
10121	0
10123	0.00209830934320906
10125	-0.00416475225418828
10126	0.01118726493633915
10127	0
10128	0
10129	-0.00184131922094676
1012	-0.00138811377301207
10130	2.0445468343488e-4
10131	0
10133	0
10134	0
10135	0
10136	6.5972518312766e-4
10137	0
10138	0.00849658842386492
10139	0.01485277595537073
1013	-0.00644279048622565
10140	0.02086882539846371
10141	0.01617876619088937
10142	-0.00487496651027357
10144	-0.03723891898570504
10146	-1.6207759906365e-10
10147	0
10148	0.01108427695937472
10149	-0.01675258882414673
1014	-0.00768594413193735
10150	0
10152	-0.00218581678888463
10153	0.00220720679624779
10154	0.00376607769479417
10155	-5.4681215040017e-4
10157	-0.00786162742711515
10158	-0.01705509701110596
10159	-0.00369422897581331
1015	0
10160	0.02108767235924201
10161	0
10162	-0.01496273690638363
10163	0
10164	0
10165	-0.01114118872271247
10166	-0.00966844677836507
10168	0
1016	0.00775494378118632
10170	-0.02090721423362798
10171	0
10174	0.00283015785473462
10175	0.0178023365593503
10178	0
10179	0
1017	0.0043636555927466
