gene	male_old_adult_3
10000	0
10001	7.7987838539751e-4
10002	0
10003	-0.00119871786006154
100048912	0
10004	0
10005	0
10006	0
10007	0
10009	0.00265708828943119
1000	0
10010	0.00954480708586127
100126791	-0.00296968335327047
100128124	0
100128640	-0.00126728610647164
100129128	0
100129250	0
100129271	0
100129361	0
100129482	0
100130331	0.00374179557777671
100130449	0
100132341	0.00516384017561529
100132476	0
100134713	0
100137047	0
10013	0
10014	0.00157901381077562
10015	0
10016	-0.01431422224186967
10017	-0.004258354795631
100188893	-0.00226683266896248
10018	-0.00723995877456152
10019	-0.01250001414648936
1001	-0.00141353687933716
10020	0.01079439636662798
10021	0
10022	0
10023	-6.8363167545955e-4
10024	-0.0057168521818584004
10025	0
10026	0
100272147	-0.00274215697162476
100287932	0
100288413	-0.00151132153690622
100289678	0
100293516	-0.00392489838515498
1002	0
100316904	0
10036	0.00155583546722531
10038	0
10039	0.00754118409278489
1003	-0.0078491915500376
10040	0.01041707863348998
10042	0
10043	0
10045	0
10046	0.01606359454440766
10047	0
10048	0
10049	0
1004	0
100505741	0
100505761	0
100505879	0
100505933	-0.00128195803176754
100506144	-0.02338267665144416
100506469	0
100506504	4.5191537815503e-4
100506571	0
100506581	-0.00328765058167381
100506963	0
100507331	-0.00481576940089732
100507436	-7.1655015105031e-4
100507605	0
10050	0
10051	0.00122880196866823
10052	0
10053	0
10054	0
10055	0.00150877752249464
10057	0
10058	0
10059	-0.00399513082471559
1005	0.00662872367401937
10060	0
10061	0
10062	0
10066	-9.1044955605729e-4
10067	0
10069	0
1006	0
10072	0
10073	0
10075	0
10076	-0.00127165751367719
10077	0.00652896731305494
10078	0
10079	-0.01198052633430363
1007	0
10083	0
10084	0.00662052685728391
10085	-0.00904296056781736
10086	0.00365816377234503
10087	0
10089	0
1008	0
10090	0
10092	9.789508824364e-4
10093	0
10095	0
10096	0
10097	0.00706604495922663
10098	0.02813480404050479
10099	0
1009	0
100	-0.03812834665816036
10100	0.00750412362464978
10101	-0.00981852814566995
10102	-0.00209035985273871
10103	0
10105	0
10106	0.00446656503616231
10107	0
10109	-0.00596454692629196
1010	0
10110	0
10111	9.4606386190062e-4
10112	-0.00913288080709938
10113	0
10114	-0.00383060308926402
10116	0
10120	-0.00101932819871722
10121	0
10123	-0.00786414938653778
10125	0.02354005365063873
10126	0
10127	0
10128	0
10129	0
1012	-0.01182483739665588
10130	0
10131	-0.0037718969768596
10133	0.02348866257326121
10134	0
10135	-5.9555926121596e-4
10136	0.00735988222288331
10137	6.0009255443019e-4
10138	-0.01022390700406635
10139	0
1013	0
10140	-6.431122715273414e-5
10141	0.00263180771349411
10142	0
10144	0.00435558377400773
10146	-0.00260880938043319
10147	0
10148	0.00418948993460173
10149	-0.0038381510169542
1014	0
10150	-4.6905094478571e-4
10152	0
10153	0.00334982921441776
10154	-0.02259052879109286
10155	-0.01302673205951048
10157	0
10158	0.04086482315878686
10159	0
1015	0
10160	0.00127921364417421
10161	0
10162	0.01690362636562617
10163	0
10164	4.4865684299273e-4
10165	-0.01091249587476607
10166	0
10168	-0.00268535963484466
1016	0
10170	0
10171	0
10174	-8.3907463844095e-4
10175	-0.00220150828093042
10178	-0.00568050271447392
10179	0
1017	0.00117747926724824
10180	0
10181	0
10184	0
10186	-0.01120222004667991
10188	0
10190	0
10193	0.00160958528383665
10195	-0.0020043271235501
10196	0
10197	-0.00181458296780196
10198	-0.00343903262453537
10199	0
1019	0.01433141922726223
101	0
10200	-0.00953605532021648
10201	0
10202	-0.02331101465098069
10203	0
10205	0
10206	-0.01640066708653563
10207	0
10208	0
10209	0.00392217367073231
1020	0
10210	-0.00609774288187486
10211	0
10212	0
10213	0
10214	0
10215	-0.01396267873151366
10216	0
10217	0.00833482130566922
10218	0.00799074970353346
10219	-0.01303042084481154
1021	8.1100639469447e-4
10220	0.0016453762104534
10221	-0.01268348709472625
10223	0
10225	-0.01335786131159441
10226	0.01417083188205691
10227	-6.2418696607126e-4
10228	-0.00112714395676822
10229	0
1022	0
10230	0
10231	0.03732501236042649
10232	-0.02475052440689934
10233	0.00310973348403412
10234	0.00343362623532108
10235	0
10236	0
10237	0
10238	0
10240	0
10241	0
10242	0
10243	0.01198264324235567
10244	0
10245	0
10246	0
10247	-0.00218886397760352
10248	2.9071813324517e-4
10249	0
10250	0
10252	-0.02200625342818894
10253	0.00270102597457002
10254	-2.4086658003566e-4
10255	0.00455354268940255
10256	-0.0049122750197892
10257	0.01061329970077721
1025	-0.00138157524722096
10260	-0.00492930585953183
10261	-0.00802430945990984
10262	-5.6787314745403e-4
10263	0
10265	0.00318121510835907
10266	0
10267	0
10268	-0.00416331495785056
10269	-0.0071141705891357
1026	-0.02325129564364957
10270	0
10272	0
10273	0.00460894514392501
10274	0.00360820852744182
10276	0
10277	-0.00453495852042717
10278	0
10279	0
1027	0.00238914507520975
10280	0
10281	-0.00634056438926482
10282	-0.01979085920062861
10284	0
10285	0
10286	0
10287	0.00273662684936052
10288	0
10289	0
1028	0.00437485390981455
10290	0
10291	0
10293	-0.01078592491283894
10294	5.4611531605527966e-5
10295	0.00320767463792403
10296	0.00298939145329204
10297	-0.00397976044029817
10298	0
10299	-6.9051834148504e-4
1029	6.0776587089307e-4
102	0
10300	0
10301	0.02439261512854424
10302	0
10307	0
10308	0.01012467414831458
10309	-0.00399298698768005
1030	-0.00217047889756559
10311	0
10312	0
10313	0
10314	-1.4969852644476e-4
10316	0
10317	0
10318	0.00633623730084331
10319	0
1031	0
10320	0
10321	-0.01653885829789789
10322	0
10324	0
10325	0
10327	5.0004858220735e-4
10328	-2.8759255773405e-4
10329	0
1032	-0.00486332792854003
10330	0
10331	0.00666753124037321
10332	-0.02243445375962297
10333	0.00895006326329918
10336	0
1033	0
10342	0
10343	0
10346	0.0131025904242881
10347	0
10351	-0.0015823097600873
10352	-0.00897878921481054
10360	-0.00521107170489592
10362	0
10363	0
10365	0.00547319043069377
10367	-0.00600662181151342
10368	-0.00329970574444013
10369	0
1036	0.02478634037580373
10370	0
10371	-0.00375901601004129
10376	0.01143969631486067
10379	0.00391911914415677
10381	0
10382	-0.01094812332485246
10383	0
10384	0
10385	0
10388	0
10389	-0.01854407007157138
1038	-0.0028698006763099
10390	0
103910	-0.00733075934833942
10391	-0.01239257177184454
10392	0
10393	0
10394	-0.004414408144482
10395	0
10396	-0.00901919183779519
10397	0.01530460194375478
10398	0.0214235361177326
10399	-0.00959912337082644
1039	-0.01417332565550554
103	0
10400	0
10401	0.01273884483385946
10402	-0.00297620674986056
10403	0
10404	0.00488773340713704
10406	0.00652202476267007
10407	-0.00160941457696533
10408	7.0138898065545e-4
10409	-0.03105631523832336
1040	0
10411	0.005952739768846
10413	0
10417	0.00349559332528801
10418	-0.01035871098774439
10419	0.02505544052191002
1041	-3.5035487410791e-4
10420	0
10421	6.4422200200942e-4
10422	-0.00177016569657239
10423	0
10424	0
10425	0.00748485921782027
10426	0
10427	0
10428	-0.00524493471260299
10430	0
10432	-0.0083522527989945
10434	0.00287676329041939
10435	0.00360436579240499
10436	-0.00161927719722223
10437	-0.00203454832037597
10438	0
10439	0.03524941258734618
1043	0
10440	0
10443	0
10444	-5.8730816869509e-4
10445	-6.3605150343167e-4
10446	-0.01160112698199978
10449	0
1044	0
10450	-0.00405697854872444
10451	0
10454	-0.00196978871117534
10455	-0.00549306626728495
10456	0
10457	-0.03143230200400122
10458	0
1045	-0.00405985935099393
10460	0
10461	-0.00167814744555004
10462	0
10463	0.002269778919419
10464	0.0016081519447819
10465	0
10466	-0.01912619089264893
10467	0
10468	0
10469	0
1046	-7.7270920593618e-4
10471	-0.0079646153791098
10472	0
10473	-3.8315524143695e-4
10474	9.9612385221672e-4
10475	0
10478	0
10479	0
1047	0.00293301741969653
10480	0
10481	0.0043389910645986
10482	0
10483	-0.00758925687520576
10484	0
10485	0.00100148794471352
10486	0
10487	-5.685949800879442e-5
10488	0
10489	0
1048	0.00155545365736213
10490	0
10491	0
10492	0
10493	0
10494	-0.01210923119571273
10495	0
10497	4.5919738458543e-4
10498	-0.00125807081041633
10499	0
104	0
10500	0
10501	0
10505	0
10507	0
1050	0.00167886870809649
10512	0
10513	0
10514	0
10516	-0.01283996341169676
10518	0
10519	0
1051	0.00845951388584045
10520	0
10521	0
10522	-6.1666635066367e-4
10523	0
10524	0
10525	0
10526	0
10527	-8.9922332800661e-4
10528	0
10529	-0.00208465073892827
1052	-0.00818750448311351
10531	0
10533	0.00403970403685861
10534	0
10535	0.00594992029488335
10536	0.00518767663372675
10537	0
10538	0.00971237625502168
10539	-0.0154949249248438
1053	0
10540	0
10541	0
10542	0.00387874749542166
10544	-0.00428438018572224
10548	0
10549	0.00678185522469279
1054	0
10550	0
10551	0.0181225582201087
10552	0.01227757555368159
10553	0.0011213724394763
10554	0
10555	7.0240781059225e-4
10556	0
10557	0
10558	0
10559	-0.00447822437374938
10560	-0.00362113537614438
10561	-8.6477354602533e-4
10562	-0.01116347177535629
10563	0.01371017169450299
10564	0
10565	0.00284199940990748
10566	-0.00140072105858724
10567	-0.00165883215259162
10568	0
1056	0
10570	0
10572	-0.00521551148853375
10573	0.00296261036368443
10574	1.131820774867e-4
10575	0
10576	0
10577	0
10578	0.03320378157695428
10579	0
10580	0
10581	0.01045561438215392
10584	0
10585	0.00413975976231486
10586	0
10587	-6.5936639550774e-4
10589	4.5760741873179e-4
1058	-0.00522988361253738
10590	0
10591	0
10592	-0.00347742199182499
10594	0
10595	0
10598	0
10599	0.00538445377276332
1059	0
105	0.00662773513303374
10600	0
10602	0.00508391456645925
10603	0
10606	0
10607	1.8625815975619e-4
10608	0
10609	-0.01686288524349553
1060	-0.00538945731804151
10610	-0.0020308807260421
10611	0
10612	0
10613	0
10614	0
10615	0
10616	0.00483598039064875
10617	5.9314590692233e-4
10618	0
10621	-0.0100840787799441
10622	0
10623	0.00457669832770852
10625	-7.0086692359886e-4
10627	-0.00859872126064179
10628	9.834754037934468e-5
10629	0.00116268623953413
1062	-0.0085620449590453
10630	-0.01192589424746892
10631	-0.00127966503002567
10632	0
10633	0
10634	-0.00143104429006853
10635	0.01013247916481139
10636	-0.00374893138877172
10637	0
1063	0
10640	0
10641	6.004325970856827e-5
10643	0.04075557449396272
10645	-0.00950126898923449
10647	0
10648	0
10650	0
10651	-0.00444667615851454
10652	-6.3339096183278e-4
10653	0
10654	0.00107871188450273
10656	0.00312455574159716
10657	0.00549687429403156
10658	-0.0019084006665127
10659	0.00382138944901558
10660	0
10661	0
10663	-0.01872232204654115
10664	0.00456770863578172
10665	0
10666	0.01168524478861606
10667	3.4565016004376e-4
10668	-0.0014219444975114
10669	-4.501854691539191e-5
10670	0
10671	0
10672	0
10675	0
10677	0
10678	-1.5857926142073e-4
10681	0
10682	0.00472529466897492
10683	-0.01080669367442812
10686	0
10687	0.00361157250288834
1068	0.006777990355525
10690	0
10691	0
10692	0
10693	0.00389020389532527
10694	0
10695	0
10699	0
1069	0
1070	-7.5103796907436e-4
10712	0
10713	0
10714	0
10716	8.3528977186044e-4
1071	0
10721	-0.00438525972725824
10723	-0.0080026571793974
10724	0
10725	-0.00200162685740878
10726	0
10728	0
10730	0
10732	0
10733	0
10734	0.01379398972678293
10735	0
10736	0
10737	0.00700316244511446
10738	-0.00566687933196908
10739	0
10741	-0.0133218757461963
10742	0
10744	-9.6018330718379e-4
10745	0.02072779103758087
10746	0
10747	0
10749	0.00915928652650981
10750	0.01641207025900038
10752	-0.0070320938768453
10753	0
10755	0
10758	0
1075	-0.00100368613819166
10761	0
10762	0
10763	0.00612524254884726
10765	0
10766	0
10767	-0.01289336141894569
10768	0
10769	-0.00974792999189172
10771	-0.00216665320385657
10772	0.00430030490507793
10773	0.00591680281196524
10775	0
10776	-2.498855320188e-4
10777	0
10778	0
10780	0
10781	0.01736006606504389
10782	0
10785	0
10786	0
10787	0
