gene	male_child_1
10000	0.00258455853284403
10001	0
10002	0
10003	-7.4055473494867e-4
100048912	0
10004	-7.2618866488584e-4
10005	0.01098237177647855
10006	0.00177031378438335
10007	0.00614001684872341
10009	0.00330460976483423
1000	0
10010	7.56390654758534e-5
100126791	-0.00236335371711265
100128124	0.02420655031453201
100128640	-0.0187124604593451
100129128	-0.00659296973485749
100129250	-0.00227646066777336
100129271	-0.00126861879646186
100129361	0
100129482	-0.00437993718713911
100130331	0
100130449	-0.00860094531603235
100132341	-0.00672892388070174
100132476	0
100134713	-0.00457085532991329
100137047	-0.00449162919175973
10013	0
10014	0.00311544662896148
10015	0
10016	0
10017	0
100188893	0
10018	-0.00669440162878027
10019	0
1001	-0.00580824971473663
10020	0.01407440675334746
10021	0
10022	-0.01105287142845713
10023	-0.00330427632847861
10024	0
10025	0
10026	0
100272147	0
100287932	-0.00118819199288416
100288413	0
100289678	0
100293516	0
1002	0
100316904	-0.00735988649052711
10036	0.00156801177701983
10038	0
10039	0
1003	-5.6437864226539e-4
10040	0.0180514970858969
10042	0
10043	0.00529601531304064
10045	0.00408985665603029
10046	0.00761891053067575
10047	0.00752628109125246
10048	0
10049	-9.4546228919109e-4
1004	0
100505741	0
100505761	0
100505879	0
100505933	-0.0031578855448444
100506144	0
100506469	0
100506504	0
100506571	0
100506581	0
100506963	-5.6204476535291e-4
100507331	-0.00975345342012869
100507436	0.00697199651378737
100507605	-0.00336730589330538
10050	0.0016162449448067
10051	0.01008696036835373
10052	0
10053	0.0103810039147139
10054	0
10055	0
10057	0
10058	-0.0134396029622852
10059	0
1005	0
10060	0
10061	0
10062	0.00423128522232446
10066	0
10067	0
10069	0
1006	0
10072	0.00161867199405953
10073	0
10075	0
10076	0.00292353604638325
10077	0
10078	0
10079	0
1007	0.00978118288068418
10083	-0.01330378083150749
10084	0
10085	0
10086	0
10087	0
10089	0.01121317560960535
1008	0
10090	0
10092	0
10093	0.01366874208847999
10095	0.0010037809135984
10096	6.3082769936913e-4
10097	-0.00195857823584542
10098	0
10099	-0.01050913977141546
1009	0
100	-0.00744240941021014
10100	0
10101	0
10102	0
10103	-0.00275507835941021
10105	0
10106	-0.00552499337539673
10107	-0.00522997914930649
10109	0
1010	-0.00466976237313383
10110	-8.224363332564582e-5
10111	0.00969313630447617
10112	2.198600218787784e-5
10113	0
10114	-0.01449884084875748
10116	0
