gene	female_adolescent_2
10000	-0.00803830528871781
10001	-0.00661503389899822
10002	0
10003	0
100048912	0
10004	0
10005	0
10006	-4.5437639026801e-4
10007	0
10009	0.00355499435105061
1000	-0.00729342906487676
10010	0
100126791	5.0060754931821e-4
100128124	0
100128640	4.244374128822e-4
100129128	0
100129250	-0.00185000260043275
100129271	0.02254420648406104
100129361	0
100129482	0
100130331	0
100130449	-0.00561863087979135
100132341	0
100132476	0
100134713	0
100137047	-0.00139983326596873
10013	0
10014	0
10015	0.00323266243457902
10016	0
10017	0
100188893	0
10018	-0.00391970638983933
10019	-0.0063931768194121
1001	0
10020	0.01473124648754285
10021	0.00420473314837215
10022	0
10023	0
10024	0
10025	-3.8052396079889e-4
10026	0.00590882569108296
100272147	0.00974494177666522
100287932	-0.0018740136609593
100288413	-0.00245487453161871
100289678	1.5936393198975e-4
100293516	0.00729600123467534
1002	-3.6567026620208e-4
100316904	-9.7126958628524e-4
10036	0
10038	0.01047050895452839
10039	0
1003	0.00415806442602098
10040	0
10042	0
10043	0
10045	-0.00885295621535789
10046	0.01187476695431721
10047	0
10048	0
10049	-0.01149966944363838
1004	0
100505741	0.00330295548891203
100505761	0.01449789101367628
100505879	0
100505933	0
100506144	0.01134121917730814
100506469	0.0063309811543682
100506504	0.00140712744002543
100506571	-0.00361908590362729
100506581	0
100506963	-0.00635445064490566
100507331	0
100507436	0.02162297471651989
100507605	0
10050	0
10051	0
10052	0
10053	0
10054	0
10055	-0.00147467149445338
10057	0.00620886521129957
10058	3.4601812061875e-4
10059	0
1005	-0.00239931728755136
10060	0
10061	-8.616178445122246e-5
10062	0.0136616654850976
10066	-0.00174921691755616
10067	0.00184377962845617
10069	0.00611493471326719
1006	-0.00111641184027022
10072	0
10073	0.00639731009913628
10075	0
10076	0
10077	0.00423945114505479
10078	0
10079	0
1007	-0.00138927566945469
10083	0
10084	-0.00686007760854293
10085	-0.00236736972086931
10086	0
10087	0.00172380024071497
10089	6.2585680333446e-4
1008	6.151400136027253e-5
10090	-0.00224432411344038
10092	0.0023778132948874
10093	0.00439467087881588
10095	-0.00151249318959572
10096	0
10097	-0.008031012326393
10098	-2.3098099531672e-4
10099	0
1009	0.00329553915634291
100	0
10100	-0.02108338463227272
10101	0
10102	-8.7537615557168e-4
10103	0.0089518743629464
10105	0.0121229170110658
10106	0
10107	0
10109	-0.0045844195022853
1010	0
10110	0.00509895404575836
10111	0.00208095198958137
10112	-0.00534669276003853
10113	0
10114	-0.00747102425595187
10116	0
10120	0
10121	-0.00518450202443155
10123	0
10125	0
10126	0.00370415664406663
10127	0
10128	0
10129	0.01051592720807114
1012	-0.00165138658060209
10130	0.00116052168694943
10131	-0.00271624975045671
10133	-0.01329407081699457
10134	0
10135	0.00592209556010685
10136	0
10137	0.00169684803626824
10138	-0.0063455176640835
10139	0
1013	-0.00847356401967801
10140	0.00262663995097445
10141	8.5538344493154e-4
10142	0.01389008512559817
10144	-0.0041992175500404
10146	0
10147	-0.00354668135182816
10148	0
10149	0.00748453499016494
1014	0.00163545969229962
10150	0
10152	0
10153	0.00637775970027867
10154	0.01972773070031226
10155	0
10157	-0.00753305688702009
10158	0.00465827876408577
10159	-0.00344838574460977
1015	0.00647419479152737
10160	3.8260144088409e-4
10161	0.01069296054385096
10162	0.00799021782242294
10163	0
