gene	female_adult_2
10000	0.0028080427133564
10001	-0.00724724097048431
10002	0.00459133498723911
10003	0
100048912	3.1607846693447e-4
10004	-0.01314079482154032
10005	0
10006	0
10007	5.008008049755e-4
10009	0
1000	0.00252629553227896
10010	0
100126791	0
100128124	0
100128640	0
100129128	-0.01622652095872768
100129250	0
100129271	-0.02072774618762772
100129361	0
100129482	0
100130331	0
100130449	0.01383340743294313
100132341	0.00988738635956034
100132476	-0.00418544610662374
100134713	0
100137047	0.0080099846391591
10013	0
10014	0
10015	0
10016	0
10017	0
100188893	-0.00453814266946905
10018	0
10019	0
1001	0
10020	0
10021	-0.01853107274010916
10022	0.00671751647616763
10023	0
10024	0
10025	-0.00848363310746451
10026	-0.00387998750606744
100272147	0
100287932	0
100288413	-0.01570707482938339
100289678	0.00127714637269184
100293516	0
1002	0.00653677105113657
100316904	0
10036	0.00606088340984795
10038	0
10039	-0.00213466546820107
1003	-0.0070752139618058
10040	0.05475572437001168
10042	0
10043	-0.00840740840193387
10045	0.00296219536807717
10046	0.00500152182001291
10047	0
10048	-0.0035043763107048
10049	0.0151062285214437
1004	0
100505741	-0.00356649588835443
100505761	-0.00228475733144486
100505879	-4.3786323542027e-4
100505933	-0.00690314791745111
100506144	0
100506469	0
100506504	7.0087897161702e-4
100506571	-0.00475877213606297
100506581	0.00231075699617687
100506963	-0.01208783080436696
100507331	-0.00344545571335457
100507436	0.00315749582271953
100507605	0
10050	0.01049867606532275
10051	0.00300107717383836
10052	0
10053	0.01626245832249359
10054	0
10055	0.01176577338085348
10057	0
10058	-0.01199704807238905
10059	-0.01211700240176499
1005	-0.00175147951168903
10060	0
10061	0
10062	0.00358329943213732
10066	-0.00559929946629221
10067	-0.0186299415582068
10069	-0.00798783295022846
1006	0
10072	-0.0125852350194114
10073	-0.00884438504096858
10075	7.5324995236384e-4
10076	0
10077	-0.02701129765658969
10078	0
10079	-0.02424905880973792
1007	0
10083	0
10084	0
10085	0
10086	-0.00624207660024391
10087	-0.00210267614726611
10089	0
1008	0
10090	0.01190729185967486
10092	0
10093	-0.00963625335771881
10095	0.00732383035342625
10096	0.00247698292222233
10097	3.0471826928722e-4
10098	-0.01716554252051831
10099	-0.02247879626258662
1009	0
100	-0.00434418271396203
10100	-0.03599821665441492
10101	0.02669374633657122
10102	0.00835543373018437
10103	0
10105	-0.00513124264785302
10106	0.01422022124319584
10107	0
10109	0
1010	-0.00365801289353835
10110	0.00421135979469743
10111	0
10112	0
10113	0.00263087690658214
10114	0
10116	0
10120	0
10121	0.00121185518535403
10123	0.01530404313107471
10125	0.02313801860755767
10126	-0.00385416296289461
10127	-0.00133700844246341
10128	0
10129	-0.0125934043631106
1012	0.01865639307385826
10130	-0.00539678431848968
10131	0
10133	-0.00422675829196207
10134	0
10135	-0.00896905853971922
10136	-0.0093246656285682
10137	0
10138	0
10139	0.0052690368192897
1013	-0.00353764930398847
10140	0.00173622876669287
10141	-0.01631463940347076
10142	-0.00217113197994252
10144	0
10146	0
10147	0
10148	0
10149	0.00826757382981757
1014	0.00776342247471114
10150	-0.01384645260444535
10152	0.00103673905682848
10153	0
10154	0.01581859187712871
10155	-0.00553808849812226
10157	6.3464498859437e-4
10158	-0.01344168633977401
10159	0
1015	0
10160	-0.01680955916834015
10161	8.4474897227648e-4
10162	0
10163	0.00625184606235854
10164	-1.5946114307906e-4
10165	0
10166	0.0129218493719198
10168	-0.00672755919715565
1016	-0.00257748972365008
10170	0.03291789934343471
10171	-0.00703293763205812
10174	0
10175	0.0057110803524514
10178	-0.01027655508189359
10179	0
1017	0
10180	-0.00144709414421168
10181	0
10184	0.0071661231595169
10186	0.0125028329896773
10188	-0.00195058715357575
10190	0
10193	0
10195	-0.01014102408464934
10196	-0.002503541097214
10197	0
10198	0
10199	0
1019	0
101	-0.0164557571769277
10200	0.01292291984971936
10201	1.8338733990778e-4
10202	0.02177532417434765
10203	-0.01177857830930556
10205	0
10206	-0.01442808728684248
10207	0
10208	-0.00206039208238088
10209	0.00294337918908211
1020	4.3299963181466e-4
10210	0
10211	0
10212	0.01731087894658602
10213	-7.855236900893346e-6
10214	0
10215	-0.00162832953197961
10216	0
10217	0
10218	-0.01567597507812271
10219	0.02645493540391124
1021	0.003164831543685
10220	0
10221	0.0164866812366107
10223	-0.00758144652007697
10225	-0.00153589263418942
10226	0.01696892354928931
10227	0
10228	0
10229	0.00370978747906013
1022	0.00929285038713906
10230	-0.0405903677031491
10231	-0.00912681503464102
10232	0.01438530723511456
10233	-0.00452031798526105
10234	0
10235	0
10236	0.01271418925267152
10237	0
10238	0
10240	0
10241	-0.00690396903564901
10242	0
10243	0.03649371396860805
10244	-0.00926330610111898
10245	0
10246	0.01602066720956534
10247	-0.01147153588426258
10248	0
10249	0
10250	0
10252	0.02997521254779723
10253	0
10254	0.0024657835492665
10255	-0.0173278417683555
10256	0
10257	0
1025	0
10260	-0.02111244251344349
10261	-0.00895373845479708
10262	0.00368464854161593
10263	-0.00115960418622667
10265	0.02087026577242858
10266	0.00774077044920927
10267	-0.03603108086912809
10268	0.00952433445235026
10269	0
1026	0
10270	0
10272	0
10273	0.00119041712518998
10274	-0.00150953649875071
10276	-0.00467480852581171
10277	-0.00567349506059298
10278	-0.00154151981007276
10279	0.00144717791471457
1027	0
10280	0
10281	0
10282	-0.00412313151555933
10284	0
10285	0
10286	0
10287	0.00564522292356997
10288	0.02148200639976864
10289	0
1028	-0.02640547901335784
10290	0
10291	0
10293	0.00276367488621016
10294	0
10295	0
10296	0.01614944375744967
10297	0
10298	0.00242117710504108
10299	-0.00270999468927616
1029	3.4831155738805e-4
102	-0.0069517945123780504
10300	0
10301	0
10302	0
10307	-0.00835312437723089
10308	-0.00985008077761448
10309	-0.00334369377675964
1030	0.0083090375830276
10311	0
10312	0.01037823721991421
10313	0
10314	0.01234725532541014
10316	0
10317	0.00570239726846858
10318	0.01875436744907153
10319	-0.01085318511662439
1031	0
10320	0.0120022723944047
10321	-0.01866568081894104
10322	0.00287222322592685
10324	-7.146291460669022e-5
10325	-0.00841846931709869
10327	0
10328	-0.01075646557226655
10329	-0.00238554671061247
1032	-0.00928830821830299
10330	-7.8755009904481e-4
10331	-0.01450107855874565
10332	0
10333	0.01260445167369686
10336	-9.99380209539616e-5
1033	-0.00650620524561754
10342	0.0189585111531928
10343	-0.01542725222307089
10346	0.00690402238790393
10347	0.01484141251444553
10351	0.00845635181044603
10352	0
10360	0
10362	0.0063389827953463
