gene	male_older_adult_3
1068	-6.989339652272084e-5
10690	0
10691	0.01470505025460129
10692	0
10693	-0.00238169683013935
10694	0.01102162351845017
10695	-7.1515870862937e-4
10699	0
1069	0
1070	0.00832993329102939
10712	0
10713	0.0083938993198943
10714	0
10716	-0.00149607557490739
1071	0.0463900726984592
10721	0
10723	0.01569047914784288
10724	0
10725	-0.00594037810528576
10726	-0.01717999225402253
10728	0.00592524792914892
10730	0
10732	0
10733	0
10734	0
10735	0.00163202236743688
10736	0
10737	0
10738	-0.01833273140567438
10739	0.01176309332527077
10741	0.00479809841899148
10742	0.00157795210273885
10744	4.1027038739494e-4
10745	0.00217809021888635
10746	-0.00730202134429883
10747	0
10749	0
10750	0
10752	0
10753	0
10755	0.00322690071789894
10758	8.7334362165275e-4
1075	-0.020311983991271432
10761	0
10762	-0.01352341288215773
10763	-0.00727561899492904
10765	0
10766	0
10767	0
10768	-0.02168886824814189
10769	-0.01935052518780361
10771	0
10772	-0.00331275294498436
10773	-0.00942939456898611
10775	0
10776	0.00636785307785056
10777	0
10778	0
10780	-0.00950363952024863
10781	-0.0019336629037923
10782	-0.01809978326208483
10785	-0.00446932985480437
10786	-0.02349536112986915
10787	-0.04403031945253698
10788	-0.04597945511380633
10791	-0.00745907037209326
10793	0.00771149617931786
10794	-0.00431967667487601
10795	0.0027382268926861102
10797	-0.02223557725461868
10798	0
10799	-0.01932730640299989
107	0
10801	0.00168108688171767
10802	0
10803	-0.02957536522946683
10807	0.00447032348834476
10808	-0.01805593247962127
1080	0.00622374143075679
10810	-0.00767261439932132
10813	0
10814	0
10816	0
10817	0.00280475934660985
10818	0
1081	0
10825	0
10826	-0.01390188961553516
10827	0.00614932021599449
10840	0
10841	0
10842	-0.02268677003666299
10844	0
10845	0.00970528199129187
10846	-0.00157449710001086
10847	0.00310210654080558
10848	0.01135410297048786
10849	-0.01590367831166509
1084	-0.01941938959580155
10850	0.00390523013048922
10855	0.01141915171070911
10856	0
10857	0.00354356478507871
10858	0
10859	-0.03579300044143979
10861	-0.00246538173555895
10863	0.02695269342611627
10864	-0.00634444540552763
10865	0.01813131638368715
10866	0.00399656354154647
10867	0.00375697251062995
10868	0
10869	0.00157194232570022
10871	-0.0078689253193281
10873	0.01502041526271377
10874	-0.01360990286961389
10875	-0.01638032359203753
10876	8.3347429562736e-4
10879	0
1087	0
10880	0.01883883046239417
10881	0
10882	0.00874436444193252
10884	0
10885	-0.01369083611799414
1088	0.02131026097008265
10891	-0.01682540925431372
10892	0
10893	-0.01075395688628492
10894	0.02151537270947196
10895	-0.00284097962391088
10897	0.0258759353965142
10898	0
10899	-4.090831891551292e-6
1089	0.0213065628986834
108	0.00188189317960136
10900	0
10902	0
10903	-0.01350386481459812
10904	0
10905	-0.00433728618789096
10906	-0.00585447963234436
10907	0.00217008086111794
10908	0
10911	-0.04926979687121519
10912	0.0076311456898302
10913	0.01204853244487003
10914	0
10915	0
10916	0
10917	-0.02169622778080101
10919	-0.0056419910167271
10920	0.00122807854774729
10921	0
10922	0
10923	0
10924	0
10926	0.02578037742330761
10927	-8.8770770763216e-4
10928	-0.00755735368434448
10929	-0.01087949340208092
10930	-0.01069006414010977
10935	0
10936	0
10938	-0.01124545943034931
10939	2.0179128186081e-4
10940	0.004753074071739
10942	-0.01089989218199063
10943	0
10944	-0.005430098171116
10945	-6.6552185259733e-4
10946	0.02107410581164789
10947	0.03056543992121285
10948	5.7936323711111e-4
10949	0
10950	0.01330631941860594
10952	0.01574261147868463
10953	0.00385916818756671
10954	0
10955	0
10956	-0.00412243030971511
10957	0
10959	0
10960	0
10961	-0.00469343502099991
10962	-0.04903202203369319
10963	-0.0214092221721141
10964	0.0168158087686798
10966	-0.00995791985728363
10969	-0.00815421074413746
10970	-0.0028756274482459
10972	0
10973	0.0039739385068466
10974	-0.01034052925255692
10975	0
10978	0
10979	-0.00918404811730883
10980	0
10981	0
10982	-0.01302684484920698
10983	0.0044026902621154
10985	-7.6260640991252e-4
10987	0.00217495113878434
10988	0.00202723148030292
10989	6.6020768982633e-4
10990	0.00641874826387396
10991	0
10992	0
10993	0.00853343449169899
10994	0.00960200313854066
10998	0
109	9.28578346334939e-5
10	-0.00467349430742983
11000	-7.2003559314499e-4
11001	-7.0204467531831e-4
11004	-0.00741709554511661
11005	7.6721153572357e-4
11006	-0.03586253166987081
11007	0
11009	-0.00718153202792857
11010	0
11011	-0.00365617723484397
11012	0
11013	0.00911537252927972
11014	-0.00474746557242965
11015	0
11016	0
11017	-0.00355981379704966
11018	0.00267512022439376
11019	-0.0054746948453628
1101	0
11020	4.2944156372097e-4
11021	-0.00849164957266053
11022	0.01043848991406464
11024	-0.01267112262736145
11025	0
11027	-0.00512961428464457
1102	-0.00593239095895227
11030	-0.01075860890054515
11031	0.00302588842133639
11033	-0.01493708775693423
11034	0
11037	0
1103	-0.00313549412111825
11040	0
11041	0.02245281854263908
11043	0.01212282208290088
11044	0.01029100388986137
11045	0
11046	-0.00517072406960036
11047	-0.00529361879117858
1104	9.8691186756661e-4
11051	0
11052	0
11054	0
11055	-0.00288342993193907
11056	0
11057	-0.00466509518945308
11059	0
1105	-0.00343655365142402
11060	-0.00937874580758986
11061	0.01003597371115187
11062	0
11063	0
11064	0.01428118061785466
11065	0.01109510973927949
11066	5.5574225519443e-4
11067	-0.00693105580907401
11068	0
11069	0
11070	0
11072	0
11073	0
11074	0
11075	-0.01023350966966089
11076	8.9106472982739e-4
11078	0
11079	0
1107	0
11080	0
11081	0
11082	0
11083	0
11085	0
11086	-0.00275727466689166
1108	-0.0020169471606589
11092	-0.00626283063479137
11093	-0.00742008108068172
11094	6.0271044052918e-4
11095	-0.00234110500203421
11096	0
11097	0
11098	-0.00166565631632657
11099	0
1109	0.0097423405283091
11100	0.00364503968371936
11102	0
11103	0
11104	0.01484145119431758
11107	-0.05507414230740287
11108	0
11113	0
11116	0.00697590243759768
11117	0.00104430653746756
11118	-0.01543026652162659
11119	0.01004714369067577
1111	0
11120	-0.00245171952607797
11122	0
11123	3.8483560866689406e-5
11124	9.002282893799e-4
11126	-0.01084713418582308
11127	0.00111030837888881
11129	-0.00233035789544243
1112	0
11130	-0.00112484729855903
11131	0
11132	0
11133	0.01130386080188734
11135	0
11136	-0.00128371527165515
11137	0
11138	0.02884696633959539
1113	0
11140	-0.00930531646329733
11142	-0.03963097298093826
11144	0
11145	0.01363525143834018
11146	0
11147	-0.03463811461732212
11148	0
1114	0
11151	0.00595264458646188
11152	0
11153	-0.01718768181252546
11154	0
11155	-4.431311546024e-4
11156	0.0051596382776107
11157	0
11160	0
11161	0.00129101882686385
11162	0.00682671720816571
11163	0.02924708237076834
11166	0
11167	0.00555481684103021
11168	0
11169	0.01872283869824179
1116	-0.02187268476963828
11170	-0.0149466686073203
11171	0
11172	4.7215654315164e-4
11174	-0.00384987901196881
11176	0
11177	0
11178	0.00193549457910038
11179	0
1117	-0.0360872009602427
11180	0.00147699864985953
11181	2.7781173889478e-4
11182	0
11183	-0.01488680292945322
11184	0.00524441862766884
11186	0
11187	0.00219080629079078
11188	-1.7243143931494396e-5
11189	0
1118	0.00704752892214716
11190	0
11193	0
11194	0
11196	0.00115221686564523
11197	0.00321388209409008
11198	0.00678266961564564
11199	0
1119	0
11201	-0.01565582303291633
11202	0.00207945759080442
11211	0.00934296824571271
11212	0
11213	-0.01727302081546572
11214	0.00197688172752786
11215	0
11216	-0.018927992381064
11219	0
1121	-0.00545424067601761
11221	0.00705595257588513
11222	0.01169249752632589
11223	0.00342784567178338
11226	-0.01499691092128633
11228	0
1122	0
11230	0
11231	0
11232	0
11234	-0.0035799094448312
11235	0.00551274570083607
11236	0
11237	0
11238	-0.00986846941793128
112399	0.01781159808230497
1123	0.05058910914577669
11240	-0.00286818951168186
11243	0
11245	0
112464	-0.01058669738116243
112479	0
11247	0.00763039198113689
11248	0
1124	0
11250	0.00337667125687854
11251	0
11252	0
11253	0
11254	-0.01336408941166647
11255	0
11258	-0.00764229786467026
11259	0
11260	0.00514624653034812
112611	0
11261	-0.008000492518221
11262	0
11264	0.00693181922403799
11266	0
11267	0
11273	0.01297953639307555
11275	-0.0088765774588815
11276	0
11277	0.00441583857832361
11278	0
11279	-0.00798405280986805
11280	-1.0915062321099115e-5
11281	-0.0045312283751967
11282	0.01583068157316486
11283	0
11284	-5.6187997101383e-4
11285	0
112869	0
112950	0.00162867585081807
1129	0
112	0.00328636997996851
11309	0.00824158953226218
1130	0.00348643607490362
11311	0.00240981427416065
11313	6.8977221148231e-4
113146	-0.00133571235661603
11314	0
11315	0
11316	0.00462470445208109
113177	0.02975384962277225
113178	0
11317	-0.00590457282442935
11318	-5.365601231572e-4
11319	0.00897368078348784
11320	-8.2426723005909e-4
11321	0.00455385701076185
11322	0
113251	0
11325	0
11326	0.02224161802907033
11329	-0.01607094742719537
1132	0
11330	0
11331	-0.00707372961197413
11332	-0.00391018467535022
11333	0.00359320806386661
11334	0
11335	0
11336	-0.00836966847308729
11337	-0.00680627557068579
11338	0
11339	0
1133	0
11340	0
113419	-0.00619447256787302
11341	0.01316004103232985
11342	0.00412444239074555
11343	0
11344	0.003634757103692
11345	0
11346	-0.00270832092644281
1134	0
1135	4.0942401501427e-4
1136	0
113791	0.00947575132743572
1137	0
113835	0
113878	0.00116935916263662
1138	0
113	0
114034	0.01702767044442299
114044	0.00820659609403022
114049	-0.01455125021709754
114088	0.0015583133568673
1140	-0.00324277247464146
114112	0.00165511647079159
1141	0.00606448361263058
1142	0
114327	-0.00107629975872494
1143	0
1144	0.00642434660115098
114548	0.02445572681046442
1145	-0.01917216435021785
114625	-0.00918446043394305
1146	0.00415534852890163
114791	0
1147	-0.01269623355245033
114819	-0.00191013454273752
114876	0.00658693518092177
114881	0
114882	0
114883	2.781037149088e-4
114884	-0.00328595641060157
114885	0.00757973633089835
114897	0
114899	0.0213304293640938
114908	-0.00812906888734505
114932	0
1149	0.00101647800455956
114	0
115123	-0.00321594746583483
115201	0.00220971147086808
115207	0
115290	-3.1699476231244e-4
1152	0.03521410848873388
115353	0
1153	-0.00300860647326953
1154	-0.01273112520482904
1155	0.00397492958434597
115703	0
115708	0
115817	0.00107724597650305
1158	-0.01457977986617079
115939	-0.00331511836756186
115	0
116039	0.00836582743238265
1160	0
116138	0
1161	0.00836958442777535
116285	0
116372	0
116496	-0.01783509394231871
1164	0.01176623654832552
116828	0.01431637431526672
116832	0
116984	0
116985	-0.0107446369490231
116986	0
116987	0.00826061523926049
116	-0.00335429510935866
117178	-0.00502100764148549
117246	-0.01070494457149781
1173	-0.01665731862154454
1174	-0.01312658547904416
1175	-0.01982292356231239
1178	-0.0326184178946219
1179	-0.0094973810679811
117	0
1180	0.01317903100603992
1181	0.02135625857865402
1182	-0.00656512369989199
1183	0
1184	0
1185	0
1186	-0.00321682997419772
1188	-0.0017005351750259
118	0
1191	0.01043930546317304
1192	-0.00198372124719743
1193	-0.02456779655632759
1195	0
1196	0
1198	0
119	0
1200	0
1201	0
1203	0.00381493626335804
120526	0.00563638171676732
1207	0.01322119599994276
1208	0.00809296965046012
1209	-0.00398069026566811
120	-0.00435005663280355
1211	0
1212	0
1213	-0.00319269030732846
1215	0.01191911449359028
122616	0.0139690808708474
1230	0
1232	-0.03817147920580423
1233	0.03034496160798074
1234	-0.02410178703527868
1235	-0.00948996015452635
1236	-0.03141596363520386
1237	0.01956112211457356
123803	-0.00274008866184386
123872	0
1238	0
123	0.03207908408379597
124044	-5.7449068457467e-4
1240	-0.00616619724716342
124152	0
1241	0
124222	0.00719091718854415
1244	0
124565	-0.00622898821558205
124583	0
124	-0.01040842634290431
125893	0
1258	0
1259	0
125	0
1261	0
126208	0.00954759996193021
126231	0.00836268855557809
126298	-0.00258168794144459
126299	0
126321	-7.7166060778706e-4
126353	-0.01086061938198952
126393	0
1263	0.03975492821930056
1264	0
1265	0.00100887046203518
1266	-0.00951364299585503
1267	0
1268	0
1269	0
126	0
1271	-0.00329809550837075
1272	0.00876763717000079
127534	-0.0212469421448023
127544	0
127703	0
1277	-0.00190657566430534
127833	0.00875313478365968
1278	0
1280	0
1281	0
1282	-0.00142724449075485
1284	-0.01806916856513593
128553	0.03738345541745254
1285	-0.00362151234806515
1286	0
1287	0
1288	0
1289	0
128	0.01481909307225552
129025	0
129080	0
1290	-0.02416966004936976
1291	0
1292	-0.01613558926603698
1293	0
1294	3.8473672631975e-4
1296	-0.00309564859994042
1297	0
1298	0.01743220952207497
1299	0
12	0.00963676852441702
130074	0.0023490748275281
1300	0.00617186638323834
1301	-0.00294466460321202
1302	-0.00542756960760295
1305	0.00470376395885654
1306	-0.01151920252196003
1307	0.02023283725260606
1308	0
130916	0.00174195241827272
130	0.0122283020599247
1310	-7.489557579974e-4
1311	0
1312	0
131408	0
1314	0.00157146309296068
131544	-4.7739584626399e-4
131566	-0.0029824702311499
131578	-0.00734063406130328
1315	0
131601	0
1316	0
1317	0
1318	-0.00315359694707373
131	0
1326	-0.00105264297233815
1327	0
1329	-0.00921569210158127
132	0.00453172474235994
133619	-0.00140580556012997
1339	0
133	0.01819279920104712
1340	0.00939355670619993
1345	-0.02077748975008365
1346	-5.992940854246e-4
1347	-0.00270258946919848
1349	-0.0067347480090086
134	0
1350	-0.01958935476380536
135138	0
1351	0
1352	0.00851035234850521
1353	-7.736947129770498e-5
1355	0.00189426604520228
1356	0
1357	0.00434327095323726
1358	0
135948	0
1359	0.01576156445850991
1360	0
1361	0
1362	0
1363	0.0061842202115861104
1364	0
1365	0
1366	-0.01515559295884171
1368	0.01700133144944831
1369	0
136	0.00229447430074526
1370	-0.0019751480974544
1371	-0.0031028312856607
1373	-1.2778619225947e-4
1374	0.00710103780993875
1376	0.00477024688075732
137886	0
1378	0.00105995554174202
138046	-0.008711530886118
138050	0
1380	-0.01410653553622536
138151	0.01209768426279882
138162	0
1381	0.00604484163473078
1382	0
1384	0.00886910476855606
1385	0.00434602328693775
1386	0.01544097080540815
1387	0
1388	-0.00564291085165515
1389	0
139081	0
1390	-0.00479023308056665
1392	0
139322	0.00516390359493778
1393	0
1394	-0.00246560193857371
139538	0
1395	0.00105114882196897
1396	0.02477205105961945
1397	-0.0262897932285156
1398	-3.06305104979457e-5
1399	0.00399904493372476
13	0.00427984927917186
1400	0
1401	0
140459	0
140460	0
140461	-0.00592050453925593
140462	0.00683591074416412
140465	-0.02259270869199706
140467	0
1404	-0.00273432705483923
140545	0
140578	0
140597	0.01471462544134421
140609	0
1406	0.00196754496685651
1407	0
140801	0
140803	0
140883	0
140885	0
140890	-0.00954056525848335
1408	0.00381677371461628
140	-0.0283018026959253
1410	-0.01377472665966796
1411	0
1412	-8.2207459276185e-4
1413	0
1414	0
1415	0.0038158110673394
1416	-0.01396110498300369
1417	0.00284358502187178
1418	0
1419	-0.02330484055102859
141	0
1420	-0.0032859410002937
1421	0.00706541945996896
142684	0
1428	-0.01462893584979159
1429	0
142	0
1432	0.00431142060082408
1434	0
1435	0.005288133634119
1436	0.01399077098580773
1437	0
1438	-0.00517235137624473
1439	0.00589972882874072
1440	1.8206143171574e-4
1441	0
1442	-0.02167481988329228
1443	-0.00800463542526199
144404	5.5022170302917e-4
1444	-0.0206896287089232
1445	0
1446	-3.8548966286312e-4
1447	0
1448	0
1452	0
145389	0
1453	0.00415213510649358
1454	0.01397617927390578
1455	0.00697484246298609
1456	0.00864629290860535
1457	0
1459	0.00317981633018581
146057	-0.00773702259397884
1460	-0.0105713525703319
146227	0
1462	-0.00509928889208644
1463	0
1464	-0.00121982515222066
146542	0.00783629326933053
146562	-0.0020840590819112
1465	-0.00321852342089923
146691	-0.00421959017535473
1466	4.854978118218e-4
146712	0.00184076377891084
1468	0
1469	-0.00471009768564778
146	0
1470	-0.01345010776773162
147179	-0.00169365506831696
1471	0
1472	0.00738070063828273
147339	0.01015270272576063
1473	0.00485216949774492
1474	-0.00544585880886921
1475	0.01542311344481599
147657	0
147694	0
1476	0
1477	0
1478	0.00716631115772144
147912	0
1479	0.00550640205665277
