gene	male_middle_adult_2
10000	0.00504585958654779
10001	-0.01015210410742343
10002	0
10003	0.00611968276128266
100048912	0
10004	0.0255510376908489
10005	0
10006	0
10007	-0.03815903806543695
10009	0
1000	-0.00827638877469468
10010	-2.0897657115237e-4
100126791	0.00104470355923376
100128124	0.00911137231116931
100128640	-0.0115318805451056
100129128	0.01951181590969658
100129250	0.00421027271942083
100129271	8.1128557535334e-4
100129361	-0.0039529900393883
100129482	-0.00631981236350226
100130331	0
100130449	0
100132341	-0.00931219638012757
100132476	-0.00400881400094898
100134713	0.00239924603947285
100137047	-0.02075084344339677
10013	-8.1270638207867e-4
10014	0
10015	-0.00907244612539097
10016	0.01488937167681176
10017	4.1740477277754e-4
100188893	0.01240415884344797
10018	-0.02382885210011361
10019	0.00996684669375839
1001	0.01310165434895966
10020	0.00337015354903141
10021	0
10022	0
10023	0
10024	0.00244452375519308
10025	0.0016554591738409
10026	0
100272147	-0.00993138112785734
100287932	0.00947166324041517
100288413	0.00416833067798011
100289678	0
100293516	0.04310509668480458
1002	0.00311405376865507
100316904	0.01638002511044376
10036	-0.01672308206161767
10038	-0.00143289110793132
10039	0.01645918130832702
1003	-0.02471696830928838
10040	0.00293488155431288
10042	-0.00781657521009916
10043	0
10045	0.01335265563754647
10046	-0.04743478944607618
10047	-0.01101279084324973
10048	0
10049	-0.02662830813064923
1004	0.00114061846865715
100505741	0
100505761	-0.0023595786463569
100505879	0
100505933	0
100506144	0.01549400973130235
100506469	-0.00540246836492377
100506504	-6.7338047896006e-4
100506571	0.01030141719813279
100506581	0.00329654736574192
100506963	-0.01263337278164792
100507331	-1.5740737231908e-4
100507436	-0.01553306623210346
100507605	0.00383777339838554
10050	0.01000338647488087
10051	-0.0122617099617889
10052	-0.00101655305122333
10053	0.00517566285518057
10054	-0.00244418281436012
10055	0
10057	0.0011702879320371
10058	0
10059	0
1005	0
10060	0
10061	0
10062	0.00307463725985896
10066	0
10067	-0.00671511672812318
10069	0
1006	0
10072	-0.00895910835893092
10073	0.01231899423063819
10075	0.00122800165613427
10076	-0.0045223524896614
10077	-0.02868734641969994
10078	0
10079	-0.0702956649979577
1007	0
10083	0
10084	0
10085	9.8337982829982e-4
10086	0
10087	-0.01910086645323509
10089	0.00774504312045918
1008	0.00521551969509945
10090	0.03299619611030518
10092	-0.01666146645969289
10093	0
10095	0.00147099535128613
10096	-5.5699235736425e-4
10097	0
10098	-0.00309226687468821
10099	0.00274271871637927
1009	-0.00894416709823242
100	0.04187394578468316
10100	-0.01870029336972038
10101	0.05629453629414563
10102	0
10103	-0.01075354953753026
10105	0.01856352437860663
10106	-0.00836400845292595
10107	0
10109	0
1010	-0.01179281065056594
10110	0
10111	-2.335338327067819e-5
10112	-0.00965128544928205
10113	0.01651247310585029
10114	0
10116	0
10120	0
10121	0
10123	0.00598227530095625
10125	0
10126	0.00457536569780101
10127	0
10128	-0.0132295964789345
10129	0
1012	0.00759198888653504
10130	0
10131	0.0241020485852271
10133	0.00425577438686554
10134	0
10135	-0.0214125967663372
10136	0.007686891035829
10137	0
10138	0
10139	0
1013	0
10140	0
10141	-0.00575073893829844
10142	-0.0055701885948137
10144	-0.01801958876129476
10146	0.00695777716039857
10147	-1.2268502488808e-4
10148	-0.0561340000102255
10149	0.00835333988283506
1014	4.1117757297696e-4
10150	-0.02927353685853078
10152	0
