gene	female-child-coarse-3
1	0
10	0
100	0.028836628414378965
1000	0.01527127053666966
10000	0
100009676	0
10001	0.004505010168350752
10002	-0.020344295326933604
10003	0
10004	0.007319661355809834
100048912	-0.03132670462784646
10005	0
10006	0
10007	0
10008	0.012220356314291577
10009	0
100093630	-0.002917649397925247
100093698	-0.015237046570221341
1001	6.17547985583918e-4
10010	-0.014871662675825684
100101467	0
100101938	0
10011	0.011280303534641744
100113407	0
100124700	-0.003949590888130938
100125288	0.0034024036498243645
100126791	0
100126793	0
100127888	0
100127983	0.007703510347556457
100128025	0
100128071	0.035205802502067014
100128098	0
100128124	0
100128126	-0.0054260579061711865
100128139	0
100128164	0.009987059064154643
100128191	0
100128239	-0.011105695462849929
100128325	-0.01279188741064039
100128554	0
100128590	-0.004868211015575809
100128640	0
100128731	-0.00897584286656543
100128750	0
100128782	0.028252942722904142
100128788	0
100128881	-0.02384111319375234
100128893	0
100128927	0.008546899266272553
100128946	0
100129128	0
100129175	0
100129195	0.03283237072953832
100129196	0.0016590578243131462
100129250	-0.05077764480299755
100129271	0
100129361	9.007627408020356e-4
100129427	0
100129461	0
100129482	0
100129503	-0.013962187316514859
100129550	0
100129597	0
100129620	-0.0021109121460802216
100129654	0
100129662	-0.013618288242242
100129716	-0.006577611721845156
100129722	0
100129726	-0.011610210266243695
100129792	0.006983973997574224
100129794	0
100129827	0
100129845	0.0027515890131648247
100129858	0.036295471623664435
100129917	0
100129935	0
10013	0
100130155	0.0054345338165942845
100130249	0
100130264	0
100130331	0.0014296579509062476
100130357	0.02152395850783826
100130449	1.4631289464426463e-4
100130476	0.031183563125508074
100130519	0
100130522	0.005191525610419668
100130548	0
100130613	0
100130691	-0.0015542227631483267
100130705	-0.006689010309901873
100130717	-0.011866619577009975
100130733	0.00517226828134927
100130776	0.0068294246621773665
100130894	0
100130933	-0.013096457900406058
100130950	0
100130958	0.019337645505705697
100130967	-0.009585751480697428
100131017	-0.03976337042433604
100131067	0.014776171920314992
100131117	-0.03193879472738753
100131138	0
100131187	-0.03407022423161151
100131211	0.01634703743302148
100131213	0
100131303	0
100131347	0
100131366	0
100131434	0
100131496	0
100131655	0
100131691	0
100131755	-0.01695451494029511
100131801	0
100131814	0
100131816	0
100132074	0
100132078	0
100132341	0
100132386	0
100132464	0
100132476	0
100132596	0
100132677	-0.007640938635158343
100132891	0
100133205	0.003995032033913483
100133311	0
100133461	0
100133612	0
100133941	0.04493925514765948
100133985	0
100134229	0
100134259	-0.004245131568862953
100134368	0
100134713	0
100137047	-0.005548869074064476
10014	0
100141515	-0.006434226073794952
100144597	0
100144602	-0.03586095418227558
100144603	0
100144748	-0.004261018051480121
10015	0
10016	0
100169752	0
100169989	0
10017	0.01668959612913744
100170229	0
100170765	-0.03611816198545211
100170841	0
10018	0
100188893	0
100188953	0.01205812179062588
100189589	0
10019	0
100190938	0.0011267978564500868
100192379	0
100192386	0
1002	0
10020	0
10021	0
10022	0.02219582520939929
10023	0.019320506085068332
10024	-9.158054458631218e-4
10025	0
10026	0.007162893950146586
100268168	0
100270679	0
100272147	-0.04247395421264896
100286844	0
