gene	male-older_adult-coarse-1
1	0.00875149440554104
10	0.04195779225104997
100	-0.054065594808995435
1000	0.09247107501054189
10000	0.03846418971849428
100009676	0.030818833190673234
10001	0
10002	0.02671640589061882
10003	-0.011269641976607894
10004	-0.042818259507010514
100048912	0.038031902771103326
10005	-0.029364710725741726
10006	-0.013079221630744476
10007	0
10008	0
10009	0
100093630	0
100093698	0
1001	0
10010	0
100101467	-0.04969149448798708
100101938	0.02183235359669753
10011	0.07137137697361795
100113407	0.05149586003348768
100124700	0
100125288	0
100126791	0.04925536351763078
100126793	-0.040362894916527184
100127888	0.0864555964094161
100127983	0
100128025	0.020845911051672456
100128071	0.023094483470918824
100128098	0.0203013588290495
100128124	0.07131825490755019
100128126	0.016690158266602202
100128139	0
100128164	0
100128191	0
100128239	0.0011285197037200015
100128325	0
100128554	0
100128590	-0.09407266162929417
100128640	0
100128731	-7.445019912542367e-4
100128750	0
100128782	0.024219312245294968
100128788	0.014265028254411994
100128881	0.0066208809002446765
100128893	0.07070237615780674
100128927	0
100128946	-0.00863604786574587
100129128	0
100129175	0.008238110678924536
100129195	0
100129196	0
100129250	-0.031664315336112775
100129271	-0.004871386145382775
100129361	-0.021752596877689157
100129427	0
100129461	0.051739737298618575
100129482	0
100129503	0
100129550	0.006389323721863788
100129597	0.008636336155475748
100129620	0
100129654	0.02634013679340782
100129662	0.016107085648291122
100129716	-0.01071330474107703
100129722	0
100129726	-7.043703124227228e-5
100129792	0
100129794	-0.020999473760843976
100129827	0
100129845	0.00870949931199879
100129858	0.05236772751607714
100129917	0
100129935	0
10013	0
100130155	0
100130249	0
100130264	0
100130331	0
100130357	0.0075725416993905675
100130449	0.05807490323866504
100130476	-0.015141497294481245
100130519	0.009260811681414263
100130522	0.011557701253804696
100130548	0
100130613	0
100130691	0
100130705	0.014626655470056295
100130717	0.024320339283829758
100130733	0
100130776	-0.021693583608765707
100130894	0.007648046834178945
100130933	0.02599156552378225
100130950	-0.026925201110808972
100130958	0.0933637673782393
100130967	0
100131017	-0.021536016006420515
100131067	-0.009576916074160462
100131117	-0.034100478873561
100131138	-0.0052216925904513285
100131187	-0.06736355187468074
100131211	0.02856688673509932
100131213	0
100131303	0
100131347	0
100131366	0
100131434	-0.07464324784305507
100131496	0
100131655	-0.008550116824564006
100131691	0.05309980068641962
100131755	-0.04935679654117351
100131801	0
100131814	0.04472882872544154
100131816	0
100132074	-0.0552589162524754
100132078	0
100132341	0
100132386	0
100132464	-0.026522815219393692
100132476	0
100132596	0
100132677	0
100132891	0
100133205	0.02214745070513016
100133311	-5.418227001131368e-4
100133461	0
100133612	0
100133941	0.04335891138961292
100133985	-0.06268860466768958
100134229	-0.007468731061515428
100134259	0.051700052769950704
100134368	0
100134713	0
100137047	0.05433098265906575
10014	0.015509237711746452
100141515	-0.009654190861515354
100144597	0
100144602	-0.048972942874999675
100144603	-0.011378359568060324
100144748	0
10015	-0.005913209039678233
10016	0
100169752	0
100169989	0
10017	0.024780034819104266
100170229	0.01774011036789839
100170765	0
100170841	0.025988112891392183
10018	0.017237996431782393
100188893	0
100188953	0
100189589	0.009165414150379919
10019	-3.650720093983348e-4
100190938	-0.0063209478767749325
100192379	-0.005510631280550732
100192386	0.025940671775115148
1002	0
10020	0
10021	0
10022	0.03970664983218649
10023	-0.009316905719654683
10024	-0.010146187403308186
10025	0.002437129769012998
10026	0
100268168	0
100270679	0
100272147	-0.0021250623476564492
100286844	-0.0021951572439246787
100287015	0.0018306157966273984
100287114	0
100287177	0
100287366	-0.004966967084369674
100287482	-0.07400615683343187
100287569	-0.02358444041795172
100287616	0.0492998372402499
100287814	-2.8924401137356883e-4
100287896	-0.028954633535725013
100287902	0
100287932	0
100288079	0
100288122	0
100288198	-0.014113283595268653
100288413	-0.05119718275717339
100288637	0
100288797	0
100289092	-8.685594757206289e-4
100289097	0
100289098	0
100289187	0
100289274	0.04816310192989823
100289341	-0.03582086785634022
100289373	-0.0024901156376804833
100289495	0
100289635	-0.042130797025141914
100289678	0
100292680	0.010293859849800965
100293516	0
100294362	-0.025960423366282636
100294720	0.0064974192994815055
1003	0.005167037564334194
100302691	0
100303728	0
100303755	0
100306951	-0.06438749561383515
100316904	0.042403617374455416
100329135	0
100359394	0.007318753886863637
10036	0.036066517861395565
100379174	-0.03316505640127999
10038	-0.011334994889910079
100381270	-0.004433850406881943
10039	0.10166845166823217
1004	-0.09170301622019665
10040	-0.007954742776101073
10042	-0.00588902874037945
100422737	0.009556281713987614
10043	0.005630670606611508
10044	0
10045	-0.0012929309482305838
10046	0.02432750044140265
10047	0
10048	0
10049	0
100499171	0.006660991642709305
1005	-0.018160691918825952
10050	0.007588883166077059
100500850	-0.06373377144056985
100505474	0
100505478	0
100505495	0.074980391904558
100505501	0.037027839256849694
100505515	0
100505538	0.025210373581416454
100505540	0
100505545	0
100505549	0.034119416103959084
100505573	0.09080751096129593
100505583	0.007675604283180504
100505609	0
100505616	0.05716668794074294
100505619	0
100505622	0
100505624	0.02200711023886112
100505641	0.016965696806095623
100505658	0
100505659	-0.0317951280756566
100505664	0.09317792581437648
100505676	0
100505681	0
100505685	-0.030093325868832198
100505687	0
100505696	0
100505715	-0.05076832826407478
100505718	0
100505738	0.019474158923157
100505741	0.050892315696787545
100505746	-0.023164561185059773
100505761	0.03746622372145349
100505768	-0.004270538507938354
100505776	0
100505782	0
100505783	0.03804990777937164
100505797	-0.01829813347595973
100505811	4.9889666867919355e-5
100505812	-0.0016061407159756113
100505826	0.018566585808769787
100505839	-0.017125816657656407
100505841	0
100505851	-0.013290736469493332
100505854	0
100505876	0
100505877	0
100505879	0.0649818518549002
100505881	0.008673316023293954
100505890	0
100505893	-4.6434655261131644e-4
100505894	-0.05179440275031877
100505933	0.03227394360404902
100505964	0
100505967	-0.020842782841857914
100505975	0
100505978	0
100505984	0
100505985	0
100505989	0.016429578903456157
100506012	0.009648501187341655
100506013	-0.015161860637984458
100506022	-0.008497721697714436
100506025	-0.01293131190551901
100506049	0
100506068	-0.004295928164941248
100506071	0
100506082	-0.013705229067210964
100506083	0
100506098	0
100506100	-0.005296961885793621
100506107	0.023276831206627276
100506108	0.02288063851569837
100506113	0
100506115	-0.02865882682335852
100506119	0.02695095645367676
100506122	0
100506125	0.0344818183577969
100506126	0
100506127	-0.011959211951973159
100506142	0
100506144	0
100506172	0
100506175	-5.001302809472362e-4
100506195	0.05569055013719168
100506207	-0.01641821038938094
100506215	0.011285007003247876
100506229	0.007393017560694337
100506237	0.0010975474721308628
100506243	-0.04204302935074384
100506271	0.014085557636372405
100506274	0.004135458213373316
100506286	0
100506289	0
100506302	0.046827677294803804
100506314	-0.0050207920925126725
100506319	-0.022729376284114124
100506368	0
100506374	0.015310893021176459
100506380	-0.10680169227268577
100506385	0
100506405	0
100506406	0.0021368334946199586
100506409	0.07022745926490195
100506413	-0.01567774988223834
100506421	0
100506428	0
100506433	0
100506457	0.020847318454498144
100506462	-0.016299395622856743
100506465	0
100506469	0
100506475	-0.02549593200810922
100506489	0
100506492	-0.022169566172658875
100506495	0
100506497	0
100506498	0
100506504	0.023081387135224254
100506526	0
100506527	-0.003302112613797364
100506530	0
100506540	0.010707462751129443
100506542	0
100506571	0.00625613386851314
100506581	0
100506599	0.010039795169396452
100506603	0.007308335759711906
100506606	-0.018423222936635668
100506622	0.04409294105186747
100506655	0
100506660	0
100506668	0
100506675	0.03402351131730485
100506677	0.006594078071375059
100506679	0.01738978511395644
100506680	-0.0012707925567838102
100506686	0.026275165914297557
100506691	-0.017025113906456123
100506696	-0.019049265983929177
100506697	0
100506710	0.024430230242701335
100506713	0.005933028801947562
100506714	0.013745699098149457
100506724	-0.009685390347603304
100506733	0
100506742	0
100506755	0
100506757	0
100506765	0
100506776	-0.007144442788565651
100506779	-0.019090291322862465
100506790	0
100506791	0
100506795	-0.043030625528221934
100506797	-0.004829664335229191
100506826	-0.008466714295180052
100506827	0.018218629662173892
100506834	0
100506840	0
100506866	-0.01806770291160201
100506874	0
100506895	0
100506907	0
100506922	0
100506930	0
100506963	0.0484352686781065
100506994	0
100506999	-0.007914663942170441
100507027	0.002113763564294526
100507034	0.03192121195525417
100507050	-0.029262635469064893
100507057	-0.00420260464046148
100507058	-0.013268543635327826
100507059	0
100507062	0
100507064	0.030322200804695484
100507086	0
100507114	0
100507117	0
100507143	0
100507156	0.009640008167833105
100507171	-0.04084317924399476
100507173	0
100507203	0.017279889269374092
100507206	0.018270072452749548
100507240	0
100507246	-0.0026728391468736515
100507250	-0.0496084141293198
100507254	-0.018637777431250082
100507257	-0.022072769697297285
100507261	0
100507266	0.016622039276908307
100507274	0
100507277	0
100507283	-0.01250084024975226
100507290	-0.005252741591210712
100507300	0.028778339174784513
100507303	0.0706772187050947
100507316	-0.022428184602354538
100507331	-0.008322773836412266
100507336	-0.013041053771781939
100507362	0
100507384	0
100507388	0.007005235262993894
100507389	-0.02573511377187999
100507391	0
100507392	-0.017743169234303677
100507403	0
100507421	-0.027371034204619737
100507423	0
100507428	-0.005259398723079826
100507433	0
100507436	-0.005574122629568818
100507459	0
100507461	-0.013032329127278919
100507462	-0.0027485515576074326
100507463	0.028644470824172704
100507468	0
100507470	-0.006229460514038575
100507475	-0.024116104141566043
100507477	-0.003100534746989996
100507487	0
100507495	0
100507506	0
100507524	0.012059917203704997
100507527	0.012046447917454883
100507533	0.004176458494897427
100507534	-0.009487870230818641
100507537	-0.041825409699361306
100507540	0.021320858962617567
100507547	0.050555167584966684
100507564	-0.005799951274771789
100507567	0
100507584	0
100507600	0
100507602	0.01129409917012475
100507605	0.022344531773223843
100507629	-0.006118069761778424
100507632	0.021498864728334725
100507642	0.004396226433429728
100507650	-0.06420249661418859
100508631	0
10051	0
10052	-0.040310089808411276
100526820	0.007291859221666416
100528062	0
10053	-0.025912824063122723
100533106	-0.006392906535800914
100533178	0.019742849396752294
100533182	0.03298005767235259
10054	0
10055	-0.03369736914855556
10056	0
10057	0
10058	-0.03950698246252368
10059	0.058899310164758405
1006	0.004132497542425649
10060	0
10061	0.0697131610861514
10062	0
100628307	0
100631378	0
100652740	0
100652791	0
100652824	0
100652853	-0.03302139293622304
100652911	0
100652929	0
100652999	0.018135754452391434
10066	-0.01054915571874711
10067	0
10068	-0.001759033949851134
10069	0
1007	0.016692313093027752
10071	-0.0024351252977544004
10072	0.028211267356661546
10073	0.020480980691703458
10075	0.011558182714617855
10076	0.026501367945541417
10077	0.06650124042415695
10078	0
10079	-0.019459635700926438
1008	0
10081	-0.0012597871970566408
10082	0.0018214982634651552
100820829	-0.06304015558654708
10083	-0.018577797242942236
10084	0
10085	0.023037443787840298
100852408	0.00524713115770178
100852409	-0.005247682162645362
100859921	0
100859930	-0.007871463777226228
10086	0.030625244434690065
100861552	0
100861553	0
100861554	-0.020567770777138276
100861573	0
100862662	0.04617293462271479
100862671	0.060035095464186165
100862679	-0.027906776015383095
100862680	0.04592426822759672
100862704	0
10087	0.009124254313169766
100873930	0.006112384400300647
100873942	0.0016104934946399164
100874012	0
100874018	0
100874021	-3.001546405705001e-4
100874032	-0.0545670409497027
100874051	0
100874063	0
100874143	0
100874178	0
100874182	0
100874187	0
100874194	0.010406787707764405
100874195	0
100874205	0
100874239	0
100874251	0
100874253	-0.0071173387123251415
100874323	0.020199017984201224
100874362	-0.05691708748978901
100874365	-0.01835217141945852
100885778	-0.003545139511759481
100885781	0.04283159954814579
100885798	0
100885848	0
10089	0.010817802679780747
1009	0.016035304381984312
10090	0.0026158574088530682
10092	-0.011981041188602647
10093	0
10095	-0.00756649724190511
10096	-0.003496821708506519
10097	0
10098	0
10099	-5.635657686325086e-4
100996246	0.025915708206185783
100996251	0
100996279	0
100996286	-0.06129609285831053
100996301	0.022267091238121383
