gene	male-old_adult-fine-2
100506195	0
100506207	-0.03970352611565401
100506215	-0.014744706341052032
100506229	0
100506237	0
100506243	0.0035433006670785422
100506271	0
100506274	0
100506286	-0.007010275452270291
100506289	0
100506302	0.027789726220345302
100506314	0.01003221073667282
100506319	0
100506368	-0.041938158561943883
100506374	-0.013145969045410023
100506380	-0.0066940736556120855
100506385	-0.0010576039512481205
100506405	0
100506406	0
100506409	0
100506413	0.0020714945106267437
100506421	0.030965840043778513
100506428	0.039691026492732276
100506433	0.015161111655467189
100506457	0.05286155028020131
100506462	0.004110754221930695
100506465	-0.021255466815767354
100506469	-0.020498013159620226
100506475	0
100506489	0
100506492	0
100506495	-9.96242639049914e-4
100506497	0
100506498	-0.005532927686587662
100506504	-9.324607569796096e-4
100506526	0
100506527	-0.003445622278953976
100506530	0
100506540	0.05869658358705508
100506542	0
100506571	0
100506581	-0.005196270050899777
100506599	-0.05988715868284834
100506603	-0.01626779015009367
100506606	-0.0298509155285413
100506622	-0.005864468125318385
100506655	0
100506660	0
100506668	0
100506675	0
100506677	0
100506679	0
100506680	0
100506686	0.046994284469586575
100506691	-0.06659433705115879
100506696	0.015974176015615044
100506697	0
100506710	0
100506713	0
100506714	0
100506724	0
100506733	0
100506742	0
100506755	0.006784859490264221
100506757	0.022369133444404388
100506765	0
100506776	0.020255021049426242
100506779	0.009157600612400724
100506790	0
100506791	-0.003871687860830971
100506795	0
100506797	0
100506826	0.03293193860897014
100506827	-0.0015684024609351882
100506834	0
100506840	0
100506866	0.005946758791622142
100506874	0
100506895	0
100506907	0
100506922	0
100506930	0
100506963	0.013668330718522276
100506994	-0.006699372259712055
100506999	0.031376507391456865
100507027	0.005409004076047682
100507034	-0.019442945321421334
100507050	0
100507057	0.03535377832176773
100507058	0
100507059	0
100507062	0
100507064	0
100507086	-0.01016052782364226
100507114	0
100507117	0
100507143	0
100507156	-0.020400602190654718
100507171	-0.027638653934793717
100507173	0
100507203	0
100507206	0
100507240	0
100507246	0
100507250	-4.1450991781509966e-4
100507254	0
100507257	0
100507261	0
100507266	0
100507274	0
100507277	-7.559809106102964e-4
100507283	0
100507290	0
100507300	0
100507303	0.11557729351652868
100507316	-0.01526700169158321
100507331	-0.0627941869660708
100507336	0
100507362	0
100507384	0
100507388	0
100507389	0.016980991569877965
100507391	-0.018301458279524008
100507392	-0.004627811155185917
100507403	0.0206575818854736
100507421	0
100507423	0.006705658708606363
100507428	0.02033260588514179
100507433	0
100507436	-0.014103840728019658
100507459	0
100507461	-0.006425073600931269
100507462	0.008607624107035606
100507463	-0.031731753214949344
100507468	0.0033053493668778163
100507470	0
100507475	0.03770673084937154
100507477	0.015314029993896982
100507487	0
100507495	0
100507506	0
100507524	0
100507527	0
100507533	-0.0036576893055973044
100507534	0
100507537	-0.003836048973002536
100507540	0.05256376699848991
100507547	-0.029453436741568934
100507564	-0.004133771962575772
100507567	-9.322032665510842e-4
100507584	0
100507600	0
100507602	6.643663632663013e-5
100507605	0
100507629	-0.015551989184254315
100507632	0.003205422212020742
100507642	0
100507650	0
100508631	0
10051	0.003053522018456589
10052	-0.016084224174150594
100526820	0.0032122596894283823
100528062	0
10053	-0.04104011329658952
100533106	0.019647925629180926
100533178	0
100533182	0.037965301605914006
10054	0
10055	-0.036207994104091985
10056	0
10057	0
10058	0.002085336855139877
10059	0
1006	0
10060	0.015036173534985955
10061	9.446654732331552e-4
10062	0
100628307	0
100631378	0
100652740	0
100652791	0.007019774025740541
100652824	0
100652853	0.02235862293173703
100652911	0
100652929	0
100652999	-0.01898236518186844
10066	0
10067	0
10068	0
10069	0
1007	0
10071	0
10072	0
10073	0
10075	2.6325637029802614e-4
10076	0.03496885206413073
10077	0.014114266933343632
10078	0.03886805120662216
10079	0.02204200917687727
1008	-0.021445713776411083
10081	0
10082	0
100820829	0
10083	0
10084	0
10085	0.005203193063967992
100852408	0
100852409	-0.002582289422462279
100859921	0
100859930	0
10086	0.010328199765514107
100861552	0
100861553	0
100861554	-0.002284270322290208
100861573	0
100862662	0
100862671	-0.03530126272124211
100862679	0
100862680	0.02582224425738128
100862704	0.013356302918060049
10087	0
100873930	0.028674023174383004
100873942	0.00422493947330571
100874012	0
100874018	0
100874021	0.0010666760885147389
100874032	0.027772669612863583
100874051	0.023738265166186764
100874063	0
100874143	0
100874178	0
100874182	0
100874187	0
100874194	-0.00334971622178043
100874195	0.003265163478949081
100874205	0
100874239	0
100874251	0.037540918042810484
100874253	-0.013976744705274236
100874323	0.017391021273353534
100874362	-0.020271730082579525
100874365	-0.026609934725435144
100885778	0
100885781	-0.007363695994263211
100885798	0
100885848	0
10089	0.005865035387564934
1009	0.034360247856194404
10090	-0.02306935368254682
10092	-2.5444898837517435e-4
10093	0
10095	-0.04109684146315155
10096	0
10097	0
10098	-0.01349719346791882
10099	0
100996246	0.02192018596617666
100996251	-0.026810892495792583
100996279	0.007488347152966413
100996286	5.295011684484612e-4
100996301	0
100996307	0.0281158949472181
100996342	-0.030821234586014035
100996419	0
100996425	0.02159910301076724
100996455	0.004532505757331376
100996485	-0.08332496398739539
100996490	0.04663184533289521
100996492	0
100996570	0.024605357328135194
100996579	-0.020456528942016078
100996590	-0.014584605388335038
100996624	0
100996671	0
100996694	0.0010040825460623265
100996702	-0.031078910260272003
100996902	0.003352970457235381
101	-0.0216713088894171
1010	-0.01076726531878105
10100	0.017805395490234854
10101	0
10102	-0.019963263428776003
10103	0
10105	-0.015823383670334173
101055625	-0.07604342770181424
101059948	0.013030577688044788
10106	0.0067528550526855845
101060019	0.02011886601823119
101060200	0.003836787761436405
101060264	0.01826957725581541
101060544	0
10107	0
10109	-0.0030074511908538813
10110	0.009459998560085656
10111	0
10112	-0.005218376575835293
10113	0
10114	7.697113157995266e-4
10116	0
10117	0
1012	0
10120	0
10121	0.007343621282115166
10123	0.017780505101079792
10125	-0.027131216137313296
10126	0
10127	0
10128	0
10129	0
1013	0
10130	0
10131	4.392096149565795e-4
10133	0.008587544111266995
10134	0
10135	0.005513611822695687
10136	0.0010095240779751135
10137	-0.0011206540825024766
10138	-0.002520390637593697
10139	0
1014	-0.0053980754634498015
10140	0.019482992700478895
10141	-0.035481401670213804
101410533	0.035448660705895994
101410538	0.006037892326229792
10142	0.015051791477096137
10143	-0.010492772902627371
10144	0.029210801088105115
10146	-0.02497611605693741
10147	0
10148	0.011872448964094843
10149	0
1015	0.0034790660970067757
10150	0.01459697686770054
10152	0
10153	-0.005653223353276137
10154	0.036380825744819247
10155	0
101559451	0.00392632266685429
10157	0.03565073769670437
10158	0.04233061189373785
10159	0
1016	0
10160	-0.05066024674464624
10161	0.04812587622179156
10162	0.02720366204934615
10163	0
10164	0.028777724603619225
10165	0
10166	-0.004076458814686012
10168	0
10169	-0.00959130627262594
1017	0
10170	-0.03506414206617012
10171	0.02559213527394302
10172	-0.023810575735866795
10174	0.001336938894762834
10175	0.0060662927617658405
10178	0.0033653442694603908
10179	0.022613648750633545
10180	-0.00976372804800112
101805491	0
10181	0
10184	0
10186	0
10188	0.005177406451716808
10189	0
1019	0.016937263711234333
10190	0
101926888	-0.01559028757320785
101926890	0
101926892	0.007220406068445456
101926903	7.245199519455885e-4
101926928	0
101926934	0.03252986559968496
101926942	0
101926951	0
101926978	0
101926987	-0.00707468524446421
101927003	0
101927007	0
101927017	0.011301508186812958
101927018	0
101927027	0
101927034	0.025822407272971713
101927038	0
101927040	0
101927043	0
101927051	0
101927059	0
101927067	0.03862715899516141
101927074	-0.003976549013188101
101927075	0
101927081	0
101927096	4.677944470557925e-4
101927111	0
101927112	0.004839476549763528
101927115	0.004903984506799114
101927123	0
101927124	0.007256179747454933
101927125	-0.04395624701804447
101927129	0
101927131	0
101927138	0
101927143	-0.02180234012072549
101927150	0
101927151	0
101927152	0
101927159	0
101927164	0.010969481518631948
101927193	0.00847170300495984
101927195	0
101927196	0
101927204	-7.848445194854672e-4
101927219	-0.021890504360638104
101927220	0
101927228	0
101927237	0
101927244	0
101927253	-0.00632642308801305
101927257	0
101927273	0
101927274	0
101927275	-0.041288186844461575
101927282	0
101927286	0.007140847650673525
101927292	0.053737577052526575
101927295	-0.011143358914848205
101927310	0
101927314	0.0013021947385426535
101927320	0
101927346	0
101927348	0.022942556074659844
101927358	0
101927360	0
101927362	0
101927363	0
101927377	0
101927379	-8.133948310789567e-4
101927396	0
101927402	0
101927410	0
101927411	0
101927416	0
101927417	0
101927420	0.041007369981786106
101927433	0.002940297333120045
101927438	0
101927447	0
101927449	0
101927450	0
101927460	0.009810136558347919
101927482	0
101927494	0.0020804725346713084
101927495	0
101927498	0
101927502	-0.01665945171364192
101927503	0.003126157498461394
101927513	0
101927523	0
101927526	0
101927528	0.008664754869228365
101927531	-0.01512194773127817
101927539	0
101927543	0
101927547	0.024872321371487358
101927553	0.0322381175704677
101927565	-0.030339526571447926
101927581	0
101927586	0
101927587	-0.046596505830491346
101927588	0
101927592	0
101927599	0.009277887355088514
101927606	0.0029610458987124476
101927616	0
101927636	0.07041909257479351
101927641	0
101927650	0.0207646160464292
101927657	-0.01988167609407843
101927659	0
101927682	0
101927690	0
101927701	0
101927702	-0.020597333414104992
101927720	0.02948364488493705
101927722	-0.03489973632331366
101927735	0
101927760	0
101927766	0.010226707997089949
101927769	0
101927787	-0.03515443752649261
101927798	0
101927808	0
101927809	0
101927815	0
101927821	-0.006458600195354348
101927828	-0.015120400611559963
101927829	0
101927839	0
101927843	0
101927849	0.009510937624190545
101927869	0
101927870	0
101927876	0
101927877	0
101927884	0.00266931702738406
101927900	0
101927901	0
101927907	0
101927914	0
101927934	-0.030708654601966878
101927943	0
101927948	0
101927950	0
101927953	-0.04103231838256873
101927972	0.032563563708212465
101927974	0.019365286841695254
101927992	0
101927994	0
101928000	-0.037414526340128554
101928002	0.0181146260913869
101928009	0
101928012	0
101928031	0
101928035	0
101928040	0
101928043	-6.7080226737641e-4
101928052	8.800097976216872e-4
101928069	0
101928079	0
101928087	0
101928098	0
101928100	-0.01991652989123273
101928101	0
101928104	0.045271367749976685
101928111	0.04151462856027231
101928120	-0.07697791720420304
101928132	0
101928134	0.030321875193662657
101928144	0
101928158	-0.007886765162340043
101928162	0.06333870612071721
101928165	0
101928167	0
101928185	0.010408621477167564
101928190	0
101928201	0
101928205	0
101928222	-0.06875692163600827
101928227	0
101928238	0
101928251	0
101928259	-0.023791046527562986
101928271	0
101928276	0
101928280	0
101928288	0
101928298	0
101928303	0
101928333	0
101928335	0
101928371	-0.007640573199666757
101928376	0.060235503967661745
101928386	0
101928388	0
101928389	0
101928399	0.0011400579103551728
101928401	-0.002566515853860858
101928405	0
101928418	0.007229324570703354
101928424	0
101928435	0
101928443	0
101928446	0
101928449	0
101928460	0
101928461	0.03588972144180984
101928464	0
101928475	0
101928476	0
101928495	0.01662106937012831
101928496	0
101928516	0
101928521	5.825505470794487e-4
101928525	0
101928535	0
101928537	0
101928539	0.00209175456270541
101928555	0
101928557	0.018469627975761124
101928559	0
101928565	-0.11187477840580358
101928571	-0.0019105260149068922
101928578	-0.01274428207270111
101928580	0
101928583	-0.03156939160680118
101928590	4.0306984596068224e-4
101928597	0.018263939173223068
101928602	0
101928616	0
101928618	0
101928622	1.973902249411491e-4
101928646	0.008422751921892716
101928649	-0.02240308389494819
101928651	0
101928661	0
101928673	0
101928682	0
101928684	0
101928687	-0.03427467725847243
101928694	0
101928700	0
101928707	0.002796378766431064
101928708	0
101928710	0
101928725	0.0013215903673328788
101928728	0
101928731	0.011555061103551697
101928739	0.023728497488467795
101928748	0
101928751	0
101928770	0.010624561315868532
101928773	0
101928778	0
101928784	-0.02804007865205618
101928790	0.0033521343756819032
101928795	0
101928797	0
101928809	0
101928820	0.029903948651553366
101928823	0.014324578327543497
101928834	0
101928837	0.05538666919163573
101928844	0
101928845	-0.001138208874029845
101928846	0
101928847	-0.01385034617028679
101928850	0
101928857	0.011613238907094299
101928858	-0.03084721405723405
101928865	0.00984868731064084
101928881	0
101928886	0.005235419360854089
101928894	0.010561632840681925
101928896	0
101928909	0
101928922	-0.037774182919173414
101928937	0
101928940	0
101928973	-0.027165293922771516
101928978	0
101928988	0
101928989	0
101928999	0
101929002	0
101929004	0
101929019	0
101929027	0
101929034	0
101929052	0
101929064	0.01036165199051632
101929076	0
101929081	-0.005103841311957181
101929084	0
101929109	0
101929110	0
101929116	0
101929123	0
101929144	0
101929151	0
101929153	0
101929154	0
101929162	0
101929164	0
101929172	0
101929176	0
101929181	0
101929210	0
101929224	-0.007907422663736547
101929239	0
101929241	-0.010349362733493532
101929243	-0.02410905249295617
101929260	0
101929261	0
101929265	0
101929268	0.0061487859819287964
101929269	0
101929288	0
101929315	0.007896133840884499
101929328	0
101929335	0.05070530831533418
101929378	0.030845991752560302
101929384	0
101929406	0
101929407	0
101929413	0
101929423	0.017454326985110773
101929441	0
101929460	0
101929472	0
101929478	0
101929486	0.013836479817612619
101929488	0
101929497	-0.0045648593801936
101929505	0
101929511	0
101929517	0
101929524	0
101929526	0
101929528	0
101929529	0.020909483738791677
101929536	0
101929538	0.06200111139038534
101929549	0
101929552	0.029010343131783488
101929557	0
101929570	0.0048266194208544935
101929582	0
101929584	0
101929586	0
101929591	0
101929592	-6.033987134507358e-4
101929607	0
101929620	0
101929623	0
101929631	0
101929651	0
101929657	0
101929690	0
101929693	0
101929694	0
101929717	0
101929718	0.02071893555075988
101929719	-0.04789231996364759
101929726	0
101929730	-1.648101332811443e-4
101929745	0
101929748	0
101929759	-0.043489180548629214
101929760	-0.01653150242403046
101929765	-0.08009887058269749
10193	0
101930114	-0.0035151758898259206
101930421	0
101930452	0
10194	0
10195	0.02991679916285612
101954204	0.024479315075406766
10196	0.002066272690499248
10197	0
101978719	0
10198	0
10199	0
102	0
1020	0
10200	-0.06051667070383694
10201	0
10202	-0.03850833350519732
10203	-0.0023166966577257485
10204	-0.031698777405312635
10205	0
10206	0
102060282	0.05433445666418926
10207	0
10208	0
10209	-0.01795616748894829
1021	-0.03478877406825432
10210	0
10211	0
10212	-0.018897307814056484
10213	0
10214	4.303680064938367e-4
10215	0
102157402	0
10216	-0.0060202592997621275
10217	0.001643850087324134
10218	0.010301036665566176
10219	-0.016865818758496107
1022	0
10220	0
10221	0.03859073750231315
10223	0
10224	0
10225	-0.05572240493458604
10226	0.011593611376679684
10227	-8.309764420488669e-4
10228	-0.003373132888416489
10229	0
10230	-0.036090249278472854
10231	0
10232	0.011389323400013295
10233	0
10234	-0.0534326604420431
10235	0
10236	0
10237	-0.0027503030272122988
10238	0
1024	0.009443146698599532
10240	0.006284862124305354
10241	0
10242	0
10243	0.034893893643510615
10244	0
10245	0.008085394300972718
10246	0
102467079	0.008344887964445068
10247	0
10248	3.1864211134880084e-4
10249	0
1025	-0.021002468004757406
10250	0
10251	0
10252	0.04580761111679443
10253	0
10254	-0.008682877557800036
102546226	-0.003225742387677895
102546294	0
10255	0.06986942490782509
10256	0
10257	-0.08136107700641489
1026	0.04918364083750447
10260	0
10261	-0.03934769966191091
10262	-0.01367982355517497
10263	-0.019276547351138307
10265	0
10266	0
10267	0.008481895967888113
10268	0.053596377426126086
10269	0
1027	0.022219386888484422
10270	0
10272	0
102723335	0
102723526	0
102723661	0
102723684	0
102723692	-0.023723613193355215
102723701	-4.178960750756827e-4
102723775	-0.0345934426585515
102723786	0
102723809	0
102723932	0
102724009	-0.012113468189619449
102724094	-0.008867976819735434
102724201	-0.010618677637553356
102724323	0
102724368	0.10150881178851298
102724508	-0.08343700579726361
102724511	-0.007690437758130791
102724532	-0.05137474317369433
102724612	0.01033765560831215
102724699	0
102724814	0.0318087491791252
102724927	0
102724929	0
10273	0
10274	0
10276	-0.08681144349334866
10277	0
10278	0
10279	-8.157392649510636e-4
1028	0
10280	0
10281	0
10282	0.036591500982511314
10283	0
10284	0
10285	0
10286	-0.015518471339670423
10287	-0.018133858431701146
10288	0.0046106623930658635
10289	0
1029	0.12578662948767075
10290	-0.01769210532668214
10291	-0.010737506526542305
10293	0.001064719040055371
10294	0
10295	-0.001450401713439183
10296	0
10297	0.004843632503462681
10298	0.025696281637308895
10299	-0.03396111610714544
103	0
1030	0.008110582058421372
10300	0
10301	-0.04633744230044449
10302	0
10307	0
10308	0.002233234438958133
10309	-0.001807954279971841
1031	0.001864303157875568
10311	-0.020799142131415916
10312	-0.037138412605851066
10313	0.0033767516765780986
10314	0
10316	-0.008162608665272662
10317	0
10318	0
10319	0
1032	0
10320	-0.005446465552270114
10321	0.09718597361613295
10322	7.409239707443111e-4
10324	0
10325	0.02952304794048717
10326	-0.03158778532832794
10327	0
10328	-0.0230311581342755
10329	0
1033	0
10330	0
10331	-0.004285265475802618
10332	0
10333	0.009299901205846341
10335	0.055198878685312654
10336	0
10342	-0.004581732714601649
10343	0
10344	-0.021115588823290087
10345	0.01593176285320646
10346	0.010557420151816542
10347	0
10350	0.009417608373945566
10351	0.022778958062241783
10352	-0.010579539618128391
1036	0
10360	-0.01105545271206012
10361	0.05299985292209271
10362	0
10363	-0.004655466736685004
10365	-0.009811411959883831
10367	0
10368	0
10369	0
10370	-0.013490301708285897
10371	0.020443643355224025
10376	0.023542280822524114
10379	0
1038	0
10380	0.006722705001787215
10381	-0.012395051250857868
10382	0.021777398467919713
10383	0
10384	-0.017612208329045406
10385	0.010131507989759682
10388	0
10389	0
1039	0
10390	0
10391	0
103910	-0.013019127072759358
10392	0
10393	0
10394	0
10395	-0.08008048635516331
10396	0
10397	0.00846805572684181
10398	-0.03859763668224711
10399	-0.016666115922586554
104	0
1040	0.029917609331544064
10400	0
10401	0
10402	0
10403	0
10404	-0.02128795265274675
10406	-0.003541516170763672
10407	0
10408	0
10409	0.03398826572265489
1041	0
10411	-0.027543085954800824
10413	0
10417	0.028679890507428026
10418	0.05619645622129192
10419	0.006241381767358407
10420	0
10421	-0.0011568514178503903
10422	0
10423	0
10424	0
10425	-0.003056568808606054
10426	0
10427	0
10428	-0.005137518849553776
1043	-0.004625515188452804
10430	-0.0031219856643095734
10432	-0.005813723195977154
10434	0
10435	-0.04309601751263351
10436	0.0024489608634623967
10437	-0.0031984681945112156
10438	0
10439	0
1044	-0.007159225823666004
10440	-0.014281259690585697
10443	0
10444	0
10445	0
10446	0
10449	-0.019028709105420493
1045	-0.029637960937813998
10450	0
10451	0
10454	0.008886698302534832
10455	0.004001550280989784
10456	-0.009183553384788686
10457	0
10458	-0.04164423512792712
10459	0
1046	0
10460	0
10461	0
10462	-0.011629520786904839
10463	-0.007310092872538838
10464	0
10465	0.00196454359782801
10466	-0.0021646278317581824
10467	0
10468	0
10469	0.002005490472212799
1047	0
10471	0
10472	0.006720510409206133
10473	0
10474	0
10475	0
10478	0
10479	0.01687118496843424
1048	0
10480	0.0010411279238863587
10481	-0.01994847083195835
10482	0
10483	-0.023923979363130884
10484	0
10485	0.018010908129012473
10486	0
10487	0
10488	0
10489	0
10490	0
10491	0
10492	-0.0014826267401772172
10493	0
10494	0.014478259701878871
10495	-0.021840023557731132
10497	0
10498	0
10499	0
105	0.1111117228106773
1050	-0.01400617931374397
10500	-0.020387507909695336
10501	-0.010682219875223197
10505	0
10507	0
10509	0
1051	-0.05857216651046236
10512	0.0037381511857407907
10513	0
10514	0.043069601524658864
10516	0.026947764436339387
10518	-0.0794721135330487
10519	0
1052	-0.06030245057093313
10520	0.015075067120012558
10521	0
10522	0
10523	0.0022907688914456294
10524	-0.015818767874221068
10525	-0.016613211133036175
10526	0
10527	0
10528	-0.01879504887114235
10529	0
1053	0.009030264028109539
10531	0
10533	-0.020223987389361996
10534	-0.020142627552210343
10535	-0.07371722405604031
10536	0
10537	0.027579948820885467
10538	0.028371968842924103
10539	0
1054	0
10540	0
10541	-0.010372346680086172
10542	0
10544	-0.011000844333522568
10548	0
10549	0.03167244815650298
10550	0.016150020060859586
10551	-0.02598520390723669
10552	0
10553	0
10554	0
10555	0
10556	0
10557	0
10558	0
10559	0
1056	0.03238058862395059
10560	0
10561	-0.039932142211888774
10562	-0.04542126974492311
10563	0.04214531612380318
10564	0
10565	0
10566	0
10567	0.01804179633459226
10568	-0.014056593566162222
10569	0
10570	-0.10568030143711563
10572	0
10573	0.015740852737609026
10574	0
10575	0.01239955767698027
10576	0.033960815521808414
10577	0
10578	-0.03106026527217552
10579	0
1058	0
10580	0.04166270808317091
10581	0.04597057371217815
10584	-0.019516341225007162
10585	-0.004165063261868244
10586	-0.002957524828923594
10587	0
10589	0
1059	0
10590	0.02939754264197235
10591	0
10592	0.01676963477121735
10594	0
10595	0
10598	-0.019654915287201633
10599	0
1060	0
10600	0.009647339711407783
10602	-0.007116133468457334
10603	-0.04715260757903816
10606	0
10607	0.016740692739013702
10608	0
10609	-0.016595168994056067
10610	0
10611	0
10612	0.003499082224874453
10613	0
10614	0.0020044585618044855
10615	-0.02121037989075215
10616	0.014154830377443283
10617	0
10618	0
1062	0
10621	-0.01365914251779714
10622	-0.01733433829626198
10623	-0.004713851048767663
10625	0
10627	-0.02631042984792823
10628	0.0023691288111988653
10629	0
1063	-0.035269352241324686
10630	-0.018399561767913134
10631	-0.014280564486159292
10632	0.00874645104486117
10633	-0.03739150582933802
10634	0.011443829337247786
10635	-0.003667937658704096
10636	0.022040808082590242
10637	0
10640	0
10641	0
10642	0
10643	0.026861722068898485
10644	-0.048585348430702543
10645	0.01791590243675659
10647	-0.032994629809634156
10648	0
10650	-0.0138591520534277
10651	0.002720787041841068
10652	0
10653	0.006176595783942579
10654	-0.0058487903583480496
10655	-0.07449841865233434
10656	0
10657	-0.012590665364327281
10658	0
10659	0
10660	0
10661	0
