gene	female-old_adult-fine-2
1	0.02007646410021718
10	-0.010965731759278612
100	-0.037098515443674165
1000	-0.04079061994707223
10000	0.006013792580724064
100009676	0.0023081139321669375
10001	0
10002	0
10003	-0.0025673315778558404
10004	0.010804844822405645
100048912	-0.020912462329988547
10005	0.007937487266192584
10006	-0.007619426349201922
10007	0
10008	0
10009	0
100093630	-0.025024672746617738
100093698	0
1001	-0.0043611487376519304
10010	-0.009858086426822734
100101467	0
100101938	0.007112783458025241
10011	0
100113407	1.9527705450644292e-4
100124700	0.004718275358561581
100125288	0
100126791	-0.002170614165063829
100126793	0.0030519365928853514
100127888	0
100127983	0
100128025	1.1434816322673101e-4
100128071	-4.165028812450501e-4
100128098	0.05847273422789862
100128124	0.1094421122686639
100128126	-0.0017111082305549757
100128139	0.003280665479698911
100128164	-0.007793463662413033
100128191	0.001081152124930547
100128239	0
100128325	0.004106927228095722
100128554	0.003637277003897636
100128590	0.016288110893838425
100128640	0
100128731	-0.005343813713859553
100128750	0
100128782	-0.040421871613372067
100128788	0.003524882724196951
100128881	-0.014036157412895092
100128893	-0.01098389385254073
100128927	0
100128946	0
100129128	0.07338926694585632
100129175	0
100129195	0.008664045632384309
100129196	0
100129250	-0.003337090760446973
100129271	0
100129361	0
100129427	0
100129461	0
100129482	0
100129503	0.01575468029725656
100129550	-0.0038980113200320615
100129597	0
100129620	0
100129654	0
100129662	-0.02113885543926421
100129716	0
100129722	0.02339480353808345
100129726	-0.004773500287329815
100129792	0
100129794	0.007099344977396384
100129827	-0.013487291600660886
100129845	0.027722628467310006
100129858	0
100129917	0.011581667550263169
100129935	0
10013	-0.0048952848086986096
100130155	0
100130249	0
100130264	0
100130331	0
100130357	0.033067975451621254
100130449	-0.029972067025747794
100130476	-0.00865714911221735
100130519	-0.015767678861561805
100130522	-0.022040373862688915
100130548	0
100130613	0
100130691	0
100130705	0
100130717	0.0920712884658629
100130733	0
100130776	0
100130894	0
100130933	-0.008968704256215689
100130950	0
100130958	0
100130967	0
100131017	-0.014754860404497316
100131067	0
100131117	0
100131138	0
100131187	0.03279700015254464
100131211	-0.007650732104040373
100131213	0
100131303	0
100131347	0
100131366	0
100131434	-0.017130681381114548
100131496	-0.008403539953877307
100131655	0
100131691	0.03251180434726886
100131755	-0.0023148187080017086
100131801	-0.05908761033152609
100131814	-0.002706050714407746
100131816	0
100132074	0
100132078	0
100132341	0
100132386	3.01461984631011e-4
100132464	0
100132476	0
100132596	0
100132677	-0.00823859575541991
100132891	0
100133205	0
100133311	0.013369904835552539
100133461	0
100133612	0.018961701129194097
100133941	-0.02396699610228329
100133985	0
100134229	0
100134259	0.016108636847351906
100134368	0
100134713	-0.013171455252137868
100137047	-0.027182701687692778
10014	0
100141515	0.03832451450416679
100144597	0
100144602	0.05591653248200622
100144603	-0.012716691864071811
100144748	0.017948459172065157
10015	-0.06181475784788245
10016	-0.01979884901599621
100169752	0
100169989	0
10017	0
100170229	7.20046735498263e-4
100170765	0
100170841	-0.004725452345886594
10018	0.00695394356732384
100188893	0
100188953	0
100189589	0
10019	0
100190938	0
100192379	0
100192386	-0.005212691911011908
1002	-0.008455979303459194
10020	-0.01349487219875007
10021	0
10022	0
10023	0
10024	0.006703034548530676
10025	-0.03640778351743036
10026	-0.016434833302144302
100268168	-0.011769897031150792
100270679	0
100272147	-0.01722948906007483
100286844	0
100287015	0
100287114	0.003931528562187973
100287177	0.04759093476162884
100287366	-0.03285437799826791
100287482	-0.004189096295395208
100287569	7.00256200647963e-4
100287616	0
100287814	0
100287896	-0.025472884812200232
100287902	0.005975766980319705
100287932	0
100288079	0
100288122	0
100288198	0
100288413	0.014274120504426092
100288637	0.01768281116830366
100288797	-1.3446063548687518e-4
100289092	0
100289097	0
100289098	-0.05487394470084372
100289187	-0.01423190951386043
100289274	0
100289341	0.057544147594829856
100289373	0
100289495	0
100289635	0.0015917339442442413
100289678	0
100292680	0
100293516	0
100294362	9.491559887947677e-4
100294720	0
1003	0.004242986405378919
100302691	0
100303728	-0.009726813499093434
100303755	0
100306951	-0.007171944233778451
100316904	-0.007526356582657752
100329135	0
100359394	0
10036	0
100379174	0
10038	0.00665344628796304
100381270	0
10039	0.010741985420895009
1004	0
10040	-0.003033876253568421
10042	-0.0017443824464276555
100422737	0.07617686551708863
10043	0
10044	0
10045	0.002542442064345008
10046	0
10047	-0.008459836221011858
10048	0.0015572337667938566
10049	0
100499171	-9.851650864830931e-4
1005	-0.004309184597976091
10050	0
100500850	0.0804479403043196
100505474	-0.0023073457916817346
100505478	0
100505495	-0.018606320541681987
100505501	-0.01197811416056277
100505515	0
100505538	-0.004297657112761721
100505540	0
100505545	0
100505549	-0.045868387767521016
100505573	0.010875192491894229
100505583	0.013103734512949118
100505609	0
100505616	0.015326905805347565
100505619	0
100505622	0
100505624	-0.014702922560540097
100505641	0
100505658	-0.0047910662097610255
100505659	0.008448257698467843
100505664	-0.01118444722562629
100505676	0
100505681	-0.001711749867365351
100505685	0
100505687	0
100505696	-0.009573063393017339
100505715	0
100505718	0
100505738	0.04830225505095058
100505741	0.03928970787615493
100505746	-0.007088350917418531
100505761	-0.01276528770261366
100505768	0
100505776	0
100505782	-0.002842921729775645
100505783	0.016369250587254993
100505797	0
100505811	0
100505812	0
100505826	-0.020623132893364208
100505839	0
100505841	-0.03608517829124443
100505851	0
100505854	0.011713288797936733
100505876	0.0036654632912466816
100505877	0.003780926680404304
100505879	0.037705282446288506
100505881	0
100505890	0
100505893	0.015265725179608218
100505894	0
100505933	0
100505964	0.013830252319008147
100505967	0
100505975	-0.005559763248549259
100505978	0.013761741416723062
100505984	-0.08690170051480892
100505985	0.02503694736171143
100505989	0
100506012	0
100506013	0
100506022	0
100506025	-0.016351999257450796
100506049	0
100506068	-0.0020791676217151015
100506071	0.04295545899141173
100506082	-0.011345617690851944
100506083	0
100506098	-0.018806182725180885
100506100	0
100506107	0
100506108	0
100506113	0.008569553837675737
100506115	0.005705515929777404
100506119	0.0676475692787445
100506122	0.0016461435445963876
100506125	0.007052116929301571
100506126	0
100506127	0.005143794511094946
100506142	-0.015248083669441892
100506144	0
100506172	-0.0035836977048952843
100506175	0
100506195	0
100506207	-0.008035835076304473
100506215	-0.004219449944935153
100506229	-0.022179271304180626
100506237	0
100506243	-0.034089963504704446
100506271	0
100506274	0.0294556443061821
100506286	0
100506289	-0.00184284033838794
100506302	-0.04522470085368806
100506314	-0.06284182202758513
100506319	0
100506368	0.015284378217282964
100506374	-0.034971952671147256
100506380	-0.03734958638415613
100506385	0.001156223634639501
100506405	0.003912482248425726
100506406	0
100506409	-0.030423374022018525
100506413	0
100506421	-0.052928978994464776
100506428	0
100506433	0.029417398322887783
100506457	0.002923490952186586
100506462	-0.04699138909651543
100506465	0
100506469	0
100506475	0
100506489	0
100506492	0
100506495	0.006444361163832416
100506497	-0.005830133364815358
100506498	0.023700974260167953
100506504	0.018204419020979225
100506526	0
100506527	0
100506530	0
100506540	0
100506542	0
100506571	0
100506581	0.02649673086749099
100506599	0.02747606490611084
100506603	0
100506606	-0.007918958911649095
100506622	0
100506655	0
100506660	0.018333539877257988
100506668	0
100506675	0
100506677	0.027247221737701638
100506679	-0.030740460225287206
100506680	0
100506686	0.08733613294970022
100506691	0
100506696	-0.06569053243196765
100506697	0
100506710	-0.009995686611262353
100506713	0
100506714	0.05866685677717
100506724	0
100506733	0
100506742	0
100506755	0.0389027193772569
100506757	0
100506765	0
100506776	-0.03274207927716938
100506779	0.011251184523830478
100506790	0
100506791	-6.581310603890574e-4
100506795	0.04968602705877068
100506797	0.027136160444656138
100506826	0
100506827	0.015051601465913184
100506834	0.0060250830509077135
100506840	0
100506866	4.9950295212092315e-5
100506874	0
100506895	0
100506907	0.0046582553710811676
100506922	0
100506930	0
100506963	0
100506994	0.003045575661760431
100506999	-0.007967195952923757
100507027	-0.02960789697199875
100507034	-0.01598802917334367
100507050	0
100507057	-0.019626116272261036
100507058	0
100507059	0
100507062	-0.024421404698244324
100507064	0
100507086	0
100507114	0
100507117	-0.0028226477827222587
100507143	0
100507156	0
100507171	0
100507173	0
100507203	0
100507206	-0.01594041041160132
100507240	0
100507246	-0.015088983527828422
