gene	female-adolescent-coarse-1
1	-0.006942221025261505
10	-0.0016646152227903018
100	0.03674093157138641
1000	-0.03827010886036407
10000	-0.010915910863640724
100009676	0
10001	0.0068785430197664975
10002	0.001167875704161336
10003	0
10004	-0.08181957585850866
100048912	-0.032312658237452926
10005	0.00658181993421565
10006	0
10007	0
10008	0.013254647764154444
10009	0
100093630	0.0035792516531493288
100093698	0
1001	0
10010	0
100101467	0
100101938	0
10011	0
100113407	0.012770961950538546
100124700	-0.013141331990472571
100125288	0
100126791	0
100126793	-0.004564380044825777
100127888	-0.026814721673340126
100127983	7.121659220067926e-4
100128025	0
100128071	-0.006875762189861198
100128098	0
100128124	0
100128126	0.0018583812039909499
100128139	0
100128164	0
100128191	-0.004123906000526423
100128239	0.03815126952244623
100128325	0
100128554	0.01672473884454633
100128590	0.0227553557855077
100128640	0.006212045696759765
100128731	0
100128750	0
100128782	-0.026821031192459748
100128788	0
100128881	0.019546225791376746
100128893	-0.02024430769583423
100128927	0
100128946	0
100129128	0.004299867874515422
100129175	0
100129195	-0.023741544779167244
100129196	-0.01191289685828673
100129250	0.033713190082147175
100129271	0
100129361	0
100129427	0
100129461	-9.921292773944319e-4
100129482	0
100129503	0.029024813726169066
100129550	0.019763714570557065
100129597	-0.013771967264885965
100129620	0
100129654	0
100129662	0
100129716	0
100129722	-0.0016764365646051303
100129726	0.00893115973682726
100129792	-0.026659458435935986
100129794	0
100129827	0.0550820777594564
100129845	-0.013888661158474064
100129858	-0.04221602428416725
100129917	0
100129935	0
10013	0.022375358514099653
100130155	0
100130249	0
100130264	0
100130331	0
100130357	-0.030299864835421145
100130449	0.019219670713582583
100130476	-0.009818312036429747
100130519	0.003968012369004767
100130522	0.02621338372764971
100130548	0
100130613	0
100130691	-0.005182130813512044
100130705	0.008641649091117289
100130717	0
100130733	-0.04923648926159858
100130776	0
100130894	0
100130933	0.009339864602350596
100130950	-0.0014479280009106759
100130958	-0.07294246968540401
100130967	0.0073091055201597414
100131017	0.002177020661380847
100131067	-0.022143123357446563
100131117	0.02707141260695769
100131138	2.0092820495838982e-4
100131187	0.012427027075068492
100131211	0
100131213	-0.008339921736321294
100131303	0
100131347	0
100131366	0
100131434	0.004562378140299835
100131496	0
100131655	0.0011164715993341246
100131691	0
100131755	0.08479186775935683
100131801	0
100131814	0
100131816	0
100132074	0
100132078	0
100132341	0
100132386	0
100132464	0.0014314602467995765
100132476	0
100132596	0
100132677	0
100132891	0.06735188999488628
100133205	0.01241721282472907
100133311	0.00846992308140284
100133461	0
100133612	-0.010712868601450294
100133941	0
100133985	0.005493461634392085
100134229	-0.016039449535372976
100134259	0.011282251999240982
100134368	0
100134713	-0.011300958881633199
100137047	0.005662395695591203
10014	0.013742838554903332
100141515	0
100144597	0
100144602	0.0068475270474222
100144603	0
100144748	0.07626945254607362
10015	0.0033401554485295846
10016	-0.0021752751341022223
100169752	0
100169989	0
10017	-0.006298930239266448
100170229	-0.012879587275922835
100170765	0.024854201520771512
100170841	0.019265158426936112
10018	-0.02520190434568588
100188893	0.00856839923842219
100188953	-0.011611220392190999
100189589	0
10019	0
100190938	-0.01446934501799942
100192379	0
100192386	-0.011223523271204528
1002	0
10020	0
10021	0
10022	-0.009517012743687759
10023	-0.024018556030866584
10024	0.034532810328730526
10025	-0.02073263068390116
10026	-0.04264707232503116
100268168	8.940557137205088e-5
100270679	0
100272147	0.00953513836574673
100286844	-0.010191362868155147
100287015	0
100287114	0
100287177	-0.03479658734611417
100287366	0
100287482	-0.025811911062801125
100287569	0.038465044032155685
100287616	-0.03568604391786331
100287814	0
100287896	0
100287902	0
100287932	0.021964058779518767
100288079	0
100288122	0
100288198	0
100288413	0.0065455762060204845
100288637	0.06474648373017207
100288797	0
100289092	0
100289097	0
100289098	-0.0069201177165371525
100289187	-0.002039297788219627
100289274	0.005575283376949151
100289341	-0.01666285697869535
100289373	0
100289495	0
100289635	0
100289678	-0.009507937112507093
100292680	-0.014083661722122722
100293516	-0.009921021303613492
100294362	0
100294720	0
1003	0.02167027706010098
100302691	0
100303728	0
100303755	0
100306951	0.019553024173919874
100316904	0
100329135	0
100359394	0.02105840481913131
10036	-0.005298591266130023
100379174	0
10038	0.005689844195707443
100381270	-0.02664527977049786
10039	-0.004240337464555631
1004	-0.004882686332552829
10040	0.019617518794280996
10042	0
100422737	0
10043	0.020569099614534007
10044	0
10045	-0.023804817297887068
10046	-0.035774060320757216
10047	0
10048	0
10049	-0.010455504795599228
100499171	0.02704042462940239
1005	0
10050	-0.004952897074380136
100500850	-0.03098845649037446
100505474	0
100505478	0
100505495	0.025023698320472843
100505501	-0.008960268115707406
100505515	0
100505538	-0.019104810059393736
100505540	0
100505545	-0.008966783436544123
100505549	-0.012073076502743536
100505573	0
100505583	0.003948920224520391
100505609	0
100505616	0.004057604466279917
100505619	0
100505622	-0.03481719243027188
100505624	0.07689893262832656
100505641	0
100505658	0
100505659	-0.028936343119554134
100505664	0
100505676	0
100505681	0
100505685	0.004532639707899842
100505687	0
100505696	0
100505715	-0.0021325735041003704
100505718	0
100505738	0
100505741	-0.07930331435463257
100505746	-0.0509424077838122
100505761	-0.027773352286122124
100505768	0
100505776	0
100505782	0
100505783	0
100505797	0.012271085200809837
100505811	0
100505812	0.02388406881442625
100505826	-0.0039485982727313525
100505839	-0.020130535946125416
100505841	0.0018185942890012958
100505851	0.029186828719988744
100505854	0
100505876	0
100505877	-0.006841172461385727
100505879	-1.646170724582339e-4
100505881	-0.0845651748825748
100505890	0
100505893	0
100505894	0
100505933	0.020064280356331926
100505964	0
100505967	0
100505975	-0.021160921796807234
100505978	0
100505984	0.017077240160131252
100505985	-0.0014731514995353088
100505989	0
100506012	0.007815743286354463
100506013	0.02509209891197433
100506022	0.007911001032739815
100506025	0
100506049	0
100506068	-0.020146812642817435
100506071	0.07512362603665283
100506082	0
100506083	-2.8083500473558855e-4
100506098	-0.05154085074239469
100506100	0.033449340695123106
100506107	0
100506108	0
100506113	0.007061604308003946
100506115	-0.004633172508627445
100506119	0.05207976053222341
100506122	0
100506125	0
100506126	0.0284738898353613
100506127	0.005334543384343405
100506142	7.755957829218886e-4
100506144	0
100506172	-0.019099839161558538
100506175	-0.005052052176533623
100506195	0.010539434739828216
100506207	0
100506215	0
100506229	0.053430275041592014
100506237	0
100506243	-0.009810585804657695
100506271	0
100506274	0
100506286	0
100506289	0
100506302	0
100506314	0.14350487282169083
100506319	0
100506368	0
100506374	0
100506380	0.007333210387347925
100506385	-0.007227215905562502
100506405	0
100506406	0
100506409	-0.0013789089965454372
100506413	0
100506421	0
100506428	0.006305769393790279
100506433	0
100506457	0.00520783074631067
100506462	0.04832590216198019
100506465	-0.03813370479261179
100506469	0
100506475	0
100506489	0
100506492	0
100506495	-0.018831733296705136
100506497	0.01744251148551272
100506498	0
100506504	0.04447476483055918
100506526	0
100506527	0.009423994798011308
100506530	0
100506540	-0.0018738829434548623
100506542	0
100506571	0
100506581	-0.027404313640199945
100506599	0.024077794104027755
100506603	0
100506606	0.07277606996952883
100506622	-0.009893119694084775
100506655	0
100506660	-0.03129082722060947
100506668	0
100506675	-0.04328637397430946
100506677	0
100506679	0
100506680	0
100506686	-0.00734811970017728
100506691	-1.0199281371849033e-4
100506696	0.006206053613023822
100506697	0.015818888228066225
100506710	0.00723457522566048
100506713	0
100506714	0.0011466678616203132
100506724	0
100506733	0
100506742	0
100506755	0.011011356458369117
100506757	-0.0046984211388356725
100506765	0
100506776	0
100506779	0
100506790	0
100506791	0.010713705605622258
100506795	-0.0017486687679157315
100506797	0.0183108421756653
100506826	-0.07125320832983234
100506827	-0.016589977301565893
100506834	0
100506840	0
100506866	0
100506874	0
100506895	0
100506907	0
100506922	0.026333163349238093
100506930	0.030838693682721928
100506963	0
100506994	-0.008815614941227729
100506999	0
100507027	0.021089780397721438
100507034	0.0065848982419086715
100507050	-0.009269815255792421
100507057	0.0263141093217523
100507058	0
100507059	0
100507062	0.011707174186095815
100507064	-0.044849703542121325
100507086	0
100507114	0.029904472743920302
100507117	0.009606518879609385
100507143	0
100507156	0
100507171	0
100507173	6.905365512511294e-4
100507203	-0.0064149601205590115
100507206	0
100507240	0
100507246	0
100507250	0.04097725135487835
100507254	-0.09733321737819875
100507257	0
100507261	0
100507266	0
100507274	0
100507277	0
100507283	0.0016666457346921698
100507290	-0.04015944066281088
100507300	0
100507303	-0.02664253379324571
100507316	-0.013557760278019183
100507331	-0.04020283371008013
100507336	0
100507362	0
100507384	0
100507388	0
100507389	0.00556392331554017
100507391	0.002684460916847701
100507392	-0.008559988337551729
100507403	-0.007432021624780984
100507421	0.005787357152106301
100507423	0
100507428	0.004394495617391179
100507433	-0.06316432419212355
100507436	0
100507459	0
100507461	0
100507462	0
100507463	0
100507468	0
100507470	5.139363075500235e-4
100507475	0
100507477	-0.003911420890335694
100507487	0.0019782527551925346
100507495	0.051879829793375
100507506	0
100507524	-0.0042182547716497374
100507527	-0.024359451208030087
100507533	0.0017458181226667473
100507534	0
100507537	-0.006752928187576681
100507540	0.005045313332013837
100507547	-0.0052605572633171935
100507564	-0.005925378021665739
100507567	-0.030337254083378618
100507584	0
100507600	0.04390849739279251
100507602	-0.021326883549426728
100507605	0
100507629	0
100507632	0.05093912389931218
100507642	0
100507650	0.06820259221046533
100508631	0
10051	-0.007397372201966881
10052	-0.00544827461778645
100526820	0
100528062	0.0038286565630989006
10053	-0.012528857329272478
100533106	0
100533178	0
100533182	0.004258879294370767
10054	0.029190881699703727
10055	0.005736790330937726
10056	0.005576645632718944
10057	-0.034334958437462475
10058	-0.08174164454377382
10059	0
1006	-0.005179876290440816
10060	-0.009059806657089584
10061	-0.034850557550292045
10062	0.025616996806553213
100628307	0
100631378	0
100652740	-0.04467602998418777
100652791	0
100652824	0
100652853	-0.02880294344070814
100652911	0
100652929	0
100652999	0
10066	-0.004088316343053102
10067	0.005500535938846083
10068	0
10069	-0.0065903755278350126
1007	-0.014421367452098884
10071	0.014119469253583624
10072	0
10073	0.013668337388781504
10075	0
10076	-0.0039448964398279395
10077	-0.005824189048837199
10078	-0.003084796360518922
10079	0.005258715025580061
1008	0
10081	-0.022418530735331198
10082	0
100820829	-0.05867160976348778
10083	-0.012162396668574757
10084	0.021665602904872423
10085	0
100852408	0
100852409	0
100859921	0
100859930	-0.013178886068660276
10086	-0.027593584246525044
100861552	0
100861553	-0.012577174185071345
100861554	0.016690771772515364
100861573	0
100862662	0
100862671	-0.004356249653129246
100862679	0
100862680	3.8810865789582876e-4
100862704	0.010237616556677787
10087	0.0061138992629243705
100873930	-6.815224780197064e-4
100873942	0
100874012	0.021481995133047705
100874018	0.012999250502764991
100874021	0
100874032	0.0036126351414275805
100874051	8.526459173054561e-5
100874063	0
100874143	0
100874178	0
100874182	0
100874187	0
100874194	0
100874195	0
100874205	0
100874239	0
100874251	-0.0018420195470440505
100874253	0.03444197421996362
100874323	0
100874362	-0.029233334272388896
100874365	0
100885778	0
100885781	0
100885798	0
100885848	0.0040775505673766735
10089	-0.0386398842116095
1009	-0.02730011007557132
10090	0
10092	0.005374502358988796
10093	0
10095	-0.0023093828880650326
10096	0.005923667695977916
10097	-0.00930237927653995
10098	0.010841853525406
10099	0.005005258297578855
100996246	-0.022469816825109696
100996251	0
100996279	-0.013560600088148694
100996286	0.12143583715313944
100996301	0.013202161334631507
100996307	-0.002781744454889566
100996342	0.005822745763927375
100996419	0
100996425	0
100996455	0.00451582608471463
100996485	0.013499476610343886
100996490	-0.022089018288515474
100996492	-8.193264152447714e-5
100996570	0
100996579	0
100996590	-0.005327207809300772
100996624	0
100996671	0.003314373437138507
100996694	-0.009686141395623632
100996702	0
100996902	0
101	0
1010	0
10100	-0.04968885458660911
10101	0
10102	0.005561207555581987
10103	0
10105	0
101055625	0
101059948	0
10106	0.0011695879858191847
101060019	0
101060200	-0.005789806110746764
101060264	0
101060544	0
10107	0.040418358167102694
10109	-0.008302156762507578
10110	0
10111	-0.0046601912528847255
10112	-0.0340220895569135
10113	-0.03228131077624267
10114	-0.00632162442381262
10116	-0.0030771679571835898
10117	0
1012	0
10120	0.0010299016860705707
10121	-0.014364102728475577
10123	0
10125	0.011232588169544387
10126	0
10127	0
10128	-0.001316036979555014
10129	0.03171397624988621
1013	0
10130	0
10131	0.013429604695131915
10133	0
10134	-0.023931060748817554
10135	-0.004537182698977049
10136	0
10137	0
10138	0
10139	0.037610982460609003
1014	0.0031088079569257143
10140	0.006914793260143523
10141	0
101410533	0
101410538	0
10142	-0.001224175822683445
10143	0
10144	0
10146	0.0017615643370639646
10147	0
10148	0
10149	-0.004775160599531191
1015	0
10150	0.018468012756294293
10152	0.0175078725613071
10153	0
10154	0
10155	-0.004809775956529647
101559451	0.018440007056149673
10157	0.022695219327713657
10158	-0.10423291626568745
10159	0
1016	-0.04672900532317263
10160	0.026103156541134796
10161	-0.08841857338381108
10162	0
10163	0
10164	0
10165	0
10166	0
10168	-0.013958896206337681
10169	0.025866732531752725
1017	0.010501651010579214
10170	0.08847827841164532
10171	-0.042425504270610793
10172	0.0014174290401367004
10174	0
10175	0
10178	-0.017758234151592292
10179	0
10180	0
101805491	0
10181	0
10184	0.002885780404108689
10186	0.026068898717920477
10188	-0.0014997850136958429
10189	-0.006726905188093334
1019	0.022783409519165233
10190	0
101926888	0
101926890	-0.010474414061906513
101926892	-0.0020386211853742997
101926903	-0.004121433619482393
101926928	0
101926934	0
101926942	0
101926951	0
101926978	0
101926987	0.05228928828938619
101927003	0.02381659116104518
101927007	0
101927017	0.0011736370919929932
101927018	0.02913335487927449
101927027	-0.03542230625881707
101927034	-0.018294200017349223
101927038	0
101927040	0
101927043	0
101927051	0.011203008586574794
101927059	0
101927067	0.004407522373397492
101927074	0
101927075	0
101927081	0
101927096	0
101927111	-0.005352982623841223
101927112	0
101927115	0
101927123	0.0012630205753912421
101927124	-0.006701216527126506
101927125	-0.0073062111427581716
101927129	0
101927131	0
101927138	0
101927143	0
101927150	-0.0024482040263660507
101927151	0.011292893888868505
101927152	0.009611590851707714
101927159	0
101927164	-0.0014653225676608062
101927193	-5.607318175976808e-4
101927195	0
101927196	0
101927204	0
101927219	0
101927220	0
101927228	0
101927237	0
101927244	0
101927253	0
101927257	0
101927273	0
101927274	0
101927275	0
101927282	6.365530963739633e-4
101927286	0
101927292	0.027173388123673557
