gene	male-older_adult-fine-2
1	0
10	5.062888160544945e-4
100	-0.03474392438976977
1000	0.03389882529274788
10000	0.02521154166483719
100009676	-0.006653082415897501
10001	-0.019392331060277483
10002	-8.466722836951543e-4
10003	0
10004	-0.07012695568843431
100048912	-0.0024584293027187813
10005	-0.02371751589323433
10006	-0.004099568156868625
10007	0.01027231152289473
10008	0.013550525200667319
10009	0.0014935562438914795
100093630	-0.040673832221733354
100093698	0
1001	-0.010691417203881103
10010	0.012595357139562906
100101467	0.007685552694181377
100101938	0
10011	0.007479134820274687
100113407	0
100124700	0.014954300238062825
100125288	0
100126791	0.006894651177801348
100126793	-0.00775603063683265
100127888	-0.02841843832719471
100127983	-0.007317703681387006
100128025	0
100128071	0.019823068642566707
100128098	-0.05243931881534049
100128124	0
100128126	0.010509866688757164
100128139	0.025583368559675895
100128164	0
100128191	-0.003932750001975703
100128239	0.008311389647288458
100128325	0.029272919249287366
100128554	0.006808539770360461
100128590	-0.017980860184360282
100128640	0.013650512341798196
100128731	0
100128750	-0.0073018058293572215
100128782	0
100128788	-0.014739171156146797
100128881	-0.0282805370039091
100128893	0
100128927	-0.012165168601197117
100128946	-0.002726472366355681
100129128	0.025796048509526444
100129175	0
100129195	0
100129196	-0.029790243727207733
100129250	-0.004974280080528911
100129271	0.01209311497255512
100129361	-0.007255930939864177
100129427	0
100129461	0
100129482	0
100129503	0
100129550	-0.007958513628611259
100129597	0.0034538630750568407
100129620	0
100129654	-0.01433518336093028
100129662	-0.0031579615809741346
100129716	-0.04315887740702712
100129722	0
100129726	-0.002410536724550726
100129792	-0.0028156703696486617
100129794	-0.008672900118234987
100129827	-0.012056310293790165
100129845	0.0030999167230594616
100129858	-0.004501112780002828
100129917	0
100129935	0
10013	0
100130155	0
100130249	0
100130264	0
100130331	-0.0038073104833982636
100130357	0
100130449	0.037223211663253944
100130476	-0.006013753608598535
100130519	-0.0162968843440964
100130522	0.08454483619330229
100130548	0.0077580669936114
100130613	-0.0027457753819285203
100130691	-0.0013484285705329974
100130705	-0.02782097704932602
100130717	-0.01971978183499605
100130733	-0.01532260097445325
100130776	0.03183760004573045
100130894	0
100130933	0.013828269125852206
100130950	-0.015791246790573695
100130958	0.002351755277692424
100130967	0.04000968167016889
100131017	0
100131067	-0.01989259583747476
100131117	-0.049105184844090544
100131138	-0.009618074995225913
100131187	0.02256320557752643
100131211	0.032643472008265124
100131213	0
100131303	0
100131347	0
100131366	-0.02706752240839098
100131434	-0.006294794240124069
100131496	0.009662432149171138
100131655	-0.004704371116881828
100131691	-0.013674305773340506
100131755	-0.027286133138715488
100131801	-0.043478266570385574
100131814	0
100131816	0
100132074	-0.005081989124052581
100132078	0
100132341	0
100132386	-0.004755260450314968
100132464	0
100132476	0
100132596	0
100132677	0
100132891	-0.05053488673828987
100133205	0
100133311	0
100133461	0
100133612	0
100133941	-0.042782851485815745
100133985	0
100134229	-0.021325469954412573
100134259	0
100134368	0
100134713	0
100137047	0.027288200401904696
10014	0
100141515	-0.020208603806839014
100144597	0
100144602	0.0036738284579968783
100144603	0
100144748	0
10015	0
10016	-0.018910233323929458
100169752	0
100169989	0
10017	-0.013004926584015879
100170229	0.005808214912366599
100170765	-0.015934192793964425
100170841	0
10018	-0.01969530735525832
100188893	0
100188953	0.03754724428728729
100189589	0
10019	0.014333676516750962
100190938	-0.04006167950048092
100192379	0
100192386	0.03370007010946593
1002	3.1803903919202484e-4
10020	0
10021	0
10022	-0.009090852594797841
10023	0
10024	-0.018846083807195217
10025	-0.006877723537863652
10026	0.024205134079797925
100268168	0
100270679	0
100272147	0.005586297126643679
100286844	0.0026512055593151482
100287015	-0.025119474742121964
100287114	0
100287177	0
100287366	-0.012244927670755504
100287482	0.018721809183015862
100287569	-0.021281692113868204
100287616	0.019829995048462144
100287814	0.009306043685958226
100287896	0.006561722802771549
100287902	0.012294580286580316
100287932	0
100288079	0
100288122	0
100288198	-0.001044991596077814
100288413	0.0064015601918922475
100288637	0.032656297420898046
100288797	-0.007513451181693271
100289092	-0.019029847526203073
100289097	0
100289098	0.0049571818123388895
100289187	0.03105941086236204
100289274	0.005010580554239089
100289341	0
100289373	0
100289495	0
100289635	-0.018694532985771804
100289678	0
100292680	0.02234508396058994
100293516	0
100294362	-0.013347939815380624
100294720	0
1003	6.127280118843029e-4
100302691	0.01583417486995556
100303728	0.028926770305607072
100303755	-0.007813708815318303
100306951	-5.156593807873178e-4
100316904	0.018540739503384234
100329135	0.0046177323305302215
100359394	0
10036	0.0098587265953961
100379174	0
10038	0
100381270	0
10039	0.03396156063872924
1004	-0.016635049909563774
10040	-0.05404448760875404
10042	-0.015847092514789236
100422737	-1.1540311077811348e-4
10043	0.007748869279589785
10044	-0.015683621225921488
10045	0
10046	0
10047	0
10048	0.036315231673175234
10049	-0.004865811092321608
100499171	0
1005	0
10050	0
100500850	-0.10190292428768907
100505474	0
100505478	0.007836461263455321
100505495	-0.032238862928477025
100505501	0.033122843904801434
100505515	0.0028744102118623332
100505538	0.01929031602379511
100505540	0.0050234689757827624
100505545	-0.01626720025723683
100505549	0
100505573	-0.01070718509062255
100505583	0
100505609	0
100505616	0.05897846558036851
100505619	0
100505622	-0.01802668561775662
100505624	-0.013643522254514576
100505641	0
100505658	-0.007975477154462252
100505659	-0.052844183277897465
100505664	0.030271745515449536
100505676	0
100505681	-0.028141486678410366
100505685	0
100505687	0
100505696	0.036668611111336395
100505715	0.007110404644766768
100505718	0
100505738	-0.04304306623095477
100505741	-0.05499888409776249
100505746	0.015358024729709218
100505761	0.035978632443029616
100505768	-0.013716862242680886
100505776	0
100505782	0
100505783	0
100505797	0
100505811	-0.004465032685317162
100505812	0
100505826	-0.014240872341556743
100505839	0
100505841	-0.023381447795999506
100505851	0
100505854	-0.06243394617254719
100505876	-0.009274911571407182
100505877	0.05100220273593461
100505879	0
100505881	0.0023359505490209206
100505890	0
100505893	-0.03731958497311697
100505894	-0.017376736784043136
100505933	0.020903551122770057
100505964	2.1432748582822026e-4
100505967	-0.011723966297118263
100505975	-0.0011315726930241808
100505978	-0.017785423066071396
100505984	0
100505985	-0.004384419753986923
100505989	0.01029090310573486
100506012	0
100506013	0
100506022	-0.029012283569818356
100506025	-0.004491247869658388
100506049	0
100506068	-0.039525482543623494
100506071	0
100506082	-0.011518418706503974
100506083	-0.002844576551837304
100506098	-0.03466306707900846
100506100	-0.03545338673021722
100506107	-0.00710723620807701
100506108	0
