gene	male-adult-fine-1
1	0
10	0
100	0.022673010065492126
1000	0
10000	0
100009676	0
10001	-0.0018745413363444072
10002	-0.011949185567887226
10003	0
10004	0.03834738237982076
100048912	-0.014121840432936907
10005	0
10006	0.01114614643936974
10007	0
10008	0
10009	-7.983990408904905e-4
100093630	-0.10543581298411471
100093698	0
1001	-0.00467124415330657
10010	-0.026510486005697935
100101467	0
100101938	0.011262324947394792
10011	0
100113407	0.02822595279366342
100124700	0.003960325343933622
100125288	0.01631739238651415
100126791	-0.022824312911059963
100126793	0
100127888	-0.049505697894757686
100127983	0.03607367583535546
100128025	7.545762610421379e-4
100128071	0
100128098	-0.02902706070110765
100128124	-0.034904934386735906
100128126	-0.005497823935020369
100128139	-0.024004881771543776
100128164	-0.006585555156742771
100128191	0
100128239	0
100128325	-0.026488755952174727
100128554	-0.008952900306942594
100128590	-0.004699118554698017
100128640	0
100128731	-0.017968488413344957
100128750	0
100128782	0.023694762096734052
100128788	0
100128881	0
100128893	-0.04452513019064333
100128927	0
100128946	0
100129128	-0.028003766090881455
100129175	0
100129195	-0.004572970635036926
100129196	0.08364232220911562
100129250	-0.020482667706670322
100129271	0.049332152067082045
100129361	0
100129427	0
100129461	0.005654459335487402
100129482	0
100129503	0
100129550	0
100129597	-9.983625447478573e-4
100129620	0
100129654	0
100129662	0
100129716	0
100129722	0
100129726	0.0064530261332599965
100129792	0.020318368775746755
100129794	0
100129827	-0.02026472699053807
100129845	0.011288134876000217
100129858	-0.01430980443922995
100129917	0
100129935	0
10013	0
100130155	0
100130249	0
100130264	0.0030220987858711264
100130331	0
100130357	-0.031804946249002417
100130449	-0.019151693037360095
100130476	0.060797621662678235
100130519	0.0048178800199608395
100130522	0
100130548	0
100130613	0
100130691	0.007840429939830008
100130705	-0.0010068846005231173
100130717	-0.035841680475003135
100130733	-0.002103996445841761
100130776	0.007787842824536036
100130894	-0.0098456918754916585
100130933	-0.010793814487222721
100130950	0
100130958	0
100130967	-0.02159063438166075
100131017	0.011015414717466358
100131067	0
100131117	0.02241140004999324
100131138	0
100131187	0
100131211	-0.014345014874756522
100131213	-0.02415543911088251
100131303	0
100131347	0
100131366	-0.0045059862350175246
100131434	0.032500491712691086
100131496	0
100131655	0.01251678018404188
100131691	0
100131755	0
100131801	-0.04209439559135586
100131814	0.019498961279296356
100131816	0
100132074	0
100132078	0
100132341	0
100132386	0.001185464855160969
100132464	0
100132476	0
100132596	0
100132677	0
100132891	-0.007269661414496238
100133205	-0.04450522773401428
100133311	-0.002470192112116017
100133461	0
100133612	-0.006029422597572084
100133941	0
100133985	0
100134229	-0.00498612531915587
100134259	-0.007110279678435652
100134368	0
100134713	0
100137047	-0.00818204614306351
10014	-0.036669236288599985
100141515	0
100144597	0
100144602	-0.030718624387357646
100144603	-0.023318433506814357
100144748	-0.03767951702008964
10015	0
10016	0
100169752	0
100169989	0
10017	0
100170229	-0.008208289896700615
100170765	0
100170841	0
10018	0
100188893	0
100188953	-0.03747309972432781
100189589	-0.039355995069416186
10019	0
100190938	-0.0056359792290960895
100192379	0.005297861530753061
100192386	-0.007934148568647626
1002	0
