gene	female-adult-coarse-1
1	-0.012539127113143816
10	0
100	0
1000	-0.035217122276823554
10000	-0.0051616835719240075
100009676	0
10001	0.02212229940474036
10002	-0.011398326599579019
10003	-0.003873572148916337
10004	0
100048912	0.02440818228158412
10005	-0.012770330084139444
10006	0
10007	-0.007832171274798646
10008	0.06279816011226902
10009	0
100093630	0.05958928817061542
100093698	0
1001	0
10010	0
100101467	0
100101938	0
10011	-2.7055726873859035e-4
100113407	-0.04926401853805456
100124700	0.011720207067898928
100125288	-0.030519343046814487
100126791	-0.0067062796274001794
100126793	0.04393406237801665
100127888	0
100127983	0
100128025	0
100128071	0
100128098	-0.026835822791131395
100128124	0.02978120458011802
100128126	-0.0015507928461257084
100128139	0
100128164	-0.03273607692386234
100128191	0.026060764706726216
100128239	-0.029678647726023015
100128325	-0.005680241368520713
100128554	0
100128590	0.19680805111870195
100128640	-0.010250212616631331
100128731	0
100128750	0
100128782	-0.05876808757833684
100128788	0
100128881	-0.054435415478145587
100128893	0.031976231463552045
100128927	0.018629892144352973
100128946	0
100129128	0.012998782141595748
100129175	0
100129195	0.037504365278177236
100129196	0.013788290320714689
100129250	0.019576301632755057
100129271	-0.03384628086454311
100129361	-0.0360685218209764
100129427	-0.001264716664014714
100129461	-0.03699989092489872
100129482	0
100129503	0.0226221497077132
100129550	-0.05809024290059556
100129597	0.015156315329192326
100129620	0.012799063181253128
100129654	0
100129662	0.010016913711325334
100129716	-0.07110906628123126
100129722	1.6337352838265558e-4
100129726	-0.05384322848818472
100129792	-0.075929887620988
100129794	-0.03089202664409419
100129827	-0.055850534911877456
100129845	0
100129858	0.030735028945255777
100129917	0.011473598286395145
100129935	0
10013	0
100130155	0
100130249	9.15212996699334e-4
100130264	0
100130331	-0.012125159261175309
100130357	0
100130449	-0.03599871875267094
100130476	0.009365558496038198
100130519	0
100130522	-0.028805141066227377
100130548	0
100130613	0.021265985094857096
100130691	-0.004550842214263292
100130705	0
100130717	0.05052967160272717
100130733	0.05015988852613182
100130776	-0.019348654230144313
100130894	0.0136362358345499
100130933	0
100130950	0
100130958	0
100130967	0.05496800286430102
100131017	0
100131067	0.004921342487721954
100131117	-0.02193322781467653
100131138	-0.012228821278086175
100131187	-0.0184142427721759
100131211	0.04660478014309081
100131213	0
100131303	0
100131347	0
100131366	0
100131434	-0.013994457211803764
100131496	-0.01475058146133572
100131655	0
100131691	0.04752079332324213
100131755	-0.1497675417984806
100131801	0.008618500133453645
100131814	-0.03913273703335928
100131816	0
100132074	0
100132078	0.0031241330183228743
100132341	0
100132386	0
100132464	0
100132476	-0.02284230209285149
100132596	0
100132677	0
100132891	-0.07193652836803173
100133205	-0.06523406655792907
100133311	0
100133461	0
100133612	0
100133941	-0.11891007610214861
100133985	0
100134229	-0.008607771730589782
100134259	0
100134368	0
100134713	0.018281369791727068
100137047	0.04952239137286996
10014	0.012737550859045403
100141515	-0.03815588433412118
100144597	0
100144602	0.044328221669098326
100144603	0
100144748	-0.032882778675987406
10015	0
10016	0
100169752	0
100169989	0
10017	0.04115846127056004
100170229	0.0013361341143267665
100170765	0.010500735775801304
100170841	0
10018	0.040805175298146486
100188893	0.005852911066387108
100188953	0
100189589	0
10019	-0.009619932333335971
100190938	0.011580567922884335
100192379	0
100192386	0.0147634952806155
1002	0.017156082712426433
10020	-0.023015222399793003
10021	0
10022	0.05167857047396302
10023	0.04659806707166034
10024	0
10025	0
10026	0.0273641618579403
100268168	0.006259531638515989
100270679	0
100272147	-9.292457239745968e-4
100286844	-0.011825825309649056
100287015	0.028461768764360334
100287114	0
100287177	-0.03323884317469152
100287366	0
100287482	0.037855339320029706
100287569	-0.07504876742574641
100287616	-0.01035745733482528
100287814	0.023454892276542447
100287896	0
100287902	0
100287932	0
100288079	0
100288122	0.02634126300085787
100288198	0
100288413	0
100288637	-0.00372534625638075
100288797	0
100289092	0
100289097	0
100289098	0.00597707229735616
100289187	-0.04195101547515947
100289274	0.0036083338517404174
100289341	0.002150449095942439
100289373	0.014347285373919444
100289495	0
100289635	-0.016018315691971097
100289678	0
100292680	0.018941935571149367
100293516	0.06357203106010081
100294362	0
100294720	0
1003	-0.02833658399909594
100302691	0.004577782480201976
100303728	-0.0038487355942029198
100303755	0
100306951	-0.11042273246242156
100316904	-0.009167031498126465
100329135	0.0044615790524009805
100359394	0
10036	-0.046832512259399946
100379174	0
10038	-0.002340502607201172
100381270	-0.03740809947086501
10039	-0.0036336471261030016
1004	-0.03031901737858134
10040	0.06502193327213371
10042	-0.0018085673298291393
100422737	0
10043	3.804000606968941e-4
10044	0
10045	0.013398260835328949
10046	-0.04202958772418082
10047	0
10048	0.01429998056566322
10049	-0.012572480326313926
100499171	-0.01900120336285211
1005	0
10050	0
100500850	-0.00840831383465844
100505474	-0.005945899096502093
100505478	0.0026305937492647597
100505495	-0.053956720569322866
100505501	0.06633912555662332
100505515	0
100505538	0
100505540	0
100505545	-0.049472096484767775
100505549	0.051909822193446864
100505573	0.01836763156897376
100505583	0
100505609	0
100505616	0.03433730656175688
100505619	0
100505622	0.0474159985386072
100505624	-0.06263980216811924
100505641	0
100505658	0
100505659	-0.03905422231405897
100505664	0
100505676	0
100505681	0
100505685	0
100505687	0
100505696	0.019420090628505533
100505715	-0.016231426587889602
100505718	0
100505738	0
100505741	0
100505746	0.08279436623156995
100505761	0.011138629850207334
100505768	0
100505776	0
100505782	-0.005618951374111887
100505783	0
100505797	0.021860975471966578
100505811	-0.01245974208858374
100505812	0.007266921389813487
100505826	0.02786092073930753
100505839	0.006809119852388149
100505841	-0.021346551939527662
100505851	-0.025172149017448665
