gene	female-child-coarse-2
1	0.00870572491862509
10	0
100	0
1000	8.879136383775077e-4
10000	0
100009676	6.517792500358259e-4
10001	0
10002	-0.014998901667370779
10003	7.303455908476327e-5
10004	0.03284422245529649
100048912	-0.03292419561825302
10005	0
10006	6.128844330566843e-11
10007	-0.006101115183932518
10008	0
10009	0.0113963357728937
100093630	0.007900476268235306
100093698	0
1001	0
10010	0
100101467	0
100101938	0
10011	-0.00673290841931323
100113407	0
100124700	0
100125288	-0.027727196820937442
100126791	0
100126793	0
100127888	0
100127983	0
100128025	0
100128071	0.017771934087220234
100128098	0
100128124	0
100128126	0
100128139	0
100128164	0
100128191	0
100128239	0
100128325	0.001847148170754446
100128554	0
100128590	-0.09917610187856411
100128640	0
100128731	9.382686564385097e-10
100128750	0
100128782	3.5192894574221956e-4
100128788	0
100128881	-0.010719285535625435
100128893	0
100128927	0
100128946	0
100129128	0
100129175	0
100129195	0.015019997552036986
100129196	0.013024396191316076
100129250	-0.013537306221002085
100129271	0
100129361	0
100129427	0
100129461	-0.00429393820787376
100129482	0
100129503	0
100129550	0
100129597	0
100129620	0
100129654	0
100129662	-0.01954248179080071
100129716	-0.006855511276304402
100129722	0
100129726	0
100129792	0
100129794	0
100129827	-0.034268450983706795
100129845	0
100129858	0
100129917	-0.011818920920124255
100129935	0
10013	-0.004732229417343525
100130155	0
100130249	0
100130264	0
100130331	0.009250721358123945
100130357	0
100130449	0
100130476	0
100130519	0
100130522	0.006264101504479993
100130548	0
100130613	0
100130691	0
100130705	0
100130717	-0.016302852293837194
100130733	-0.002337313662211294
100130776	0
100130894	0.006210713733101271
100130933	-0.006765360143311668
100130950	0
100130958	0.035992753546816456
100130967	-0.0053442278043324635
100131017	0
100131067	0.05777695667515666
100131117	0
100131138	0
100131187	-0.02802445906356881
100131211	0.03161771746475749
100131213	-0.0015660497846393597
100131303	0
100131347	0
100131366	0
100131434	0
100131496	0
100131655	0
100131691	-0.004963891184961548
100131755	-0.014024510213254635
100131801	0.022373695502774946
100131814	0
100131816	0
100132074	0
100132078	0
100132341	0
100132386	0
100132464	0
100132476	0
100132596	0
100132677	-0.009637489813627182
100132891	0
100133205	0
100133311	0
100133461	0
100133612	0
100133941	0.010651543457703194
100133985	0
100134229	0
100134259	0
100134368	0
100134713	0
100137047	0
10014	0
100141515	-0.04331795240317569
100144597	0
100144602	-0.07086248486299794
100144603	-0.018180677555291364
100144748	0
10015	-0.004039594304686983
10016	0
100169752	0
100169989	0
10017	0
100170229	0
100170765	-0.05438037256259757
100170841	0
10018	0.013243464020051401
100188893	-0.0019711531069394896
100188953	0
100189589	0
10019	0
100190938	0.0054912341474265755
100192379	0
100192386	0
1002	0
10020	0.010229609327641383
10021	0
10022	0.0010630124757106667
10023	0.027006658622308468
10024	0
10025	0
10026	0.011018824694201323
100268168	-0.0026957589719657196
100270679	0
100272147	0
100286844	0.01813888934500357
100287015	0.021414919075162242
100287114	0
100287177	0.02264560972253103
100287366	0
100287482	-0.005410505486789054
100287569	0
100287616	-0.023763740511967977
100287814	0
100287896	0
100287902	0
100287932	0
100288079	0
100288122	0
100288198	0.0033555808339026157
100288413	0.0027732661846102203
100288637	-0.01051766022281144
100288797	0
100289092	0.0295335015682939
100289097	0
100289098	0.06342137667153222
100289187	0
100289274	0
100289341	-0.026778754614454774
100289373	-0.0017684254895106797
100289495	0
100289635	0.0066802808977137525
100289678	-0.0044036588107747125
100292680	0
100293516	0
100294362	0.0015617258307827426
100294720	0
1003	0
100302691	0
100303728	2.6314360135075996e-5
100303755	0
100306951	0.02792383256782028
100316904	0
100329135	0
100359394	0
10036	-0.008369449691779485
100379174	0
10038	0
100381270	0.0021520073224483224
10039	0
1004	-0.0037848611506448335
10040	-0.006568213711828333
10042	0
100422737	0.03557956996531788
10043	0
10044	0.005899197783574563
10045	0
10046	0
10047	0
10048	0
