gene	male-adolescent-fine-3
1	0
10	0.01665320760019777
100	0.0031296147084491754
1000	0
10000	0.005063386037474614
100009676	-0.01398849993796647
10001	-0.005755472562067343
10002	0.005559963667659082
10003	0
10004	0
100048912	-0.05090944407560327
10005	-0.008715644301183562
10006	0
10007	0
10008	-0.006638977181753798
10009	0.0054579854754579875
100093630	0
100093698	0
1001	0
10010	0
100101467	0
100101938	0.01131767918378775
10011	0.0010280605117912564
100113407	0
100124700	-0.017966005148530494
100125288	-0.009287603295547701
100126791	0
100126793	-0.002686055823254582
100127888	-0.01491558684710115
100127983	-0.02204093486624293
100128025	0
100128071	-0.04212050616789862
100128098	0
100128124	0
100128126	0
100128139	0
100128164	0
100128191	-0.004758419638956109
100128239	0
100128325	-0.03655004567233465
100128554	-0.0015153426128134192
100128590	-0.03987574367953908
100128640	-0.021183077295825938
100128731	-0.0180726305601188
100128750	-8.277636729611005e-4
100128782	-0.017250553594203778
100128788	0
100128881	0
100128893	-0.06781109875052081
100128927	0
100128946	0
100129128	-0.023640082365044408
100129175	0
100129195	-0.033660973416964265
100129196	0
100129250	0.0024057865023175305
100129271	0
100129361	0
100129427	0
100129461	-0.009643529934955028
100129482	0
100129503	0
100129550	0.0038940885835577603
100129597	0
100129620	0
100129654	0
100129662	-0.03332261304909577
100129716	0
100129722	0
100129726	0.030509038540851966
100129792	0
100129794	0
100129827	0.03812885422337359
100129845	2.1391572243799196e-4
100129858	0.006739373841554558
100129917	0.03333320826534477
100129935	0
10013	0.008753176305919829
100130155	0
100130249	0
100130264	0
100130331	0
100130357	-0.022970457462372983
100130449	0.018392824269745398
100130476	-0.011957021812570835
100130519	0
100130522	0.07428749969181074
100130548	0
100130613	0
100130691	-0.015383773017039389
100130705	0
100130717	0.026110465025526806
100130733	0
100130776	-0.018172168486814046
100130894	0
100130933	0
100130950	-0.034576072315168856
100130958	-0.01471441592510261
100130967	0.04408542184071475
100131017	-0.006960522126507678
100131067	-0.013919614130168742
100131117	0
100131138	0
100131187	-0.03265155185258206
100131211	0.06821086931547918
100131213	0.030757691579363075
100131303	0
100131347	0
100131366	0
100131434	-0.027782492489630002
100131496	0
100131655	0
100131691	-0.00956951017457295
100131755	0.01275429697771984
100131801	0.0023992717518688043
100131814	-0.006059540841287753
100131816	0
100132074	0
100132078	0
100132341	0
100132386	0
100132464	0
100132476	0
100132596	0
100132677	0
100132891	0.09896905575444376
100133205	0
100133311	0
100133461	0
100133612	0
100133941	0.007171952859935617
