gene	female-adult-coarse-2
1	-9.749063238070621e-4
10	0.004204691180200661
100	0.07405568829782744
1000	-0.013590238344424499
10000	-0.028406107443727263
100009676	-4.4380881984228257e-4
10001	0.005617755281275001
10002	0
10003	0
10004	-0.023069188372319152
100048912	0.015245936053822854
10005	0
10006	0
10007	0.007581241291509537
10008	0.0542777688373134
10009	0
100093630	0.0568908982226218
100093698	0
1001	-0.00864311265895647
10010	0
100101467	0
100101938	-0.0677301470336363
10011	-0.019416979361837335
100113407	-0.05370499756167564
100124700	0.02327038904688231
100125288	0
100126791	0
100126793	-0.03566840952120898
100127888	0.022282302288793625
100127983	-0.05003595659407558
100128025	0
100128071	0.012488607523902935
100128098	-0.048605402488495444
100128124	-0.00395490420839724
100128126	-0.021275093779171285
100128139	0
100128164	0
100128191	-0.010316760191094043
100128239	-0.0014511979348478053
100128325	0
100128554	0
100128590	-0.0014398582739971306
100128640	-6.173643746135169e-4
100128731	0.040905018232503046
100128750	0.015123583569696486
100128782	0.008529319627109788
100128788	0.007296232157103257
100128881	0.04884180400812235
100128893	0.006395704285611062
100128927	0
100128946	-0.007322070376259015
100129128	-0.0053020743410176615
100129175	0
100129195	0.030996393908376725
100129196	0.010860994786655849
100129250	0.0789820847928961
100129271	0
100129361	-0.02061462703846758
100129427	0
100129461	0
100129482	0
100129503	0.005178814277899784
100129550	-0.03105670557857317
100129597	0.006154367297257564
100129620	0
100129654	0
100129662	0
100129716	-0.05336331948352667
100129722	-0.0017406359805392782
100129726	0
100129792	-0.08427404338729999
100129794	-0.00151594877411253
100129827	0
100129845	0.005645744028337657
100129858	0.001522285759307744
100129917	0
100129935	0
10013	0.010100815467916831
100130155	0
100130249	0
100130264	0
100130331	-0.0038364417305386416
100130357	-0.02259901530763563
100130449	-0.005930468803418286
100130476	5.850907659345739e-4
100130519	-0.007948941121887087
100130522	0.01805617773382327
100130548	0
100130613	0
100130691	-0.046337793131858894
100130705	0
100130717	-0.016163641604626335
100130733	0.10589040505606409
100130776	0
100130894	0
100130933	0.010375637823977152
100130950	-0.0014100343002243344
100130958	0.03597154673296314
100130967	0.04765047738699456
100131017	-0.016340031336839676
100131067	-0.02102200017649038
100131117	0
100131138	-0.010017177223030771
100131187	0
100131211	-0.06524449133097454
100131213	0
100131303	0
100131347	0
100131366	0.006973759808836035
100131434	-0.03857699659198474
100131496	0
100131655	0
100131691	0
100131755	-0.11061724760522328
100131801	0
100131814	-0.008034942408449338
100131816	0
100132074	0
100132078	0
100132341	0
100132386	0
100132464	0
100132476	-0.021653775744591604
100132596	0
100132677	0
100132891	-0.05164997568308769
100133205	0
100133311	0.0031502136401667345
100133461	0
100133612	0.008548334180167455
100133941	-0.08761114338422675
100133985	0.015798182909070837
100134229	0.014827290603614115
100134259	0.023898372208352628
100134368	0
100134713	0.015724219732882242
100137047	0.027026051356568378
10014	0
100141515	-0.06807199224967392
100144597	0
100144602	0.029375568304503188
100144603	0.023488983474671498
100144748	-0.017306015665287583
10015	0.053065381801187486
10016	1.577892904822334e-10
100169752	0
100169989	0
10017	0.012001290925636817
100170229	0.006982586550530408
100170765	0
100170841	0
10018	0.0474293867326505
100188893	3.979081623791446e-10
100188953	-0.004060041573364079
100189589	-0.035805000609498795
10019	0.001849081759622144
100190938	0.022966093062113023
100192379	0
100192386	0.004076910050082984
1002	0
10020	0
10021	0
10022	-0.002414216222142754
10023	0.02864259309595443
10024	-0.012550418759255619
10025	0.03084862055030848
10026	0.025942218644065977
100268168	0.02862699405549418
100270679	0
100272147	0.0014813431644332198
100286844	0
