gene	female-middle_adult-fine-3
1	0
10	0
100	0.0013905224853611637
1000	-0.015101902979664432
10000	0.04668094785424118
100009676	0.01587699489360009
10001	0.020842120405706537
10002	0.0017602782438113644
10003	-0.03415275679804774
10004	0
100048912	0.02370557889238783
10005	0
10006	0.013813923989301606
10007	-0.01868674950269726
10008	-0.023022082954597546
10009	-0.0017297671034863307
100093630	-0.006693862212303981
100093698	0
1001	0.06248810669929502
10010	-0.028407812124453383
100101467	0
100101938	-3.821856287092813e-4
10011	-0.0027635498613418005
100113407	0.05478202213538726
100124700	0.017866589304309764
100125288	0
100126791	0.022552635790567953
100126793	0
100127888	0.007913449315234617
100127983	0.013813291600049057
100128025	0
100128071	-0.07424250547173468
100128098	0.059397564170810144
100128124	-0.06297809706461532
100128126	0.004659651665028404
100128139	-0.009340725724997589
100128164	-0.0010682583081275893
100128191	0
100128239	-0.049994651029209754
100128325	-0.03512107086978139
100128554	0
100128590	-0.04298397819378618
100128640	0
100128731	-0.0056996537091292135
100128750	-0.008378917089678514
100128782	-0.028883293894579134
100128788	0
100128881	0
100128893	0.08937146100762489
100128927	0
100128946	0.0037973557723407136
100129128	0
100129175	0
100129195	0
100129196	-0.003938904155123937
100129250	0.011944937500032593
100129271	0
100129361	-0.014985554814592822
100129427	0
100129461	0
100129482	0
100129503	0
100129550	0
100129597	0.013514336495302265
100129620	0
100129654	-0.012331824402565856
100129662	0
100129716	-0.02771650445465418
100129722	0.04593413474753466
100129726	0.012251297141593578
100129792	0.00463384021607259
100129794	-0.04613661117959004
100129827	0.10674040617808166
100129845	0
100129858	0.02280869675910107
100129917	-0.12042573667415155
100129935	0
10013	0
100130155	0
100130249	0
100130264	0
100130331	0
100130357	-0.023524908863484364
100130449	-0.005419446236463303
100130476	-0.029451450646203612
100130519	0
100130522	0.004984982393627048
100130548	0
100130613	-0.0046834615268758146
100130691	0
100130705	2.6864916685844474e-4
100130717	0.02538103877180134
100130733	0.032925594424138074
100130776	0
100130894	0.004084898607175428
100130933	-0.040142368367784245
100130950	-0.006477053387083705
100130958	-0.008355892393053389
100130967	0
100131017	0.030774217943404104
100131067	-0.052958622863823336
100131117	0.06377104921299168
100131138	-0.00880599013860022
100131187	0
100131211	-0.10285686623497996
100131213	0.03465853189967869
100131303	0
100131347	0
100131366	-0.027027492070475775
100131434	-0.0019171776818180622
100131496	0
100131655	0
100131691	-0.005308205255135685
100131755	0.016594819935362094
100131801	-0.017106178185574465
100131814	0
100131816	0
100132074	0.0014754925604321813
100132078	0
100132341	0
100132386	0
100132464	0.00890432494625663
100132476	0
100132596	0
100132677	0
100132891	0.029748904738452774
100133205	0.010489715153222086
100133311	0
100133461	0
100133612	0.031409251492499575
100133941	0.10122702449313348
100133985	-0.04125815583505151
100134229	0
100134259	-0.04184423784258962
100134368	0
100134713	-0.02649040879935054
100137047	0.0383283088173461
10014	-0.015408361017682183
100141515	-0.024856323614715074
100144597	0
100144602	0.03374901638250048
100144603	-0.00503816776374858
100144748	-0.029465234304714163
10015	-0.003997198667921402
10016	0.03540985894105934
100169752	-0.01110927694813824
100169989	0
10017	0
100170229	0
