gene	female-older_adult-fine-2
1	0.039811885128410156
10	0.01568716531935009
100	-0.07718879445706939
1000	0
10000	0
100009676	-0.00995266359638343
10001	-0.024470164358888134
10002	0
10003	0
10004	-0.026839728505896696
100048912	-0.023867015781809726
10005	-0.004981374630451617
10006	-0.011187379161541599
10007	0.003148728925471378
10008	-0.015184189913076072
10009	-0.0018750703481035353
100093630	0.004927847427238957
100093698	0
1001	-0.015299223654407532
10010	0.016233819157566175
100101467	0.00685836256038205
100101938	0
10011	0
100113407	0.014444916290612333
100124700	0.011329649697795622
100125288	0
100126791	0
100126793	0
100127888	-0.006547997019347447
100127983	0.02792632850427979
100128025	0
100128071	0
100128098	-0.007959907917824659
100128124	5.375870453799051e-4
100128126	0.0034033393582451658
100128139	0
100128164	0
100128191	0.0036861031552670883
100128239	0.009972471330211499
100128325	-0.050991135512437495
100128554	-6.639885245402208e-4
100128590	0.0010354231920599326
100128640	0
100128731	-0.007624524226634759
100128750	0
100128782	0
100128788	-0.016377166002612104
100128881	0.009253778905704415
100128893	0
100128927	0
100128946	0
100129128	-0.05155542655436247
100129175	0
100129195	-0.0011760102446833735
100129196	0
100129250	0
100129271	0.028083242447900118
100129361	0
100129427	0
100129461	0
100129482	0
100129503	-0.008225662710533932
100129550	0
100129597	0
100129620	-0.0032101538615559055
100129654	0.04477190589805935
100129662	0
100129716	0.07711070257205427
100129722	-0.021075366062893106
100129726	-0.024083496574700995
100129792	0.011247259884520175
100129794	0
100129827	0.01194919046051516
100129845	-0.0013056820499055019
100129858	0
100129917	-0.0010371378268524659
100129935	0
10013	0.00805163382004557
100130155	0
100130249	0
100130264	0
100130331	0
100130357	0.03762543291884999
100130449	0.02619609154346528
100130476	0
100130519	0
100130522	-0.0023375725066669714
100130548	0
100130613	0
100130691	0.010693515481636925
100130705	-0.003995271877294831
100130717	-0.01903213409538621
100130733	-0.016617984898225923
100130776	-0.007629214322687844
100130894	0
100130933	0.04619576351628656
100130950	0.0014723539617907198
100130958	0.006464259609535679
100130967	-0.028407506073575846
100131017	0.03249985930149909
100131067	0
100131117	0
100131138	-0.0015344701522152628
100131187	-0.09036574867739607
100131211	0.03918824020687804
100131213	6.864148103922297e-4
100131303	0
100131347	0
100131366	-0.009801409283926608
100131434	0.04231560973041139
100131496	0.015382184384956355
100131655	-0.002703115765173091
100131691	-0.03109083938042849
