gene	male-adult-coarse-2
1	-0.07165259218165829
10	0
100	0.06488050234977326
1000	0
10000	0
100009676	0
10001	0.019316841177776285
10002	0.0029140015159079733
10003	0.0206339071623081
10004	0.021446733736592012
100048912	0
10005	0.03298933005287638
10006	0.008367191364293536
10007	-0.0023840915570326952
10008	0.027799667557453046
10009	-0.02849425188532465
100093630	0.008453243341877421
100093698	0
1001	0
10010	-0.005667018581543207
100101467	0
100101938	-0.0681034510916712
10011	-0.07238624121397456
100113407	0.004371783608371259
100124700	0
100125288	0.03300386292569461
100126791	-0.0222962849500845
100126793	0.01640640915424064
100127888	-0.030987021302051887
100127983	-0.022014744751049302
100128025	-0.011790825748405842
100128071	0.0033315225844479618
100128098	0.06913903349523581
100128124	0.11442227014138479
100128126	-0.0011004921120430643
100128139	-4.917273204194278e-4
100128164	-0.00201367151195989
100128191	-0.001228430276308097
100128239	0
100128325	-0.022058171021050108
100128554	0
100128590	0.0326629100961736
100128640	-0.011599119993087841
100128731	0.03209317996773518
100128750	0.003762710530844207
100128782	0
100128788	-0.00298563289808389
100128881	0
100128893	-0.1014360158365063
100128927	-5.086786485754385e-4
100128946	0.011113452929454102
100129128	-0.02748528826561487
100129175	0.006163219032780301
100129195	0.005201394575164087
100129196	0.027303279723587776
100129250	0
100129271	0
100129361	0
100129427	0
100129461	0
100129482	0
100129503	0.039334345427905607
100129550	-0.0011508727921199636
100129597	-0.027560849406277742
100129620	0.007244754685103921
100129654	-0.029793355346917513
100129662	0.056395614098633
100129716	0.0937560652991124
100129722	0
100129726	0.014878624530590075
100129792	0.03407630401723586
100129794	0
100129827	-0.020609826624884156
100129845	0
100129858	0.019269020101588763
100129917	-0.004569165033761116
100129935	0
10013	0.0053855186833989405
100130155	-0.012040792530460621
100130249	0
100130264	0
100130331	-0.01136378381379937
100130357	0
100130449	-0.06213491531248108
100130476	-0.00466617987304273
100130519	-0.006510152370437138
100130522	-0.026911776076360666
100130548	0
100130613	0
100130691	0.030592553539215216
100130705	0
100130717	-0.009387904858479812
100130733	0.00914996972621646
100130776	0
100130894	-0.01351973160917821
100130933	-0.040312686027870005
100130950	0.0029274010257081123
100130958	-0.0018356815346904306
100130967	-0.008043488947378281
100131017	0
100131067	-0.006270540035292555
100131117	0.05306242539852711
100131138	-0.006975311097417942
100131187	0.031387461067477106
100131211	-0.04795880233130881
100131213	-0.016833360462722956
100131303	0
100131347	0
100131366	0.009145015772360104
100131434	0
100131496	0
100131655	0.021775607446727515
100131691	-0.01391779031647762
100131755	0.025679436668442364
100131801	0.018243306902063383
100131814	-0.03664434000787853
100131816	0
100132074	0.018656353202264893
100132078	0
100132341	0
100132386	0.01281276977851887
100132464	0
100132476	0
100132596	0
100132677	0
100132891	0
100133205	0.014758376309106005
100133311	0
100133461	0
100133612	0.004195630762036437
100133941	0.03089010520081719
100133985	0
100134229	-0.010163512277843383
100134259	-0.018152107415820618
100134368	0
100134713	-0.015958210616314306
100137047	-0.07003476120757353
10014	0
100141515	0.00490372998978753
100144597	0
100144602	-0.05187842809402141
100144603	-0.03177329939340779
100144748	-0.05047766853378212
10015	0
10016	0.015144654961314487
100169752	0
100169989	0
10017	0.010018994286915422
100170229	-0.003830697128082776
100170765	-3.4764050801700045e-4
100170841	0
10018	-0.016685222917660582
100188893	0
100188953	-0.037213026120083176
100189589	-0.015331414613043952
10019	-1.2253477145349588e-4
100190938	0
100192379	0
100192386	-0.02865919059844247
1002	0
10020	0
10021	0
10022	-0.003469118445787831
10023	0.0047572072982249225
10024	0.018266874536453304
10025	0.031741485504294203
10026	0
100268168	0.030134857479830617
100270679	0
100272147	0.05738935543971772
100286844	-0.007102811982710453
100287015	0
100287114	0
100287177	0
100287366	0.001730985199298716
100287482	0.05003083885332844
100287569	0.011438504382083142
100287616	-0.03306478160127124
100287814	0
100287896	-0.017136290158867654
100287902	-0.017075124539210694
100287932	0.009359851792375763
100288079	0
100288122	0
100288198	0
100288413	0.08063653893498515
100288637	0.004400822040386069
100288797	0
100289092	-0.020083790962655577
100289097	0
100289098	0.05623600151906532
100289187	0
100289274	0.01205466399737836
100289341	-0.01089987933638075
100289373	0
100289495	0
100289635	0.008357746891090083
100289678	0.008310292204141291
100292680	-5.631056000611851e-4
100293516	-0.011710097770992038
100294362	-0.0023058401123352674
100294720	0
1003	-0.0032337379959752007
100302691	1.9478350450787642e-4
100303728	-0.030224954088812504
100303755	0
100306951	0.020408915922846008
100316904	0.01406557122184845
100329135	0
100359394	-0.0025304774494953938
10036	-0.029576766254587685
100379174	0
10038	0.021243622927094617
100381270	0.01809804309204231
10039	-0.019094649412202378
1004	0.0011774105601986486
10040	0.06297196864914706
10042	0
100422737	0.034245273725154034
10043	0.02200770479180704
10044	0
10045	0.00873115623647631
10046	-0.01578007402158171
10047	0
10048	-0.0054332543507568725
10049	0
100499171	-0.0318150383192583
1005	0
10050	-0.012254361519323888
100500850	0.015061826911649749
100505474	0
100505478	-0.01705534557526221
100505495	-0.019454374633916527
100505501	0
100505515	0
100505538	0.02661739646477065
100505540	0.015384113560052443
100505545	-0.00984672508948505
100505549	-0.07329731536285289
100505573	-0.018086442884376885
100505583	-0.0083463081876185
100505609	0
100505616	4.7559310308884834e-4
100505619	0
100505622	1.8558249202432615e-4
100505624	0.0069712006908308095
100505641	-0.011278049999913942
100505658	-0.002954705628109984
100505659	0.05909275587693086
100505664	-0.0633663896548687
100505676	0
100505681	-0.05157027823146607
100505685	-0.035871251789660163
100505687	0
100505696	-0.0544645231239634
100505715	0.027196078706452773
100505718	-0.005881507555705234
100505738	0.038563970728757994
100505741	-0.05246807863080668
100505746	0.00846881412130254
100505761	0.0014745662804572085
100505768	0
100505776	0
100505782	0
100505783	0
100505797	0.017178049654780553
100505811	0
100505812	0
100505826	0.029827042542612557
100505839	0.055204377311244716
100505841	0
100505851	-0.03914794368419111
100505854	0
100505876	0
100505877	-0.027035376073171004
100505879	0.09148620908615634
100505881	0.03601215872032879
100505890	0
100505893	0
100505894	0.07813310301255823
100505933	0.018989987496612924
100505964	0.015654315869031543
100505967	0
100505975	0.01725033398928778
100505978	0
100505984	-0.043926026550163595
100505985	-0.00906344469299392
100505989	-0.00507189418323853
100506012	-0.05484846292246293
100506013	-0.012911049238450552
100506022	0.056016775145189185
100506025	0.02691695284289373
100506049	-0.020412853000798845
100506068	0
100506071	0
100506082	-0.016535168496785577
100506083	0.013661974689928472
100506098	0.023915528821021905
100506100	0.022958536616959988
100506107	0
100506108	-0.03214262160576924
100506113	0
100506115	0.07424999429419846
100506119	-0.056315901789705955
100506122	0
100506125	0.039386098581806105
100506126	-0.012391900474076909
100506127	0
100506142	-5.015519739678849e-4
100506144	-0.007658585353473061
100506172	0.003893598651551009
100506175	0.016070242594680855
100506195	-0.005095192102816632
100506207	0
100506215	-0.05130364079293893
100506229	0.027238961713204526
100506237	0
100506243	0.015019029657575027
100506271	0.004451425575035626
100506274	0
100506286	0
100506289	0
100506302	0.019068437341237497
100506314	0.04241300423720019
100506319	0.0026673704132769136
100506368	0.012547388457116669
100506374	0.09307737763368061
100506380	0.11302891554646134
100506385	0.005473187718437836
100506405	0
100506406	0
100506409	-0.035641549959269346
100506413	0
100506421	-0.016123615336992646
100506428	0.022347949603161985
100506433	0.020364653702330468
100506457	-0.03626243467844729
100506462	0.012948881855881068
100506465	-0.011724411492528342
100506469	0.005051076515090619
100506475	0
100506489	0
100506492	-0.009816339280916707
100506495	-0.004906339621321747
100506497	0.018271724966887695
100506498	0
100506504	-0.07846525738363734
100506526	-0.004835329250633919
100506527	0.003681871675027915
100506530	0
100506540	-8.653434582007389e-4
100506542	0.008522432337277277
100506571	0
100506581	-0.0011444356737495944
100506599	0.017023174988854608
100506603	-0.029597866290437376
100506606	0.03113398052926816
100506622	0.01381821225190271
100506655	0.027545396385358155
100506660	-0.006457833626660758
100506668	-0.004428953808988364
100506675	0
100506677	0
100506679	-0.03615092204040902
100506680	-0.01982493849088814
100506686	-0.027113251063053075
100506691	-0.036630252323863535
100506696	0.014765816758285023
100506697	0
100506710	-0.06436802601144527
100506713	0.05809529820088443
100506714	-0.04962980082355183
100506724	0
100506733	0
100506742	0
100506755	0
100506757	0.006859655570347092
100506765	0
100506776	-0.001594439653475932
100506779	-0.03340104786733462
100506790	0
100506791	0
100506795	0
100506797	0
100506826	-0.0155515323345246
100506827	-0.04712354914503559
100506834	0
100506840	0
100506866	0.029309243817988773
100506874	0
100506895	0
100506907	0
100506922	-0.007242330126793767
100506930	0.0195575574092676
100506963	-0.041858557037945054
100506994	0.015328055160054302
100506999	0.015835941987294905
100507027	-0.0387152576457337
100507034	-0.044760479377999915
100507050	0
100507057	-0.010302030706811606
100507058	0.004988873634474689
100507059	0
100507062	0
100507064	-0.017487784514763956
100507086	0
100507114	0.026399834508812874
100507117	-0.007451566757477121
100507143	0
100507156	0
100507171	0.01597581426938418
100507173	-0.003987356713768079
100507203	-0.01132870896208748
100507206	0
100507240	0
100507246	0.0081018910842205
100507250	0.037203566009743505
100507254	-0.025189333738490995
100507257	0.022036749180144515
100507261	0
100507266	0
100507274	-0.017611446025668324
100507277	0.005098585335958224
100507283	0.025387495283199217
100507290	0.03731396805444333
100507300	0
100507303	-0.06917665176048882
100507316	0
100507331	0
100507336	0.07657858197188114
100507362	0
100507384	0
100507388	0
100507389	0.0061991967811180215
100507391	-0.034774717101171165
100507392	0.04295450194356236
100507403	0
100507421	0.0023107635224103983
100507423	-0.016467344763672565
100507428	0.01158355263934994
100507433	0
100507436	-0.001450268316185574
100507459	0.017961986723599638
100507461	-5.542042973202023e-4
100507462	-0.0033598547125801436
100507463	0.014594740922926567
100507468	0
100507470	0
100507475	0
100507477	0
100507487	0.04444104445613947
100507495	0
100507506	0
100507524	0
100507527	-0.0263489266386121
100507533	0
100507534	0.03474202524486779
100507537	0.014318356167716128
100507540	0.011828576611747391
100507547	-0.01653075921115827
100507564	0.031571413603578624
100507567	0.017263537899699
100507584	-0.012408571189478112
100507600	0
100507602	0.01854782942432359
100507605	-0.026203514856237203
100507629	0
100507632	0
100507642	-0.039832832235318166
100507650	0.03423864483273487
100508631	0
10051	0
10052	0.009122034557609454
100526820	-0.006760542654797726
100528062	0
10053	0.03145727471172875
100533106	0.024461622882615396
100533178	0
100533182	0.0282004629117085
10054	0
10055	0
10056	0
10057	0.030621238931085207
10058	0.02174207208596716
10059	0
1006	-0.02336220033765429
10060	0.03336936309277414
10061	0
10062	0.011007736654709239
100628307	0
100631378	0
100652740	-0.027475001550510678
100652791	-0.0030084698845231103
100652824	0
100652853	-0.012163109435850146
100652911	0
100652929	0
100652999	-0.0012164452259559465
10066	-0.04295727010900657
10067	0
10068	0.08564737812611137
10069	0
1007	0
10071	0.029874603678551655
10072	-0.019298371083398602
10073	-0.005022038074777078
10075	-0.01643943657896036
10076	0.012335544334994938
10077	-0.05627424599150785
10078	0.004484600439693866
10079	0
1008	-0.001930484217932436
10081	0.05975542777042727
10082	0
100820829	-0.011597367992903281
10083	8.783103027653151e-4
10084	0.007673562355636051
10085	-0.07748842091903685
100852408	0
100852409	-9.404121948234655e-4
100859921	0
100859930	0
10086	-0.03515405654099196
100861552	0
100861553	0
100861554	0
100861573	0
100862662	-0.07062763647877392
100862671	-0.00726690070891291
100862679	0
100862680	0
100862704	-0.010357849713607082
10087	-0.013595337542286916
100873930	-0.006995100827593527
100873942	0
100874012	0
100874018	0.030703607470552455
100874021	-0.028277311743288954
100874032	-0.035987134061803955
100874051	-0.01703421516589229
100874063	-0.013152645869337332
100874143	0
100874178	0
100874182	0
100874187	0
100874194	-0.013489250181559453
100874195	0
100874205	0
100874239	-0.03205430360908093
100874251	0
100874253	0.06905725179471021
100874323	0
100874362	0.016950378161316764
100874365	0.024509000788074938
100885778	0.029896451439013136
100885781	0.013636164251798208
100885798	0
100885848	-0.04978504865108293
10089	-0.03553651819102941
1009	-0.06905932048598004
10090	-0.044818794227294526
10092	0
10093	0.005572020516669986
10095	0
10096	0
10097	0
10098	0
10099	0
100996246	-0.04504706011491762
100996251	0
100996279	0.015403988280288564
100996286	0.024025189242786016
100996301	0
100996307	-0.049257695096911
100996342	0.0039013252601150144
100996419	0.01987849877184807
100996425	-0.022940604654999606
100996455	0
100996485	0.07088483918438346
100996490	0.03130887991382604
100996492	0
100996570	0
100996579	0.036485397097726566
100996590	0
100996624	0
100996671	0
100996694	0
100996702	-0.04486044844141498
100996902	0
101	0.014352197360834438
1010	-0.02883211901634839
10100	-0.027806952770175995
10101	-0.03947688701982007
10102	-0.020917234761991414
10103	0.022865453040798053
10105	0.04950802462570965
101055625	0.10247070471768213
101059948	0.0010179902767032487
10106	0
101060019	0
101060200	0
101060264	-0.020876440106172022
101060544	0
10107	0.01415073138984214
10109	0.0017703133438203504
10110	-0.004739295929288949
10111	0.019027724162691988
10112	0.03624773996913751
10113	0
10114	0
10116	0
10117	0
1012	0.01893884663058756
10120	0.006494901085159713
10121	0
10123	0.009204301997671532
10125	0.03659914057580783
10126	0
10127	0.0250927192217177
10128	0.01742850955914597
10129	-0.019474232388685717
1013	0.007024429336713282
10130	0.015014070423396296
10131	0.012762171119548615
10133	-0.004931302865870194
10134	0
10135	0
10136	0.034827834605563615
10137	0
10138	0
10139	-0.003949084326203365
1014	0.0019054259528915878
10140	0
10141	0.005914695652513396
101410533	-0.02993757379150445
101410538	0
10142	0
10143	-0.0414821601597978
10144	-0.010199995266104307
10146	0
10147	-0.015540030185305207
10148	-0.008906910322843003
10149	0.022345959839758154
1015	-0.008208240487133811
10150	0.03532152350624235
10152	0
10153	0
10154	-0.021824890159618218
10155	0
101559451	0
10157	0
10158	0.1146385270959897
10159	0
1016	0.01526822429033766
10160	0
10161	-0.03274917313182273
10162	0.003850779630389644
10163	0
10164	0
10165	-0.06501261479932406
10166	0
10168	0.04510370330784897
10169	0.005391021794740965
1017	-0.0032530559019192866
10170	-0.04612846955191144
10171	-0.001553284769444188
10172	-0.0030327478704831414
10174	-0.006164404719163487
10175	0.05643634474366783
10178	0
10179	-0.005542482362068756
10180	0.003395315965052356
101805491	0
10181	0
10184	-0.02606428603275668
10186	-0.03728319930039505
10188	0.005095280930201619
10189	0.004487247648850892
1019	0.0014931160341484756
10190	0
101926888	0.0371900144408316
101926890	0.002162991627445817
101926892	-0.005658672061228361
101926903	0.07264537369154428
101926928	0.02530682158636871
101926934	-0.044197714304466326
101926942	0
101926951	0
101926978	0
101926987	0.011764336487836206
101927003	-0.00558578238596425
101927007	0
101927017	0.027827248758814264
101927018	-0.0369626362320151
101927027	-0.06430159477987714
101927034	-0.006833703565444431
101927038	-0.0018017581870824139
101927040	0
101927043	-0.007842568391690992
101927051	0
101927059	0
101927067	0
101927074	-0.009849665252958273
101927075	0.01791201322532851
101927081	0
101927096	0.03056352433269541
101927111	0.023060575440253105
101927112	0.002594338548153053
101927115	-0.12582646509982592
101927123	0
101927124	-0.01667668353642459
101927125	0.015946817569852664
101927129	0.002901135645989756
101927131	0
101927138	0
101927143	0.013863052873005557
101927150	0
101927151	0
101927152	-0.04938358865190363
101927159	0
101927164	0.00744128120264018
101927193	-0.03196596709993302
101927195	0
101927196	0.05183133086134453
101927204	0.005441817074614779
101927219	0
101927220	0
101927228	0
101927237	0
101927244	0
101927253	-0.009798863653140418
101927257	0
101927273	0
101927274	0.0022736632772328152
101927275	0.00743424174988202
101927282	-7.938253038798656e-4
101927286	0
101927292	0.0036352033459923078
101927295	0.006643215324454211
101927310	-0.015058360756123804
101927314	0
101927320	0.006670347072265897
101927346	0
101927348	-0.011837773125628106
101927358	0
101927360	0
101927362	0
101927363	0
101927377	-0.0056111942269093835
101927379	0
101927396	0
101927402	-0.006257125349894563
101927410	0
101927411	0
101927416	0
101927417	0
101927420	0.026155367171060165
101927433	0
101927438	0
101927447	0
101927449	0
101927450	0
101927460	-0.005611945511331
101927482	0.029183692394068015
101927494	0
101927495	0
101927498	0
101927502	0
101927503	0
101927513	0
101927523	0
101927526	0
101927528	0
101927531	0
101927539	-0.011900924061316992
101927543	0
101927547	0
101927553	0.030317933464140478
101927565	0.011725015178231678
101927581	0.005944708262505512
101927586	0
101927587	-0.013200164410707404
101927588	0.03934593987918069
101927592	0
101927599	0.02317710299386396
101927606	0.005250560193045407
101927616	0
101927636	0.03408488747104414
101927641	0.09083732260021768
101927650	0.008132567913106663
101927657	0
101927659	-0.00823485577332425
101927682	0
101927690	0
101927701	0
101927702	0.014645404530615134
101927720	0
101927722	0.03249661231801339
101927735	0
101927760	0.02413391302397367
101927766	0
101927769	0
101927787	0
101927798	0
101927808	-4.460648078270369e-4
101927809	-0.03572983641378316
101927815	0.03934386689506453
101927821	0.00570530599811661
101927828	-0.005884206432041931
101927829	0
101927839	0
101927843	-0.0022513566306012664
101927849	0
101927869	0
101927870	0.01328899090501681
101927876	0
101927877	0
101927884	0.029475286790718282
101927900	0
101927901	0
101927907	0
101927914	0
101927934	0
101927943	0
101927948	0
101927950	-0.01013243981685499
101927953	-0.021533029122115438
101927972	-0.004862308445606754
101927974	1.601470148358558e-4
101927992	0
101927994	0.011120466145528765
101928000	0.05207184640884684
101928002	0
101928009	0
101928012	-0.007731292788123864
101928031	0.10257849770221947
101928035	0
101928040	0
101928043	0.018667565425575607
101928052	0.00457597745797462
101928069	0
101928079	0
101928087	0.025198039624007375
101928098	0
101928100	0.018074512914388174
101928101	0.01398019105194043
101928104	-0.03939966917628585
101928111	0
101928120	0.009626057840774294
101928132	0
101928134	0.01986363080231983
101928144	0
101928158	0
101928162	0
101928165	0
101928167	-0.0019407987195466283
101928185	0
101928190	0
101928201	1.095521702660539e-5
101928205	0
101928222	-0.0021111721875446783
101928227	0.05846855479349541
101928238	0
101928251	0
101928259	0
101928271	0
101928276	7.539453060863403e-4
101928280	0
101928288	0
101928298	-0.0026077978248824933
101928303	0
101928333	0
101928335	-0.001930753563819957
101928371	0
101928376	-0.041272704744898844
101928386	0.013199135406046178
101928388	0
101928389	0
101928399	0
101928401	-0.010441434979732095
101928405	0
101928418	0
101928424	0.009178202067719386
101928435	0.004238697613807361
101928443	0
101928446	0
101928449	0
101928460	0
