gene	male-adult-coarse-3
10000	0.01766006860119539
10001	0.030289297655550412
10002	0.017592050434318485
10003	-0.03608165454537913
100048912	0.007457134682401927
10004	-0.009807941155154192
10005	0.015657887119338534
10006	-0.009642586335197458
10007	0.04588130237406096
10009	-0.0040518818214454085
1000	0.04864924186513671
10010	0.004731548332156966
100126791	0.04019879795123711
100128124	-0.01810548920957981
100128640	0.012383617472953103
100129128	0
100129250	0.03665314253587596
100129271	-0.042475374606589136
100129361	-0.0054557197663126725
100129482	-0.025263640909990566
100130331	0.015350449753578395
100130449	-0.007767616609180918
100132341	0.01516480594405768
100132476	-0.0013369170664112736
100134713	0.007950931856263372
100137047	0
10013	-0.015199556739229212
10014	0.0035263317690368075
10015	0.020822026526671974
10016	-0.006613552526486803
10017	0.00973232226107799
100188893	-0.0035937835524341454
10018	0
10019	1.9997217064110386e-10
1001	0.010914330925567638
10020	0
10021	-0.01545674663838795
10022	-0.0203993045613682
10023	0.020533250938425344
10024	0
10025	0.006623623850158256
10026	-0.022197987515309638
100272147	0.017697570185993543
100287932	0.004388975186905376
100288413	0.03523806394582323
100289678	-0.012704810891417654
100293516	3.7027025033128104e-9
1002	0.03568099718307594
100316904	0.0023936242897858125
10036	0.02704749555868124
10038	0
10039	-0.040369377310996456
1003	-0.0071663435667946
10040	-0.008407844674244026
10042	-0.02376603209726907
10043	0
10045	-0.02101814592528618
10046	-0.048698053692841636
10047	-0.023653770164381985
10048	7.138357367229339e-4
10049	5.133325390391336e-9
1004	0.01637364849428094
100505741	-0.010097698075507325
100505761	-0.01268628890568447
100505879	0
100505933	-0.011657084945941424
100506144	-3.941551629054237e-10
100506469	1.5575729618064844e-10
100506504	0.017638216438881655
100506571	-0.010544349863254485
100506581	0.015651370044313204
100506963	-0.009064113159145
100507331	-0.003462182685543759
100507436	0.007346957975643343
100507605	0.003653210887784731
10050	-0.03917958252215584
10051	-9.255146495306116e-4
10052	0.021966451786153418
10053	-0.017358291553006416
10054	-0.01906645319754084
10055	-0.0035455376569193185
10057	-0.01124945623009504
10058	-0.0386346671003671
10059	0.0353217938040806
1005	-0.01662832000897553
10060	0
10061	0.029987105377165542
10062	0
10066	-0.008024572447172756
10067	0.01564523577596758
10069	3.6747831127734365e-10
1006	0.024842083514354775
10072	0
10073	0.022343727002805566
10075	-0.007708633687627324
10076	-0.013689072315123573
10077	-0.021575794065191518
