gene	male-older_adult-coarse-2
10000	0.041316850082342677
10001	-0.041748666907800214
10002	-1.21191962906612e-10
10003	0.03341929374725471
100048912	-1.1170795455880669e-10
10004	0.05538523678240941
10005	-0.011496708991127995
10006	-0.022879456820419117
10007	-0.01694954758996423
10009	-0.01975999548868318
1000	0.008962971706755437
10010	-0.0014424916271692514
100126791	-0.005025563432680635
100128124	-0.014280596561059285
100128640	-0.06358757701076784
100129128	0.008870550282949592
100129250	-0.034316232115321234
100129271	0.002265812468212357
100129361	1.5823801118049287e-9
100129482	0.02624714892784297
100130331	-0.008734735202922487
100130449	0.01615186284214585
100132341	0.002639776884617986
100132476	0.00893999163646518
100134713	-0.010553160107125993
100137047	-2.764642043406048e-10
10013	0.017000902050562934
10014	-0.001129066800030499
10015	-0.019294936930969314
10016	0.014938766078051256
10017	-0.01864173320213862
100188893	-8.530621120484331e-5
10018	2.7654165618241114e-10
10019	-0.03414605574117901
1001	-0.015181245535479955
10020	0.04803304191908327
10021	-0.01454692779625835
10022	-9.897866572533126e-11
10023	0.004174586745726193
10024	-2.8931666227162516e-10
10025	-0.01556522925269269
10026	0.016450121748548718
100272147	-0.020722034157746892
100287932	-0.01699653383064003
100288413	-0.01876974644956026
100289678	-0.015407826258584495
100293516	0.03209593714750693
1002	-0.04534097612524344
100316904	0.015107379983635674
10036	-0.0010743643343863545
10038	0.022724600764312104
10039	0.037577946880377466
1003	0.03378757849013512
10040	0.026706796016139903
10042	0.014413061284566712
10043	-0.011310536097483555
10045	0.03135115465322838
10046	0.024364361275411608
10047	0.011903745340362535
10048	0.0028389012826788348
10049	-0.06265154563120537
1004	-0.03158706622294758
100505741	-0.001914252246030478
100505761	-9.376717261517966e-11
100505879	4.366767689484434e-11
100505933	1.653156601380475e-9
100506144	0.006066578627175699
100506469	-1.1189780351179403e-10
100506504	-0.004646780519444921
100506571	-0.003028848740776633
100506581	-0.048436966769004185
100506963	-0.01527577673946423
100507331	0.017576301331748152
100507436	0.05658275389769924
100507605	-0.00974196259376828
10050	0.04946513908970715
10051	-0.011023433697163382
10052	-0.002301512424628906
10053	0.008268258941078584
10054	0.01672100800599676
10055	0.017712904428389353
10057	0.023760508133518616
10058	-0.007839839239661871
10059	-0.044627922247914474
1005	-9.184886014303482e-11
10060	-0.018276817432808727
10061	-0.012089139710300829
10062	0.007178702097756227
10066	0.0011698709891972666
10067	0.0014816750073420215
10069	-0.044004519347866825
1006	-0.005421721158700401
10072	0.006196005915193835
10073	0.020443488548122613
10075	0.008501062752932416
10076	0.036396279021507855
10077	-1.226514328363537e-10
10078	0.006160236702610628
10079	-0.02041945780342758
1007	0.0549713421196535
10083	0.016200664640717937
10084	0.02260039021480395
10085	1.3274728281698306e-5
10086	-1.8279455235914488e-10
10087	-0.020897194570273135
10089	0.01335346520538598
1008	6.752632928404784e-10
10090	0.014536006901673984
10092	-0.03882250692806838
10093	1.5405776557674928e-10
10095	-0.022928349773083303
10096	-0.007142687070280583
10097	-0.003771572001751663
10098	-0.0049012025719371135
10099	0.006921723903557064
