gene	male-young_adult-fine-1
1	-0.026759907106410567
10	-0.010327019227574464
100	-0.021557563430001685
1000	-0.011187054147116824
10000	0
100009676	-0.022229422160712654
10001	0.023272342660068408
10002	0
10003	0
10004	0.01046329241869341
100048912	-0.004795931496767404
10005	0.016668158384259203
10006	0.0093495493972391
10007	0.0049604823635349266
10008	0.013090924304005491
10009	0
100093630	0.018239934761330852
100093698	0
1001	-0.05138918037511123
10010	0.025666508379737454
100101467	0.04071268363432373
100101938	0.00750385611737428
10011	-0.020398969388945636
100113407	-0.024184795821494087
100124700	-0.0049747106916899
100125288	0
100126791	-0.02751581516566772
100126793	0.06711966448838293
100127888	-0.03823837661929183
100127983	0
100128025	0
100128071	0.011093868529030073
100128098	0
100128124	0.04413225009128774
100128126	0
100128139	0
100128164	0
100128191	-0.008255806545120089
100128239	-0.0020839890669916857
100128325	-0.008719814752277937
100128554	0
100128590	0.04895937621090863
100128640	-0.012080850143409526
100128731	0.012136904889604252
100128750	0
100128782	0
100128788	0
100128881	-0.003623638841810082
100128893	0
100128927	0.003675964893503491
100128946	-0.010424392690769493
100129128	-0.0209513445051127
100129175	0
100129195	0.007449011380788633
100129196	-0.0274671364442794
100129250	0.06119661621805329
100129271	-0.03445070493532666
100129361	0
100129427	0
100129461	0
100129482	0
100129503	0
100129550	0
100129597	0
100129620	-0.0038027000411018754
100129654	0
100129662	0.017276688878161858
100129716	-0.03406189189765523
100129722	0.003637288539225898
100129726	-0.01143475963856313
100129792	-0.04467377569557258
100129794	0
100129827	-0.04252156122363734
100129845	-0.005963227382003465
100129858	-0.048092338937591565
100129917	-0.013117822012192828
100129935	0
10013	0.003115703699948448
100130155	0
100130249	0
100130264	-0.005489605601349938
100130331	0
100130357	0.03597178368710323
100130449	-0.075080518957465
100130476	-0.018213981664474285
100130519	0
100130522	0
100130548	0
100130613	0
100130691	0
100130705	0.025397589150446445
100130717	-0.017617897009321665
100130733	-0.01451554743996399
100130776	-0.012422855200718425
100130894	-0.021580388164322242
100130933	0.01393710553075418
100130950	0
100130958	-0.023401889497572735
100130967	0
100131017	-0.026641051827506132
100131067	0
100131117	0
100131138	-0.010080247121178425
100131187	0.009612506000849081
100131211	0
100131213	0
100131303	0
100131347	0
100131366	0
100131434	0.0890647094138922
100131496	0
100131655	0
100131691	-0.02471341659474314
100131755	-0.03507399171426819
100131801	0.028420876350515857
100131814	-0.06506030035254534
100131816	0
100132074	0.004745107336586854
100132078	0
100132341	0
100132386	0
100132464	0.04484015170077777
100132476	0
100132596	0
100132677	0.003422730675703851
100132891	-0.03320931730576877
100133205	0
100133311	-0.007712621701708219
100133461	0
100133612	0.01374553561958103
100133941	-0.11472902026448799
100133985	0
100134229	0.012075665963440684
100134259	-0.07166108267766821
100134368	0
100134713	0
100137047	-0.04443703765191647
10014	0.031045865919885157
100141515	0.007870848340863806
100144597	0
100144602	0.03382985629107639
100144603	-0.005538663862585155
100144748	2.315560356220954e-4
10015	0.013902604789648509
10016	0
100169752	0
100169989	0
10017	0.018780209823635242
100170229	0
100170765	1.1799990640569489e-4
100170841	-6.525587842638797e-4
10018	0.004252457922424372
100188893	0.004096515731088208
100188953	-0.030751334177479044
100189589	-0.021734404865201503
10019	0.0014507094100567244
100190938	0.04625363720600123
100192379	0.010021121861694356
100192386	0
1002	0
10020	-0.02480775157466856
10021	0
10022	0.027838942395110006
10023	0
10024	0
10025	0.038802675160521403
10026	0
100268168	0
100270679	0
100272147	-0.010873647123834727
100286844	0
100287015	0.008806374296699226
100287114	0
100287177	-0.07551014361322919
100287366	0
100287482	0.015310176313861074
100287569	0
100287616	0
100287814	0
100287896	0.007722027070598195
100287902	0
100287932	0
100288079	0
100288122	0
100288198	0
100288413	0.00617492630067693
100288637	-0.043531087990321404
100288797	0
100289092	-0.0775808923828359
100289097	0
100289098	-0.05169946609183613
100289187	-0.018915522044418
100289274	-0.04798236034187828
100289341	0
100289373	-0.02136818695408747
100289495	0
100289635	0
100289678	0.005138731525636537
100292680	0
100293516	0.013037634054458926
100294362	0.050340444001260136
100294720	0.015910857988775413
1003	-0.007526509541022013
100302691	0
100303728	0
100303755	0
100306951	-0.004876370976293591
100316904	-0.060604403447520945
100329135	0
100359394	-0.0025796244489297952
10036	-0.009934870834916093
100379174	0
10038	0.0069293729344536
100381270	-0.03476423894864128
10039	-0.026271186690177997
1004	0.006353422713397374
10040	0
10042	0
100422737	-0.008118636132292956
10043	0
10044	0
10045	0
10046	0
10047	0
10048	0.0021843123941424967
10049	-0.010765030263954763
100499171	0
1005	0.009181604986417667
10050	0
100500850	0.06402185456774755
100505474	0.004262167356588307
100505478	0
100505495	-0.00899371365495724
100505501	-0.00203147304906556
100505515	0
100505538	-0.010723638062791217
100505540	0
100505545	0.045939659591412295
100505549	0
100505573	-0.04335157461232218
100505583	0
100505609	0
100505616	-0.041165684194705746
100505619	0
100505622	0
100505624	0
100505641	-0.020151597606657037
100505658	0
100505659	-0.022545000126190422
100505664	0.011055847828334594
100505676	0
100505681	0.014388797608722737
100505685	0.005760365735919222
100505687	0
100505696	0.030392706277237974
100505715	0.020810990364696
100505718	0.015911524798794294
100505738	0
100505741	-0.06272506196550445
100505746	0
100505761	0
100505768	0
100505776	0
100505782	0
100505783	-0.019351934282599688
100505797	0.03170762782505746
100505811	0
100505812	0
100505826	-0.02325228090628327
100505839	0.08457295926507769
100505841	0.011123246380489352
100505851	-0.047446470058915426
100505854	-0.021455038340588217
100505876	0
100505877	0
100505879	0.027479613909815608
100505881	0.09403488869946493
100505890	0
100505893	0
100505894	0.04430767739454154
100505933	-0.07439831457126572
100505964	-8.570640549259146e-4
100505967	0
100505975	-0.07392347114917586
100505978	0
100505984	-0.027249797624658012
100505985	0
100505989	-0.015702080750977284
100506012	-0.05403168638466979
100506013	0.06974768349064524
100506022	0
100506025	0.007967982560983845
100506049	0
100506068	0
100506071	-0.047844130427794486
100506082	0
100506083	0.010249859453978253
100506098	0
100506100	0
100506107	0
100506108	-0.0491452439399025
100506113	-0.040368641893197714
100506115	0.08694388729539862
100506119	0.029981045876800536
100506122	0
100506125	0.037449564218505135
100506126	0.013252266922682613
100506127	0.0434411963819011
100506142	0
100506144	-0.06057569956566392
100506172	0.020309822649721455
100506175	0
100506195	-0.03088463127311516
100506207	4.6701033899295774e-4
100506215	0
100506229	-0.01228309161744838
100506237	0
100506243	0.02187188234225324
100506271	0
100506274	-0.004396528372885185
100506286	0
100506289	0
100506302	-0.027776537371161335
100506314	0.004318694282167345
100506319	1.486243356312208e-4
100506368	-0.013040783508958816
100506374	0.028218601465047708
100506380	0.06823530530355762
100506385	0
100506405	0
100506406	0
100506409	-0.0026858614427847415
100506413	0.0022859410625107692
100506421	0
100506428	0
100506433	0.05169448177706417
100506457	0.018888052931454912
100506462	0
100506465	0
100506469	0
100506475	0
100506489	0
100506492	0
100506495	0
100506497	-0.003368864962344044
100506498	-0.03372746786385517
100506504	0.005940424613210907
100506526	-0.010360672072041818
100506527	0.010516747192217913
100506530	0
100506540	0.029472429663779193
100506542	0
100506571	0
100506581	-0.027501074261213163
100506599	0.010483826735705692
100506603	-0.004007135221803854
100506606	0.030446716622161755
100506622	0.0061959419595126325
100506655	0
100506660	0.05386555674280453
100506668	0.025943326600809714
100506675	0.03670727997004324
100506677	-0.016131935048357242
100506679	0
100506680	0
100506686	0
100506691	0
100506696	-0.0053760710333216
100506697	-0.022052633148973735
100506710	-0.0013595252042585104
100506713	0
100506714	0
100506724	0.0037271372969727564
100506733	0
100506742	0
100506755	0
100506757	-0.04723247377000421
100506765	0
100506776	0.006505424087975355
100506779	0
100506790	0
100506791	0
100506795	-0.008937441121049453
100506797	0.034857520394927156
100506826	-0.07447480973381544
100506827	0
100506834	-0.019354963113164543
100506840	0
100506866	0
100506874	0
100506895	0
100506907	0
100506922	-0.013228956831271474
100506930	0
100506963	-0.02452281666470946
100506994	-0.004168713952620145
100506999	0
100507027	0
100507034	-0.022932129456564237
100507050	-0.0025348721672881565
100507057	-0.09807301494292285
100507058	0
100507059	0
100507062	-0.028049413984013942
100507064	0
100507086	-3.0165310315255207e-4
100507114	-0.006105506060159439
100507117	0
100507143	0
100507156	0
100507171	0.0380206844985731
100507173	0.0022154249390399375
100507203	-0.010560628791469918
100507206	0.006993459719999755
100507240	0
100507246	0.02120525789316492
100507250	0.005097411446353208
100507254	-0.04089541790899853
100507257	0.017070981536835336
100507261	0
100507266	0.03743792356858345
100507274	0
100507277	0
100507283	0
100507290	0.0165068806821575
100507300	0
100507303	-0.015530339269157761
100507316	0
100507331	0
100507336	0
100507362	0
100507384	0
100507388	-0.013088533650921814
100507389	0.006612534376893363
100507391	-0.0070867642984309325
100507392	0.009564809438765462
100507403	0.02815254491194142
100507421	-6.772097231489202e-4
100507423	0
100507428	-0.0049702578973896145
100507433	0
100507436	0
100507459	0.08036463670059835
100507461	0
100507462	0
100507463	-0.014366903944666635
100507468	0.005709211075490541
100507470	0
100507475	0.014138273736778654
100507477	0.006414749288226143
100507487	-0.07421988637725623
100507495	0.02042915909228083
100507506	0
100507524	-1.0889123334381642e-4
100507527	-0.008095886789005424
100507533	0
100507534	0.0019291615620920803
100507537	-0.005685276492296844
100507540	0.0016370807504878532
100507547	-0.0015835122746764112
100507564	0
100507567	-0.00613562467231914
100507584	0
100507600	0.01937277914674379
100507602	-0.00932971080903448
100507605	-0.028770960430969272
100507629	0
100507632	-0.01852947173535956
100507642	0
100507650	-0.013098989957386509
100508631	0.01973981030571043
10051	-0.0016857624253964617
10052	0
100526820	0
100528062	0.015872407156475084
10053	0.019190007679557898
100533106	0.027558871439407478
100533178	0
100533182	0.022964605424170104
10054	0
10055	0.004680020030817492
10056	0.00927650800032489
10057	0
10058	0
10059	0
1006	0
10060	0
10061	-0.005344409094383014
10062	-0.01730608572948005
100628307	0
100631378	0
100652740	0.01957183100736474
100652791	0
100652824	0
100652853	-3.674632287406369e-4
100652911	0
100652929	0.008516362463254547
100652999	-0.022390891815222125
10066	0.02895551065347775
10067	0.007622231298011948
10068	0.010497448067645113
10069	0.035968090331514685
1007	-0.04549076832412746
10071	-0.00602760378585994
10072	0
10073	0.0068907949118697425
10075	-0.009427363158530688
10076	0.020124025352718563
10077	-0.0451210979145049
10078	0
10079	0.020622561709035744
1008	0
10081	0
10082	0
100820829	-0.03933342768679976
10083	0.01681935235910542
10084	0
10085	0
100852408	0
100852409	0
100859921	0
100859930	0.004321814438830278
10086	0
100861552	0
100861553	0
100861554	0.013761872754662919
100861573	0
100862662	-0.013419042461182999
100862671	-0.06382256979754297
100862679	0.01344569752155229
100862680	0
100862704	0.07427388929926422
10087	0
100873930	-0.013903351183466986
100873942	0
100874012	0
100874018	0
100874021	0
100874032	0.004000720578867463
100874051	0
100874063	0
100874143	0
100874178	0
100874182	0
100874187	0
100874194	-0.009858637280677424
100874195	0
100874205	0
100874239	0.008026394338783112
100874251	0
100874253	0.03744123292509788
100874323	-0.0014513768634037223
100874362	0
100874365	0
100885778	0.00470247452184549
100885781	0.011192740115280223
100885798	0
100885848	-0.011227841492832978
10089	0.026115436448122552
1009	-0.032935367396940966
10090	-0.0028826959077146268
10092	0.013939119492898807
10093	0
10095	0
10096	0
10097	0
10098	0.026190433766843473
10099	0
100996246	0
100996251	0
100996279	0.0042875036462945125
100996286	0.07547586218368268
100996301	0
100996307	0
100996342	0
100996419	-0.023433522258579198
100996425	0.07813016426583265
100996455	0.032552451373716484
100996485	-0.013988718203922054
100996490	-0.035185353517727835
100996492	0.029076533739122317
100996570	8.319442471091623e-4
100996579	-0.018097938758543264
100996590	0
100996624	0
100996671	0
100996694	0
100996702	0
100996902	-0.011057263342668072
101	0.006509360728691591
1010	-0.022640063626624886
10100	-0.008177019390673671
10101	-0.014001854364395206
10102	0
10103	0.023800219864559678
10105	0.04857781800544028
101055625	-0.09618366638881129
101059948	0
10106	0
