gene	male-fetus-coarse-1
11014	0
11015	0
11016	0
11017	0
11018	0
11019	-0.001344297935849249
1101	0
11020	0
11021	0
11022	0
11024	0
11025	0
11027	0
1102	0
11030	0.0018306102220082001
11031	0
11033	-3.609831252249144e-4
11034	0
11037	0
1103	0
11040	0
11041	0
11043	0
11044	0
11045	0
11046	0
11047	0
1104	0
11051	4.3489809089429114e-4
11052	0
11054	0
11055	0
11056	0
11057	-4.599912156534863e-4
11059	0
1105	0
11060	0
11061	0.00432751386504618
11062	-2.7441079138822394e-4
11063	0
11064	-0.0020905359730668256
11065	-0.005716201550426022
11066	0
11067	-4.120188903780335e-4
11068	-0.0012421561181025524
11069	-0.010366728243636407
11070	0
11072	-0.001331952358842444
11073	-0.0018327599397808124
11074	0
11075	0
11076	0
11078	0
11079	0
1107	0
11080	0
11081	0
11082	-0.017109004066565823
11083	0
11085	0
11086	0
1108	0
11092	0
11093	0
11094	0
11095	0
11096	0.007178507981061851
11097	0
11098	6.89757981227798e-4
11099	0
1109	0
11100	0
11102	0
11103	0
11104	0
11107	0
11108	0
11113	-0.00491389408982708
11116	0
11117	0
11118	-0.006398998753595018
11119	0
1111	0
11120	0
11122	0
11123	0
11124	0
11126	0
11127	0
11129	0
1112	0
11130	0
11131	0
11132	0
11133	0
11135	6.848001425938739e-4
11136	8.128195299051035e-4
11137	0
11138	-0.011892755573994326
1113	0
11140	0
11142	0
11144	0
11145	0
11146	0
11147	0
11148	0
1114	-0.013183327317709015
11151	0
11152	0
11153	0
11154	0
11155	0
11156	0
11157	0
11160	0
11161	0.002753929146329294
11162	0
11163	0
11166	0
11167	0
11168	0
11169	0
1116	-3.734368420743691e-4
11170	-0.0064502020275261866
11171	0
11172	0
11174	0
11176	0
11177	0
11178	0
11179	0
1117	-0.003500552406469267
11180	0
11181	0
11182	0
11183	0.0037132275580713738
11184	0
11186	0
11187	0
11188	0
11189	0
1118	0
11190	0
11193	0
11194	0
11196	0
11197	0.011780195954403317
11198	0
11199	0.0033994059184329507
1119	0
11201	2.1464983174036308e-4
11202	0
11211	0
11212	0
11213	0
11214	0
11215	0
11216	0
11219	0
1121	0
11221	0
11222	-0.004448457171972087
11223	0.00976326575291473
11226	0.001038209782146337
11228	0
1122	0
11230	0
11231	0
11232	0
11234	0
11235	0
11236	0
11237	0
11238	-2.411979348829588e-4
112399	-0.005092270228837916
1123	0
11240	0
11243	0
11245	0.0027326522715287196
112464	4.5612434769994525e-4
112479	0
11247	0
11248	0
1124	0
11250	0
11251	0
11252	0
11253	0
11254	0
11255	0
11258	0
11259	0
11260	-0.0012958755704616802
112611	0
11261	0
11262	0
11264	0
11266	0
11267	-0.0014837209009826349
11273	0
11275	0
11276	0
11277	-0.0010970587135940876
11278	0
11279	0
11280	0
11281	0
11282	0
11283	0
11284	0
11285	0
112869	0
112950	0
1129	0
112	0
11309	0
1130	-0.005359916430934408
11311	-0.004155465475748326
11313	0
113146	0
11314	0
11315	0
11316	0
113177	0
113178	0
11317	0
11318	0
11319	0
11320	-0.00632965197001629
11321	0
11322	0
113251	0
11325	0
11326	-0.0060131703097949145
11329	0
1132	0
11330	0
11331	0
11332	0
11333	-0.0012977357373526865
11334	0
11335	0
11336	0
11337	0
11338	0
11339	-0.005351071486260549
1133	0
11340	3.7057869094781577e-4
113419	0
11341	-0.008329525809887299
11342	-0.002945546286781462
11343	0
11344	0
11345	0
11346	-0.007176965649084771
1134	8.825324835343818e-4
1135	0
1136	0.002784345440438148
113791	0
1137	0
113835	0
113878	-0.001096221726659515
1138	0
113	0
114034	0
114044	0
114049	-0.0028698399210205735
114088	-0.0027089894384173872
1140	0
114112	0
1141	0
1142	0
114327	0
1143	0
1144	0
114548	0
1145	0
114625	0.0024546793909651127
1146	0
114791	0
1147	0
114819	0
114876	0
114881	0
114882	0
114883	0
114884	2.309860718641793e-7
114885	0
114897	0
114899	0
114908	0
114932	0
1149	0
114	0
115123	0.006485360105387417
115201	0
115207	0
115290	0
1152	-4.3741202933908404e-4
115353	0
1153	0
1154	0
1155	0
115703	0
115708	0
115817	0
1158	0
115939	-7.384363400256896e-6
115	0
116039	-0.011251815274676835
1160	-1.5303418969690564e-4
116138	0
1161	0
116285	0
116372	0
116496	0
1164	0.0012119060925762572
116828	0
116832	0.004680507756194057
116984	0
116985	-3.3569436633419176e-4
116986	0
116987	-8.563359689209685e-4
116	-0.0018635699264130617
117178	0
117246	0
1173	0
1174	0.001385667679348753
1175	0
1178	0
1179	0.0015042202184602056
117	0
1180	0
1181	0
1182	0
1183	0
1184	4.70333218487218e-4
1185	0
1186	0
1188	0
118	0
1191	0
1192	6.070142542564581e-4
1193	0
1195	0
1196	0
1198	0.0011753305036096959
119	0.00515939107381804
1200	0
1201	0
1203	0.0012618625308737953
120526	0
1207	0
1208	0
1209	0
120	-6.253150068274597e-4
1211	0
1212	-8.87871550917189e-4
1213	0
1215	0
122616	0
1230	-0.0011397488614398577
1232	0
1233	0
1234	-0.0013334451636032654
1235	0.00122269864474937
1236	0
1237	0
123803	0
123872	0
1238	0
123	0.009255533013167313
124044	0
1240	0
124152	0
1241	-4.966734754235521e-4
124222	0
1244	0
124565	0
124583	0
124	0.006486885762605633
125893	0
1258	0
1259	0
125	0
1261	0
126208	0
126231	-0.002601150503406223
126298	0
126299	0
126321	0
126353	0
126393	0
1263	0
1264	0.008331642402316349
1265	0
1266	0
1267	0
1268	0
1269	0
126	0
1271	0
1272	0
127534	0
127544	0
127703	0
1277	0.011106982126851093
127833	0
1278	0.0024817042789510623
1280	0.025962154531126585
1281	0.0011550120440172254
1282	0.013444056261865817
1284	0.01690092729842537
128553	0
1285	0
1286	0
1287	0.0035502831289797258
1288	0
1289	0.007035930282020222
128	0.0012319468113585253
129025	0
129080	0
1290	0.012826062323373778
1291	0.002522302522766884
1292	0
1293	3.1053515007268096e-5
1294	0
1296	0
1297	0.0030266914716671556
1298	0.004094031469041528
1299	0
12	-0.011040605568215608
130074	-1.3004203043475373e-4
1300	-0.004094858919560494
1301	0.015055510385285381
1302	0
1305	0
1306	0
1307	0.0020437709083507604
1308	0
130916	0
130	2.867897349851857e-4
1310	0
1311	-0.004264983662892775
1312	0
131408	0
1314	0
131544	0
131566	0.004497020370135378
131578	0
1315	0
131601	0
1316	0
1317	0
1318	-0.0010529943558006028
131	0
1326	0
1327	0
1329	-5.792025740951651e-4
132	0
133619	0.0018777897173453634
1339	0
133	0
1340	0
1345	0
1346	0
1347	0
1349	0
134	0
1350	0
135138	0
1351	-0.0014460222235586947
1352	0
1353	0
1355	0
1356	0
1357	0
1358	0
135948	0
1359	-0.004517861303646572
1360	-0.004559800580241432
1361	0
1362	0
1363	-2.799329055267038e-4
1364	0
1365	0
1366	0
1368	0
1369	0
136	0.006745163901874667
1370	0
1371	0.010993118934418086
1373	0.004265455701668156
1374	0
1376	-7.653716411580331e-4
137886	0
1378	0
138046	0
138050	0
1380	0
138151	0
138162	0
1381	0.008829485220676411
1382	0
1384	0
1385	0
1386	0
1387	0
1388	0
1389	-0.0036532030427864366
139081	0
1390	0
1392	0
139322	0
1393	0
1394	0
139538	0
1395	0
1396	-0.008278671559907346
1397	0
1398	0
1399	0
13	5.149190264507774e-4
1400	0.0023417894905228423
1401	0
140459	0
140460	0
140461	0
140462	0
140465	0.0010026589063568824
140467	0
1404	0
140545	0
140578	0
140597	0
140609	-0.0013793633965196626
1406	0
1407	0
140801	0
140803	0
140883	0
140885	0
140890	0
1408	-2.6583175352231264e-4
140	-0.003008636111428167
1410	-0.004788528289896342
1411	0
1412	-0.0014708616955374921
1413	0
1414	0
1415	0
1416	0
1417	0
1418	0
1419	0
141	0
1420	0
1421	0
142684	0
1428	0
1429	0
142	-0.0030170610234360193
1432	0
1434	0
1435	0
1436	0
1437	2.2324518341927966e-4
1438	0
1439	0
1440	0
1441	0
1442	0.0013846668451333343
1443	0
144404	0
1444	0
1445	0
1446	0
1447	0
1448	0
1452	0
145389	0
1453	0
1454	0
1455	-0.0018257964480897333
1456	0
1457	0
1459	0
146057	0
1460	0
146227	0.001928689836362412
1462	0.007725761437681339
1463	0
1464	0
146542	0
146562	0
1465	0
146691	0
1466	0.0019068555244921134
146712	-5.019670395884742e-4
1468	-5.506298178318556e-4
1469	-0.0074519804797586004
146	0
1470	0
147179	0
1471	-0.0014354725477993243
1472	-0.002028418053053363
147339	0
1473	0
1474	0
1475	-0.029394216369322535
147657	0
147694	0
1476	0
1477	0
1478	0
147912	0
1479	0
147	0
148022	0
148066	0
148229	0
1482	-0.0032910765719856793
1486	-0.0010482565079622547
148753	-0.0027647766562359497
1487	0
1488	0.004421484681259572
1489	0
148	0
1490	0
149111	0.003308946135735019
1491	0.0011235042535903566
1493	0
1495	0
149603	0
1496	0
1497	3.137301619385101e-4
149986	0
1499	-0.0071020299526353
14	0
150160	0
1501	0
1503	3.4364471447059406e-4
1506	0
150726	0
1508	0
150967	0
1509	-0.0038507957932982003
150	0.0021205252398023558
151011	0.0072556136040110505
151050	0
1510	0
1511	0
1512	-0.0032172789544466724
1513	-0.01121256806215435
1514	0
1515	-3.248759204946166e-4
151987	0
1519	0
151	0
152006	0
1520	-0.011036930598707145
152185	0
1521	0
1522	-1.3975024050587157e-4
1523	0
1524	0
152559	0
1525	4.539164357376171e-4
1528	0
152	-0.0033393394321657097
1534	-0.0114284266981509
1535	0.0014975104229381722
1536	-0.004156209105646225
1537	-0.0051504079284343425
1538	0
1539	0
153	0
1540	-0.002563870652381402
1543	0
1544	0
1545	-0.0056835931157696055
154661	-0.005978897064688006
154796	0
154881	0
1548	0
1549	0
154	0
155066	-0.005188163939649935
1551	0.00291373286739682
1553	-5.3178087897826785e-5
155400	-0.0013026906923728054
1555	0
1556	0
1557	0
1558	0
1559	0
155	0
1562	-0.0016150679419363267
156	0
1571	-0.003481583094696685
1573	0
157567	0
157627	0
157680	0
1576	-1.215754757785245e-4
1577	0
157869	0
157922	0
1579	0
157	0
1580	-0.0023558682914963636
1581	0
1583	0
158427	0
158471	-0.007476281828728313
1584	0
158586	0
1585	-0.0019374800137939173
1586	0
158747	0
1587	0
1588	0.004087767840437234
1589	0
158	0
159162	0
1591	-0.0031637905819242433
1592	0
1593	0
1594	-0.0035311924899322908
1595	0.00709229562843551
159963	0
159	0
15	0
1600	0
1601	0.011859672265495533
1602	0
160313	0
1603	0
1604	0.0014012151294278657
160518	0
1605	0
1606	0
1607	-4.1882208759265834e-4
1608	-0.002396033156244921
1609	0
1610	0
1611	0
161291	0
1612	0.00923374309009424
1613	0.002815097097831646
1615	-0.0023058306523153493
1616	0
1618	0
161	0
1620	0
1621	-0.003507331892422029
1622	0
162427	0
1627	0.0033379177045309346
1628	-6.162250292828329e-4
1629	-5.738016377958096e-4
162	0
1630	0
163131	0
1632	0
1633	0.004465599132056907
163486	0
1634	0
163590	0
1635	0
1636	0
1638	0.005260900400486077
1639	0
163	0.0024222930817527784
1641	0.006828792524527406
1642	0
1643	0
1644	-2.1308204077183943e-4
1645	0
164656	0
1646	0
1647	0
1649	-0.0024404225497701294
164	0
1650	0
1652	0
1653	-0.002355500218790877
1654	0
1655	0
1656	0
1657	0
1659	0
165	-0.0017401983797913157
1660	0
1662	0
1663	0
1665	0
166647	0
1666	0
1669	0.004139811776219624
166	0
1670	0
1671	0
167227	0
1672	-0.007955031385541482
1674	0
1675	-0.005154634077416691
1676	0
1677	0
1678	0
167	0
168544	0
1687	0
1690	0
169522	0.002662894959132848
169611	-0.0012628380613473819
16	-0.005137257389525015
170679	0
170680	0
171017	0
171023	0
171220	0
171392	0.0017819350205800478
171546	0
171558	0
171586	0
1716	0
1717	0.006647936950744753
1718	0.010715484976334864
1723	-7.546158877692387e-4
1725	0
1727	0
1728	-0.0011498239313596891
1729	0
1730	0
1733	0
1734	-0.005838008814738754
1735	0
1736	-0.002417789699059683
1737	0
1738	0
1739	0
173	-0.0028090002934336947
1740	0
1741	0
1742	0
1743	0
1746	0
1748	0
1749	0
174	0.015302960978115706
1750	0
1755	1.350035923269385e-4
1756	0.003662955905215841
1757	0
1758	0
1759	0
175	0
1760	0
1761	0
1762	0
1763	0
1768	0
176	0
1770	0
1773	0
1774	0
1775	0
1776	2.2224625017118818e-4
1777	-3.830607975996504e-4
1778	0
177	0
1780	-0.005281700675392264
1783	0
1785	0
1786	0
1787	0
1788	0
1789	0
178	-0.0022027164248146895
1791	0
1793	0
1794	0
1795	0
1796	0
1797	0
1798	0
1800	0
1802	-1.8463587888657061e-4
1803	0.011450685179214621
1804	0
1805	-0.00310873014869402
1806	0
1807	0
1808	0
1809	0.0077384684419072106
1810	0
1811	0.006741057374941374
1812	0
1813	0
1814	0
1815	0
1816	0
1819	0
181	0
1820	0.004500427163321899
1821	0
1822	0
1823	0
1824	0
1825	0
1826	0
1827	8.416511825032581e-4
1828	0
1829	0.012585900860265791
182	0
1830	-0.001916433378216313
1831	-0.002465331466270094
1832	0.008334883199754199
1833	0
1834	0
1836	0
1837	-0.0036908607318569394
1838	0
1839	0.0035939718864213934
183	-0.008421133155101504
1841	0
1842	-0.008706205093582223
1843	0
1844	-0.004455436167091606
1845	0
1846	0.007815532621510413
1847	0
1848	0
1849	0
1850	0
1852	0
1854	0
1855	0
1856	0
1857	0
1859	0
185	0
1861	0
1869	0
186	0
1870	0
1871	-0.0016203646170215207
1874	0
1875	0
1877	0
187	0
1880	0
1889	0
1890	-0.002057690277856686
1891	-5.838772126972435e-4
1892	0
1893	0
1894	-0.0034886221536602003
1896	0
189	0
18	0.0015318473291864275
1901	0.00672867293112317
1902	0
1906	0.011012055309116798
1907	0
1908	0
1909	0.005598092142187971
190	0
1910	0
1912	0
191585	0
1917	-9.681431510736094e-4
191	0
192286	0
192666	0
192669	0
192670	0
192683	0
1936	-0.001282523056683116
1938	0
1939	1.770409851670662e-4
1942	0
1943	0
1944	-1.3683718035943182e-4
1945	0
1946	0
1947	0
1948	0.007756897779765785
1949	0
1950	-0.0017201228459871095
1951	0
1952	0
1953	-7.310491611934247e-4
1954	0
1955	0
1956	0
1958	-0.01641792741454517
1959	-0.007397572271439224
1960	-0.016513055873116213
1961	-0.0038950148425661735
1962	-0.003176938924506167
196403	0
196441	0
1964	0
1965	0
196740	0
196743	0
1967	0
196993	0
1969	0
196	0.005324699370684983
1974	0
1977	0
1978	0
1979	0
197	0.003962382200422826
1981	0
1982	0
1983	0
1984	0
1991	0
1992	-0.007455878521508407
1993	0
1994	0
1995	0
1996	0
199731	0
1997	0
199870	0
1998	0
1999	0
199	-1.1539312235552945e-4
19	0.011414720573499178
200081	0
2000	0
2001	0
2002	0
200315	0
200316	0
200424	0
2004	0
200576	0
2005	0
2006	0
200734	0
2009	0.003867573108583157
2010	0
201134	0
2011	0
201229	0
201254	0
2012	-0.0013394316704809443
2013	-0.0026486761550143768
2014	0.0063308470888958
201501	0
2015	-7.17984570489114e-4
2016	0
2017	0
2018	0
2019	-0.009391871158123195
2020	-0.005937678769469475
2021	0
2022	0
2023	-3.5221558262137e-4
202559	0
2026	-0.0018266247572543094
2027	0
2028	-0.002560938279851148
2029	0
202	-0.0065229793549542074
203068	7.584964317344841e-4
203069	0
2030	0
203197	0
2033	0
2034	0
2035	0
2036	-0.0016523020943039041
2037	0
2038	0.01396325735953117
2039	0
203	0
2040	-1.279168060924735e-4
2041	0
2042	0
2043	0
2044	0
2045	2.4179100523915974e-4
2047	0
204851	0
2048	0.007644419425475487
2049	0
204	0
2050	0
2051	0
2052	0.001046826886822427
2053	0.006507444837074858
2054	8.468458353628951e-4
205564	0
2055	4.545353413491891e-4
2056	0
2057	1.5412121111012633e-4
2058	-0.002168686813262508
2059	0
2060	0
206358	0
2063	0
2064	0
2065	0
2066	0
2067	0
2068	0
2069	0.0012522939179675995
2070	-0.004958869771836715
2071	0
2072	0
2074	0
2077	0
2078	0
2079	0
207	0
2081	0
208	0
2091	0
2098	0
2099	0
20	0
2100	0
2101	0
2104	-0.006911231779067031
2107	0
