gene	male-young_child-fine-1
10000	-0.006587515793313028
10001	0.0066905366183108
10002	-0.003641650013855828
10003	-0.009168642040411202
100048912	0
10004	0.020423555435894084
10005	0
10006	-0.006110931638160859
10007	0
10009	0
1000	0.019833512839230096
10010	-0.0039676961450637385
100126791	0.0012557622401449843
100128124	0
100128640	0.03280881158462415
100129128	0.008537827105213634
100129250	0.009345485032509234
100129271	-0.016912587668160818
100129361	0.003731623499698803
100129482	-0.005592917347151907
100130331	0.003260085565696668
100130449	5.371267695190994e-4
100132341	0.0010595602280591087
100132476	0
100134713	0
100137047	0.0086794364706437
10013	0
10014	0.0076077288033004065
10015	0.010214341755814016
10016	0
10017	0
100188893	1.1123310777151487e-4
10018	0
10019	0
1001	-0.028734814709724228
10020	0.013197120462667956
10021	0
10022	0
10023	-0.006516104891201105
10024	-0.014518612372679367
10025	0
10026	0
100272147	0
100287932	-0.008995420699281102
100288413	4.665131609994712e-4
100289678	-0.008481265746301677
100293516	-0.030174558159482053
1002	0.006000889376041728
100316904	0
10036	0
10038	0
10039	-0.00688185437372319
1003	0
10040	0.003134473254820148
10042	0
10043	0
10045	0
10046	-0.0371214009312115
10047	-0.0022033884020636768
10048	-0.004281195479823581
10049	0
1004	0.004029104910862836
100505741	0.011557616263880048
100505761	0
100505879	0
100505933	0
100506144	-0.015294264673610168
100506469	0
100506504	0.006925552169028956
100506571	0.013866254386838939
100506581	0
100506963	0.02410615456824633
100507331	0.008118788685655506
100507436	-0.0232050912228046
100507605	0
10050	-0.006005223197646527
10051	7.090010206525408e-4
10052	0.013588453562086855
10053	0
10054	0
10055	0
10057	0.0012055386975529585
10058	0
10059	0
1005	0.007548982090568794
10060	0
10061	-0.003540119997353766
10062	-0.02534355395365941
10066	0
10067	0
10069	-0.014577383977705928
1006	0
10072	-0.010451361619678886
10073	0.010676145611874804
10075	0
10076	0
10077	0.009538259063258229
10078	0
10079	0.0034225830970297166
1007	-0.006651009755425501
10083	0.008014108604641097
10084	0.005082059711015816
10085	-0.004224708625125305
10086	0.007517359587251124
10087	0.003658921435039966
10089	-9.412669058728333e-4
1008	-0.017515782548407025
10090	0.006648890334649572
10092	0.018772985158757985
10093	0.006772504287126758
10095	0.005485836913041359
10096	0
10097	0
10098	-0.006954953650308839
10099	0.029529034310821083
1009	0.016443497824125866
100	0
10100	0
10101	-0.0024712417577521678
10102	0
10103	1.6812948200379873e-4
10105	-0.015615065695797795
10106	-0.025463191337141828
10107	0
10109	0.007666171277951782
1010	0
10110	0.00697473879214963
10111	-0.00669094276796752
10112	-0.011230072625008782
10113	0
10114	-0.0034967617855517852
10116	0
10120	0
10121	0
10123	0.010500207360317298
10125	0
10126	0
10127	0
10128	0
10129	-0.018436616367956835
1012	-0.007763939662015386
10130	0
10131	0
10133	0.03011775174658462
10134	-0.006999716150033278
10135	0.005806148366465563
10136	-0.018459582903900984
10137	-0.0021328335341798082
10138	-0.017314898445703424
10139	0.003208322522649125
1013	0.001149504875211106
10140	-0.001343799126862846
10141	0
10142	-0.006720282370372931
10144	0
10146	-0.0089824404332797
10147	0
10148	0
10149	-0.01620872281669809
1014	0.03274290643309351
10150	-2.7112250304399356e-4
10152	0
10153	-0.007938154337812257
10154	-0.009893243146204813
10155	0.007657950459425638
10157	0
10158	-0.010057853329282357
10159	0.01639721806000102
1015	-0.004521152248168526
10160	0.0017624241777192864
10161	0.02359976158159004
10162	0.011440278533220825
10163	-0.0024389126786912517
10164	0
10165	0.02724220923494878
10166	0
10168	0
1016	0
10170	0.0019383872430246178
10171	-0.008466887892593561
10174	-0.005908739048499961
10175	-0.012482837526515767
10178	-3.348713684471998e-4
10179	-0.01007042023126964
1017	0
10180	0
10181	-0.005273438242333822
10184	-0.031479640493740295
10186	-0.02199893010552345
