gene	male-child-coarse-3
10000	-0.008597763555298822
10001	0
10002	-0.01402856391758652
10003	1.380137279828364e-4
100048912	-0.004444741786285852
10004	0.022853390635944094
10005	0
10006	-0.0019477844952111023
10007	0.008029547935099919
10009	0.011698013053122357
1000	-2.782323163856412e-5
10010	0
100126791	-0.005669698386862622
100128124	0.01885227525557449
100128640	-0.007650703974748082
100129128	-0.002448772945715264
100129250	0
100129271	0.013874679002736397
100129361	0.01970234271722255
100129482	-0.0014624653742885568
100130331	-0.01483096759893445
100130449	-0.00934539382767301
100132341	0
100132476	0
100134713	0
100137047	0.011765359569762273
10013	0
10014	-0.001082765801416213
10015	0
10016	-0.005458560033525646
10017	0
100188893	-8.298083158051092e-4
10018	-0.007977165441423488
10019	-0.007885400467776499
1001	-0.03295299564412639
10020	0.026476545899038906
10021	0
10022	-0.003740770987373429
10023	0
10024	0
10025	-0.008712618156944072
10026	0.006600239720506918
100272147	0
100287932	-6.822415985488652e-4
100288413	0.002091035128067698
100289678	-0.00483335963774252
100293516	-0.005766222272099368
1002	-0.006385644243360519
100316904	-0.002241942406387444
10036	0.004417778738004775
10038	-0.007290118327843386
10039	-0.007748524629048629
1003	0.0024233393710273283
10040	-0.02181553404599891
10042	0
10043	-4.708293245449306e-4
10045	-0.018999070631200078
10046	-0.04316424904626261
10047	0
10048	-0.004848392824126775
10049	9.326583917969682e-4
1004	0
100505741	0.02298495914954945
100505761	-0.0029272814162348733
100505879	0
100505933	0
100506144	0
100506469	3.0775670929086943e-4
100506504	0.008126230386712703
100506571	0.03463338135081135
100506581	0
100506963	0.0022119008797494067
100507331	0
100507436	-0.0027998645893453824
100507605	-0.0029431055163677724
10050	-4.8413826654722093e-4
10051	0
10052	0
10053	0
10054	-1.0595561357000515e-12
10055	0
10057	-0.01980346559380839
10058	0
10059	0
1005	2.2977828426597454e-4
10060	0
10061	-0.0035518565923785116
10062	-0.029610779813259908
10066	0
10067	-0.004388928325199062
10069	-0.02593355382043498
1006	-0.008899930698932405
10072	-0.0011329506535052553
10073	0.001805108902388485
10075	0
10076	0.00994961951328271
10077	0
10078	0.0034370128103735644
10079	-0.0037980779759547744
1007	0
10083	-0.011749949267679515
10084	-0.007970017413918297
10085	0
10086	0.0018733989141119399
10087	-5.512507055021297e-4
10089	-0.0025122972087121167
1008	-0.014291065472584857
10090	0.005188892439522866
10092	5.070589665624464e-4
10093	0
10095	0.0205584288515
10096	0.003953294550534734
10097	-0.012717737934871288
10098	-0.01251320634195447
10099	0.0037839356658978976
1009	-0.0027665534402514323
100	6.602520888132499e-4
10100	7.799228354075784e-6
10101	-3.515949690270465e-4
10102	-0.010090984025466949
10103	0
10105	-2.464073241946864e-4
10106	-0.026707383079259954
10107	0
10109	0
1010	0
10110	0
10111	0.006838927132156581
10112	-0.0025079985041416356
10113	0.007269095231515661
10114	-0.00150879717498719
10116	0.007289072758506765
10120	0.01003913791146344
10121	-0.00760721203588538
10123	0
10125	0.03626275535147885
10126	0
10127	0.0023289286487039795
10128	0
10129	0
1012	0.006008098748481355
10130	0.01997654984493855
10131	-1.7285439048047611e-4
10133	0.039114411908026586
10134	0
10135	0.024631674144118362
10136	0.020009320873519185
10137	-0.0038230452899644233
10138	-0.0032583627189612836
10139	0
1013	-8.032878795125227e-4
10140	-0.024963507610586872
10141	0.008537292721987945
