gene	male-fetus-fine-2
10993	-0.004812603195309367
10994	0
10998	0
109	0
10	0
11000	0
11001	0
11004	-0.00154841784082551
11005	0
11006	-9.247709208252266e-4
11007	0
11009	0.004687553429126562
11010	0
11011	0
11012	0
11013	0.016844537211352695
11014	0
11015	0.003121850736574796
11016	0
11017	0
11018	0
11019	0
1101	0
11020	0
11021	0
11022	0
11024	0
11025	-0.0018331966728347708
11027	-3.206462760544784e-4
1102	0
11030	0.002104988040743654
11031	-6.193847344214497e-5
11033	-5.56104002740556e-4
11034	0
11037	0
1103	0
11040	0.00654531232375555
11041	0
11043	0
11044	0
11045	5.414574397418601e-4
11046	0.00343712571897495
11047	-7.395598541658966e-4
1104	0
11051	0.0032355985351824094
11052	0
11054	0
11055	0
11056	0
11057	-0.002718681691518953
11059	0
1105	0
11060	0
11061	0
11062	0
11063	0
11064	0
11065	-0.004965542013928521
11066	0
11067	-0.006375476480169043
11068	-0.0016202728430445106
11069	-0.008265818237313264
11070	0.0010955991036726933
11072	-0.002537276501018623
11073	-0.0036317038394531273
11074	0
11075	0
11076	0
11078	1.3345108027145546e-5
11079	0
1107	0
11080	0
11081	0
11082	-0.014271490325250392
11083	0
11085	0
11086	0
1108	0
11092	0
11093	0
11094	0
11095	0
11096	0.002781494248708222
11097	0
11098	-5.15446137790665e-4
11099	0
1109	0
11100	0
11102	0
11103	-0.0026946529276388217
11104	0
11107	0
11108	0
11113	0
11116	0
11117	0
11118	-2.625682455474644e-4
11119	0
1111	0
11120	0
11122	0
11123	0.0021820726281451836
11124	-5.494120523128674e-4
11126	0
11127	0
11129	0
1112	0.00155654049071862
11130	0
11131	0
11132	0
11133	0
11135	0.0017114245598229645
11136	0.0016228690028230065
11137	0
11138	-0.010850317372846958
1113	-0.004224953984801966
11140	0
11142	0
11144	0
11145	-0.001072527410612087
11146	0
11147	0
11148	0.001320724008289342
1114	-0.012052765245504507
11151	0
11152	0
11153	0
11154	0
11155	-0.0023565881421897094
11156	0
11157	0
11160	0
11161	0.00431489158281779
11162	0
11163	0
11166	0
11167	0
11168	0
11169	0
1116	-0.004043666975620752
11170	-0.0015037615264072539
11171	0
11172	0
11174	0.0048844693888703316
11176	0
11177	0
11178	0
11179	0
1117	-0.00213455984741204
11180	0
11181	0
11182	0
11183	0.0012170400389883169
11184	0
11186	0
11187	0
11188	0
11189	0
1118	0
11190	0
11193	0
11194	0
11196	0
11197	9.175154818977176e-5
11198	0
11199	0.007835161100992945
1119	-1.7593320233971193e-4
11201	0.0012295361283420686
11202	0
11211	-0.004734988984010558
11212	0
11213	0
11214	0
11215	0
11216	0
11219	0
1121	0
11221	0
11222	-0.003260561599566616
11223	0.012550320017565708
11226	0.002245949552649054
11228	0
1122	0
11230	0.0017154510454646527
11231	0
11232	0
11234	-0.002107472355883706
11235	0
11236	-0.0015248761043418053
11237	0
11238	0
112399	-0.004017100058649589
1123	-6.769462294690866e-4
11240	-0.004264758021661848
11243	0
11245	0
112464	0.005829188778484812
112479	0
11247	0
11248	-0.0019862000599842377
1124	0
11250	0
11251	0
11252	0
11253	0
11254	-0.0034411538515674673
11255	0
11258	0
11259	0
11260	-0.0025783802909800538
112611	0
11261	0
11262	9.44446402775371e-4
11264	0
11266	0
11267	0
11273	0
11275	0
11276	0
11277	0
11278	0
11279	0
11280	0
11281	0
11282	0
11283	0
11284	0
11285	0
112869	0
112950	6.639184396938021e-4
1129	0
112	0
11309	0
1130	-0.004667384047187374
11311	-0.0016238019431149464
11313	0
113146	0
11314	-0.001239257369962248
11315	0
11316	0
113177	0
113178	0
11317	0
11318	0
11319	0
11320	-0.003605918841125369
11321	0
11322	0
113251	0
11325	0
11326	0
11329	0
1132	0
11330	0
11331	0
11332	0
11333	0
11334	0
11335	0
11336	0
11337	0.0014060620024016815
11338	0
11339	-0.0014356074993215908
1133	0
11340	0
113419	0
11341	-0.0019099147451219099
11342	-0.004353941700314238
11343	0
11344	0
11345	0
11346	-0.003037398182525394
1134	5.995259395877555e-4
1135	0
1136	0.001037576535779648
113791	0
1137	0
113835	0
113878	-9.447694851913571e-4
1138	0
113	0.004137876662192221
114034	0
114044	0
114049	-0.0049091047683446146
114088	-0.0033098824959262784
1140	0
114112	0
1141	0
1142	0
114327	0
1143	0
1144	0
114548	0
1145	0
114625	0.007932975277713977
1146	0
114791	0
1147	0
114819	0
114876	0
114881	0
114882	0
114883	-0.001243518712031033
114884	0
114885	0
114897	0
114899	2.677688201598924e-4
114908	0
114932	0.0012129123870374364
1149	0
114	0
115123	0.008098194299282383
115201	0
115207	0
115290	0
1152	-3.063113142523024e-4
115353	0.0014697502061893604
1153	0.00421779221547296
1154	0
1155	0
115703	0
115708	0
115817	0.0028739402004018437
1158	-4.999184949044914e-5
115939	0
115	-0.0015054776714559363
116039	-0.0011350842075576219
1160	-2.2894952946346867e-4
116138	0
1161	0
116285	0
116372	0.009191739018599196
116496	-0.003632913492158109
1164	1.3755453455785758e-4
116828	0
116832	0.00296618659173906
116984	0
116985	-0.0014091328192788527
116986	0
116987	-0.001860340033023724
116	-0.006008978771621371
117178	0
117246	0
1173	0
1174	0
1175	0
1178	0
1179	0
117	-0.0014041340482698957
1180	0
1181	0
1182	0
1183	0
1184	0.002170327251495445
1185	0
1186	0
1188	0
118	7.829464139671515e-4
1191	0
1192	1.0512849186872092e-4
1193	-0.007603787536430865
1195	0
1196	0
1198	0
119	0
1200	0
1201	0
1203	0.0022646496310089535
120526	0
1207	0
1208	0
1209	0
120	0
1211	0
1212	0
1213	-0.002468669985444528
1215	0
122616	0
1230	-0.005316000205966118
1232	0
1233	0
1234	-0.002248739290655696
1235	0.006672025332728853
1236	0
1237	0
123803	0
123872	0
1238	0
123	0.006851315226784744
124044	0
1240	0
124152	0
1241	-0.002836212150489192
124222	0
1244	0
124565	0
124583	0
124	0.00261433460063913
125893	0
1258	0
1259	0
125	-0.004892840769870323
1261	0
126208	0
126231	-4.2282986121550955e-4
126298	0
126299	0
126321	0
126353	0
126393	0
1263	0
1264	0
1265	0.010793336328117313
1266	5.995936686397798e-4
1267	0
1268	0
1269	0
126	0.0010474369879943212
1271	0
1272	0
127534	0
127544	0
127703	0
1277	0.01065008473595888
127833	-0.00239518484157494
1278	0
1280	0.01331274036383259
1281	0.001044121633857145
1282	1.1499782407774342e-4
1284	0.0050568371945849955
128553	0
1285	0
1286	0
1287	0.0014685300402155301
1288	0.005143918469763549
1289	0.00901711941418196
128	0
129025	0
129080	0
1290	0.011831466987101276
1291	0
1292	0
1293	0
1294	0
1296	0
1297	8.508015541520775e-4
1298	0
1299	0
12	0
130074	0
1300	-0.005446610198011472
1301	0
1302	0
1305	0
1306	0
1307	0
1308	0
130916	0
130	0
1310	0
1311	-0.01053475897876852
1312	0
131408	0
1314	-2.0599095703792176e-4
131544	0
131566	0.0019405590317702595
131578	0
1315	0
131601	0
1316	0
1317	0
1318	-0.0015905018785452828
131	0
1326	0
1327	0
1329	-9.139538068310692e-5
132	-0.0014682191656198097
133619	0.0012626046163694395
1339	0
133	-0.0025874824670328203
1340	0
1345	-0.0012848796481324995
1346	-0.004768346626806389
1347	0
1349	0
134	0
1350	0.001934164748520365
135138	0
1351	0
1352	0
1353	0
1355	0
1356	0
1357	0
1358	0
135948	0
1359	-0.012290504687673343
1360	0
1361	0
1362	-0.0015115390053529179
1363	-0.004539745631775504
1364	-0.0019644358567071905
1365	0
1366	-0.007990652299309156
1368	-0.005076074818046489
1369	0
136	0.0055103827037497125
1370	0
1371	0.009109070928935528
1373	0
1374	0
1376	0
137886	-5.020806836222331e-4
1378	0
138046	2.719261506023457e-4
138050	0
1380	0
138151	0
138162	0
1381	0.005659472356585236
1382	0
1384	0
1385	0
1386	0
1387	0.0011733550591512883
1388	0
1389	0
139081	0
1390	0
1392	0
139322	0
1393	0
1394	0
139538	0
1395	0
1396	-0.001146609793680002
1397	0
1398	0
1399	0
13	4.304368696613584e-4
1400	0
1401	0
140459	0
140460	0
140461	0
140462	0.0010474384853992086
140465	0.0016993181406314791
140467	0
1404	0
140545	0
140578	0
140597	0
140609	-0.005589619081989671
1406	0
1407	0
140801	0
140803	0
140883	0
140885	-0.001894145115097233
140890	0
1408	0
140	-6.819585355581706e-4
1410	-0.007272232078190984
1411	0
1412	-0.002314222916050059
1413	0
1414	0
1415	0
1416	6.652948816151001e-4
1417	0
1418	0
1419	0
141	0
1420	0
1421	0
142684	0
1428	0.0024625483532627144
1429	0.002568561164909396
142	-0.0020144433973370585
1432	0
1434	0
1435	0
1436	0
1437	0
1438	-0.0011066294712645207
1439	-0.0017486099753761058
1440	0
1441	-9.139517569641295e-4
1442	0
1443	0
144404	0
1444	0
1445	0.002214221746578223
1446	0
1447	0
1448	0
1452	0
145389	0
1453	0
1454	0
1455	-8.982000906200158e-4
1456	0
1457	3.0270233872335564e-4
1459	0
146057	0
1460	3.9190141251666807e-4
146227	0.003948886144197033
1462	0
1463	0
1464	0
146542	0
146562	0
1465	0
146691	0
1466	0
146712	0
1468	-0.0011621480824086884
1469	0
146	0
1470	0
147179	0
1471	-0.0031863300572717536
1472	0
147339	0
1473	0
1474	-0.0019337585294503376
1475	-0.01642549055894299
147657	0
147694	3.212672746091094e-4
1476	0
1477	0
1478	0
147912	0
1479	0
147	0
148022	0
148066	0
148229	0
1482	0
1486	0
148753	-0.0023188882829135856
1487	2.4383030476463657e-4
1488	0
1489	0
148	0
1490	0
149111	0.010492446518784738
1491	0
1493	8.539158610883057e-5
1495	0
149603	0
1496	0
1497	0.0014519317518768382
149986	0
1499	0
14	0
150160	0
1501	0
1503	0
1506	0
150726	0
1508	-0.001566803775489776
150967	0
1509	-0.005330360234981217
150	5.829716975062855e-4
151011	7.096039652160612e-4
151050	0
1510	0
1511	-0.0030238570683423834
1512	-0.0056034924527037224
1513	-0.012796172922869564
1514	0
1515	1.9135582382592793e-4
151987	-0.002126501378423582
1519	0
151	0
152006	0
1520	-0.011050702492320656
152185	0
1521	-0.0010102732066112263
1522	0
1523	0
1524	0
152559	0
1525	0
1528	0.003145990978160428
152	0
1534	-0.010520192709308287
1535	0
1536	-0.006306556858798664
1537	-0.009275132318630183
1538	0
1539	0
153	-0.002144750299968438
1540	0
1543	0
1544	0
1545	-0.0011213775903937738
154661	-3.180400909783762e-4
154796	0
154881	0.0014095271047029339
1548	0
1549	-0.0015414439269913576
154	-0.008446780323279784
155066	-0.0020303227697261784
1551	0.007209082378572494
1553	-9.743032543544222e-4
155400	-0.0029416172543670015
1555	0
1556	0
1557	0
1558	0
1559	-1.511099106098707e-4
155	0
1562	0
156	-1.3276125392947788e-4
1571	-0.00567568726692645
1573	0
157567	7.198283461975018e-4
157627	0
157680	0
1576	0
1577	-6.732759509428201e-4
157869	0
157922	0.0015618097674389947
1579	-0.0031975613169514697
157	0
1580	-0.002272927230633776
1581	0
1583	0
158427	0
158471	-0.0116184984515716
1584	0
158586	0
1585	-7.003824145364142e-4
1586	0
158747	0
1587	0
1588	9.871210044842629e-4
1589	-1.7160095817702956e-5
158	0
159162	0
1591	-0.006805876423264695
1592	0.0013806375289078794
1593	0
1594	-0.00584748382012227
1595	0.003828531122063225
159963	0
159	0
15	0
1600	0
1601	0.004250982984234088
1602	3.916352233310749e-4
160313	0
1603	0
1604	0
160518	0
1605	0
1606	0.003179817789826599
1607	0
1608	-0.005876403687164515
1609	0
1610	-3.754393736113163e-4
1611	0
161291	-0.002342735035678156
1612	0.009553731424868574
1613	0
1615	0
1616	0
1618	0
161	0
1620	0
1621	-0.0038840055872288084
1622	0
162427	0
1627	0.00434231058212868
1628	-9.461263534003968e-4
1629	-1.4814713192989133e-5
162	0
1630	0
163131	0
1632	0
1633	0.005813217488757205
163486	0
1634	0
163590	0
1635	0
1636	-4.8382289995042534e-4
1638	0.007931795014924277
1639	0
163	0
1641	0.008877107636165745
1642	0
1643	0
1644	0
1645	-0.0031620853422300744
164656	0
1646	-1.8035035562129694e-4
1647	0
1649	-0.005985242119058765
164	0
1650	0
1652	0
1653	-0.0015580699684613166
1654	0
1655	-5.76321504987789e-4
1656	0.004290028280097575
1657	-0.0053042793180810175
1659	0
165	-0.0021850176229786158
1660	0
1662	0
1663	0
1665	0
166647	0
1666	0
1669	0
166	0
1670	0
1671	0
167227	0
1672	0.0028774072583907678
1674	0
1675	-0.013068458350826716
1676	0
1677	0
1678	0
167	0
168544	0
1687	0
1690	0
169522	0.005184250569321488
169611	-0.004456408911699912
16	-0.005953143915593547
170679	0
170680	0
171017	0
171023	0
171220	0
171392	0.009517718553205871
171546	0
171558	0
171586	-0.0058136142287684486
1716	0
1717	0.0033732784323440043
1718	0.00849364391552832
1723	0
1725	0
1727	0
1728	-0.0025235034418229934
1729	0
1730	-0.0024030763631723018
1733	0
1734	-0.005907284808204126
1735	0
1736	-9.171006977967539e-4
1737	0
1738	0
1739	0
173	-1.0670499526007273e-4
1740	0
1741	0
1742	0
1743	0
1746	0
1748	0
1749	0
174	0.027876943474270666
1750	-0.0013952957302038231
1755	0
1756	0
1757	0
1758	0
1759	0
175	0.0028151574744590055
1760	0
1761	0
1762	0
1763	0
1768	0
176	0
1770	0
1773	0
1774	0
1775	0
1776	0
1777	-0.004888020930073526
1778	0
177	0
1780	-0.011832792788265168
1783	0
1785	0
1786	0
1787	0
1788	0.0016366588191834733
1789	0
178	-0.002087612401302032
1791	-2.2662722310331552e-4
1793	0
1794	0
1795	0
1796	0
1797	0
1798	1.7268744904179358e-4
1800	0
1802	0
1803	0.010240805976604516
1804	0
1805	-0.01003561048921481
1806	0
1807	0.0022115573589845585
1808	0.0033585918979656204
1809	8.452986762135756e-4
1810	0
1811	3.8874849413551914e-4
1812	0
1813	0
1814	0
1815	0
1816	0
1819	0
181	0
1820	0.005843637921064966
1821	0
1822	0
1823	0
1824	0
1825	0.0035182088076467525
1826	0
1827	0
1828	0
1829	0.011539440354931664
182	0
1830	-0.0016072406048048282
1831	-0.0024397168259190105
1832	0.002523739351883142
1833	0
1834	0
1836	0
1837	-0.0037991197932551535
1838	0
1839	0
183	0
1841	0
1842	-0.00717515218778448
1843	-0.0071753191065262855
1844	-0.006587723597500613
1845	0
1846	0.01370697119496909
1847	0
1848	-0.0011386786642763164
1849	0
1850	0
1852	0.007235881676974841
1854	0
1855	0
1856	0
1857	0
1859	0
185	0
1861	0
1869	0
186	0.008859719992845546
1870	0
1871	0
1874	0
1875	0.001860846879397006
1877	0
187	-0.0010316667804976718
1880	-0.0032455929910167433
1889	0
1890	-0.005488208479610055
1891	-0.0010833316500812864
1892	0
1893	0
1894	-0.005544059856125123
1896	0
189	0
18	0.011357461764937559
1901	0.0071328355060703156
1902	-0.003125617034564018
1906	0.00781736787145146
1907	0
1908	-0.0016761701699290956
1909	0.0033315780547215424
190	0
1910	0
1912	0
191585	0
1917	0
191	0
192286	0
192666	0.0018526735196951966
192669	-0.003203749025593124
192670	0
192683	-0.002046045374336972
1936	-4.5719019530269134e-4
1938	0
1939	0
1942	-0.007401432327299041
1943	0
1944	0
1945	0.0013742132767078404
1946	0
1947	0
1948	0.0037464932365297594
1949	0
1950	-4.6089497365638197e-4
1951	0
1952	0
1953	0
1954	0
1955	-0.0033665379405023667
1956	0
1958	-0.025847211934489214
1959	-0.014526765490464973
1960	-0.018160993336914545
1961	-0.00506744711862159
1962	0
196403	0
196441	0
1964	0
1965	0
196740	-0.0017524939761815895
196743	0
1967	0
196993	0
1969	0
196	0
1974	0
1977	0
1978	0
1979	0
197	0.009321984612406258
1981	0
1982	0
1983	0
1984	0
1991	-2.565383123461713e-4
1992	-0.005482895832408707
1993	0
1994	0
1995	0
1996	-0.002623563508349495
199731	0
1997	0
199870	0
1998	0
1999	0
199	0
19	0
200081	0
2000	0.0016634339271216726
2001	0.003039156899344695
2002	0
200315	-0.0018711171242197936
200316	2.0525571893404277e-5
200424	0
2004	0
200576	0
2005	0
2006	0
200734	0
2009	0.006004788287211748
2010	0
201134	0
2011	0
201229	0
201254	-7.982557720448681e-4
