gene	male-adolescent-fine-2
1	-0.011282535941501925
10	0.001984129387532702
100	-0.01774336244351181
1000	-0.05779780176863509
10000	-0.026187420657498645
100009676	0
10001	0
10002	0
10003	0
10004	-0.05217141372034501
100048912	-0.049859851188748944
10005	0
10006	0
10007	0.024751419878779688
10008	0
10009	0
100093630	0.00391371040890766
100093698	0
1001	-0.011656490424468651
10010	0
100101467	0
100101938	0.021520414827766298
10011	0
100113407	0
100124700	-0.017744998487606578
100125288	0
100126791	0
100126793	0.001633855577912648
100127888	-0.03256787896441996
100127983	-0.02019699076750527
100128025	0
100128071	-0.04889758247309433
100128098	0
100128124	-0.00325122669006234
100128126	0
100128139	0
100128164	0
100128191	-0.030335253391070984
100128239	0
100128325	0
100128554	0
100128590	0
100128640	0
100128731	-0.03361579658226023
100128750	0
100128782	0
100128788	0
100128881	-2.9851361261710617e-4
100128893	-0.06410519680195825
100128927	0
100128946	0
100129128	-0.016704315209980156
100129175	0
100129195	-0.046443461330910325
100129196	0.029621448474116182
100129250	0.018143442015950948
100129271	0
100129361	0
100129427	0
100129461	0
100129482	0
100129503	-0.00472611684238527
100129550	0
100129597	0
100129620	0
100129654	0
100129662	-0.01565402453235309
100129716	-0.003153296717832929
100129722	-0.0037354977354879045
100129726	0
100129792	0.03446671318737777
100129794	0
100129827	0.04571280980688923
100129845	0
100129858	-0.008334865334217243
100129917	0.042826099736528574
100129935	0
10013	0.0055770567321710785
100130155	0
100130249	0
100130264	0
100130331	0
100130357	-0.0063072403465380305
100130449	0.03324982116139694
100130476	0
100130519	0
100130522	0.0356375137912326
100130548	0
100130613	0
100130691	-0.00667036562271413
100130705	0.0013524543102154973
100130717	0.05404914358974023
100130733	-0.0036027005015137293
100130776	-0.04129171829618998
100130894	0
100130933	7.011100474216966e-4
100130950	0
100130958	0
100130967	0.007438648612095923
100131017	-0.0023867712823202564
100131067	-0.025472393369219977
100131117	0
100131138	-3.3786535935782504e-4
100131187	-0.02204101732286846
100131211	0.03691697024489518
100131213	0.02303734641647054
100131303	0
100131347	0
100131366	0
100131434	-0.02663682774341694
100131496	0
100131655	-0.021598892805043866
100131691	0
100131755	0.08160569301236353
100131801	0
100131814	0
100131816	0
100132074	0.014379716604022265
100132078	0
100132341	0
100132386	0
100132464	0
100132476	0
100132596	0
100132677	0
100132891	0.021146393953955216
100133205	-0.015874271359540934
100133311	0
100133461	0
100133612	0
100133941	0
100133985	0
100134229	-0.026955100486779262
100134259	0
100134368	0
100134713	0.013568767321866345
100137047	0.036753538631498786
10014	0
100141515	-0.01491892292321093
100144597	0
100144602	0.04008642405362721
100144603	0.0314075225527791
100144748	0.006372017526126865
10015	0.0169594414834009
10016	0
100169752	0
100169989	0
10017	0
100170229	0.005713551240961375
100170765	0.016886247582961453
100170841	0.03158022103917892
10018	0.0026385616145699385
100188893	0
100188953	0.004131558576363132
100189589	0.002615955508267775
10019	0
100190938	-0.0064009064637416315
100192379	0
100192386	0.01966623143765717
1002	0
10020	0
10021	0
10022	0.005786636828690171
10023	0
10024	0
10025	0
10026	0.0034514730212953613
100268168	-0.006092854760604069
100270679	0
100272147	0
100286844	0.037697244478457265
100287015	0.022466185911091636
100287114	0
100287177	-0.009196042077544871
100287366	0
100287482	0
100287569	0.009146463827200855
100287616	-0.02067218089447428
100287814	-0.027357800203851076
100287896	-0.036766163376729395
100287902	0
100287932	0
100288079	0
100288122	0
100288198	0
100288413	-0.027380370910294632
100288637	-0.024757487214922984
100288797	0
100289092	0.026464068247459904
100289097	0
100289098	0.010967218447180254
100289187	-0.002679223894603825
100289274	-0.011905147230558716
100289341	0
100289373	-0.008046062352659597
100289495	0
100289635	0
100289678	-0.01238598192199267
100292680	0
100293516	0.03593574113344412
100294362	0
100294720	0
1003	0
100302691	0
100303728	-0.02135320628314696
100303755	0
100306951	0
100316904	0
100329135	0
100359394	0
10036	-0.0032218437704119294
100379174	0
10038	-0.006893087422655232
100381270	0
10039	-0.013468200717210931
1004	0.009114680316989924
10040	0.02122995899701603
10042	0
100422737	-0.006525376094368166
10043	0
10044	0
10045	0.006335186821281956
10046	0
10047	0
10048	0
10049	-0.013346668197614287
100499171	0.007221084039008915
1005	0
10050	-0.01799250352664204
100500850	0.10454026773089992
100505474	0
100505478	0
100505495	-0.006199980078868237
100505501	-0.03282968684352196
100505515	0
100505538	-0.05955100456864235
100505540	0
100505545	0
100505549	0.00450996289188784
100505573	-0.007331362934512989
100505583	0
100505609	0
100505616	-0.03710960796171977
100505619	0
100505622	-0.01173187872893675
100505624	0.051019890769972
100505641	0.003431618220121834
100505658	0
100505659	-0.06898349321996405
100505664	-0.01635408557468063
100505676	0
100505681	0
100505685	0
100505687	0
100505696	0
100505715	0.033569474983029125
